"Back9Par3ScoringAverage_RANKTHISWEEK_2014","Back9Par3ScoringAverage_RANKLASTWEEK_2014","Back9Par3ScoringAverage_PLAYERNAME_2014","Back9Par3ScoringAverage_ROUNDS_2014","Back9Par3ScoringAverage_AVG_2014","Back9Par3ScoringAverage_TOTALSTROKES_2014","Back9Par3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Sergio Garcia",61,2.91,338,116,"Back9Par3ScoringAverage",2014
2,2,"Dustin Johnson",58,2.95,324,110,"Back9Par3ScoringAverage",2014
2,2,"Tyrone Van Aswegen",79,2.95,466,158,"Back9Par3ScoringAverage",2014
4,4,"Jim Furyk",84,2.96,486,164,"Back9Par3ScoringAverage",2014
4,4,"Zach Johnson",97,2.96,562,190,"Back9Par3ScoringAverage",2014
6,6,"Tim Clark",75,2.97,454,153,"Back9Par3ScoringAverage",2014
6,6,"Troy Merritt",62,2.97,371,125,"Back9Par3ScoringAverage",2014
8,8,"Freddie Jacobson",91,2.98,561,188,"Back9Par3ScoringAverage",2014
8,8,"Matt Kuchar",91,2.98,524,176,"Back9Par3ScoringAverage",2014
8,8,"Rory McIlroy",66,2.98,381,128,"Back9Par3ScoringAverage",2014
11,11,"Stuart Appleby",92,2.99,557,186,"Back9Par3ScoringAverage",2014
11,11,"Brice Garnett",92,2.99,533,178,"Back9Par3ScoringAverage",2014
11,11,"Billy Hurley III",86,2.99,523,175,"Back9Par3ScoringAverage",2014
11,11,"Scott Langley",95,2.99,575,192,"Back9Par3ScoringAverage",2014
11,11,"DH Lee",54,2.99,311,104,"Back9Par3ScoringAverage",2014
11,11,"Justin Leonard",75,2.99,467,156,"Back9Par3ScoringAverage",2014
17,17,"Bill Haas",107,3,637,212,"Back9Par3ScoringAverage",2014
17,17,"Morgan Hoffmann",103,3,610,203,"Back9Par3ScoringAverage",2014
17,17,"Billy Horschel",92,3,534,178,"Back9Par3ScoringAverage",2014
17,17,"Jerry Kelly",80,3,498,166,"Back9Par3ScoringAverage",2014
17,17,"Russell Knox",92,3,570,190,"Back9Par3ScoringAverage",2014
17,17,"Will Ma Kenzie",82,3,510,170,"Back9Par3ScoringAverage",2014
17,17,"David Toms",64,3,381,127,"Back9Par3ScoringAverage",2014
24,24,"Keegan Bradley",89,3.01,536,178,"Back9Par3ScoringAverage",2014
24,24,"Scott Brown",100,3.01,602,200,"Back9Par3ScoringAverage",2014
24,24,"Ben Crane",81,3.01,505,168,"Back9Par3ScoringAverage",2014
24,24,"Graham DeLaet",80,3.01,488,162,"Back9Par3ScoringAverage",2014
24,24,"Tommy Gainey",73,3.01,431,143,"Back9Par3ScoringAverage",2014
24,24,"Marc Leishman",81,3.01,493,164,"Back9Par3ScoringAverage",2014
24,24,"John Senden",99,3.01,614,204,"Back9Par3ScoringAverage",2014
24,24,"Heath Slocum",71,3.01,419,139,"Back9Par3ScoringAverage",2014
24,24,"Camilo Villegas",95,3.01,583,194,"Back9Par3ScoringAverage",2014
33,33,"Robert Allenby",83,3.02,504,167,"Back9Par3ScoringAverage",2014
33,33,"Rickie Fowler",91,3.02,519,172,"Back9Par3ScoringAverage",2014
33,33,"Brian Harman",111,3.02,689,228,"Back9Par3ScoringAverage",2014
33,33,"Matt Jones",83,3.02,508,168,"Back9Par3ScoringAverage",2014
33,33,"Charl Schwartzel",64,3.02,374,124,"Back9Par3ScoringAverage",2014
33,33,"Shawn Stefani",60,3.02,362,120,"Back9Par3ScoringAverage",2014
33,33,"Bubba Watson",76,3.02,441,146,"Back9Par3ScoringAverage",2014
40,40,"Ken Duke",80,3.03,475,157,"Back9Par3ScoringAverage",2014
40,40,"Matt Every",85,3.03,534,176,"Back9Par3ScoringAverage",2014
40,40,"David Hearn",97,3.03,602,199,"Back9Par3ScoringAverage",2014
40,40,"Justin Hicks",103,3.03,618,204,"Back9Par3ScoringAverage",2014
40,40,"Jeff Maggert",54,3.03,330,109,"Back9Par3ScoringAverage",2014
40,40,"Ryan Palmer",85,3.03,522,172,"Back9Par3ScoringAverage",2014
40,40,"Brandt Snedeker",89,3.03,534,176,"Back9Par3ScoringAverage",2014
40,40,"Kevin Stadler",90,3.03,546,180,"Back9Par3ScoringAverage",2014
40,40,"Chris Stroud",88,3.03,537,177,"Back9Par3ScoringAverage",2014
40,40,"Nick Watney",80,3.03,454,150,"Back9Par3ScoringAverage",2014
50,50,"Ricky Barnes",92,3.04,548,180,"Back9Par3ScoringAverage",2014
50,50,"Kevin Chappell",100,3.04,596,196,"Back9Par3ScoringAverage",2014
