"PercentageofAvailablePurseWon_RANKTHISWEEK_2014","PercentageofAvailablePurseWon_RANKLASTWEEK_2014","PercentageofAvailablePurseWon_PLAYERNAME_2014","PercentageofAvailablePurseWon_EVENTS_2014","PercentageofAvailablePurseWon_Pct_2014","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2014","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2014","stat_name","year"
1,1,"Rory McIlroy",17,5.91,8280095,140200000,"PercentageofAvailablePurseWon",2014
2,2,"Bubba Watson",21,3.82,6336975,165800000,"PercentageofAvailablePurseWon",2014
3,3,"Sergio Garcia",16,3.73,4939605,132300000,"PercentageofAvailablePurseWon",2014
4,4,"Jim Furyk",21,3.69,5987394,162400000,"PercentageofAvailablePurseWon",2014
5,5,"Dustin Johnson",17,3.36,4249178,126300000,"PercentageofAvailablePurseWon",2014
6,6,"Jason Day",15,3.19,3789572,118800000,"PercentageofAvailablePurseWon",2014
7,7,"Adam Scott",17,3.07,4098586,133300000,"PercentageofAvailablePurseWon",2014
8,8,"Martin Kaymer",19,2.96,4532535,152900000,"PercentageofAvailablePurseWon",2014
9,9,"Jimmy Walker",27,2.85,5787013,202700000,"PercentageofAvailablePurseWon",2014
10,10,"Matt Kuchar",24,2.68,4695512,175200000,"PercentageofAvailablePurseWon",2014
11,11,"Bernhard Langer",1,2.6,234000,9e+06,"PercentageofAvailablePurseWon",2014
12,12,"Justin Rose",19,2.59,3926767,151700000,"PercentageofAvailablePurseWon",2014
13,13,"Billy Horschel",27,2.45,4814786,196200000,"PercentageofAvailablePurseWon",2014
14,14,"Rickie Fowler",26,2.44,4806116,197100000,"PercentageofAvailablePurseWon",2014
15,15,"Chris Kirk",28,2.38,4854775,203900000,"PercentageofAvailablePurseWon",2014
16,16,"Jordan Spieth",27,2.17,4342746,200200000,"PercentageofAvailablePurseWon",2014
17,17,"Victor Dubuisson",10,2.03,1693485,83600000,"PercentageofAvailablePurseWon",2014
18,18,"Patrick Reed",28,1.98,4026074,203500000,"PercentageofAvailablePurseWon",2014
19,19,"Webb Simpson",25,1.91,3539598,185100000,"PercentageofAvailablePurseWon",2014
20,20,"Zach Johnson",26,1.78,3353415,188900000,"PercentageofAvailablePurseWon",2014
20,20,"Ryan Palmer",23,1.78,2924297,164300000,"PercentageofAvailablePurseWon",2014
22,22,"Austin Cook",1,1.77,102466,5800000,"PercentageofAvailablePurseWon",2014
23,23,"Ryan Moore",24,1.71,3098261,181400000,"PercentageofAvailablePurseWon",2014
23,23,"Brendon Todd",29,1.71,3396742,198100000,"PercentageofAvailablePurseWon",2014
25,25,"Kevin Na",27,1.69,3153105,187100000,"PercentageofAvailablePurseWon",2014
26,26,"Hunter Mahan",25,1.65,3097980,188100000,"PercentageofAvailablePurseWon",2014
27,27,"Hideki Matsuyama",24,1.56,2837476,182300000,"PercentageofAvailablePurseWon",2014
28,28,"Graeme McDowell",17,1.54,2077386,134800000,"PercentageofAvailablePurseWon",2014
29,29,"Henrik Stenson",15,1.51,1894234,125300000,"PercentageofAvailablePurseWon",2014
30,30,"Edoardo Molinari",2,1.5,288911,19200000,"PercentageofAvailablePurseWon",2014
