"FairwayProximity_RANKTHISWEEK_2013","FairwayProximity_RANKLASTWEEK_2013","FairwayProximity_PLAYERNAME_2013","FairwayProximity_ROUNDS_2013","FairwayProximity_AVG_2013","FairwayProximity_ATTEMPTS_2013","FairwayProximity_TOTALDISTANCEFEET_2013","FairwayProximity_RELATIVETOPAR_2013","stat_name","year"
37,37,"Gary Woodland",94,NA,1055,31731.5,-83,"FairwayProximity",2013
42,42,"Justin Hicks",79,NA,941,28356.583,-33,"FairwayProximity",2013
42,42,"Scott Stallings",79,NA,859,25941.917,-58,"FairwayProximity",2013
42,42,"YE Yang",56,NA,551,16616.25,-22,"FairwayProximity",2013
45,45,"Jason Kokrak",78,NA,893,26998.833,-72,"FairwayProximity",2013
45,45,"Scott Langley",79,NA,879,26557.5,-41,"FairwayProximity",2013
45,45,"Steve Stricker",51,NA,497,15021.167,-94,"FairwayProximity",2013
45,45,"Vaughn Taylor",50,NA,540,16338.917,-31,"FairwayProximity",2013
45,45,"Nick Watney",88,NA,980,29670,-113,"FairwayProximity",2013
50,50,"Brendon de Jonge",110,NA,1338,40580.917,-153,"FairwayProximity",2013
50,50,"Luke Donald",60,NA,619,18774.333,-70,"FairwayProximity",2013
50,50,"Bob Estes",66,NA,867,26277.167,-80,"FairwayProximity",2013
50,50,"David Hearn",88,NA,978,29698.833,-108,"FairwayProximity",2013
50,50,"Graeme McDowell",53,NA,521,15803.667,-31,"FairwayProximity",2013
55,55,"Ricky Barnes",74,NA,849,25811.667,-44,"FairwayProximity",2013
55,55,"Michael Bradley",56,NA,554,16861.333,8,"FairwayProximity",2013
55,55,"Nicolas Colsaerts",50,NA,434,13183.75,-12,"FairwayProximity",2013
55,55,"Ernie Els",63,NA,634,19285.917,-27,"FairwayProximity",2013
55,55,"George McNeill",68,NA,892,27150.417,-56,"FairwayProximity",2013
55,55,"Kyle Stanley",71,NA,768,23334.583,-44,"FairwayProximity",2013
55,55,"Bo Van Pelt",72,NA,754,22963.667,-24,"FairwayProximity",2013
55,55,"Lee Westwood",70,NA,681,20691.667,-34,"FairwayProximity",2013
63,63,"Morgan Hoffmann",64,NA,657,20023.583,-58,"FairwayProximity",2013
63,63,"Brandt Jobe",62,NA,738,22498.583,-55,"FairwayProximity",2013
63,63,"Lee Williams",62,NA,690,21040.25,-30,"FairwayProximity",2013
66,66,"Ryo Ishikawa",72,NA,683,20912.917,-9,"FairwayProximity",2013
66,66,"Robert Karlsson",56,NA,479,14668,-32,"FairwayProximity",2013
68,68,"Stewart Cink",71,NA,721,22083.833,-43,"FairwayProximity",2013
68,68,"Tim Clark",64,NA,597,18296.083,-41,"FairwayProximity",2013
68,68,"Jordan Spieth",82,NA,919,28207.25,-117,"FairwayProximity",2013
71,71,"Charley Hoffman",84,NA,962,29603.5,-81,"FairwayProximity",2013
71,71,"Pat Perez",69,NA,858,26403.833,-55,"FairwayProximity",2013
71,71,"Kevin Streelman",86,NA,940,28910,-82,"FairwayProximity",2013
71,71,"Nicholas Thompson",99,NA,1159,35631.417,-70,"FairwayProximity",2013
75,75,"Russell Henley",80,NA,904,27849.333,-78,"FairwayProximity",2013
75,75,"David Mathis",71,NA,808,24934.833,-31,"FairwayProximity",2013
75,75,"Adam Scott",61,NA,588,18123.75,-58,"FairwayProximity",2013
75,75,"Bubba Watson",76,NA,749,23103.5,-88,"FairwayProximity",2013
75,75,"Casey Wittenberg",72,NA,764,23575.75,-7,"FairwayProximity",2013
80,80,"James Driscoll",76,NA,791,24452,-52,"FairwayProximity",2013
80,80,"Scott Gardiner",61,NA,654,20221.083,-19,"FairwayProximity",2013
80,80,"Trevor Immelman",73,NA,823,25469.583,-22,"FairwayProximity",2013
80,80,"David Lingmerth",68,NA,767,23728.5,-30,"FairwayProximity",2013
80,80,"Ryan Moore",72,NA,798,24701.167,-50,"FairwayProximity",2013
80,80,"Daniel Summerhays",83,NA,1028,31739.833,-89,"FairwayProximity",2013
86,86,"Brian Gay",79,NA,993,30773.583,-29,"FairwayProximity",2013
86,86,"Phil Mickelson",78,NA,691,21394.417,-107,"FairwayProximity",2013
88,88,"Stephen Ames",49,NA,579,17986.917,-7,"FairwayProximity",2013
88,88,"Keegan Bradley",88,NA,953,29595.333,-132,"FairwayProximity",2013
88,88,"Billy Horschel",96,NA,1116,34723.75,-103,"FairwayProximity",2013
88,88,"Jerry Kelly",75,NA,901,28030.25,-85,"FairwayProximity",2013
88,88,"Dicky Pride",71,NA,795,24709.833,-38,"FairwayProximity",2013
88,88,"Webb Simpson",92,NA,939,29177.917,-98,"FairwayProximity",2013
88,88,"Josh Teater",86,NA,811,25179.25,-53,"FairwayProximity",2013
95,95,"Roberto Castro",97,NA,1175,36604.583,-98,"FairwayProximity",2013
95,95,"Matt Every",89,NA,999,31152.5,-97,"FairwayProximity",2013
95,95,"Charlie Wi",75,NA,891,27797.25,-43,"FairwayProximity",2013
98,98,"Sangmoon Bae",83,NA,911,28450.083,-51,"FairwayProximity",2013
98,98,"Lucas Glover",65,NA,699,21869.583,-40,"FairwayProximity",2013
98,98,"Martin Kaymer",61,NA,559,17451.667,-35,"FairwayProximity",2013
98,98,"Ian Poulter",59,NA,523,16355.667,-36,"FairwayProximity",2013
98,98,"Jimmy Walker",84,NA,914,28567.667,-80,"FairwayProximity",2013
103,103,"Richard Lee",81,NA,1001,31365.5,-75,"FairwayProximity",2013
103,103,"Robert Streb",75,NA,821,25712.833,-57,"FairwayProximity",2013
105,105,"Martin Flores",83,NA,926,29064.833,-72,"FairwayProximity",2013
105,105,"Rickie Fowler",75,NA,765,24035.833,-78,"FairwayProximity",2013
105,105,"Ted Potter Jr",65,NA,758,23807.167,-50,"FairwayProximity",2013
105,105,"Brendan Steele",86,NA,1023,32166.417,-58,"FairwayProximity",2013
109,109,"Stuart Appleby",88,NA,1082,34043.5,-81,"FairwayProximity",2013
109,109,"JJ Henry",83,NA,1028,32401.167,-49,"FairwayProximity",2013
109,109,"Mark Wilson",56,NA,730,22998.583,-20,"FairwayProximity",2013
112,112,"Jason Dufner",78,NA,828,26151.583,-60,"FairwayProximity",2013
112,112,"Chris Stroud",88,NA,1064,33627.083,-64,"FairwayProximity",2013
112,112,"DJ Trahan",48,NA,496,15674.917,-19,"FairwayProximity",2013
115,115,"Freddie Jacobson",63,NA,579,18339,-49,"FairwayProximity",2013
116,116,"Erik Compton",74,NA,808,25684.333,-40,"FairwayProximity",2013
116,116,"Bill Haas",85,NA,903,28667.167,-111,"FairwayProximity",2013
116,116,"Matt Jones",83,NA,947,30046.5,-96,"FairwayProximity",2013
116,116,"Henrik Norlander",70,NA,766,24342,-35,"FairwayProximity",2013
116,116,"Carl Pettersson",82,NA,842,26723.5,-58,"FairwayProximity",2013
116,116,"Henrik Stenson",65,NA,618,19632.833,-84,"FairwayProximity",2013
122,122,"Fabian Gomez",65,NA,750,23861.917,-47,"FairwayProximity",2013
122,122,"Colt Knost",69,NA,813,25893.333,-1,"FairwayProximity",2013
122,122,"Justin Leonard",86,NA,1039,33113,-56,"FairwayProximity",2013
122,122,"William McGirt",75,NA,921,29293.917,-81,"FairwayProximity",2013
122,122,"Scott Piercy",78,NA,760,24172.667,-45,"FairwayProximity",2013
127,127,"Bobby Gates",49,NA,452,14444.917,-7,"FairwayProximity",2013
127,127,"Peter Hanson",45,NA,408,13015.583,-24,"FairwayProximity",2013
127,127,"John Huh",88,NA,1034,33017.167,-66,"FairwayProximity",2013
127,127,"Patrick Reed",83,NA,896,28602.417,-67,"FairwayProximity",2013
131,131,"Ben Crane",62,NA,743,23801.25,-35,"FairwayProximity",2013
131,131,"Jim Herman",59,NA,579,18528.667,-37,"FairwayProximity",2013
131,131,"Troy Matteson",68,NA,750,24010,-27,"FairwayProximity",2013
131,131,"Jeff Overton",78,NA,929,29728.75,-80,"FairwayProximity",2013
135,135,"Will Claxton",67,NA,737,23643.75,-18,"FairwayProximity",2013
135,135,"Jason Day",86,NA,774,24809.667,-71,"FairwayProximity",2013
135,135,"Sergio Garcia",65,NA,608,19497.083,-77,"FairwayProximity",2013
135,135,"Luke Guthrie",82,NA,846,27170.25,-36,"FairwayProximity",2013
135,135,"Eric Meierdierks",48,NA,463,14846.417,12,"FairwayProximity",2013
140,140,"Harris English",95,NA,1073,34510.917,-87,"FairwayProximity",2013
141,141,"Charlie Beljan",62,NA,715,23068.167,2,"FairwayProximity",2013
141,141,"Padraig Harrington",52,NA,446,14394.5,-21,"FairwayProximity",2013
141,141,"David Lynn",70,NA,729,23525.5,-58,"FairwayProximity",2013
141,141,"Shawn Stefani",63,NA,613,19762.667,-39,"FairwayProximity",2013
145,145,"Justin Bolli",59,NA,608,19639.167,3,"FairwayProximity",2013
145,145,"Ben Curtis",59,NA,609,19684.333,-19,"FairwayProximity",2013
145,145,"Tom Gillis",69,NA,816,26403.333,-21,"FairwayProximity",2013
145,145,"Marc Leishman",77,NA,815,26351.417,-44,"FairwayProximity",2013
145,145,"Aaron Watkins",46,NA,463,14979.583,-22,"FairwayProximity",2013
150,150,"Tommy Gainey",84,NA,937,30345.25,-12,"FairwayProximity",2013
150,150,"DA Points",87,NA,923,29952.167,-31,"FairwayProximity",2013
152,152,"Seung Yul Noh",71,NA,735,23889.917,-30,"FairwayProximity",2013
152,152,"Cameron Percy",68,NA,733,23838.583,-35,"FairwayProximity",2013
152,152,"Alistair Presnell",59,NA,581,18885,-30,"FairwayProximity",2013
155,155,"DH Lee",65,NA,795,25904.833,-33,"FairwayProximity",2013
155,155,"Andrew Svoboda",46,NA,469,15300.333,-19,"FairwayProximity",2013
157,157,"Michael Thompson",66,NA,702,22929.583,-27,"FairwayProximity",2013
158,158,"Brian Harman",89,NA,971,31863.083,-58,"FairwayProximity",2013
159,159,"Scott Brown",65,NA,736,24223.417,-41,"FairwayProximity",2013
159,159,"Derek Ernst",58,NA,627,20624.75,-10,"FairwayProximity",2013
159,159,"Sean OHair",56,NA,618,20357.5,-24,"FairwayProximity",2013
159,159,"Geoff Ogilvy",57,NA,542,17846.917,-1,"FairwayProximity",2013
159,159,"Cameron Tringale",80,NA,994,32681.5,-61,"FairwayProximity",2013
159,159,"Mike Weir",60,NA,591,19436.5,-7,"FairwayProximity",2013
165,165,"Martin Laird",68,NA,709,23414.167,-20,"FairwayProximity",2013
165,165,"Hunter Mahan",91,NA,933,30794.833,-110,"FairwayProximity",2013
167,167,"Tim Herron",45,NA,543,17989.917,-19,"FairwayProximity",2013
167,167,"Charles Howell III",87,NA,970,32167,-117,"FairwayProximity",2013
169,169,"Rod Pampling",46,NA,464,15422.583,-12,"FairwayProximity",2013
170,170,"Steven Bowditch",67,NA,695,23293,-59,"FairwayProximity",2013
170,170,"Angel Cabrera",73,NA,702,23493.917,-36,"FairwayProximity",2013
170,170,"Doug LaBelle II",72,NA,807,27049.75,-50,"FairwayProximity",2013
170,170,"Jin Park",52,NA,596,19945.167,-17,"FairwayProximity",2013
174,174,"Greg Chalmers",77,NA,926,31121.417,-61,"FairwayProximity",2013
174,174,"John Senden",79,NA,801,26870.083,-32,"FairwayProximity",2013
176,176,"Andres Romero",63,NA,650,21897.667,-21,"FairwayProximity",2013
177,177,"Johnson Wagner",64,NA,668,22552.417,11,"FairwayProximity",2013
178,178,"Jonas Blixt",76,NA,843,28766.167,-40,"FairwayProximity",2013
179,179,"Aaron Baddeley",68,NA,707,24479.167,-24,"FairwayProximity",2013
180,180,"Luke List",65,NA,562,19602.5,18,"FairwayProximity",2013
