"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2005","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2005","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2005","PercentageofYardagecoveredbyTeeShots_ROUNDS_2005","PercentageofYardagecoveredbyTeeShots_AVGPct_2005","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2005","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2005","stat_name","year"
1,1,"Scott Hend",75,66.25,272560.3,411432,"PercentageofYardagecoveredbyTeeShots",2005
2,2,"Tiger Woods",76,65.71,233419.7,355236,"PercentageofYardagecoveredbyTeeShots",2005
3,3,"John Daly",78,65.64,236889.5,360881,"PercentageofYardagecoveredbyTeeShots",2005
4,4,"Brett Wetterich",76,65.6,281107.6,428487,"PercentageofYardagecoveredbyTeeShots",2005
5,5,"Scott Gutschewski",86,64.75,295045.9,455654,"PercentageofYardagecoveredbyTeeShots",2005
6,6,"Vijay Singh",111,64.7,362727.8,560625,"PercentageofYardagecoveredbyTeeShots",2005
7,7,"Sergio Garcia",73,64.63,215407,333272,"PercentageofYardagecoveredbyTeeShots",2005
8,8,"Hank Kuehne",84,64.58,306162.3,474055,"PercentageofYardagecoveredbyTeeShots",2005
9,9,"Brenden Pappas",51,64.54,202056.4,313084,"PercentageofYardagecoveredbyTeeShots",2005
10,10,"Mathias Gronberg",60,64.19,227076.4,353765,"PercentageofYardagecoveredbyTeeShots",2005
11,11,"Kenny Perry",82,64.17,241930.8,377025,"PercentageofYardagecoveredbyTeeShots",2005
12,12,"Brendan Jones",81,64.15,295742.8,461052,"PercentageofYardagecoveredbyTeeShots",2005
13,13,"John Elliott",58,64.03,207770.8,324487,"PercentageofYardagecoveredbyTeeShots",2005
13,13,"Lucas Glover",88,64.03,320580.5,500639,"PercentageofYardagecoveredbyTeeShots",2005
15,15,"Harrison Frazar",105,63.77,377823.3,592454,"PercentageofYardagecoveredbyTeeShots",2005
16,16,"Stuart Appleby",84,63.76,256980,403055,"PercentageofYardagecoveredbyTeeShots",2005
17,17,"Phil Mickelson",81,63.72,203479.7,319343,"PercentageofYardagecoveredbyTeeShots",2005
18,18,"Kevin Stadler",96,63.7,333723.6,523871,"PercentageofYardagecoveredbyTeeShots",2005
19,19,"Chris Smith",93,63.69,345250.4,542104,"PercentageofYardagecoveredbyTeeShots",2005
20,20,"Tag Ridings",93,63.63,338015.3,531198,"PercentageofYardagecoveredbyTeeShots",2005
21,21,"Davis Love III",80,63.6,227314.7,357428,"PercentageofYardagecoveredbyTeeShots",2005
22,22,"Charles Warren",89,63.53,324554.2,510835,"PercentageofYardagecoveredbyTeeShots",2005
23,23,"Rod Pampling",89,63.52,280913.6,442219,"PercentageofYardagecoveredbyTeeShots",2005
24,24,"Lee Westwood",50,63.48,131923.5,207829,"PercentageofYardagecoveredbyTeeShots",2005
25,25,"Will Ma Kenzie",75,63.41,274591.8,433035,"PercentageofYardagecoveredbyTeeShots",2005
26,26,"Ryan Palmer",101,63.4,324967.4,512527,"PercentageofYardagecoveredbyTeeShots",2005
27,27,"Fred Couples",72,63.35,175958,277748,"PercentageofYardagecoveredbyTeeShots",2005
28,28,"Jason Allred",75,63.32,254285.3,401598,"PercentageofYardagecoveredbyTeeShots",2005
29,29,"DJ Trahan",81,63.25,283295.1,447873,"PercentageofYardagecoveredbyTeeShots",2005
30,30,"John Rollins",97,63.2,330177.1,522431,"PercentageofYardagecoveredbyTeeShots",2005
31,31,"Sean OHair",103,63.18,345195.7,546352,"PercentageofYardagecoveredbyTeeShots",2005
31,31,"Adam Scott",72,63.18,210567.2,333302,"PercentageofYardagecoveredbyTeeShots",2005
33,33,"Jonathan Byrd",103,63.15,376153.7,595687,"PercentageofYardagecoveredbyTeeShots",2005
34,34,"Brandt Jobe",96,63.14,327895.3,519313,"PercentageofYardagecoveredbyTeeShots",2005
35,35,"Retief Goosen",71,63.13,173819.3,275343,"PercentageofYardagecoveredbyTeeShots",2005
36,36,"Rory Sabbatini",81,63.11,241427.1,382545,"PercentageofYardagecoveredbyTeeShots",2005
37,37,"Nick Watney",91,63.09,318380.2,504644,"PercentageofYardagecoveredbyTeeShots",2005
38,38,"David Hearn",68,63.06,244679.9,388030,"PercentageofYardagecoveredbyTeeShots",2005
39,39,"Dennis Paulson",63,63.03,227138.9,360338,"PercentageofYardagecoveredbyTeeShots",2005
40,40,"Daniel Chopra",108,63.02,369035.6,585589,"PercentageofYardagecoveredbyTeeShots",2005
41,41,"Steve Allan",102,63.01,351989.4,558584,"PercentageofYardagecoveredbyTeeShots",2005
42,42,"Hunter Mahan",103,62.92,369480.8,587207,"PercentageofYardagecoveredbyTeeShots",2005
43,43,"Mark Hensby",70,62.9,199050.1,316469,"PercentageofYardagecoveredbyTeeShots",2005
44,44,"Michael Long",72,62.89,255396.9,406115,"PercentageofYardagecoveredbyTeeShots",2005
45,45,"Ted Purdy",122,62.75,399702.3,636949,"PercentageofYardagecoveredbyTeeShots",2005
46,46,"Robert Allenby",95,62.73,289826.1,462024,"PercentageofYardagecoveredbyTeeShots",2005
47,47,"Roland Thatcher",75,62.71,269710.5,430080,"PercentageofYardagecoveredbyTeeShots",2005
48,48,"Marco Dawson",82,62.66,311201,496621,"PercentageofYardagecoveredbyTeeShots",2005
48,48,"JJ Henry",102,62.66,343685.9,548536,"PercentageofYardagecoveredbyTeeShots",2005
50,50,"Zach Johnson",96,62.61,331692.6,529812,"PercentageofYardagecoveredbyTeeShots",2005
51,51,"Jonathan Kaye",77,62.58,256022.3,409087,"PercentageofYardagecoveredbyTeeShots",2005
52,52,"Bob Heintz",67,62.57,247418,395414,"PercentageofYardagecoveredbyTeeShots",2005
53,53,"Neal Lancaster",95,62.56,339989.6,543484,"PercentageofYardagecoveredbyTeeShots",2005
54,54,"Charles Howell III",95,62.54,288665.7,461577,"PercentageofYardagecoveredbyTeeShots",2005
55,55,"John Huston",90,62.49,312741.2,500491,"PercentageofYardagecoveredbyTeeShots",2005
56,56,"James Driscoll",73,62.46,248335.7,397598,"PercentageofYardagecoveredbyTeeShots",2005
57,57,"Arjun Atwal",65,62.44,242295.6,388057,"PercentageofYardagecoveredbyTeeShots",2005
57,57,"Geoff Ogilvy",97,62.44,296170,474291,"PercentageofYardagecoveredbyTeeShots",2005
59,59,"Craig Barlow",81,62.42,251818.9,403429,"PercentageofYardagecoveredbyTeeShots",2005
60,60,"Dan Forsman",52,62.33,184221.2,295570,"PercentageofYardagecoveredbyTeeShots",2005
61,61,"Jason Bohn",91,62.27,320787.2,515157,"PercentageofYardagecoveredbyTeeShots",2005
62,62,"Pat Perez",89,62.26,288634.6,463560,"PercentageofYardagecoveredbyTeeShots",2005
63,63,"Justin Rose",99,62.24,348926.6,560624,"PercentageofYardagecoveredbyTeeShots",2005
64,64,"Ben Crane",78,62.19,253512.8,407654,"PercentageofYardagecoveredbyTeeShots",2005
64,64,"Tim Herron",100,62.19,305648.5,491438,"PercentageofYardagecoveredbyTeeShots",2005
64,64,"Greg Owen",84,62.19,279390.2,449271,"PercentageofYardagecoveredbyTeeShots",2005
64,64,"Bo Van Pelt",112,62.19,367307.5,590654,"PercentageofYardagecoveredbyTeeShots",2005
68,68,"Carlos Franco",78,62.17,266349.7,428408,"PercentageofYardagecoveredbyTeeShots",2005
69,69,"Woody Austin",100,62.16,356970.3,574231,"PercentageofYardagecoveredbyTeeShots",2005
69,69,"Frank Lickliter II",100,62.16,338729,544908,"PercentageofYardagecoveredbyTeeShots",2005
71,71,"Brett Quigley",96,62.14,333888.2,537288,"PercentageofYardagecoveredbyTeeShots",2005
