"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2011","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2011","BirdieorBetterPercentageRightRough_PLAYERNAME_2011","BirdieorBetterPercentageRightRough_ROUNDS_2011","BirdieorBetterPercentageRightRough_Pct_2011","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2011","BirdieorBetterPercentageRightRough_TOTALHOLES_2011","stat_name","year"
31,31,"Jeff Overton",92,17.5,28,160,"BirdieorBetterPercentageRightRough",2011
33,33,"Nick Watney",80,17.46,22,126,"BirdieorBetterPercentageRightRough",2011
34,34,"George McNeill",69,17.36,25,144,"BirdieorBetterPercentageRightRough",2011
35,35,"KJ Choi",77,17.31,18,104,"BirdieorBetterPercentageRightRough",2011
36,36,"Matt McQuillan",59,17.24,15,87,"BirdieorBetterPercentageRightRough",2011
37,37,"Stephen Ames",69,17.17,17,99,"BirdieorBetterPercentageRightRough",2011
37,37,"Martin Piller",63,17.17,17,99,"BirdieorBetterPercentageRightRough",2011
39,39,"Carl Pettersson",95,17.14,24,140,"BirdieorBetterPercentageRightRough",2011
40,40,"Matt Bettencourt",84,17.11,26,152,"BirdieorBetterPercentageRightRough",2011
40,40,"Jimmy Walker",79,17.11,32,187,"BirdieorBetterPercentageRightRough",2011
42,42,"Billy Mayfair",94,16.91,23,136,"BirdieorBetterPercentageRightRough",2011
43,43,"Rod Pampling",72,16.88,13,77,"BirdieorBetterPercentageRightRough",2011
44,44,"Kevin Stadler",88,16.84,16,95,"BirdieorBetterPercentageRightRough",2011
45,45,"Marc Leishman",87,16.74,36,215,"BirdieorBetterPercentageRightRough",2011
46,46,"Kevin Chappell",78,16.67,21,126,"BirdieorBetterPercentageRightRough",2011
47,47,"Tim Herron",85,16.56,26,157,"BirdieorBetterPercentageRightRough",2011
47,47,"Jhonattan Vegas",84,16.56,25,151,"BirdieorBetterPercentageRightRough",2011
49,49,"Steven Bowditch",86,16.55,23,139,"BirdieorBetterPercentageRightRough",2011
50,50,"DA Points",89,16.54,21,127,"BirdieorBetterPercentageRightRough",2011
50,50,"Justin Rose",79,16.54,21,127,"BirdieorBetterPercentageRightRough",2011
52,52,"Jim Furyk",87,16.5,17,103,"BirdieorBetterPercentageRightRough",2011
53,53,"Josh Teater",104,16.49,32,194,"BirdieorBetterPercentageRightRough",2011
54,54,"Scott Piercy",78,16.45,25,152,"BirdieorBetterPercentageRightRough",2011
55,55,"Rickie Fowler",84,16.43,23,140,"BirdieorBetterPercentageRightRough",2011
56,56,"Freddie Jacobson",92,16.28,21,129,"BirdieorBetterPercentageRightRough",2011
57,57,"Derek Lamely",65,16.22,18,111,"BirdieorBetterPercentageRightRough",2011
57,57,"Michael Putnam",67,16.22,18,111,"BirdieorBetterPercentageRightRough",2011
59,59,"Aron Price",58,15.94,11,69,"BirdieorBetterPercentageRightRough",2011
60,60,"Tommy Gainey",104,15.93,29,182,"BirdieorBetterPercentageRightRough",2011
61,61,"Keegan Bradley",91,15.87,20,126,"BirdieorBetterPercentageRightRough",2011
62,62,"Jason Dufner",78,15.83,19,120,"BirdieorBetterPercentageRightRough",2011
63,63,"Bio Kim",71,15.82,25,158,"BirdieorBetterPercentageRightRough",2011
64,64,"Steve Marino",76,15.79,18,114,"BirdieorBetterPercentageRightRough",2011
65,65,"Paul Goydos",81,15.53,16,103,"BirdieorBetterPercentageRightRough",2011
66,66,"Joe Ogilvie",75,15.5,20,129,"BirdieorBetterPercentageRightRough",2011
67,67,"Ben Curtis",66,15.38,10,65,"BirdieorBetterPercentageRightRough",2011
67,67,"Brandt Jobe",100,15.38,22,143,"BirdieorBetterPercentageRightRough",2011
69,69,"Cameron Beckman",71,15.32,17,111,"BirdieorBetterPercentageRightRough",2011
70,70,"Shane Bertsch",62,15.07,11,73,"BirdieorBetterPercentageRightRough",2011
71,71,"Pat Perez",76,15.04,17,113,"BirdieorBetterPercentageRightRough",2011
71,71,"Jim Renner",65,15.04,17,113,"BirdieorBetterPercentageRightRough",2011
73,73,"Steve Flesch",88,14.93,20,134,"BirdieorBetterPercentageRightRough",2011
74,74,"Kevin Na",84,14.91,17,114,"BirdieorBetterPercentageRightRough",2011
75,75,"Jason Bohn",74,14.81,12,81,"BirdieorBetterPercentageRightRough",2011
76,76,"Adam Scott",60,14.71,10,68,"BirdieorBetterPercentageRightRough",2011
77,77,"Nathan Green",81,14.69,21,143,"BirdieorBetterPercentageRightRough",2011
78,78,"Davis Love III",70,14.47,11,76,"BirdieorBetterPercentageRightRough",2011
79,79,"James Driscoll",71,14.41,17,118,"BirdieorBetterPercentageRightRough",2011
79,79,"Martin Laird",77,14.41,16,111,"BirdieorBetterPercentageRightRough",2011
81,81,"Bill Lunde",92,14.38,21,146,"BirdieorBetterPercentageRightRough",2011
82,82,"Webb Simpson",98,14.18,19,134,"BirdieorBetterPercentageRightRough",2011
83,83,"Anthony Kim",72,14.17,18,127,"BirdieorBetterPercentageRightRough",2011
84,84,"Woody Austin",59,14.1,11,78,"BirdieorBetterPercentageRightRough",2011
85,85,"Spencer Levin",113,14.08,20,142,"BirdieorBetterPercentageRightRough",2011
86,86,"Boo Weekley",66,14.02,15,107,"BirdieorBetterPercentageRightRough",2011
87,87,"Lee Janzen",62,13.89,10,72,"BirdieorBetterPercentageRightRough",2011
88,88,"Geoff Ogilvy",69,13.86,14,101,"BirdieorBetterPercentageRightRough",2011
89,89,"Sergio Garcia",61,13.79,12,87,"BirdieorBetterPercentageRightRough",2011
90,90,"Fabian Gomez",84,13.74,18,131,"BirdieorBetterPercentageRightRough",2011
91,91,"Zack Miller",86,13.69,23,168,"BirdieorBetterPercentageRightRough",2011
92,92,"Zach Johnson",79,13.64,12,88,"BirdieorBetterPercentageRightRough",2011
93,93,"David Mathis",83,13.6,17,125,"BirdieorBetterPercentageRightRough",2011
94,94,"John Senden",94,13.57,19,140,"BirdieorBetterPercentageRightRough",2011
95,95,"Kris Blanks",92,13.51,20,148,"BirdieorBetterPercentageRightRough",2011
96,96,"William McGirt",103,13.5,22,163,"BirdieorBetterPercentageRightRough",2011
97,97,"Joseph Bramlett",73,13.49,17,126,"BirdieorBetterPercentageRightRough",2011
98,98,"Hunter Mahan",92,13.33,16,120,"BirdieorBetterPercentageRightRough",2011
98,98,"Bo Van Pelt",92,13.33,16,120,"BirdieorBetterPercentageRightRough",2011
100,100,"JP Hayes",56,13.25,11,83,"BirdieorBetterPercentageRightRough",2011
101,101,"Marc Turnesa",54,13.19,12,91,"BirdieorBetterPercentageRightRough",2011
102,102,"Ben Crane",76,13.13,13,99,"BirdieorBetterPercentageRightRough",2011
103,103,"Retief Goosen",50,13.1,11,84,"BirdieorBetterPercentageRightRough",2011
104,104,"Stuart Appleby",65,13.01,16,123,"BirdieorBetterPercentageRightRough",2011
105,105,"John Rollins",85,12.88,17,132,"BirdieorBetterPercentageRightRough",2011
106,106,"Chris DiMarco",93,12.84,19,148,"BirdieorBetterPercentageRightRough",2011
106,106,"Brandt Snedeker",85,12.84,14,109,"BirdieorBetterPercentageRightRough",2011
108,108,"Ben Martin",74,12.82,15,117,"BirdieorBetterPercentageRightRough",2011
109,109,"DJ Trahan",91,12.79,22,172,"BirdieorBetterPercentageRightRough",2011
110,110,"Vijay Singh",79,12.68,18,142,"BirdieorBetterPercentageRightRough",2011
111,111,"Andres Gonzales",60,12.66,10,79,"BirdieorBetterPercentageRightRough",2011
111,111,"Rocco Mediate",53,12.66,10,79,"BirdieorBetterPercentageRightRough",2011
113,113,"Chez Reavie",92,12.59,17,135,"BirdieorBetterPercentageRightRough",2011
113,113,"Vaughn Taylor",89,12.59,18,143,"BirdieorBetterPercentageRightRough",2011
115,115,"Jonathan Byrd",83,12.5,17,136,"BirdieorBetterPercentageRightRough",2011
115,115,"Matt Jones",71,12.5,17,136,"BirdieorBetterPercentageRightRough",2011
117,117,"Michael Connell",76,12.36,11,89,"BirdieorBetterPercentageRightRough",2011
118,118,"Jarrod Lyle",83,12.34,19,154,"BirdieorBetterPercentageRightRough",2011
119,119,"Cameron Tringale",110,12.25,25,204,"BirdieorBetterPercentageRightRough",2011
120,120,"Kevin Kisner",70,12.24,12,98,"BirdieorBetterPercentageRightRough",2011
121,121,"Trevor Immelman",84,12.2,15,123,"BirdieorBetterPercentageRightRough",2011
121,121,"Ryan Palmer",82,12.2,15,123,"BirdieorBetterPercentageRightRough",2011
123,123,"Michael Thompson",79,12.03,16,133,"BirdieorBetterPercentageRightRough",2011
124,124,"Briny Baird",60,12,9,75,"BirdieorBetterPercentageRightRough",2011
125,125,"Mark Wilson",89,11.97,14,117,"BirdieorBetterPercentageRightRough",2011
126,126,"Joe Durant",71,11.9,10,84,"BirdieorBetterPercentageRightRough",2011
127,127,"Scott Gutschewski",67,11.88,12,101,"BirdieorBetterPercentageRightRough",2011
128,128,"DJ Brigman",67,11.86,14,118,"BirdieorBetterPercentageRightRough",2011
128,128,"Chris Kirk",87,11.86,21,177,"BirdieorBetterPercentageRightRough",2011
130,130,"Justin Leonard",82,11.82,13,110,"BirdieorBetterPercentageRightRough",2011
131,131,"Angel Cabrera",50,11.76,8,68,"BirdieorBetterPercentageRightRough",2011
131,131,"Charles Howell III",108,11.76,26,221,"BirdieorBetterPercentageRightRough",2011
131,131,"Paul Stankowski",78,11.76,14,119,"BirdieorBetterPercentageRightRough",2011
134,134,"Greg Chalmers",88,11.67,21,180,"BirdieorBetterPercentageRightRough",2011
135,135,"Sean OHair",71,11.63,15,129,"BirdieorBetterPercentageRightRough",2011
136,136,"Bryce Molder",82,11.61,13,112,"BirdieorBetterPercentageRightRough",2011
137,137,"David Hearn",88,11.59,19,164,"BirdieorBetterPercentageRightRough",2011
138,138,"Chris Riley",76,11.58,11,95,"BirdieorBetterPercentageRightRough",2011
139,139,"Charl Schwartzel",58,11.49,10,87,"BirdieorBetterPercentageRightRough",2011
140,140,"Nick OHern",89,11.46,11,96,"BirdieorBetterPercentageRightRough",2011
141,141,"Will Strickler",51,11.36,10,88,"BirdieorBetterPercentageRightRough",2011
142,142,"Chad Campbell",99,11.27,16,142,"BirdieorBetterPercentageRightRough",2011
143,143,"Tag Ridings",87,11.24,19,169,"BirdieorBetterPercentageRightRough",2011
144,144,"Troy Matteson",91,11.18,19,170,"BirdieorBetterPercentageRightRough",2011
145,145,"Blake Adams",116,10.95,23,210,"BirdieorBetterPercentageRightRough",2011
145,145,"Alex Prugh",82,10.95,15,137,"BirdieorBetterPercentageRightRough",2011
147,147,"Jim Herman",69,10.83,13,120,"BirdieorBetterPercentageRightRough",2011
148,148,"David Duval",67,10.78,11,102,"BirdieorBetterPercentageRightRough",2011
149,149,"Shaun Micheel",77,10.69,14,131,"BirdieorBetterPercentageRightRough",2011
150,150,"Brian Gay",90,10.64,10,94,"BirdieorBetterPercentageRightRough",2011
151,151,"Brian Davis",105,10.63,17,160,"BirdieorBetterPercentageRightRough",2011
152,152,"Andres Romero",77,10.61,14,132,"BirdieorBetterPercentageRightRough",2011
153,153,"Lucas Glover",74,10.58,11,104,"BirdieorBetterPercentageRightRough",2011
154,154,"YE Yang",63,10.29,7,68,"BirdieorBetterPercentageRightRough",2011
155,155,"Alexandre Rocha",65,10.2,10,98,"BirdieorBetterPercentageRightRough",2011
156,156,"Ernie Els",71,10.19,11,108,"BirdieorBetterPercentageRightRough",2011
157,157,"Ricky Barnes",78,10.17,12,118,"BirdieorBetterPercentageRightRough",2011
158,158,"Matt Kuchar",94,10.09,11,109,"BirdieorBetterPercentageRightRough",2011
159,159,"Camilo Villegas",69,10.07,14,139,"BirdieorBetterPercentageRightRough",2011
160,160,"Heath Slocum",89,9.89,9,91,"BirdieorBetterPercentageRightRough",2011
161,161,"Ryan Moore",79,9.71,10,103,"BirdieorBetterPercentageRightRough",2011
162,162,"Troy Merritt",63,9.65,11,114,"BirdieorBetterPercentageRightRough",2011
163,163,"Tim Petrovic",88,9.63,13,135,"BirdieorBetterPercentageRightRough",2011
164,164,"Jason Day",76,9.29,13,140,"BirdieorBetterPercentageRightRough",2011
165,165,"John Merrick",71,9.26,10,108,"BirdieorBetterPercentageRightRough",2011
166,166,"Richard Johnson",64,9.2,8,87,"BirdieorBetterPercentageRightRough",2011
167,167,"JJ Henry",96,8.82,9,102,"BirdieorBetterPercentageRightRough",2011
168,168,"Tom Gillis",55,8.79,8,91,"BirdieorBetterPercentageRightRough",2011
169,169,"Johnson Wagner",81,8.74,9,103,"BirdieorBetterPercentageRightRough",2011
170,170,"Robert Allenby",84,8.73,11,126,"BirdieorBetterPercentageRightRough",2011
171,171,"Arjun Atwal",91,8.63,12,139,"BirdieorBetterPercentageRightRough",2011
172,172,"Sung Kang",63,8.47,10,118,"BirdieorBetterPercentageRightRough",2011
173,173,"Ryuji Imada",83,8.33,12,144,"BirdieorBetterPercentageRightRough",2011
174,174,"Nate Smith",66,8,8,100,"BirdieorBetterPercentageRightRough",2011
175,175,"Garrett Willis",71,7.87,7,89,"BirdieorBetterPercentageRightRough",2011
176,176,"Kent Jones",76,7.75,10,129,"BirdieorBetterPercentageRightRough",2011
177,177,"Roland Thatcher",67,7.02,8,114,"BirdieorBetterPercentageRightRough",2011
178,178,"Kevin Streelman",90,6.43,9,140,"BirdieorBetterPercentageRightRough",2011
179,179,"Rich Beem",53,6.06,4,66,"BirdieorBetterPercentageRightRough",2011
180,180,"Brendan Steele",89,5.65,7,124,"BirdieorBetterPercentageRightRough",2011
181,181,"Justin Hicks",60,5.56,3,54,"BirdieorBetterPercentageRightRough",2011
182,182,"Scott McCarron",65,5.32,5,94,"BirdieorBetterPercentageRightRough",2011
182,182,"Dean Wilson",62,5.32,5,94,"BirdieorBetterPercentageRightRough",2011
184,184,"Daniel Summerhays",75,4.76,6,126,"BirdieorBetterPercentageRightRough",2011
185,185,"Jerry Kelly",85,4.26,4,94,"BirdieorBetterPercentageRightRough",2011
186,186,"Steve Elkington",50,4.23,3,71,"BirdieorBetterPercentageRightRough",2011
