"3PuttsperRound_RANKTHISWEEK_2013","3PuttsperRound_RANKLASTWEEK_2013","3PuttsperRound_PLAYERNAME_2013","3PuttsperRound_ROUNDS_2013","3PuttsperRound_AVG_2013","3PuttsperRound_TOTAL3PUTTS_2013","3PuttsperRound_TOTALROUNDS_2013","stat_name","year"
1,1,"Lucas Glover",65,1,65,65,"3PuttsperRound",2013
2,2,"Geoff Ogilvy",57,0.95,54,57,"3PuttsperRound",2013
3,3,"Kyle Stanley",71,0.93,66,71,"3PuttsperRound",2013
4,4,"Eric Meierdierks",48,0.91,42,46,"3PuttsperRound",2013
5,5,"Vijay Singh",61,0.9,55,61,"3PuttsperRound",2013
6,6,"Jim Herman",59,0.89,49,55,"3PuttsperRound",2013
7,7,"Robert Karlsson",56,0.88,46,52,"3PuttsperRound",2013
8,8,"Michael Bradley",56,0.83,43,52,"3PuttsperRound",2013
9,9,"Luke Guthrie",82,0.8,66,82,"3PuttsperRound",2013
9,9,"Ted Potter Jr",65,0.8,49,61,"3PuttsperRound",2013
11,11,"Rory Sabbatini",86,0.79,65,82,"3PuttsperRound",2013
12,12,"Boo Weekley",100,0.78,78,100,"3PuttsperRound",2013
13,13,"Nicolas Colsaerts",50,0.77,36,47,"3PuttsperRound",2013
13,13,"Jason Dufner",78,0.77,59,77,"3PuttsperRound",2013
15,15,"Martin Kaymer",61,0.76,44,58,"3PuttsperRound",2013
15,15,"Greg Owen",73,0.76,54,71,"3PuttsperRound",2013
15,15,"Nick Watney",88,0.76,65,86,"3PuttsperRound",2013
18,18,"Sangmoon Bae",83,0.75,62,83,"3PuttsperRound",2013
19,19,"Luke List",65,0.74,45,61,"3PuttsperRound",2013
20,20,"Charlie Beljan",62,0.73,45,62,"3PuttsperRound",2013
20,20,"Will Claxton",67,0.73,46,63,"3PuttsperRound",2013
20,20,"John Huh",88,0.73,64,88,"3PuttsperRound",2013
23,23,"Jin Park",52,0.72,36,50,"3PuttsperRound",2013
23,23,"Alistair Presnell",59,0.72,41,57,"3PuttsperRound",2013
25,25,"Angel Cabrera",73,0.71,52,73,"3PuttsperRound",2013
25,25,"Justin Hicks",79,0.71,53,75,"3PuttsperRound",2013
25,25,"Jeff Maggert",63,0.71,45,63,"3PuttsperRound",2013
28,28,"Kevin Chappell",80,0.7,56,80,"3PuttsperRound",2013
28,28,"Stewart Cink",71,0.7,50,71,"3PuttsperRound",2013
28,28,"Ryo Ishikawa",72,0.7,49,70,"3PuttsperRound",2013
28,28,"Henrik Stenson",65,0.7,45,64,"3PuttsperRound",2013
28,28,"Johnson Wagner",64,0.7,42,60,"3PuttsperRound",2013
33,33,"Martin Laird",68,0.69,47,68,"3PuttsperRound",2013
33,33,"Steve LeBrun",66,0.69,43,62,"3PuttsperRound",2013
33,33,"Ryan Moore",72,0.69,49,71,"3PuttsperRound",2013
36,36,"Nicholas Thompson",99,0.68,67,99,"3PuttsperRound",2013
37,37,"Ben Curtis",59,0.67,38,57,"3PuttsperRound",2013
37,37,"Graham DeLaet",94,0.67,63,94,"3PuttsperRound",2013
37,37,"Trevor Immelman",73,0.67,46,69,"3PuttsperRound",2013
37,37,"Jason Kokrak",78,0.67,52,78,"3PuttsperRound",2013
37,37,"Justin Rose",62,0.67,40,60,"3PuttsperRound",2013
42,42,"Justin Bolli",59,0.65,36,55,"3PuttsperRound",2013
43,43,"Matt Every",89,0.64,57,89,"3PuttsperRound",2013
43,43,"Rory McIlroy",56,0.64,35,55,"3PuttsperRound",2013
43,43,"Seung Yul Noh",71,0.64,43,67,"3PuttsperRound",2013
43,43,"DA Points",87,0.64,56,87,"3PuttsperRound",2013
43,43,"Lee Westwood",70,0.64,44,69,"3PuttsperRound",2013
48,48,"Robert Allenby",58,0.63,35,56,"3PuttsperRound",2013
48,48,"Charley Hoffman",84,0.63,53,84,"3PuttsperRound",2013
48,48,"Dustin Johnson",71,0.63,44,70,"3PuttsperRound",2013
48,48,"David Lingmerth",68,0.63,43,68,"3PuttsperRound",2013
48,48,"Darron Stiles",51,0.63,31,49,"3PuttsperRound",2013
48,48,"Mark Wilson",56,0.63,33,52,"3PuttsperRound",2013
54,54,"Brad Fritsch",81,0.62,48,77,"3PuttsperRound",2013
54,54,"Tom Gillis",69,0.62,40,65,"3PuttsperRound",2013
54,54,"DH Lee",65,0.62,40,65,"3PuttsperRound",2013
54,54,"Henrik Norlander",70,0.62,42,68,"3PuttsperRound",2013
54,54,"John Senden",79,0.62,48,78,"3PuttsperRound",2013
59,59,"Erik Compton",74,0.61,45,74,"3PuttsperRound",2013
59,59,"Martin Flores",83,0.61,51,83,"3PuttsperRound",2013
59,59,"Tommy Gainey",84,0.61,51,84,"3PuttsperRound",2013
