"BounceBack_RANKTHISWEEK_2009","BounceBack_RANKLASTWEEK_2009","BounceBack_PLAYERNAME_2009","BounceBack_ROUNDS_2009","BounceBack_Pct_2009","stat_name","year"
125,125,"Robert Garrigus",83,18.52,"BounceBack",2009
126,126,"Anthony Kim",76,18.5,"BounceBack",2009
127,127,"Jay Williamson",69,18.48,"BounceBack",2009
128,128,"Ian Poulter",59,18.37,"BounceBack",2009
129,129,"Rick Price",54,18.29,"BounceBack",2009
130,130,"John Merrick",91,18.25,"BounceBack",2009
131,131,"Aron Price",89,18.22,"BounceBack",2009
132,132,"Charles Warren",63,18.18,"BounceBack",2009
132,132,"Charlie Wi",92,18.18,"BounceBack",2009
134,134,"Brian Vranesh",51,18.06,"BounceBack",2009
135,135,"Angel Cabrera",55,18.02,"BounceBack",2009
136,136,"Tiger Woods",64,17.95,"BounceBack",2009
137,137,"Tom Lehman",55,17.88,"BounceBack",2009
138,138,"Brian Gay",96,17.8,"BounceBack",2009
139,139,"Kent Jones",73,17.76,"BounceBack",2009
140,140,"Mike Weir",85,17.75,"BounceBack",2009
141,141,"Greg Owen",97,17.69,"BounceBack",2009
142,142,"Cliff Kresge",78,17.67,"BounceBack",2009
143,143,"James Nitties",86,17.65,"BounceBack",2009
144,144,"Brad Adamonis",70,17.62,"BounceBack",2009
145,145,"Peter Lonard",86,17.54,"BounceBack",2009
146,146,"Paul Goydos",79,17.51,"BounceBack",2009
147,147,"Jarrod Lyle",65,17.5,"BounceBack",2009
148,148,"Greg Chalmers",85,17.45,"BounceBack",2009
149,149,"Ben Curtis",63,17.44,"BounceBack",2009
149,149,"Leif Olson",51,17.44,"BounceBack",2009
151,151,"Bart Bryant",58,17.42,"BounceBack",2009
152,152,"Scott Sterling",51,17.32,"BounceBack",2009
153,153,"Nathan Green",104,17.29,"BounceBack",2009
154,154,"John Mallinger",90,17.19,"BounceBack",2009
155,155,"Aaron Baddeley",66,17.17,"BounceBack",2009
156,156,"Carl Pettersson",86,17.03,"BounceBack",2009
157,157,"Will Ma Kenzie",69,16.9,"BounceBack",2009
158,158,"Cameron Beckman",87,16.87,"BounceBack",2009
159,159,"Stewart Cink",79,16.82,"BounceBack",2009
160,160,"Billy Mayfair",83,16.67,"BounceBack",2009
160,160,"Peter Tomasulo",61,16.67,"BounceBack",2009
162,162,"Corey Pavin",73,16.49,"BounceBack",2009
163,163,"Retief Goosen",74,16.43,"BounceBack",2009
164,164,"David Duval",56,16.41,"BounceBack",2009
165,165,"Chez Reavie",81,16.37,"BounceBack",2009
166,166,"Stuart Appleby",79,16.34,"BounceBack",2009
167,167,"Eric Axley",71,16.24,"BounceBack",2009
168,168,"Spencer Levin",75,16.11,"BounceBack",2009
169,169,"Bryce Molder",69,16.09,"BounceBack",2009
170,170,"KJ Choi",65,16,"BounceBack",2009
171,171,"Marc Turnesa",77,15.91,"BounceBack",2009
172,172,"Rich Beem",77,15.81,"BounceBack",2009
173,173,"Robert Allenby",71,15.74,"BounceBack",2009
174,174,"Tommy Armour III",58,15.53,"BounceBack",2009
175,175,"Brendon Todd",53,15.42,"BounceBack",2009
176,176,"Nick OHern",90,15.32,"BounceBack",2009
177,177,"Heath Slocum",95,15.12,"BounceBack",2009
178,178,"Parker McLachlin",71,14.86,"BounceBack",2009
179,179,"Steve Elkington",70,14.75,"BounceBack",2009
180,180,"John Senden",100,14.62,"BounceBack",2009
181,181,"Greg Kraft",51,13.97,"BounceBack",2009
182,182,"Casey Wittenberg",71,13.16,"BounceBack",2009
183,183,"Jeff Klauk",97,12.55,"BounceBack",2009
184,184,"Darron Stiles",52,12.27,"BounceBack",2009
