"BounceBack_RANKTHISWEEK_2009","BounceBack_RANKLASTWEEK_2009","BounceBack_PLAYERNAME_2009","BounceBack_ROUNDS_2009","BounceBack_Pct_2009","stat_name","year"
1,1,"Chris Riley",77,28.43,"BounceBack",2009
2,2,"Jonathan Byrd",89,27.62,"BounceBack",2009
3,3,"Nick Watney",86,26.97,"BounceBack",2009
4,4,"Justin Leonard",95,26.87,"BounceBack",2009
5,5,"Matt Jones",56,26.06,"BounceBack",2009
6,6,"Bill Haas",91,25.41,"BounceBack",2009
7,7,"Joe Ogilvie",85,25.32,"BounceBack",2009
8,8,"Patrick Sheehan",51,25.2,"BounceBack",2009
9,9,"Harrison Frazar",93,25.19,"BounceBack",2009
10,10,"Jason Day",61,24.84,"BounceBack",2009
11,11,"Nicholas Thompson",96,24.57,"BounceBack",2009
12,12,"Rod Pampling",72,24.27,"BounceBack",2009
13,13,"Zach Johnson",94,24.09,"BounceBack",2009
14,14,"Bubba Watson",73,23.71,"BounceBack",2009
15,15,"Matt Bettencourt",98,23.55,"BounceBack",2009
16,16,"Brian Davis",103,23.51,"BounceBack",2009
17,17,"Tim Clark",81,23.44,"BounceBack",2009
18,18,"Sean OHair",80,23.42,"BounceBack",2009
19,19,"Daniel Chopra",89,23.3,"BounceBack",2009
19,19,"Steve Flesch",77,23.3,"BounceBack",2009
21,21,"Luke Donald",79,22.96,"BounceBack",2009
21,21,"Michael Letzig",96,22.96,"BounceBack",2009
23,23,"Dustin Johnson",85,22.95,"BounceBack",2009
24,24,"Sergio Garcia",59,22.93,"BounceBack",2009
25,25,"Jeff Quinney",78,22.83,"BounceBack",2009
26,26,"Jason Dufner",90,22.69,"BounceBack",2009
27,27,"Kevin Streelman",97,22.68,"BounceBack",2009
28,28,"Hunter Mahan",94,22.67,"BounceBack",2009
29,29,"Jerry Kelly",90,22.55,"BounceBack",2009
30,30,"Vaughn Taylor",88,22.4,"BounceBack",2009
31,31,"Steve Marino",98,22.27,"BounceBack",2009
32,32,"Scott Piercy",85,22.22,"BounceBack",2009
32,32,"David Toms",98,22.22,"BounceBack",2009
34,34,"Gary Woodland",53,22.17,"BounceBack",2009
35,35,"Troy Matteson",95,22.13,"BounceBack",2009
36,36,"Steve Lowery",83,22.09,"BounceBack",2009
37,37,"YE Yang",83,22.08,"BounceBack",2009
38,38,"Adam Scott",53,22.04,"BounceBack",2009
38,38,"Matt Weibring",65,22.04,"BounceBack",2009
40,40,"Ryuji Imada",85,21.95,"BounceBack",2009
41,41,"Jeff Overton",92,21.91,"BounceBack",2009
42,42,"Mark Brooks",55,21.85,"BounceBack",2009
43,43,"Tag Ridings",50,21.71,"BounceBack",2009
44,44,"Brendon de Jonge",90,21.56,"BounceBack",2009
44,44,"Scott Verplank",88,21.56,"BounceBack",2009
46,46,"Steve Stricker",81,21.51,"BounceBack",2009
47,47,"Derek Fathauer",63,21.46,"BounceBack",2009
48,48,"Bill Lunde",83,21.33,"BounceBack",2009
49,49,"Ryan Moore",89,21.3,"BounceBack",2009
50,50,"Phil Mickelson",66,21.28,"BounceBack",2009
51,51,"Bo Van Pelt",100,21.25,"BounceBack",2009
52,52,"DJ Trahan",96,21.24,"BounceBack",2009
53,53,"George McNeill",82,21.21,"BounceBack",2009
54,54,"Chad Campbell",90,21.17,"BounceBack",2009
55,55,"Matt Kuchar",82,21.11,"BounceBack",2009
56,56,"David Mathis",82,21.03,"BounceBack",2009
57,57,"Lucas Glover",93,20.99,"BounceBack",2009
58,58,"Michael Allen",73,20.98,"BounceBack",2009
59,59,"Camilo Villegas",76,20.93,"BounceBack",2009
60,60,"Vijay Singh",71,20.83,"BounceBack",2009
61,61,"Marc Leishman",91,20.82,"BounceBack",2009
62,62,"DA Points",99,20.77,"BounceBack",2009
63,63,"Ricky Barnes",67,20.75,"BounceBack",2009
63,63,"Tom Pernice Jr",82,20.75,"BounceBack",2009
63,63,"Jimmy Walker",74,20.75,"BounceBack",2009
66,66,"Brett Quigley",92,20.72,"BounceBack",2009
67,67,"Bob Estes",78,20.69,"BounceBack",2009
68,68,"Lee Janzen",74,20.67,"BounceBack",2009
69,69,"Boo Weekley",79,20.59,"BounceBack",2009
70,70,"Ben Crane",93,20.58,"BounceBack",2009
71,71,"Ernie Els",70,20.56,"BounceBack",2009
71,71,"Kevin Sutherland",96,20.56,"BounceBack",2009
73,73,"Fred Couples",54,20.48,"BounceBack",2009
74,74,"Brandt Snedeker",81,20.47,"BounceBack",2009
75,75,"Kevin Na",91,20.44,"BounceBack",2009
76,76,"Ted Purdy",101,20.39,"BounceBack",2009
77,77,"Kevin Stadler",65,20.37,"BounceBack",2009
78,78,"Brian Bateman",55,20.35,"BounceBack",2009
79,79,"Davis Love III",89,20.32,"BounceBack",2009
80,80,"Justin Rose",71,20.3,"BounceBack",2009
81,81,"Jason Gore",74,20.26,"BounceBack",2009
81,81,"Ryan Palmer",78,20.26,"BounceBack",2009
81,81,"Kenny Perry",92,20.26,"BounceBack",2009
84,84,"Jeff Maggert",79,20.18,"BounceBack",2009
85,85,"Joe Durant",62,19.89,"BounceBack",2009
86,86,"Andres Romero",58,19.8,"BounceBack",2009
87,87,"Jason Bohn",88,19.75,"BounceBack",2009
88,88,"Richard Johnson",85,19.65,"BounceBack",2009
89,89,"Mark Calcavecchia",72,19.63,"BounceBack",2009
89,89,"Glen Day",79,19.63,"BounceBack",2009
91,91,"Charles Howell III",99,19.62,"BounceBack",2009
91,91,"Chris Stroud",88,19.62,"BounceBack",2009
93,93,"Alex Cejka",82,19.58,"BounceBack",2009
94,94,"Mark Wilson",99,19.51,"BounceBack",2009
95,95,"Bob Heintz",59,19.46,"BounceBack",2009
96,96,"Padraig Harrington",66,19.44,"BounceBack",2009
97,97,"Pat Perez",74,19.42,"BounceBack",2009
98,98,"Johnson Wagner",81,19.38,"BounceBack",2009
99,99,"Martin Laird",72,19.33,"BounceBack",2009
99,99,"Tim Petrovic",97,19.33,"BounceBack",2009
101,101,"Ken Duke",87,19.31,"BounceBack",2009
101,101,"Rory Sabbatini",81,19.31,"BounceBack",2009
103,103,"Charley Hoffman",97,19.29,"BounceBack",2009
104,104,"John Rollins",92,19.26,"BounceBack",2009
105,105,"Woody Austin",84,19.2,"BounceBack",2009
106,106,"Stephen Ames",77,19.16,"BounceBack",2009
107,107,"Rocco Mediate",79,19.11,"BounceBack",2009
108,108,"Geoff Ogilvy",78,19.07,"BounceBack",2009
109,109,"Freddie Jacobson",83,19.03,"BounceBack",2009
110,110,"Mathew Goggin",76,19,"BounceBack",2009
111,111,"JJ Henry",97,18.99,"BounceBack",2009
112,112,"Jim Furyk",86,18.97,"BounceBack",2009
113,113,"Webb Simpson",94,18.94,"BounceBack",2009
114,114,"Todd Hamilton",83,18.9,"BounceBack",2009
115,115,"Briny Baird",89,18.85,"BounceBack",2009
116,116,"Colt Knost",71,18.78,"BounceBack",2009
117,117,"Scott McCarron",91,18.7,"BounceBack",2009
118,118,"Tim Herron",87,18.68,"BounceBack",2009
119,119,"Kris Blanks",60,18.64,"BounceBack",2009
119,119,"Dean Wilson",81,18.64,"BounceBack",2009
121,121,"Chris DiMarco",97,18.62,"BounceBack",2009
122,122,"Kirk Triplett",60,18.6,"BounceBack",2009
123,123,"Brad Faxon",59,18.55,"BounceBack",2009
123,123,"JB Holmes",74,18.55,"BounceBack",2009
