"EarlyPar5ScoringAverage_RANKTHISWEEK_2016","EarlyPar5ScoringAverage_RANKLASTWEEK_2016","EarlyPar5ScoringAverage_PLAYERNAME_2016","EarlyPar5ScoringAverage_ROUNDS_2016","EarlyPar5ScoringAverage_AVG_2016","EarlyPar5ScoringAverage_TOTALSTROKES_2016","EarlyPar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Gary Woodland",45,4.39,382,87,"EarlyPar5ScoringAverage",2016
2,2,"Jimmy Walker",43,4.44,240,54,"EarlyPar5ScoringAverage",2016
3,3,"Rory McIlroy",37,4.45,236,53,"EarlyPar5ScoringAverage",2016
4,4,"Jason Day",36,4.48,242,54,"EarlyPar5ScoringAverage",2016
5,8,"Justin Rose",35,4.49,247,55,"EarlyPar5ScoringAverage",2016
6,6,"Charles Howell III",63,4.5,477,106,"EarlyPar5ScoringAverage",2016
6,11,"Jhonattan Vegas",49,4.5,463,103,"EarlyPar5ScoringAverage",2016
8,8,"Rickie Fowler",42,4.51,212,47,"EarlyPar5ScoringAverage",2016
9,6,"Phil Mickelson",37,4.52,253,56,"EarlyPar5ScoringAverage",2016
9,8,"Michael Thompson",46,4.52,411,91,"EarlyPar5ScoringAverage",2016
11,11,"Bubba Watson",30,4.53,222,49,"EarlyPar5ScoringAverage",2016
12,11,"Andrew Loupe",50,4.54,436,96,"EarlyPar5ScoringAverage",2016
12,16,"Louis Oosthuizen",25,4.54,127,28,"EarlyPar5ScoringAverage",2016
14,18,"Jonas Blixt",46,4.55,396,87,"EarlyPar5ScoringAverage",2016
14,5,"Tony Finau",49,4.55,382,84,"EarlyPar5ScoringAverage",2016
14,18,"Zach Johnson",42,4.55,282,62,"EarlyPar5ScoringAverage",2016
14,11,"Francesco Molinari",36,4.55,300,66,"EarlyPar5ScoringAverage",2016
14,21,"Adam Scott",39,4.55,214,47,"EarlyPar5ScoringAverage",2016
14,16,"Cameron Tringale",47,4.55,387,85,"EarlyPar5ScoringAverage",2016
20,21,"Chris Kirk",51,4.56,388,85,"EarlyPar5ScoringAverage",2016
20,21,"Harold Varner III",58,4.56,383,84,"EarlyPar5ScoringAverage",2016
22,30,"Roberto Castro",55,4.57,407,89,"EarlyPar5ScoringAverage",2016
22,27,"Matt Kuchar",46,4.57,370,81,"EarlyPar5ScoringAverage",2016
22,21,"David Lingmerth",54,4.57,462,101,"EarlyPar5ScoringAverage",2016
22,27,"Ben Martin",48,4.57,434,95,"EarlyPar5ScoringAverage",2016
