"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2015","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2015","GoingfortheGreenBirdieorBetter_PLAYERNAME_2015","GoingfortheGreenBirdieorBetter_ROUNDS_2015","GoingfortheGreenBirdieorBetter_Pct_2015","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2015","GoingfortheGreenBirdieorBetter_ATTEMPTS_2015","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2015","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2015","stat_name","year"
1,1,"Jason Day",75,72.5,116,160,-123,16,"GoingfortheGreenBirdieorBetter",2015
2,2,"Justin Thomas",106,70.64,166,235,-178,-7,"GoingfortheGreenBirdieorBetter",2015
3,3,"Justin Leonard",61,70.59,24,34,-26,-17,"GoingfortheGreenBirdieorBetter",2015
4,4,"Aaron Baddeley",76,66.14,84,127,-92,-3,"GoingfortheGreenBirdieorBetter",2015
5,5,"Brendon Todd",96,65.63,63,96,-67,-29,"GoingfortheGreenBirdieorBetter",2015
6,6,"Jon Curran",83,65.38,34,52,-36,-13,"GoingfortheGreenBirdieorBetter",2015
7,7,"Heath Slocum",57,65.31,32,49,-32,-5,"GoingfortheGreenBirdieorBetter",2015
8,8,"Brooks Koepka",84,65.16,101,155,-118,13,"GoingfortheGreenBirdieorBetter",2015
9,9,"Ben Martin",93,64.84,83,128,-86,-5,"GoingfortheGreenBirdieorBetter",2015
10,10,"Michael Thompson",83,64.57,82,127,-87,-3,"GoingfortheGreenBirdieorBetter",2015
11,11,"Russell Knox",96,64.52,80,124,-82,-10,"GoingfortheGreenBirdieorBetter",2015
12,12,"Mark Hubbard",79,64.29,63,98,-65,-14,"GoingfortheGreenBirdieorBetter",2015
13,13,"Hideki Matsuyama",95,64.15,102,159,-109,-16,"GoingfortheGreenBirdieorBetter",2015
14,14,"Seung Yul Noh",65,63.73,65,102,-70,0,"GoingfortheGreenBirdieorBetter",2015
15,15,"Morgan Hoffmann",85,63.41,104,164,-111,-3,"GoingfortheGreenBirdieorBetter",2015
16,16,"Webb Simpson",81,63.36,83,131,-91,-7,"GoingfortheGreenBirdieorBetter",2015
17,17,"Kevin Na",98,63.3,69,109,-72,-24,"GoingfortheGreenBirdieorBetter",2015
18,18,"Justin Rose",69,62.96,68,108,-70,-13,"GoingfortheGreenBirdieorBetter",2015
19,19,"Tim Wilkinson",73,62.69,42,67,-44,-8,"GoingfortheGreenBirdieorBetter",2015
20,20,"Keegan Bradley",87,62.42,98,157,-104,-18,"GoingfortheGreenBirdieorBetter",2015
20,20,"Hudson Swafford",97,62.42,103,165,-109,-4,"GoingfortheGreenBirdieorBetter",2015
22,22,"Camilo Villegas",83,62.41,83,133,-86,-1,"GoingfortheGreenBirdieorBetter",2015
23,23,"Adam Scott",51,62.32,43,69,-48,-5,"GoingfortheGreenBirdieorBetter",2015
24,24,"Erik Compton",86,62.2,79,127,-87,9,"GoingfortheGreenBirdieorBetter",2015
25,25,"Chad Campbell",97,62.12,82,132,-85,-29,"GoingfortheGreenBirdieorBetter",2015
26,26,"Roberto Castro",54,62.07,36,58,-41,-11,"GoingfortheGreenBirdieorBetter",2015
27,27,"Jim Herman",88,62.02,80,129,-85,-4,"GoingfortheGreenBirdieorBetter",2015
28,28,"Jonathan Randolph",72,61.9,65,105,-67,-10,"GoingfortheGreenBirdieorBetter",2015
29,29,"Roger Sloan",56,61.84,47,76,-47,10,"GoingfortheGreenBirdieorBetter",2015
30,30,"Dustin Johnson",75,61.76,84,136,-92,-7,"GoingfortheGreenBirdieorBetter",2015
31,31,"Sam Saunders",83,61.7,87,141,-91,-13,"GoingfortheGreenBirdieorBetter",2015
32,32,"Paul Casey",87,61.47,67,109,-73,-13,"GoingfortheGreenBirdieorBetter",2015
