"FedExCupPointsperEventLeaders_RANKTHISWEEK_2015","FedExCupPointsperEventLeaders_RANKLASTWEEK_2015","FedExCupPointsperEventLeaders_PLAYERNAME_2015","FedExCupPointsperEventLeaders_EVENTS_2015","FedExCupPointsperEventLeaders_POINTSPEREVENT_2015","FedExCupPointsperEventLeaders_TOTALPOINTS_2015","stat_name","year"
49,49,"Lee Westwood",14,37.836,529.708,"FedExCupPointsperEventLeaders",2015
50,50,"Matt Jones",22,37.295,820.5,"FedExCupPointsperEventLeaders",2015
51,51,"Justin Thomas",27,37.293,1006.898,"FedExCupPointsperEventLeaders",2015
52,52,"Harris English",25,37.276,931.893,"FedExCupPointsperEventLeaders",2015
53,53,"Russell Knox",25,36.544,913.607,"FedExCupPointsperEventLeaders",2015
54,54,"Keegan Bradley",21,36.125,758.625,"FedExCupPointsperEventLeaders",2015
55,55,"Billy Horschel",25,36.119,902.979,"FedExCupPointsperEventLeaders",2015
56,56,"Pat Perez",23,35.882,825.277,"FedExCupPointsperEventLeaders",2015
57,57,"Troy Merritt",26,35.762,929.8,"FedExCupPointsperEventLeaders",2015
58,58,"Boo Weekley",22,35.269,775.907,"FedExCupPointsperEventLeaders",2015
59,59,"Tony Finau",28,35.175,984.905,"FedExCupPointsperEventLeaders",2015
60,60,"Francesco Molinari",16,34.875,558,"FedExCupPointsperEventLeaders",2015
61,61,"Fabian Gomez",23,34.65,796.94,"FedExCupPointsperEventLeaders",2015
62,62,"Brendon Todd",24,34.634,831.214,"FedExCupPointsperEventLeaders",2015
63,63,"Nick Watney",25,33.861,846.533,"FedExCupPointsperEventLeaders",2015
64,64,"Greg Owen",18,33.762,607.714,"FedExCupPointsperEventLeaders",2015
65,65,"Daniel Berger",27,33.303,899.183,"FedExCupPointsperEventLeaders",2015
66,66,"Fred Funk",2,33.072,66.143,"FedExCupPointsperEventLeaders",2015
67,67,"David Hearn",27,32.966,890.083,"FedExCupPointsperEventLeaders",2015
68,68,"Cameron Tringale",25,32.643,816.077,"FedExCupPointsperEventLeaders",2015
69,69,"Charl Schwartzel",18,32.447,584.04,"FedExCupPointsperEventLeaders",2015
70,70,"Brendon de Jonge",28,31.852,891.86,"FedExCupPointsperEventLeaders",2015
71,71,"Sean OHair",23,31.273,719.289,"FedExCupPointsperEventLeaders",2015
72,72,"Martin Kaymer",13,31.203,405.633,"FedExCupPointsperEventLeaders",2015
73,73,"Rory Sabbatini",22,30.836,678.385,"FedExCupPointsperEventLeaders",2015
74,74,"Hunter Mahan",21,30.835,647.543,"FedExCupPointsperEventLeaders",2015
75,75,"Kevin Streelman",25,30.826,770.64,"FedExCupPointsperEventLeaders",2015
76,76,"Padraig Harrington",20,30.489,609.78,"FedExCupPointsperEventLeaders",2015
77,77,"Matt Every",24,30.302,727.247,"FedExCupPointsperEventLeaders",2015
78,78,"Jerry Kelly",21,30.075,631.571,"FedExCupPointsperEventLeaders",2015
79,79,"Vaughn Taylor",12,30.056,360.667,"FedExCupPointsperEventLeaders",2015
80,80,"George McNeill",24,29.793,715.024,"FedExCupPointsperEventLeaders",2015
81,81,"Jason Dufner",19,28.759,546.429,"FedExCupPointsperEventLeaders",2015
82,82,"Will Ma Kenzie",16,28.598,457.563,"FedExCupPointsperEventLeaders",2015
83,83,"Martin Laird",22,28.544,627.96,"FedExCupPointsperEventLeaders",2015
84,84,"Jamie Donaldson",16,27.916,446.659,"FedExCupPointsperEventLeaders",2015
85,85,"John Senden",22,27.709,609.59,"FedExCupPointsperEventLeaders",2015
86,86,"Daniel Summerhays",26,27.707,720.392,"FedExCupPointsperEventLeaders",2015
87,87,"Brian Harman",26,27.065,703.7,"FedExCupPointsperEventLeaders",2015
88,88,"Luke Donald",18,26.884,483.91,"FedExCupPointsperEventLeaders",2015
89,89,"Alex Cejka",28,26.408,739.42,"FedExCupPointsperEventLeaders",2015
90,90,"Mark Hensby",2,26.25,52.5,"FedExCupPointsperEventLeaders",2015
91,91,"Johnson Wagner",21,26.232,550.882,"FedExCupPointsperEventLeaders",2015
92,92,"Kevin Chappell",23,26.188,602.333,"FedExCupPointsperEventLeaders",2015
93,93,"Morgan Hoffmann",24,26.116,626.779,"FedExCupPointsperEventLeaders",2015
94,94,"Graham DeLaet",21,25.951,544.98,"FedExCupPointsperEventLeaders",2015
95,95,"Bryce Molder",23,25.857,594.714,"FedExCupPointsperEventLeaders",2015
96,96,"Scott Pinckney",25,25.78,644.503,"FedExCupPointsperEventLeaders",2015
97,97,"Charles Howell III",28,24.71,691.881,"FedExCupPointsperEventLeaders",2015
98,98,"Scott Brown",28,24.655,690.35,"FedExCupPointsperEventLeaders",2015
99,99,"John Peterson",24,24.498,587.94,"FedExCupPointsperEventLeaders",2015
100,100,"Tom Gillis",16,24.447,391.15,"FedExCupPointsperEventLeaders",2015
101,101,"Jim Herman",25,24.383,609.582,"FedExCupPointsperEventLeaders",2015
102,102,"Steve Stricker",9,24.167,217.5,"FedExCupPointsperEventLeaders",2015
103,103,"William McGirt",27,24.146,651.94,"FedExCupPointsperEventLeaders",2015
104,104,"Carl Pettersson",30,24.105,723.14,"FedExCupPointsperEventLeaders",2015
105,105,"Chad Campbell",28,23.94,670.321,"FedExCupPointsperEventLeaders",2015
106,106,"Mark OMeara",2,23.665,47.33,"FedExCupPointsperEventLeaders",2015
107,107,"Jason Kokrak",26,23.612,613.917,"FedExCupPointsperEventLeaders",2015
108,108,"Jason Gore",24,23.518,564.42,"FedExCupPointsperEventLeaders",2015
109,109,"Scott Stallings",19,23.512,446.723,"FedExCupPointsperEventLeaders",2015
110,110,"Geoff Ogilvy",15,23.362,350.429,"FedExCupPointsperEventLeaders",2015
111,111,"Colt Knost",27,23.265,628.166,"FedExCupPointsperEventLeaders",2015
112,112,"Stewart Cink",22,22.455,494,"FedExCupPointsperEventLeaders",2015
113,113,"Chesson Hadley",28,22.364,626.2,"FedExCupPointsperEventLeaders",2015
114,114,"Vijay Singh",22,22.276,490.071,"FedExCupPointsperEventLeaders",2015
115,115,"JJ Henry",28,22.13,619.642,"FedExCupPointsperEventLeaders",2015
116,116,"Chad Collins",23,21.895,503.594,"FedExCupPointsperEventLeaders",2015
117,117,"Kyle Reifers",29,21.588,626.04,"FedExCupPointsperEventLeaders",2015
118,118,"Graeme McDowell",15,21.319,319.792,"FedExCupPointsperEventLeaders",2015
119,119,"Retief Goosen",25,20.751,518.78,"FedExCupPointsperEventLeaders",2015
120,120,"Seung Yul Noh",21,20.586,432.305,"FedExCupPointsperEventLeaders",2015
121,121,"Nick Taylor",27,20.316,548.52,"FedExCupPointsperEventLeaders",2015
122,122,"Adam Hadwin",29,20.154,584.453,"FedExCupPointsperEventLeaders",2015
123,123,"Jon Curran",27,19.997,539.93,"FedExCupPointsperEventLeaders",2015
124,124,"Steve Wheatcroft",27,19.849,535.92,"FedExCupPointsperEventLeaders",2015
125,125,"Hudson Swafford",28,19.776,553.74,"FedExCupPointsperEventLeaders",2015
126,126,"Andres Gonzales",27,19.67,531.08,"FedExCupPointsperEventLeaders",2015
127,127,"Chris Stroud",27,19.666,530.977,"FedExCupPointsperEventLeaders",2015
128,128,"Tiger Woods",11,19.528,214.807,"FedExCupPointsperEventLeaders",2015
129,129,"Mark Wilson",26,19.132,497.425,"FedExCupPointsperEventLeaders",2015
130,130,"Freddie Jacobson",14,19.129,267.81,"FedExCupPointsperEventLeaders",2015
131,131,"KJ Choi",19,18.859,358.33,"FedExCupPointsperEventLeaders",2015
132,132,"Jonas Blixt",25,18.837,470.916,"FedExCupPointsperEventLeaders",2015
133,133,"John Huh",30,18.83,564.91,"FedExCupPointsperEventLeaders",2015
134,134,"Camilo Villegas",25,18.674,466.86,"FedExCupPointsperEventLeaders",2015
135,135,"Carlos Ortiz",28,18.385,514.793,"FedExCupPointsperEventLeaders",2015
136,136,"David Toms",21,18.248,383.21,"FedExCupPointsperEventLeaders",2015
137,137,"Erik Compton",27,17.436,470.761,"FedExCupPointsperEventLeaders",2015
138,138,"Zac Blair",31,17.36,538.174,"FedExCupPointsperEventLeaders",2015
139,139,"Whee Kim",23,17.108,393.473,"FedExCupPointsperEventLeaders",2015
140,140,"Spencer Levin",29,17.098,495.833,"FedExCupPointsperEventLeaders",2015
141,141,"Shane Lowry",13,17.064,221.833,"FedExCupPointsperEventLeaders",2015
142,142,"Ken Duke",29,17.001,493.043,"FedExCupPointsperEventLeaders",2015
143,143,"Ryo Ishikawa",27,16.979,458.43,"FedExCupPointsperEventLeaders",2015
144,144,"Tom Hoge",26,16.962,441.023,"FedExCupPointsperEventLeaders",2015
145,145,"Kyle Stanley",12,16.667,200,"FedExCupPointsperEventLeaders",2015
146,146,"Alex Prugh",27,16.037,433,"FedExCupPointsperEventLeaders",2015
147,147,"Scott Langley",28,16.016,448.437,"FedExCupPointsperEventLeaders",2015
148,148,"Jeff Overton",29,15.793,458,"FedExCupPointsperEventLeaders",2015
149,149,"SJ Park",27,15.759,425.5,"FedExCupPointsperEventLeaders",2015
150,150,"Cameron Percy",23,15.686,360.773,"FedExCupPointsperEventLeaders",2015
151,151,"Jonathan Byrd",22,15.248,335.465,"FedExCupPointsperEventLeaders",2015
152,152,"Billy Hurley III",28,14.995,419.87,"FedExCupPointsperEventLeaders",2015
153,153,"Sam Saunders",28,14.764,413.4,"FedExCupPointsperEventLeaders",2015
154,154,"Blayne Barber",26,14.621,380.14,"FedExCupPointsperEventLeaders",2015
155,155,"Michael Putnam",28,14.531,406.871,"FedExCupPointsperEventLeaders",2015
156,156,"Victor Dubuisson",10,14.45,144.5,"FedExCupPointsperEventLeaders",2015
157,157,"Brian Stuard",31,14.423,447.123,"FedExCupPointsperEventLeaders",2015
158,158,"Lucas Glover",26,14.404,374.51,"FedExCupPointsperEventLeaders",2015
159,159,"Stuart Appleby",7,14.331,100.32,"FedExCupPointsperEventLeaders",2015
160,160,"Nicholas Thompson",31,14.263,442.14,"FedExCupPointsperEventLeaders",2015
161,161,"Greg Chalmers",17,14.21,241.562,"FedExCupPointsperEventLeaders",2015
162,162,"Chris Smith",9,14.194,127.75,"FedExCupPointsperEventLeaders",2015
163,163,"Chez Reavie",19,14.096,267.833,"FedExCupPointsperEventLeaders",2015
164,164,"Michael Thompson",27,13.999,377.97,"FedExCupPointsperEventLeaders",2015
165,165,"Luke Guthrie",27,13.822,373.2,"FedExCupPointsperEventLeaders",2015
166,166,"Rod Pampling",10,13.763,137.632,"FedExCupPointsperEventLeaders",2015
167,167,"Brice Garnett",29,13.737,398.37,"FedExCupPointsperEventLeaders",2015
168,168,"Charlie Beljan",27,13.684,369.463,"FedExCupPointsperEventLeaders",2015
169,169,"Aaron Baddeley",25,13.433,335.817,"FedExCupPointsperEventLeaders",2015
170,170,"Jhonattan Vegas",27,13.084,353.26,"FedExCupPointsperEventLeaders",2015
171,171,"Andres Romero",24,12.984,311.611,"FedExCupPointsperEventLeaders",2015
172,172,"Ernie Els",18,12.917,232.5,"FedExCupPointsperEventLeaders",2015
173,173,"Ricky Barnes",27,12.855,347.084,"FedExCupPointsperEventLeaders",2015
174,174,"Stephen Ames",1,12.75,12.75,"FedExCupPointsperEventLeaders",2015
175,175,"Brian Davis",31,12.476,386.745,"FedExCupPointsperEventLeaders",2015
176,176,"Duffy Waldorf",2,12.25,24.5,"FedExCupPointsperEventLeaders",2015
177,177,"YE Yang",4,12.188,48.75,"FedExCupPointsperEventLeaders",2015
178,178,"Garrett Willis",1,11.75,11.75,"FedExCupPointsperEventLeaders",2015
179,179,"Kenny Perry",9,11.667,105,"FedExCupPointsperEventLeaders",2015
180,180,"John Merrick",27,11.528,311.25,"FedExCupPointsperEventLeaders",2015
181,181,"Martin Flores",30,11.51,345.29,"FedExCupPointsperEventLeaders",2015
182,182,"Bo Van Pelt",28,11.483,321.525,"FedExCupPointsperEventLeaders",2015
183,183,"Tim Petrovic",11,11.224,123.46,"FedExCupPointsperEventLeaders",2015
184,184,"Angel Cabrera",19,10.964,208.31,"FedExCupPointsperEventLeaders",2015
185,185,"Mark Hubbard",25,10.959,273.97,"FedExCupPointsperEventLeaders",2015
186,186,"Roberto Castro",16,10.421,166.74,"FedExCupPointsperEventLeaders",2015
187,187,"Max Homa",27,10.279,277.524,"FedExCupPointsperEventLeaders",2015
188,188,"Steven Alker",22,9.825,216.14,"FedExCupPointsperEventLeaders",2015
189,189,"Derek Fathauer",27,9.733,262.797,"FedExCupPointsperEventLeaders",2015
190,190,"Gonzalo Fdez Castano",28,9.701,271.62,"FedExCupPointsperEventLeaders",2015
191,191,"Joe Affrunti",4,9.688,38.75,"FedExCupPointsperEventLeaders",2015
192,192,"Derek Ernst",26,9.615,250,"FedExCupPointsperEventLeaders",2015
193,193,"DA Points",26,9.397,244.315,"FedExCupPointsperEventLeaders",2015
194,194,"Arjun Atwal",7,9.1,63.7,"FedExCupPointsperEventLeaders",2015
195,195,"Robert Garrigus",25,9.051,226.27,"FedExCupPointsperEventLeaders",2015
196,196,"Andrew Svoboda",30,8.869,266.07,"FedExCupPointsperEventLeaders",2015
197,197,"John Rollins",14,8.64,120.953,"FedExCupPointsperEventLeaders",2015
198,198,"Josh Teater",11,8.578,94.36,"FedExCupPointsperEventLeaders",2015
199,199,"Justin Leonard",22,8.545,188,"FedExCupPointsperEventLeaders",2015
200,200,"Jonathan Randolph",25,8.354,208.86,"FedExCupPointsperEventLeaders",2015
201,201,"Andrew Putnam",23,8.346,191.95,"FedExCupPointsperEventLeaders",2015
202,202,"Steve Flesch",7,8.286,58,"FedExCupPointsperEventLeaders",2015
203,203,"Ben Crane",22,8.26,181.72,"FedExCupPointsperEventLeaders",2015
204,204,"Kevin Stadler",5,8.2,41,"FedExCupPointsperEventLeaders",2015
205,205,"Oscar Fraustro",21,8.159,171.333,"FedExCupPointsperEventLeaders",2015
206,206,"Glen Day",8,7.656,61.25,"FedExCupPointsperEventLeaders",2015
207,207,"Andrew Loupe",15,7.482,112.235,"FedExCupPointsperEventLeaders",2015
208,208,"Eric Axley",21,7.26,152.47,"FedExCupPointsperEventLeaders",2015
209,209,"Ryan Armour",17,7.221,122.75,"FedExCupPointsperEventLeaders",2015
210,210,"Lee Janzen",4,7.188,28.75,"FedExCupPointsperEventLeaders",2015
211,211,"Tyrone Van Aswegen",20,7.097,141.93,"FedExCupPointsperEventLeaders",2015
212,212,"Robert Allenby",25,6.77,169.25,"FedExCupPointsperEventLeaders",2015
213,213,"Tim Wilkinson",28,6.518,182.5,"FedExCupPointsperEventLeaders",2015
214,214,"Bill Lunde",18,6.494,116.895,"FedExCupPointsperEventLeaders",2015
215,215,"Jarrod Lyle",10,6.338,63.38,"FedExCupPointsperEventLeaders",2015
216,216,"Tommy Gainey",9,6.297,56.675,"FedExCupPointsperEventLeaders",2015
217,217,"Kent Jones",2,6.25,12.5,"FedExCupPointsperEventLeaders",2015
217,217,"Chris Riley",2,6.25,12.5,"FedExCupPointsperEventLeaders",2015
219,219,"Dicky Pride",5,6.2,31,"FedExCupPointsperEventLeaders",2015
220,220,"DJ Trahan",5,6.116,30.58,"FedExCupPointsperEventLeaders",2015
221,221,"Matt Bettencourt",8,5.969,47.75,"FedExCupPointsperEventLeaders",2015
222,222,"Blake Adams",13,5.724,74.41,"FedExCupPointsperEventLeaders",2015
223,223,"John Daly",10,5.667,56.667,"FedExCupPointsperEventLeaders",2015
224,224,"Michael Bradley",4,5.5,22,"FedExCupPointsperEventLeaders",2015
224,224,"Troy Kelly",9,5.5,49.5,"FedExCupPointsperEventLeaders",2015
226,226,"Roger Sloan",20,5.175,103.49,"FedExCupPointsperEventLeaders",2015
227,227,"David Duval",6,5.125,30.75,"FedExCupPointsperEventLeaders",2015
228,228,"Cameron Beckman",8,4.938,39.5,"FedExCupPointsperEventLeaders",2015
229,229,"Shaun Micheel",5,4.9,24.5,"FedExCupPointsperEventLeaders",2015
230,230,"Charlie Wi",9,4.861,43.75,"FedExCupPointsperEventLeaders",2015
231,231,"Troy Matteson",9,4.722,42.5,"FedExCupPointsperEventLeaders",2015
232,232,"Byron Smith",21,4.583,96.25,"FedExCupPointsperEventLeaders",2015
233,233,"Billy Mayfair",6,4.375,26.25,"FedExCupPointsperEventLeaders",2015
234,234,"Trevor Immelman",19,3.999,75.99,"FedExCupPointsperEventLeaders",2015
235,235,"Zack Sucher",18,3.888,69.99,"FedExCupPointsperEventLeaders",2015
236,236,"Ben Curtis",14,3.661,51.25,"FedExCupPointsperEventLeaders",2015
237,237,"Daniel Chopra",5,3.4,17,"FedExCupPointsperEventLeaders",2015
238,238,"Benjamin Alvarado",8,3.25,26,"FedExCupPointsperEventLeaders",2015
238,238,"Parker McLachlin",2,3.25,6.5,"FedExCupPointsperEventLeaders",2015
240,240,"Carlos Sainz Jr",20,2.963,59.25,"FedExCupPointsperEventLeaders",2015
241,241,"Justin Hicks",14,2.893,40.5,"FedExCupPointsperEventLeaders",2015
242,242,"Heath Slocum",22,2.817,61.972,"FedExCupPointsperEventLeaders",2015
243,243,"Dudley Hart",8,2.75,22,"FedExCupPointsperEventLeaders",2015
244,244,"Mike Weir",18,2.667,48,"FedExCupPointsperEventLeaders",2015
245,245,"Woody Austin",11,2.614,28.75,"FedExCupPointsperEventLeaders",2015
246,246,"Jim Renner",27,2.329,62.895,"FedExCupPointsperEventLeaders",2015
247,247,"Guy Boros",2,2.125,4.25,"FedExCupPointsperEventLeaders",2015
248,248,"Harrison Frazar",7,1.697,11.88,"FedExCupPointsperEventLeaders",2015
249,249,"Richard Sterne",18,1.611,29,"FedExCupPointsperEventLeaders",2015
250,250,"Scott Verplank",13,1.602,20.827,"FedExCupPointsperEventLeaders",2015
251,251,"Ted Purdy",3,1.333,4,"FedExCupPointsperEventLeaders",2015
252,252,"Scott McCarron",7,1.214,8.5,"FedExCupPointsperEventLeaders",2015
253,253,"Patrick Cantlay",1,0.88,0.88,"FedExCupPointsperEventLeaders",2015
254,254,"Len Mattiace",6,0.875,5.25,"FedExCupPointsperEventLeaders",2015
255,255,"Brandt Jobe",6,0.318,1.91,"FedExCupPointsperEventLeaders",2015
256,256,"Tom Watson",3,0.317,0.95,"FedExCupPointsperEventLeaders",2015
257,257,"Steve Lowery",3,0.293,0.88,"FedExCupPointsperEventLeaders",2015
258,258,"Bernhard Langer",3,0.277,0.83,"FedExCupPointsperEventLeaders",2015
259,259,"Tim Herron",7,0.131,0.92,"FedExCupPointsperEventLeaders",2015
