"EarlyPar3ScoringAverage_RANKTHISWEEK_2014","EarlyPar3ScoringAverage_RANKLASTWEEK_2014","EarlyPar3ScoringAverage_PLAYERNAME_2014","EarlyPar3ScoringAverage_ROUNDS_2014","EarlyPar3ScoringAverage_AVG_2014","EarlyPar3ScoringAverage_TOTALSTROKES_2014","EarlyPar3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,2.89,243,84,"EarlyPar3ScoringAverage",2014
2,2,"Troy Merritt",62,2.93,404,138,"EarlyPar3ScoringAverage",2014
3,3,"Russell Knox",92,2.94,599,204,"EarlyPar3ScoringAverage",2014
3,3,"Scott Langley",95,2.94,547,186,"EarlyPar3ScoringAverage",2014
3,3,"Will Ma Kenzie",82,2.94,476,162,"EarlyPar3ScoringAverage",2014
6,6,"Keegan Bradley",89,2.95,425,144,"EarlyPar3ScoringAverage",2014
6,6,"Sergio Garcia",61,2.95,260,88,"EarlyPar3ScoringAverage",2014
6,6,"DH Lee",54,2.95,351,119,"EarlyPar3ScoringAverage",2014
9,9,"Dustin Johnson",58,2.96,246,83,"EarlyPar3ScoringAverage",2014
9,9,"Justin Leonard",75,2.96,503,170,"EarlyPar3ScoringAverage",2014
11,11,"Scott Brown",100,2.97,618,208,"EarlyPar3ScoringAverage",2014
11,11,"Harris English",95,2.97,564,190,"EarlyPar3ScoringAverage",2014
11,11,"Ryo Ishikawa",75,2.97,439,148,"EarlyPar3ScoringAverage",2014
11,11,"Tyrone Van Aswegen",79,2.97,516,174,"EarlyPar3ScoringAverage",2014
15,15,"Freddie Jacobson",91,2.98,557,187,"EarlyPar3ScoringAverage",2014
15,15,"Ryan Moore",86,2.98,402,135,"EarlyPar3ScoringAverage",2014
17,17,"Robert Allenby",83,2.99,524,175,"EarlyPar3ScoringAverage",2014
17,17,"Stuart Appleby",92,2.99,625,209,"EarlyPar3ScoringAverage",2014
17,17,"John Huh",87,2.99,580,194,"EarlyPar3ScoringAverage",2014
17,17,"David Toms",64,2.99,401,134,"EarlyPar3ScoringAverage",2014
17,17,"Jimmy Walker",98,2.99,514,172,"EarlyPar3ScoringAverage",2014
22,22,"Matt Kuchar",91,3,375,125,"EarlyPar3ScoringAverage",2014
22,22,"John Peterson",62,3,354,118,"EarlyPar3ScoringAverage",2014
22,22,"Rory Sabbatini",82,3,507,169,"EarlyPar3ScoringAverage",2014
22,22,"John Senden",99,3,582,194,"EarlyPar3ScoringAverage",2014
22,22,"Chris Stroud",88,3,504,168,"EarlyPar3ScoringAverage",2014
22,22,"Michael Thompson",74,3,504,168,"EarlyPar3ScoringAverage",2014
28,28,"Aaron Baddeley",74,3.01,419,139,"EarlyPar3ScoringAverage",2014
28,28,"Chad Campbell",57,3.01,328,109,"EarlyPar3ScoringAverage",2014
28,28,"Tim Clark",75,3.01,463,154,"EarlyPar3ScoringAverage",2014
28,28,"Jason Day",54,3.01,208,69,"EarlyPar3ScoringAverage",2014
28,28,"Graham DeLaet",80,3.01,427,142,"EarlyPar3ScoringAverage",2014
28,28,"Ken Duke",80,3.01,548,182,"EarlyPar3ScoringAverage",2014
28,28,"Matt Every",85,3.01,499,166,"EarlyPar3ScoringAverage",2014
28,28,"Gonzalo Fdez Castano",83,3.01,541,180,"EarlyPar3ScoringAverage",2014
28,28,"Brice Garnett",92,3.01,581,193,"EarlyPar3ScoringAverage",2014
28,28,"Luke Guthrie",85,3.01,548,182,"EarlyPar3ScoringAverage",2014
28,28,"Brian Harman",111,3.01,707,235,"EarlyPar3ScoringAverage",2014
28,28,"Pat Perez",84,3.01,482,160,"EarlyPar3ScoringAverage",2014
28,28,"Michael Putnam",106,3.01,656,218,"EarlyPar3ScoringAverage",2014
28,28,"Patrick Reed",92,3.01,551,183,"EarlyPar3ScoringAverage",2014
28,28,"Charl Schwartzel",64,3.01,325,108,"EarlyPar3ScoringAverage",2014
28,28,"Camilo Villegas",95,3.01,660,219,"EarlyPar3ScoringAverage",2014
44,44,"Chad Collins",78,3.02,465,154,"EarlyPar3ScoringAverage",2014
44,44,"Retief Goosen",94,3.02,564,187,"EarlyPar3ScoringAverage",2014
44,44,"Morgan Hoffmann",103,3.02,589,195,"EarlyPar3ScoringAverage",2014
44,44,"Brooks Koepka",56,3.02,401,133,"EarlyPar3ScoringAverage",2014
44,44,"Richard Lee",80,3.02,490,162,"EarlyPar3ScoringAverage",2014
44,44,"William McGirt",96,3.02,601,199,"EarlyPar3ScoringAverage",2014
44,44,"Wes Roach",67,3.02,429,142,"EarlyPar3ScoringAverage",2014
44,44,"Kevin Stadler",90,3.02,607,201,"EarlyPar3ScoringAverage",2014
44,44,"Bubba Watson",76,3.02,375,124,"EarlyPar3ScoringAverage",2014
53,53,"Ben Curtis",77,3.03,485,160,"EarlyPar3ScoringAverage",2014
53,53,"Brendon de Jonge",109,3.03,734,242,"EarlyPar3ScoringAverage",2014
53,53,"Luke Donald",57,3.03,406,134,"EarlyPar3ScoringAverage",2014
53,53,"David Hearn",97,3.03,669,221,"EarlyPar3ScoringAverage",2014
53,53,"Matt Jones",83,3.03,528,174,"EarlyPar3ScoringAverage",2014
53,53,"Chris Kirk",105,3.03,567,187,"EarlyPar3ScoringAverage",2014
53,53,"Marc Leishman",81,3.03,470,155,"EarlyPar3ScoringAverage",2014
53,53,"Spencer Levin",59,3.03,433,143,"EarlyPar3ScoringAverage",2014
53,53,"Graeme McDowell",66,3.03,363,120,"EarlyPar3ScoringAverage",2014
53,53,"Seung Yul Noh",92,3.03,613,202,"EarlyPar3ScoringAverage",2014
53,53,"Louis Oosthuizen",50,3.03,270,89,"EarlyPar3ScoringAverage",2014
53,53,"Scott Stallings",77,3.03,515,170,"EarlyPar3ScoringAverage",2014
53,53,"Shawn Stefani",60,3.03,424,140,"EarlyPar3ScoringAverage",2014
53,53,"Henrik Stenson",56,3.03,242,80,"EarlyPar3ScoringAverage",2014
53,53,"Brian Stuard",91,3.03,515,170,"EarlyPar3ScoringAverage",2014
53,53,"Hudson Swafford",75,3.03,443,146,"EarlyPar3ScoringAverage",2014
53,53,"Brendon Todd",108,3.03,639,211,"EarlyPar3ScoringAverage",2014
70,70,"Sangmoon Bae",76,3.04,487,160,"EarlyPar3ScoringAverage",2014
70,70,"Ricky Barnes",92,3.04,586,193,"EarlyPar3ScoringAverage",2014
70,70,"Greg Chalmers",85,3.04,481,158,"EarlyPar3ScoringAverage",2014
70,70,"Kevin Chappell",100,3.04,618,203,"EarlyPar3ScoringAverage",2014
70,70,"Jason Dufner",57,3.04,334,110,"EarlyPar3ScoringAverage",2014
70,70,"Billy Hurley III",86,3.04,538,177,"EarlyPar3ScoringAverage",2014
70,70,"George McNeill",79,3.04,507,167,"EarlyPar3ScoringAverage",2014
70,70,"Daniel Summerhays",98,3.04,662,218,"EarlyPar3ScoringAverage",2014
78,78,"Jason Bohn",81,3.05,500,164,"EarlyPar3ScoringAverage",2014
78,78,"KJ Choi",80,3.05,559,183,"EarlyPar3ScoringAverage",2014
78,78,"Stewart Cink",91,3.05,591,194,"EarlyPar3ScoringAverage",2014
78,78,"Brad Fritsch",50,3.05,290,95,"EarlyPar3ScoringAverage",2014
78,78,"Billy Horschel",92,3.05,515,169,"EarlyPar3ScoringAverage",2014
78,78,"Jerry Kelly",80,3.05,564,185,"EarlyPar3ScoringAverage",2014
78,78,"Sean OHair",77,3.05,574,188,"EarlyPar3ScoringAverage",2014
78,78,"Jeff Overton",80,3.05,558,183,"EarlyPar3ScoringAverage",2014
78,78,"Justin Rose",70,3.05,332,109,"EarlyPar3ScoringAverage",2014
78,78,"Josh Teater",90,3.05,580,190,"EarlyPar3ScoringAverage",2014
78,78,"Cameron Tringale",111,3.05,785,257,"EarlyPar3ScoringAverage",2014
78,78,"Jhonattan Vegas",77,3.05,464,152,"EarlyPar3ScoringAverage",2014
78,78,"Tim Wilkinson",86,3.05,454,149,"EarlyPar3ScoringAverage",2014
91,91,"Paul Casey",56,3.06,382,125,"EarlyPar3ScoringAverage",2014
91,91,"Bud Cauley",56,3.06,297,97,"EarlyPar3ScoringAverage",2014
91,91,"Bill Haas",107,3.06,636,208,"EarlyPar3ScoringAverage",2014
91,91,"Charley Hoffman",93,3.06,608,199,"EarlyPar3ScoringAverage",2014
91,91,"Zach Johnson",97,3.06,550,180,"EarlyPar3ScoringAverage",2014
91,91,"Martin Kaymer",65,3.06,380,124,"EarlyPar3ScoringAverage",2014
91,91,"Jamie Lovemark",64,3.06,392,128,"EarlyPar3ScoringAverage",2014
91,91,"Ben Martin",80,3.06,459,150,"EarlyPar3ScoringAverage",2014
91,91,"Adam Scott",68,3.06,254,83,"EarlyPar3ScoringAverage",2014
91,91,"Jordan Spieth",102,3.06,484,158,"EarlyPar3ScoringAverage",2014
91,91,"Bo Van Pelt",83,3.06,498,163,"EarlyPar3ScoringAverage",2014
91,91,"Nick Watney",80,3.06,416,136,"EarlyPar3ScoringAverage",2014
91,91,"Gary Woodland",93,3.06,570,186,"EarlyPar3ScoringAverage",2014
104,104,"Erik Compton",88,3.07,544,177,"EarlyPar3ScoringAverage",2014
104,104,"Rickie Fowler",91,3.07,531,173,"EarlyPar3ScoringAverage",2014
104,104,"Tommy Gainey",73,3.07,411,134,"EarlyPar3ScoringAverage",2014
104,104,"Robert Garrigus",80,3.07,535,174,"EarlyPar3ScoringAverage",2014
104,104,"JB Holmes",86,3.07,464,151,"EarlyPar3ScoringAverage",2014
104,104,"Jason Kokrak",65,3.07,338,110,"EarlyPar3ScoringAverage",2014
104,104,"Jeff Maggert",54,3.07,347,113,"EarlyPar3ScoringAverage",2014
104,104,"Bryce Molder",77,3.07,525,171,"EarlyPar3ScoringAverage",2014
104,104,"Kevin Na",94,3.07,538,175,"EarlyPar3ScoringAverage",2014
104,104,"DA Points",75,3.07,498,162,"EarlyPar3ScoringAverage",2014
104,104,"Webb Simpson",87,3.07,571,186,"EarlyPar3ScoringAverage",2014
104,104,"Heath Slocum",71,3.07,457,149,"EarlyPar3ScoringAverage",2014
104,104,"Brandt Snedeker",89,3.07,504,164,"EarlyPar3ScoringAverage",2014
104,104,"Johnson Wagner",69,3.07,423,138,"EarlyPar3ScoringAverage",2014
104,104,"Charlie Wi",72,3.07,442,144,"EarlyPar3ScoringAverage",2014
104,104,"YE Yang",79,3.07,549,179,"EarlyPar3ScoringAverage",2014
120,120,"Charlie Beljan",76,3.08,425,138,"EarlyPar3ScoringAverage",2014
120,120,"Ben Crane",81,3.08,521,169,"EarlyPar3ScoringAverage",2014
120,120,"Ernie Els",85,3.08,520,169,"EarlyPar3ScoringAverage",2014
120,120,"Brian Gay",81,3.08,595,193,"EarlyPar3ScoringAverage",2014
120,120,"JJ Henry",91,3.08,628,204,"EarlyPar3ScoringAverage",2014
120,120,"John Merrick",87,3.08,625,203,"EarlyPar3ScoringAverage",2014
120,120,"Ted Potter Jr",68,3.08,456,148,"EarlyPar3ScoringAverage",2014
120,120,"Kyle Stanley",87,3.08,597,194,"EarlyPar3ScoringAverage",2014
120,120,"Robert Streb",75,3.08,406,132,"EarlyPar3ScoringAverage",2014
120,120,"Andrew Svoboda",77,3.08,484,157,"EarlyPar3ScoringAverage",2014
130,130,"Briny Baird",50,3.09,389,126,"EarlyPar3ScoringAverage",2014
130,130,"Jonathan Byrd",76,3.09,451,146,"EarlyPar3ScoringAverage",2014
130,130,"James Driscoll",71,3.09,461,149,"EarlyPar3ScoringAverage",2014
130,130,"Jim Furyk",84,3.09,349,113,"EarlyPar3ScoringAverage",2014
130,130,"Chesson Hadley",84,3.09,470,152,"EarlyPar3ScoringAverage",2014
130,130,"Russell Henley",92,3.09,634,205,"EarlyPar3ScoringAverage",2014
130,130,"David Lingmerth",80,3.09,535,173,"EarlyPar3ScoringAverage",2014
130,130,"Hunter Mahan",88,3.09,498,161,"EarlyPar3ScoringAverage",2014
130,130,"Hideki Matsuyama",82,3.09,482,156,"EarlyPar3ScoringAverage",2014
130,130,"Phil Mickelson",71,3.09,445,144,"EarlyPar3ScoringAverage",2014
130,130,"Brendan Steele",89,3.09,608,197,"EarlyPar3ScoringAverage",2014
130,130,"Kevin Streelman",79,3.09,436,141,"EarlyPar3ScoringAverage",2014
130,130,"Mike Weir",69,3.09,405,131,"EarlyPar3ScoringAverage",2014
