"AverageApproachShotDistance_RANKTHISWEEK_2010","AverageApproachShotDistance_RANKLASTWEEK_2010","AverageApproachShotDistance_PLAYERNAME_2010","AverageApproachShotDistance_ROUNDS_2010","AverageApproachShotDistance_AVG_2010","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2010","AverageApproachShotDistance_TOTALHOLES_2010","stat_name","year"
43,NA,"Heath Slocum",97,161.9,7627714,1309,"AverageApproachShotDistance",2010
48,NA,"Jeff Quinney",91,162,8335117,1429,"AverageApproachShotDistance",2010
49,NA,"Chris DiMarco",88,162.1,8151215,1397,"AverageApproachShotDistance",2010
49,NA,"Brad Faxon",58,162.1,5019378,860,"AverageApproachShotDistance",2010
49,NA,"Charles Howell III",103,162.1,9381015,1608,"AverageApproachShotDistance",2010
52,NA,"Michael Letzig",84,162.2,8369742,1433,"AverageApproachShotDistance",2010
52,NA,"Jarrod Lyle",54,162.2,4800716,822,"AverageApproachShotDistance",2010
52,NA,"Charles Warren",64,162.2,5728959,981,"AverageApproachShotDistance",2010
55,NA,"Marc Leishman",87,162.3,7513460,1286,"AverageApproachShotDistance",2010
55,NA,"Tom Pernice Jr",74,162.3,6070766,1039,"AverageApproachShotDistance",2010
55,NA,"Kenny Perry",69,162.3,5871175,1005,"AverageApproachShotDistance",2010
58,NA,"Woody Austin",93,162.4,8687508,1486,"AverageApproachShotDistance",2010
59,NA,"Steve Elkington",74,162.5,6187996,1058,"AverageApproachShotDistance",2010
59,NA,"Spencer Levin",110,162.5,10281499,1757,"AverageApproachShotDistance",2010
59,NA,"Bill Lunde",79,162.5,7042651,1204,"AverageApproachShotDistance",2010
59,NA,"John Mallinger",78,162.5,6796709,1162,"AverageApproachShotDistance",2010
59,NA,"Troy Matteson",84,162.5,8177251,1398,"AverageApproachShotDistance",2010
59,NA,"Shaun Micheel",70,162.5,5568033,952,"AverageApproachShotDistance",2010
59,NA,"Chris Riley",73,162.5,6574365,1124,"AverageApproachShotDistance",2010
66,NA,"Jonathan Byrd",85,162.6,8608098,1471,"AverageApproachShotDistance",2010
66,NA,"Ben Crane",85,162.6,6909080,1180,"AverageApproachShotDistance",2010
66,NA,"Sergio Garcia",58,162.6,3763190,643,"AverageApproachShotDistance",2010
66,NA,"Derek Lamely",81,162.6,6721041,1148,"AverageApproachShotDistance",2010
66,NA,"Rocco Mediate",71,162.6,6387746,1091,"AverageApproachShotDistance",2010
71,NA,"Mathias Gronberg",61,162.7,5242224,895,"AverageApproachShotDistance",2010
71,NA,"Brenden Pappas",66,162.7,5768368,985,"AverageApproachShotDistance",2010
73,NA,"Rich Barcelo",70,162.8,6084346,1038,"AverageApproachShotDistance",2010
73,NA,"Brendon de Jonge",114,162.8,9576251,1634,"AverageApproachShotDistance",2010
73,NA,"Kevin Johnson",62,162.8,5146976,878,"AverageApproachShotDistance",2010
73,NA,"Steve Marino",81,162.8,6606111,1127,"AverageApproachShotDistance",2010
73,NA,"Paul Stankowski",62,162.8,5567091,950,"AverageApproachShotDistance",2010
78,NA,"Paul Goydos",78,162.9,6907751,1178,"AverageApproachShotDistance",2010
78,NA,"Bryce Molder",84,162.9,7667012,1307,"AverageApproachShotDistance",2010
78,NA,"Joe Ogilvie",99,162.9,9019923,1538,"AverageApproachShotDistance",2010
78,NA,"Steve Wheatcroft",74,162.9,6061958,1034,"AverageApproachShotDistance",2010
82,NA,"Cameron Beckman",68,163,6215580,1059,"AverageApproachShotDistance",2010
82,NA,"Geoff Ogilvy",62,163,5256985,896,"AverageApproachShotDistance",2010
82,NA,"Chris Stroud",90,163,7592258,1294,"AverageApproachShotDistance",2010
85,NA,"KJ Choi",82,163.1,6429362,1095,"AverageApproachShotDistance",2010
86,NA,"Ryuji Imada",90,163.2,8840349,1505,"AverageApproachShotDistance",2010
86,NA,"Steve Lowery",67,163.2,5906189,1005,"AverageApproachShotDistance",2010
86,NA,"Roland Thatcher",72,163.2,7102099,1209,"AverageApproachShotDistance",2010
89,NA,"Chad Campbell",95,163.3,8534807,1452,"AverageApproachShotDistance",2010
89,NA,"Ben Curtis",78,163.3,6970412,1186,"AverageApproachShotDistance",2010
89,NA,"Mike Weir",59,163.3,4208122,716,"AverageApproachShotDistance",2010
92,NA,"Will Ma Kenzie",72,163.4,7135102,1213,"AverageApproachShotDistance",2010
93,NA,"Steve Flesch",78,163.5,6851428,1164,"AverageApproachShotDistance",2010
93,NA,"JB Holmes",100,163.5,9283556,1577,"AverageApproachShotDistance",2010
93,NA,"Roger Tambellini",77,163.5,6532468,1110,"AverageApproachShotDistance",2010
96,NA,"Stuart Appleby",101,163.6,9285922,1577,"AverageApproachShotDistance",2010
96,NA,"Scott Piercy",88,163.6,8532027,1449,"AverageApproachShotDistance",2010
96,NA,"Vaughn Taylor",87,163.6,8347135,1417,"AverageApproachShotDistance",2010
99,NA,"Briny Baird",87,163.7,8354454,1418,"AverageApproachShotDistance",2010
99,NA,"Ryan Palmer",84,163.7,7450563,1264,"AverageApproachShotDistance",2010
101,NA,"Lee Janzen",77,163.8,7416697,1258,"AverageApproachShotDistance",2010
101,NA,"David Lutterus",69,163.8,5931122,1006,"AverageApproachShotDistance",2010
103,NA,"Tom Gillis",97,163.9,9534741,1616,"AverageApproachShotDistance",2010
103,NA,"Charlie Wi",95,163.9,9429257,1598,"AverageApproachShotDistance",2010
105,NA,"Stephen Ames",75,164,7322520,1240,"AverageApproachShotDistance",2010
105,NA,"Davis Love III",79,164,6991450,1184,"AverageApproachShotDistance",2010
105,NA,"Chris Tidland",77,164,7185010,1217,"AverageApproachShotDistance",2010
105,NA,"Dean Wilson",54,164,4975936,843,"AverageApproachShotDistance",2010
109,NA,"DJ Trahan",92,164.1,8680177,1469,"AverageApproachShotDistance",2010
110,NA,"Aaron Baddeley",94,164.2,9267665,1568,"AverageApproachShotDistance",2010
110,NA,"Stewart Cink",84,164.2,6873514,1163,"AverageApproachShotDistance",2010
110,NA,"Martin Flores",75,164.2,6754707,1143,"AverageApproachShotDistance",2010
110,NA,"John Merrick",109,164.2,9727143,1646,"AverageApproachShotDistance",2010
110,NA,"Bo Van Pelt",104,164.2,9219656,1560,"AverageApproachShotDistance",2010
115,NA,"Greg Chalmers",93,164.3,9198509,1555,"AverageApproachShotDistance",2010
115,NA,"Richard Johnson",90,164.3,7744003,1309,"AverageApproachShotDistance",2010
117,NA,"Jason Bohn",84,164.4,7846084,1326,"AverageApproachShotDistance",2010
117,NA,"Alex Cejka",81,164.4,7154665,1209,"AverageApproachShotDistance",2010
117,NA,"Brian Davis",101,164.4,9457690,1598,"AverageApproachShotDistance",2010
117,NA,"David Duval",71,164.4,5911315,999,"AverageApproachShotDistance",2010
117,NA,"Jerry Kelly",99,164.4,8713093,1472,"AverageApproachShotDistance",2010
117,NA,"Garth Mulroy",53,164.4,4444841,751,"AverageApproachShotDistance",2010
117,NA,"Pat Perez",90,164.4,8792497,1486,"AverageApproachShotDistance",2010
117,NA,"John Rollins",81,164.4,7960959,1345,"AverageApproachShotDistance",2010
117,NA,"Kevin Streelman",90,164.4,8477291,1432,"AverageApproachShotDistance",2010
117,NA,"Mark Wilson",87,164.4,8363309,1413,"AverageApproachShotDistance",2010
127,NA,"Brett Quigley",96,164.5,9345763,1578,"AverageApproachShotDistance",2010
127,NA,"Scott Verplank",74,164.5,5944142,1004,"AverageApproachShotDistance",2010
129,NA,"Rod Pampling",77,164.6,7448158,1257,"AverageApproachShotDistance",2010
129,NA,"Tim Petrovic",105,164.6,9998961,1687,"AverageApproachShotDistance",2010
131,NA,"JJ Henry",92,164.7,8390690,1415,"AverageApproachShotDistance",2010
131,NA,"Trevor Immelman",55,164.7,4572756,771,"AverageApproachShotDistance",2010
131,NA,"Dustin Johnson",83,164.7,6677711,1126,"AverageApproachShotDistance",2010
131,NA,"Matt Kuchar",97,164.7,7975188,1345,"AverageApproachShotDistance",2010
131,NA,"Sean OHair",84,164.7,6894043,1163,"AverageApproachShotDistance",2010
131,NA,"Cameron Percy",73,164.7,6242493,1053,"AverageApproachShotDistance",2010
131,NA,"Bubba Watson",77,164.7,7099404,1197,"AverageApproachShotDistance",2010
138,NA,"Troy Merritt",86,164.9,8153024,1373,"AverageApproachShotDistance",2010
138,NA,"James Nitties",92,164.9,8606421,1450,"AverageApproachShotDistance",2010
140,NA,"Kris Blanks",91,165,7886569,1328,"AverageApproachShotDistance",2010
140,NA,"James Driscoll",78,165,7844760,1321,"AverageApproachShotDistance",2010
140,NA,"Rory Sabbatini",79,165,7115179,1198,"AverageApproachShotDistance",2010
143,NA,"Billy Mayfair",78,165.1,6904424,1162,"AverageApproachShotDistance",2010
143,NA,"Justin Rose",78,165.1,7452728,1254,"AverageApproachShotDistance",2010
143,NA,"John Senden",103,165.1,9253455,1557,"AverageApproachShotDistance",2010
143,NA,"Brandt Snedeker",89,165.1,7976225,1342,"AverageApproachShotDistance",2010
143,NA,"Steve Stricker",73,165.1,5966664,1004,"AverageApproachShotDistance",2010
148,NA,"George McNeill",79,165.2,7452985,1253,"AverageApproachShotDistance",2010
148,NA,"Jimmy Walker",82,165.2,7471840,1256,"AverageApproachShotDistance",2010
150,NA,"Martin Laird",91,165.3,8440214,1418,"AverageApproachShotDistance",2010
150,NA,"Kevin Sutherland",86,165.3,8337931,1401,"AverageApproachShotDistance",2010
152,NA,"Matt Jones",89,165.4,8499158,1427,"AverageApproachShotDistance",2010
153,NA,"Luke Donald",71,165.5,5665583,951,"AverageApproachShotDistance",2010
153,NA,"Nick Watney",91,165.5,7368843,1237,"AverageApproachShotDistance",2010
153,NA,"YE Yang",72,165.5,6166614,1035,"AverageApproachShotDistance",2010
156,NA,"Angel Cabrera",64,165.6,5448662,914,"AverageApproachShotDistance",2010
156,NA,"Paul Casey",64,165.6,4722978,792,"AverageApproachShotDistance",2010
158,NA,"Mark Calcavecchia",50,165.7,3531779,592,"AverageApproachShotDistance",2010
158,NA,"Nathan Green",86,165.7,8656122,1451,"AverageApproachShotDistance",2010
158,NA,"Bill Haas",87,165.7,8029760,1346,"AverageApproachShotDistance",2010
161,NA,"Jason Day",82,165.9,7589540,1271,"AverageApproachShotDistance",2010
161,NA,"Zach Johnson",93,165.9,8037957,1346,"AverageApproachShotDistance",2010
161,NA,"Phil Mickelson",76,165.9,6062077,1015,"AverageApproachShotDistance",2010
164,NA,"Johnson Wagner",85,166.1,7909858,1323,"AverageApproachShotDistance",2010
165,NA,"Retief Goosen",75,166.3,5674841,948,"AverageApproachShotDistance",2010
165,NA,"Kevin Stadler",86,166.3,7736424,1292,"AverageApproachShotDistance",2010
167,NA,"Jason Dufner",87,166.4,7389987,1234,"AverageApproachShotDistance",2010
167,NA,"Kevin Na",94,166.4,8161186,1362,"AverageApproachShotDistance",2010
167,NA,"Ian Poulter",55,166.4,3642014,608,"AverageApproachShotDistance",2010
167,NA,"Ted Purdy",86,166.4,8039901,1342,"AverageApproachShotDistance",2010
167,NA,"Nicholas Thompson",88,166.4,8260439,1379,"AverageApproachShotDistance",2010
172,NA,"Aron Price",70,166.7,6662648,1110,"AverageApproachShotDistance",2010
173,NA,"Jim Furyk",76,166.8,6473257,1078,"AverageApproachShotDistance",2010
173,NA,"Padraig Harrington",57,166.8,4712418,785,"AverageApproachShotDistance",2010
175,NA,"DA Points",90,166.9,8516149,1417,"AverageApproachShotDistance",2010
175,NA,"Andres Romero",73,166.9,7761837,1292,"AverageApproachShotDistance",2010
177,NA,"Ricky Barnes",103,167,8935855,1486,"AverageApproachShotDistance",2010
177,NA,"Chad Collins",87,167,8103893,1348,"AverageApproachShotDistance",2010
177,NA,"Ryan Moore",80,167,6565982,1092,"AverageApproachShotDistance",2010
177,NA,"Garrett Willis",82,167,7624678,1268,"AverageApproachShotDistance",2010
181,NA,"Charley Hoffman",85,167.1,8299209,1380,"AverageApproachShotDistance",2010
182,NA,"Lucas Glover",75,167.2,6324818,1051,"AverageApproachShotDistance",2010
182,NA,"Mathew Goggin",85,167.2,8174725,1358,"AverageApproachShotDistance",2010
182,NA,"Scott McCarron",90,167.2,8958923,1488,"AverageApproachShotDistance",2010
182,NA,"Rory McIlroy",54,167.2,4322280,718,"AverageApproachShotDistance",2010
186,NA,"Robert Allenby",76,167.3,6600907,1096,"AverageApproachShotDistance",2010
187,NA,"Henrik Bjornstad",72,167.7,6385579,1058,"AverageApproachShotDistance",2010
187,NA,"Ernie Els",72,167.7,5951017,986,"AverageApproachShotDistance",2010
189,NA,"Chris Couch",66,167.9,6371785,1054,"AverageApproachShotDistance",2010
190,NA,"Adam Scott",70,168.3,5664072,935,"AverageApproachShotDistance",2010
191,NA,"Hunter Mahan",85,168.6,7267123,1197,"AverageApproachShotDistance",2010
192,NA,"Camilo Villegas",78,169,6120652,1006,"AverageApproachShotDistance",2010
