"LateLowestRound_RANKTHISWEEK_2009","LateLowestRound_RANKLASTWEEK_2009","LateLowestRound_PLAYERNAME_2009","LateLowestRound__2009","LateLowestRound_LOWRND_2009","stat_name","year"
1,1,"Zach Johnson",NA,60,"LateLowestRound",2009
2,2,"Troy Matteson",NA,61,"LateLowestRound",2009
2,2,"Pat Perez",NA,61,"LateLowestRound",2009
2,2,"Kenny Perry",NA,61,"LateLowestRound",2009
5,5,"Chad Campbell",NA,62,"LateLowestRound",2009
5,5,"Bill Haas",NA,62,"LateLowestRound",2009
5,5,"Martin Laird",NA,62,"LateLowestRound",2009
5,5,"Spencer Levin",NA,62,"LateLowestRound",2009
5,5,"Hunter Mahan",NA,62,"LateLowestRound",2009
5,5,"John Mallinger",NA,62,"LateLowestRound",2009
5,5,"Steve Marino",NA,62,"LateLowestRound",2009
5,5,"Scott McCarron",NA,62,"LateLowestRound",2009
5,5,"Phil Mickelson",NA,62,"LateLowestRound",2009
5,5,"Kevin Na",NA,62,"LateLowestRound",2009
5,5,"Brett Quigley",NA,62,"LateLowestRound",2009
5,5,"Steve Stricker",NA,62,"LateLowestRound",2009
5,5,"Scott Verplank",NA,62,"LateLowestRound",2009
5,5,"Bubba Watson",NA,62,"LateLowestRound",2009
5,5,"Tiger Woods",NA,62,"LateLowestRound",2009
20,20,"Stephen Ames",NA,63,"LateLowestRound",2009
20,20,"Briny Baird",NA,63,"LateLowestRound",2009
20,20,"Jason Dufner",NA,63,"LateLowestRound",2009
20,20,"Jim Furyk",NA,63,"LateLowestRound",2009
20,20,"Ernie Gonzalez",NA,63,"LateLowestRound",2009
20,20,"Paul Goydos",NA,63,"LateLowestRound",2009
20,20,"Tim Herron",NA,63,"LateLowestRound",2009
20,20,"Charles Howell III",NA,63,"LateLowestRound",2009
20,20,"Richard Johnson",NA,63,"LateLowestRound",2009
20,20,"Colt Knost",NA,63,"LateLowestRound",2009
20,20,"Justin Leonard",NA,63,"LateLowestRound",2009
20,20,"Frank Lickliter II",NA,63,"LateLowestRound",2009
20,20,"Jeff Maggert",NA,63,"LateLowestRound",2009
20,20,"Ryan Moore",NA,63,"LateLowestRound",2009
20,20,"Nick OHern",NA,63,"LateLowestRound",2009
20,20,"Tom Pernice Jr",NA,63,"LateLowestRound",2009
20,20,"Rick Price",NA,63,"LateLowestRound",2009
20,20,"Scott Sterling",NA,63,"LateLowestRound",2009
20,20,"Chris Stroud",NA,63,"LateLowestRound",2009
20,20,"Bo Van Pelt",NA,63,"LateLowestRound",2009
20,20,"Camilo Villegas",NA,63,"LateLowestRound",2009
41,41,"Robert Allenby",NA,64,"LateLowestRound",2009
41,41,"Rich Beem",NA,64,"LateLowestRound",2009
41,41,"David Berganio Jr",NA,64,"LateLowestRound",2009
41,41,"Greg Chalmers",NA,64,"LateLowestRound",2009
41,41,"Tim Clark",NA,64,"LateLowestRound",2009
41,41,"Fred Couples",NA,64,"LateLowestRound",2009
41,41,"Ben Curtis",NA,64,"LateLowestRound",2009
41,41,"Brian Davis",NA,64,"LateLowestRound",2009
41,41,"Glen Day",NA,64,"LateLowestRound",2009
41,41,"Ken Duke",NA,64,"LateLowestRound",2009
