"3PuttAvoidanceRound1_RANKTHISWEEK_2006","3PuttAvoidanceRound1_RANKLASTWEEK_2006","3PuttAvoidanceRound1_PLAYERNAME_2006","3PuttAvoidanceRound1__2006","3PuttAvoidanceRound1_Pct_2006","3PuttAvoidanceRound1_TOTAL3PUTTS_2006","3PuttAvoidanceRound1_TOTALHOLES_2006","stat_name","year"
1,1,"Freddie Jacobson",NA,0.93,3,324,"3PuttAvoidanceRound1",2006
2,2,"Aaron Baddeley",NA,1.16,5,432,"3PuttAvoidanceRound1",2006
3,3,"Jeff Sluman",NA,1.34,7,522,"3PuttAvoidanceRound1",2006
4,4,"Brian Gay",NA,1.43,8,558,"3PuttAvoidanceRound1",2006
5,5,"Skip Kendall",NA,1.52,6,396,"3PuttAvoidanceRound1",2006
5,5,"Rod Pampling",NA,1.52,6,396,"3PuttAvoidanceRound1",2006
7,7,"Ian Poulter",NA,1.59,4,252,"3PuttAvoidanceRound1",2006
8,8,"Jesper Parnevik",NA,1.62,7,432,"3PuttAvoidanceRound1",2006
8,8,"Scott Verplank",NA,1.62,7,432,"3PuttAvoidanceRound1",2006
10,10,"Mark OMeara",NA,1.63,5,306,"3PuttAvoidanceRound1",2006
11,11,"Jim Furyk",NA,1.69,7,414,"3PuttAvoidanceRound1",2006
12,12,"Steve Stricker",NA,1.74,5,288,"3PuttAvoidanceRound1",2006
13,13,"Zach Johnson",NA,1.78,8,450,"3PuttAvoidanceRound1",2006
13,13,"Brett Wetterich",NA,1.78,8,450,"3PuttAvoidanceRound1",2006
15,15,"Stuart Appleby",NA,1.85,7,378,"3PuttAvoidanceRound1",2006
15,15,"Tim Clark",NA,1.85,7,378,"3PuttAvoidanceRound1",2006
15,15,"David Howell",NA,1.85,4,216,"3PuttAvoidanceRound1",2006
15,15,"Ryuji Imada",NA,1.85,10,540,"3PuttAvoidanceRound1",2006
19,19,"Daniel Chopra",NA,1.91,11,576,"3PuttAvoidanceRound1",2006
20,20,"Olin Browne",NA,1.92,10,522,"3PuttAvoidanceRound1",2006
20,20,"Joey Sindelar",NA,1.92,10,522,"3PuttAvoidanceRound1",2006
22,22,"Mike Weir",NA,1.93,8,414,"3PuttAvoidanceRound1",2006
23,23,"Luke Donald",NA,1.96,6,306,"3PuttAvoidanceRound1",2006
23,23,"Todd Fischer",NA,1.96,12,612,"3PuttAvoidanceRound1",2006
23,23,"Phil Mickelson",NA,1.96,6,306,"3PuttAvoidanceRound1",2006
26,26,"Frank Lickliter II",NA,1.98,10,504,"3PuttAvoidanceRound1",2006
27,27,"Dean Wilson",NA,2.02,12,594,"3PuttAvoidanceRound1",2006
28,28,"John Rollins",NA,2.06,10,486,"3PuttAvoidanceRound1",2006
29,29,"Ernie Els",NA,2.08,6,288,"3PuttAvoidanceRound1",2006
29,29,"Justin Leonard",NA,2.08,9,432,"3PuttAvoidanceRound1",2006
29,29,"Jose Maria Olazabal",NA,2.08,6,288,"3PuttAvoidanceRound1",2006
32,32,"Brent Geiberger",NA,2.11,11,522,"3PuttAvoidanceRound1",2006
32,32,"Ryan Palmer",NA,2.11,11,522,"3PuttAvoidanceRound1",2006
34,34,"Ryan Moore",NA,2.12,8,378,"3PuttAvoidanceRound1",2006
34,34,"Kenny Perry",NA,2.12,8,378,"3PuttAvoidanceRound1",2006
