"EarlyRound2ScoringAverage_RANKTHISWEEK_2009","EarlyRound2ScoringAverage_RANKLASTWEEK_2009","EarlyRound2ScoringAverage_PLAYERNAME_2009","EarlyRound2ScoringAverage__2009","EarlyRound2ScoringAverage_AVG_2009","EarlyRound2ScoringAverage_TOTALSTROKES_2009","EarlyRound2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Steve Stricker",NA,68.55,754,11,"EarlyRound2ScoringAverage",2009
2,2,"Tiger Woods",NA,69,483,7,"EarlyRound2ScoringAverage",2009
3,3,"Charles Warren",NA,69.2,692,10,"EarlyRound2ScoringAverage",2009
3,3,"Nick Watney",NA,69.2,692,10,"EarlyRound2ScoringAverage",2009
5,5,"Kevin Sutherland",NA,69.25,831,12,"EarlyRound2ScoringAverage",2009
6,6,"Kenny Perry",NA,69.29,970,14,"EarlyRound2ScoringAverage",2009
7,7,"Troy Matteson",NA,69.39,1249,18,"EarlyRound2ScoringAverage",2009
8,8,"Camilo Villegas",NA,69.4,347,5,"EarlyRound2ScoringAverage",2009
9,9,"Bill Lunde",NA,69.42,833,12,"EarlyRound2ScoringAverage",2009
10,10,"Dustin Johnson",NA,69.45,764,11,"EarlyRound2ScoringAverage",2009
11,11,"Matt Kuchar",NA,69.5,834,12,"EarlyRound2ScoringAverage",2009
12,12,"Justin Leonard",NA,69.54,904,13,"EarlyRound2ScoringAverage",2009
13,13,"Michael Letzig",NA,69.55,765,11,"EarlyRound2ScoringAverage",2009
14,14,"Tommy Armour III",NA,69.6,348,5,"EarlyRound2ScoringAverage",2009
14,14,"Kris Blanks",NA,69.6,696,10,"EarlyRound2ScoringAverage",2009
14,14,"Tim Clark",NA,69.6,696,10,"EarlyRound2ScoringAverage",2009
14,14,"Jason Gore",NA,69.6,696,10,"EarlyRound2ScoringAverage",2009
14,14,"Davis Love III",NA,69.6,696,10,"EarlyRound2ScoringAverage",2009
19,19,"Ernie Els",NA,69.67,627,9,"EarlyRound2ScoringAverage",2009
19,19,"Retief Goosen",NA,69.67,627,9,"EarlyRound2ScoringAverage",2009
19,19,"Scott Piercy",NA,69.67,836,12,"EarlyRound2ScoringAverage",2009
22,22,"Bryce Molder",NA,69.7,697,10,"EarlyRound2ScoringAverage",2009
23,23,"Brad Faxon",NA,69.78,628,9,"EarlyRound2ScoringAverage",2009
23,23,"Rod Pampling",NA,69.78,628,9,"EarlyRound2ScoringAverage",2009
25,25,"Joe Ogilvie",NA,69.8,698,10,"EarlyRound2ScoringAverage",2009
26,26,"Aron Price",NA,69.81,1117,16,"EarlyRound2ScoringAverage",2009
27,27,"Heath Slocum",NA,69.87,1048,15,"EarlyRound2ScoringAverage",2009
28,28,"George McNeill",NA,69.91,769,11,"EarlyRound2ScoringAverage",2009
29,29,"Brandt Snedeker",NA,69.93,979,14,"EarlyRound2ScoringAverage",2009
30,30,"Charley Hoffman",NA,69.94,1189,17,"EarlyRound2ScoringAverage",2009
31,31,"Briny Baird",NA,70,770,11,"EarlyRound2ScoringAverage",2009
31,31,"Alex Cejka",NA,70,980,14,"EarlyRound2ScoringAverage",2009
31,31,"Ben Crane",NA,70,630,9,"EarlyRound2ScoringAverage",2009
31,31,"Joe Durant",NA,70,770,11,"EarlyRound2ScoringAverage",2009
31,31,"Ryan Palmer",NA,70,910,13,"EarlyRound2ScoringAverage",2009
31,31,"Pat Perez",NA,70,770,11,"EarlyRound2ScoringAverage",2009
31,31,"Kevin Stadler",NA,70,840,12,"EarlyRound2ScoringAverage",2009
38,38,"Zach Johnson",NA,70.07,1051,15,"EarlyRound2ScoringAverage",2009
39,39,"Jim Furyk",NA,70.08,841,12,"EarlyRound2ScoringAverage",2009
40,40,"Bill Haas",NA,70.13,1122,16,"EarlyRound2ScoringAverage",2009
40,40,"Scott Verplank",NA,70.13,561,8,"EarlyRound2ScoringAverage",2009
42,42,"Jimmy Walker",NA,70.15,912,13,"EarlyRound2ScoringAverage",2009
43,43,"Will Ma Kenzie",NA,70.2,702,10,"EarlyRound2ScoringAverage",2009
44,44,"John Senden",NA,70.21,983,14,"EarlyRound2ScoringAverage",2009
45,45,"Jason Day",NA,70.22,632,9,"EarlyRound2ScoringAverage",2009
46,46,"Brian Davis",NA,70.23,913,13,"EarlyRound2ScoringAverage",2009
