"TenthTeeLateLowestRound_RANKTHISWEEK_2013","TenthTeeLateLowestRound_RANKLASTWEEK_2013","TenthTeeLateLowestRound_PLAYERNAME_2013","TenthTeeLateLowestRound_ROUNDS_2013","TenthTeeLateLowestRound_LOWRND_2013","stat_name","year"
1,1,"Jim Furyk",80,59,"TenthTeeLateLowestRound",2013
2,2,"Harris English",95,62,"TenthTeeLateLowestRound",2013
2,2,"Matt Every",89,62,"TenthTeeLateLowestRound",2013
2,2,"Lucas Glover",65,62,"TenthTeeLateLowestRound",2013
2,2,"James Hahn",78,62,"TenthTeeLateLowestRound",2013
2,2,"John Huh",88,62,"TenthTeeLateLowestRound",2013
2,2,"Billy Mayfair",34,62,"TenthTeeLateLowestRound",2013
2,2,"David Toms",49,62,"TenthTeeLateLowestRound",2013
9,9,"Brian Davis",91,63,"TenthTeeLateLowestRound",2013
9,9,"Charlie Wi",75,63,"TenthTeeLateLowestRound",2013
11,11,"Matt Bettencourt",29,64,"TenthTeeLateLowestRound",2013
11,11,"Tim Clark",64,64,"TenthTeeLateLowestRound",2013
11,11,"Ben Crane",62,64,"TenthTeeLateLowestRound",2013
11,11,"Ross Fisher",44,64,"TenthTeeLateLowestRound",2013
11,11,"Bill Haas",85,64,"TenthTeeLateLowestRound",2013
11,11,"Russell Henley",80,64,"TenthTeeLateLowestRound",2013
11,11,"Chris Kirk",89,64,"TenthTeeLateLowestRound",2013
11,11,"Jeff Maggert",63,64,"TenthTeeLateLowestRound",2013
11,11,"Rory McIlroy",56,64,"TenthTeeLateLowestRound",2013
11,11,"Jeff Overton",78,64,"TenthTeeLateLowestRound",2013
11,11,"John Peterson",21,64,"TenthTeeLateLowestRound",2013
11,11,"Scott Piercy",78,64,"TenthTeeLateLowestRound",2013
11,11,"Patrick Reed",83,64,"TenthTeeLateLowestRound",2013
11,11,"Charl Schwartzel",69,64,"TenthTeeLateLowestRound",2013
11,11,"Brendan Steele",86,64,"TenthTeeLateLowestRound",2013
11,11,"Brendon Todd",37,64,"TenthTeeLateLowestRound",2013
11,11,"Gary Woodland",94,64,"TenthTeeLateLowestRound",2013
28,28,"Stephen Ames",49,65,"TenthTeeLateLowestRound",2013
28,28,"Woody Austin",21,65,"TenthTeeLateLowestRound",2013
28,28,"Ricky Barnes",74,65,"TenthTeeLateLowestRound",2013
28,28,"Roberto Castro",97,65,"TenthTeeLateLowestRound",2013
28,28,"KJ Choi",85,65,"TenthTeeLateLowestRound",2013
28,28,"Graham DeLaet",94,65,"TenthTeeLateLowestRound",2013
28,28,"Zack Fischer",10,65,"TenthTeeLateLowestRound",2013
28,28,"Martin Flores",83,65,"TenthTeeLateLowestRound",2013
28,28,"Sergio Garcia",65,65,"TenthTeeLateLowestRound",2013
28,28,"Charley Hoffman",84,65,"TenthTeeLateLowestRound",2013
28,28,"Morgan Hoffmann",64,65,"TenthTeeLateLowestRound",2013
28,28,"Charles Howell III",87,65,"TenthTeeLateLowestRound",2013
28,28,"Ryuji Imada",18,65,"TenthTeeLateLowestRound",2013
28,28,"Trevor Immelman",73,65,"TenthTeeLateLowestRound",2013
28,28,"Hank Kuehne",16,65,"TenthTeeLateLowestRound",2013
28,28,"Troy Matteson",68,65,"TenthTeeLateLowestRound",2013
28,28,"George McNeill",68,65,"TenthTeeLateLowestRound",2013
28,28,"John Rollins",77,65,"TenthTeeLateLowestRound",2013
28,28,"Rory Sabbatini",86,65,"TenthTeeLateLowestRound",2013
28,28,"Jordan Spieth",82,65,"TenthTeeLateLowestRound",2013
28,28,"Shawn Stefani",63,65,"TenthTeeLateLowestRound",2013
28,28,"Robert Streb",75,65,"TenthTeeLateLowestRound",2013
28,28,"Daniel Summerhays",83,65,"TenthTeeLateLowestRound",2013
28,28,"Nicholas Thompson",99,65,"TenthTeeLateLowestRound",2013
28,28,"Jimmy Walker",84,65,"TenthTeeLateLowestRound",2013
53,53,"Stuart Appleby",88,66,"TenthTeeLateLowestRound",2013
53,53,"Arjun Atwal",20,66,"TenthTeeLateLowestRound",2013
53,53,"Sangmoon Bae",83,66,"TenthTeeLateLowestRound",2013
53,53,"Jason Bohn",70,66,"TenthTeeLateLowestRound",2013
53,53,"Greg Chalmers",77,66,"TenthTeeLateLowestRound",2013
53,53,"Erik Compton",74,66,"TenthTeeLateLowestRound",2013
53,53,"Jon Curran",8,66,"TenthTeeLateLowestRound",2013
53,53,"Jason Day",86,66,"TenthTeeLateLowestRound",2013
53,53,"Jason Dufner",78,66,"TenthTeeLateLowestRound",2013
53,53,"Ken Duke",87,66,"TenthTeeLateLowestRound",2013
53,53,"Derek Ernst",58,66,"TenthTeeLateLowestRound",2013
53,53,"Scott Gardiner",61,66,"TenthTeeLateLowestRound",2013
53,53,"Peter Hanson",45,66,"TenthTeeLateLowestRound",2013
53,53,"Brian Harman",89,66,"TenthTeeLateLowestRound",2013
53,53,"Padraig Harrington",52,66,"TenthTeeLateLowestRound",2013
53,53,"David Hearn",88,66,"TenthTeeLateLowestRound",2013
53,53,"Mike Hendry",4,66,"TenthTeeLateLowestRound",2013
53,53,"Jim Herman",59,66,"TenthTeeLateLowestRound",2013
53,53,"Tim Herron",45,66,"TenthTeeLateLowestRound",2013
53,53,"Freddie Jacobson",63,66,"TenthTeeLateLowestRound",2013
53,53,"Zach Johnson",84,66,"TenthTeeLateLowestRound",2013
53,53,"Ben Kohles",75,66,"TenthTeeLateLowestRound",2013
53,53,"Jason Kokrak",78,66,"TenthTeeLateLowestRound",2013
53,53,"Doug LaBelle II",72,66,"TenthTeeLateLowestRound",2013
53,53,"Justin Leonard",86,66,"TenthTeeLateLowestRound",2013
53,53,"Davis Love III",43,66,"TenthTeeLateLowestRound",2013
