"Puttingfrom6_RANKTHISWEEK_2016","Puttingfrom6_RANKLASTWEEK_2016","Puttingfrom6_PLAYERNAME_2016","Puttingfrom6_ROUNDS_2016","Puttingfrom6_PctMADE_2016","Puttingfrom6_ATTEMPTS_2016","Puttingfrom6_PUTTSMADE_2016","stat_name","year"
1,1,"Brian Gay",22,94.44,18,17,"Puttingfrom6",2016
2,3,"DH Lee",35,92.86,28,26,"Puttingfrom6",2016
3,5,"Aaron Baddeley",51,89.74,39,35,"Puttingfrom6",2016
4,7,"Scott Piercy",45,89.29,28,25,"Puttingfrom6",2016
5,6,"Will Wilcox",47,87.5,40,35,"Puttingfrom6",2016
6,1,"Shane Lowry",35,86.96,23,20,"Puttingfrom6",2016
7,8,"Morgan Hoffmann",43,86.36,44,38,"Puttingfrom6",2016
8,15,"Johnson Wagner",44,85.71,28,24,"Puttingfrom6",2016
9,22,"John Senden",48,85.29,34,29,"Puttingfrom6",2016
10,9,"Kelly Kraft",35,85.19,27,23,"Puttingfrom6",2016
11,14,"Russell Henley",42,84.85,33,28,"Puttingfrom6",2016
12,16,"Dustin Johnson",37,84,25,21,"Puttingfrom6",2016
13,11,"Derek Fathauer",58,83.87,31,26,"Puttingfrom6",2016
13,12,"Patrick Reed",53,83.87,31,26,"Puttingfrom6",2016
15,18,"Marc Leishman",41,82.76,29,24,"Puttingfrom6",2016
16,19,"Billy Horschel",45,82.61,46,38,"Puttingfrom6",2016
17,4,"Carlos Ortiz",47,82.5,40,33,"Puttingfrom6",2016
18,40,"Brendan Steele",48,82.35,51,42,"Puttingfrom6",2016
19,23,"Jimmy Walker",43,82.05,39,32,"Puttingfrom6",2016
20,38,"JB Holmes",39,81.82,33,27,"Puttingfrom6",2016
20,24,"Troy Merritt",41,81.82,33,27,"Puttingfrom6",2016
20,30,"Geoff Ogilvy",37,81.82,33,27,"Puttingfrom6",2016
23,28,"Wes Roach",33,81.48,27,22,"Puttingfrom6",2016
23,10,"Dawie van der Walt",48,81.48,27,22,"Puttingfrom6",2016
25,33,"Jonas Blixt",46,80.95,42,34,"Puttingfrom6",2016
25,31,"Dicky Pride",33,80.95,21,17,"Puttingfrom6",2016
27,21,"Jamie Lovemark",57,80.56,72,58,"Puttingfrom6",2016
28,54,"Andrew Loupe",50,80.39,51,41,"Puttingfrom6",2016
29,33,"Shane Bertsch",30,80,15,12,"Puttingfrom6",2016
29,13,"Whee Kim",54,80,45,36,"Puttingfrom6",2016
29,49,"Kevin Kisner",49,80,35,28,"Puttingfrom6",2016
29,33,"Graeme McDowell",33,80,25,20,"Puttingfrom6",2016
29,41,"Steve Wheatcroft",53,80,45,36,"Puttingfrom6",2016
34,47,"Scott Pinckney",53,79.49,39,31,"Puttingfrom6",2016
35,17,"Anirban Lahiri",44,79.31,29,23,"Puttingfrom6",2016
36,45,"Zac Blair",56,79.07,43,34,"Puttingfrom6",2016
37,41,"Andy Sullivan",25,78.95,19,15,"Puttingfrom6",2016
