"StrokesGainedTeetoGreen_RANKTHISWEEK_2010","StrokesGainedTeetoGreen_RANKLASTWEEK_2010","StrokesGainedTeetoGreen_PLAYERNAME_2010","StrokesGainedTeetoGreen_ROUNDS_2010","StrokesGainedTeetoGreen_AVERAGE_2010","StrokesGainedTeetoGreen_TOTALSGT2G_2010","StrokesGainedTeetoGreen_SGTOTAL_2010","StrokesGainedTeetoGreen_TOTALSGP_2010","StrokesGainedTeetoGreen_MEASUREDROUNDS_2010","stat_name","year"
60,60,"Ryan Moore",80,0.35,21.368,39.626,18.258,61,"StrokesGainedTeetoGreen",2010
61,61,"Kevin Na",94,0.338,25.655,63.089,37.434,76,"StrokesGainedTeetoGreen",2010
62,62,"Alex Cejka",81,0.333,22.672,-9.045,-31.717,68,"StrokesGainedTeetoGreen",2010
63,63,"Justin Leonard",89,0.326,23.478,36.499,13.021,72,"StrokesGainedTeetoGreen",2010
64,64,"Scott Verplank",74,0.324,18.16,20.062,1.902,56,"StrokesGainedTeetoGreen",2010
65,65,"Kris Blanks",91,0.32,23.647,-18.411,-42.058,74,"StrokesGainedTeetoGreen",2010
65,65,"Rory Sabbatini",79,0.32,21.433,7.899,-13.534,67,"StrokesGainedTeetoGreen",2010
67,67,"Rocco Mediate",71,0.3,18.272,-14.844,-33.116,61,"StrokesGainedTeetoGreen",2010
68,68,"Charles Howell III",103,0.283,25.499,66.135,40.636,90,"StrokesGainedTeetoGreen",2010
69,69,"Chris Riley",73,0.269,16.949,28.623,11.674,63,"StrokesGainedTeetoGreen",2010
70,70,"DA Points",90,0.249,19.649,11.777,-7.872,79,"StrokesGainedTeetoGreen",2010
71,71,"Jason Bohn",84,0.247,18.269,27.857,9.588,74,"StrokesGainedTeetoGreen",2010
72,72,"Troy Matteson",84,0.24,18.685,-16.045,-34.73,78,"StrokesGainedTeetoGreen",2010
73,73,"Shaun Micheel",70,0.227,12.048,24.522,12.474,53,"StrokesGainedTeetoGreen",2010
74,74,"Steve Marino",81,0.219,13.801,30.265,16.464,63,"StrokesGainedTeetoGreen",2010
75,75,"Zach Johnson",93,0.21,15.752,59.462,43.71,75,"StrokesGainedTeetoGreen",2010
76,76,"Brett Wetterich",54,0.207,10.991,4.327,-6.664,53,"StrokesGainedTeetoGreen",2010
77,77,"Paul Stankowski",62,0.204,10.812,28.404,17.592,53,"StrokesGainedTeetoGreen",2010
78,78,"Tom Pernice Jr",74,0.2,11.579,2.018,-9.561,58,"StrokesGainedTeetoGreen",2010
79,79,"Steve Elkington",74,0.198,11.679,31.06,19.381,59,"StrokesGainedTeetoGreen",2010
80,80,"Tom Gillis",97,0.195,17.54,49.891,32.351,90,"StrokesGainedTeetoGreen",2010
81,81,"Tim Petrovic",105,0.185,17.399,16.81,-0.589,94,"StrokesGainedTeetoGreen",2010
82,82,"Aron Price",70,0.179,11.118,12.199,1.081,62,"StrokesGainedTeetoGreen",2010
83,83,"Briny Baird",87,0.174,13.774,12.068,-2.022,79,"StrokesGainedTeetoGreen",2010
84,84,"Jeev Milkha Singh",59,0.164,8.521,6.159,-2.362,52,"StrokesGainedTeetoGreen",2010
85,85,"Jeff Overton",89,0.159,11.289,40.356,29.067,71,"StrokesGainedTeetoGreen",2010
86,86,"Cameron Percy",73,0.158,9.308,-19.663,-28.971,59,"StrokesGainedTeetoGreen",2010
87,87,"Stephen Ames",75,0.141,9.719,35.605,25.886,69,"StrokesGainedTeetoGreen",2010
87,87,"Omar Uresti",74,0.141,8.61,-37.557,-46.167,61,"StrokesGainedTeetoGreen",2010
89,89,"Stuart Appleby",101,0.139,12.237,7.335,-4.902,88,"StrokesGainedTeetoGreen",2010
90,90,"Josh Teater",101,0.135,12.431,-16.495,-28.926,92,"StrokesGainedTeetoGreen",2010
91,91,"Chris Stroud",90,0.121,8.682,13.15,4.468,72,"StrokesGainedTeetoGreen",2010
92,92,"Cameron Tringale",55,0.116,5.226,-26.755,-31.981,45,"StrokesGainedTeetoGreen",2010
93,93,"Pat Perez",90,0.114,9.431,40.907,31.476,83,"StrokesGainedTeetoGreen",2010
94,94,"John Merrick",109,0.105,9.631,-1.93,-11.561,92,"StrokesGainedTeetoGreen",2010
95,95,"JJ Henry",92,0.089,7.014,24.193,17.179,79,"StrokesGainedTeetoGreen",2010
96,96,"Chris DiMarco",88,0.067,5.262,0.753,-4.509,78,"StrokesGainedTeetoGreen",2010
97,97,"Cliff Kresge",50,0.055,2.462,-23.325,-25.787,45,"StrokesGainedTeetoGreen",2010
98,98,"Brandt Snedeker",89,0.046,3.454,38.229,34.775,75,"StrokesGainedTeetoGreen",2010
99,99,"Woody Austin",93,0.042,3.51,-1.708,-5.218,83,"StrokesGainedTeetoGreen",2010
100,100,"Charlie Wi",95,0.041,3.615,54.661,51.046,89,"StrokesGainedTeetoGreen",2010
101,101,"Michael Letzig",84,0.038,3.051,-2.626,-5.677,80,"StrokesGainedTeetoGreen",2010
102,102,"Brian Davis",101,0.02,1.813,-20.334,-22.147,89,"StrokesGainedTeetoGreen",2010
102,102,"Kevin Streelman",90,0.02,1.628,5.182,3.554,80,"StrokesGainedTeetoGreen",2010
104,104,"Lee Janzen",77,0.01,0.699,-20.418,-21.117,70,"StrokesGainedTeetoGreen",2010
105,105,"Garth Mulroy",53,0.003,0.111,-24.483,-24.594,42,"StrokesGainedTeetoGreen",2010
105,105,"Kevin Stadler",86,0.003,0.192,-19.597,-19.789,72,"StrokesGainedTeetoGreen",2010
107,107,"Garrett Willis",82,0.002,0.159,-9.597,-9.756,71,"StrokesGainedTeetoGreen",2010
108,108,"YE Yang",72,-0.021,-1.217,9.68,10.897,58,"StrokesGainedTeetoGreen",2010
109,109,"Jarrod Lyle",54,-0.022,-1.003,1.24,2.243,46,"StrokesGainedTeetoGreen",2010
110,110,"Bryce Molder",84,-0.03,-2.176,32.575,34.751,73,"StrokesGainedTeetoGreen",2010
111,111,"Ben Curtis",78,-0.048,-3.173,11.955,15.128,66,"StrokesGainedTeetoGreen",2010
112,112,"Nicholas Thompson",88,-0.061,-4.713,-72.845,-68.132,77,"StrokesGainedTeetoGreen",2010
113,113,"Dean Wilson",54,-0.072,-3.367,33.343,36.71,47,"StrokesGainedTeetoGreen",2010
114,114,"Brett Quigley",96,-0.083,-7.338,-0.512,6.826,88,"StrokesGainedTeetoGreen",2010
115,115,"Matt Jones",89,-0.095,-7.616,33.125,40.741,80,"StrokesGainedTeetoGreen",2010
116,116,"Chris Couch",66,-0.103,-6.101,11.73,17.831,59,"StrokesGainedTeetoGreen",2010
117,117,"Bob Estes",79,-0.11,-7.81,-6.824,0.986,71,"StrokesGainedTeetoGreen",2010
118,118,"JP Hayes",79,-0.144,-9.81,-7.96,1.85,68,"StrokesGainedTeetoGreen",2010
119,119,"Rod Pampling",77,-0.147,-10.294,-27.551,-17.257,70,"StrokesGainedTeetoGreen",2010
119,119,"Jay Williamson",76,-0.147,-8.987,-19.63,-10.643,61,"StrokesGainedTeetoGreen",2010
121,121,"Andres Romero",73,-0.148,-10.626,7.685,18.311,72,"StrokesGainedTeetoGreen",2010
122,122,"Mathias Gronberg",61,-0.167,-8.372,-17.552,-9.18,50,"StrokesGainedTeetoGreen",2010
123,123,"Alex Prugh",88,-0.17,-13.595,2.588,16.183,80,"StrokesGainedTeetoGreen",2010
124,124,"Greg Owen",69,-0.193,-11.961,-51.709,-39.748,62,"StrokesGainedTeetoGreen",2010
125,125,"Robert Garrigus",71,-0.197,-12.001,-21.997,-9.996,61,"StrokesGainedTeetoGreen",2010
126,126,"Mathew Goggin",85,-0.202,-15.375,-44.033,-28.658,76,"StrokesGainedTeetoGreen",2010
127,127,"Mark Wilson",87,-0.203,-16.014,-5.009,11.005,79,"StrokesGainedTeetoGreen",2010
128,128,"Paul Goydos",78,-0.229,-15.088,-25.494,-10.406,66,"StrokesGainedTeetoGreen",2010
129,129,"Ryan Palmer",84,-0.231,-16.42,14.294,30.714,71,"StrokesGainedTeetoGreen",2010
130,130,"Webb Simpson",98,-0.232,-21.345,12.69,34.035,92,"StrokesGainedTeetoGreen",2010
131,131,"Jimmy Walker",82,-0.238,-16.683,0.982,17.665,70,"StrokesGainedTeetoGreen",2010
132,132,"Johnson Wagner",85,-0.24,-17.794,-12.975,4.819,74,"StrokesGainedTeetoGreen",2010
133,133,"Brian Gay",101,-0.245,-20.096,39.744,59.84,82,"StrokesGainedTeetoGreen",2010
134,134,"Roger Tambellini",77,-0.249,-15.412,-63.626,-48.908,62,"StrokesGainedTeetoGreen",2010
135,135,"Cameron Beckman",68,-0.251,-14.801,-32.295,-17.494,59,"StrokesGainedTeetoGreen",2010
136,136,"Mike Weir",59,-0.269,-10.766,-11.477,-0.711,40,"StrokesGainedTeetoGreen",2010
137,137,"Michael Connell",89,-0.27,-20.796,5.147,25.943,77,"StrokesGainedTeetoGreen",2010
138,138,"Mark Calcavecchia",50,-0.278,-9.177,-37.904,-28.727,33,"StrokesGainedTeetoGreen",2010
139,139,"Chris Tidland",77,-0.288,-19.564,-3.89,15.674,68,"StrokesGainedTeetoGreen",2010
140,140,"Scott Piercy",88,-0.294,-23.81,-6.419,17.391,81,"StrokesGainedTeetoGreen",2010
141,141,"Carl Pettersson",99,-0.295,-24.468,43.41,67.878,83,"StrokesGainedTeetoGreen",2010
142,142,"Ryuji Imada",90,-0.315,-26.45,19.837,46.287,84,"StrokesGainedTeetoGreen",2010
143,143,"John Mallinger",78,-0.321,-20.875,-17.576,3.299,65,"StrokesGainedTeetoGreen",2010
144,144,"Michael Sim",64,-0.334,-17.695,9.736,27.431,53,"StrokesGainedTeetoGreen",2010
145,145,"James Driscoll",78,-0.342,-25.276,-1.955,23.321,74,"StrokesGainedTeetoGreen",2010
146,146,"Jeff Gove",57,-0.349,-15.341,-56.992,-41.651,44,"StrokesGainedTeetoGreen",2010
146,146,"George McNeill",79,-0.349,-24.432,-2.117,22.315,70,"StrokesGainedTeetoGreen",2010
148,148,"Michael Bradley",77,-0.36,-24.497,-30.202,-5.705,68,"StrokesGainedTeetoGreen",2010
149,149,"Aaron Baddeley",94,-0.367,-32.314,12.521,44.835,88,"StrokesGainedTeetoGreen",2010
150,150,"Trevor Immelman",55,-0.398,-17.1,-13.914,3.186,43,"StrokesGainedTeetoGreen",2010
151,151,"Joe Ogilvie",99,-0.41,-35.247,-26.995,8.252,86,"StrokesGainedTeetoGreen",2010
152,152,"Matt Every",60,-0.42,-21.431,-9.194,12.237,51,"StrokesGainedTeetoGreen",2010
153,153,"Scott McCarron",90,-0.423,-35.126,6.994,42.12,83,"StrokesGainedTeetoGreen",2010
154,154,"John Daly",63,-0.424,-19.947,-50.65,-30.703,47,"StrokesGainedTeetoGreen",2010
155,155,"Jeff Maggert",76,-0.428,-26.976,-49.464,-22.488,63,"StrokesGainedTeetoGreen",2010
156,156,"David Duval",71,-0.436,-24.426,-17.696,6.73,56,"StrokesGainedTeetoGreen",2010
157,157,"Roland Thatcher",72,-0.451,-30.667,-56.774,-26.107,68,"StrokesGainedTeetoGreen",2010
158,158,"James Nitties",92,-0.457,-37.018,-26.207,10.811,81,"StrokesGainedTeetoGreen",2010
159,159,"Greg Chalmers",93,-0.467,-40.619,26.576,67.195,87,"StrokesGainedTeetoGreen",2010
160,160,"Tim Herron",79,-0.477,-32.925,-21.107,11.818,69,"StrokesGainedTeetoGreen",2010
161,161,"Blake Adams",84,-0.495,-37.139,-22.465,14.674,75,"StrokesGainedTeetoGreen",2010
162,162,"Jeff Quinney",91,-0.503,-40.232,-9.183,31.049,80,"StrokesGainedTeetoGreen",2010
163,163,"Henrik Bjornstad",72,-0.505,-29.815,-42.288,-12.473,59,"StrokesGainedTeetoGreen",2010
164,164,"Chad Collins",87,-0.51,-38.269,8.663,46.932,75,"StrokesGainedTeetoGreen",2010
165,165,"Bill Lunde",79,-0.522,-34.991,-35.768,-0.777,67,"StrokesGainedTeetoGreen",2010
166,166,"Richard Johnson",90,-0.541,-39.476,-25.784,13.692,73,"StrokesGainedTeetoGreen",2010
167,167,"Ian Poulter",55,-0.546,-18.572,-11.345,7.227,34,"StrokesGainedTeetoGreen",2010
168,168,"Nathan Green",86,-0.62,-50.189,-22.7,27.489,81,"StrokesGainedTeetoGreen",2010
169,169,"Steve Flesch",78,-0.632,-41.05,-46.1,-5.05,65,"StrokesGainedTeetoGreen",2010
170,170,"Derek Lamely",81,-0.697,-44.601,-43.347,1.254,64,"StrokesGainedTeetoGreen",2010
171,171,"Rich Barcelo",70,-0.75,-43.48,-35.117,8.363,58,"StrokesGainedTeetoGreen",2010
172,172,"Brenden Pappas",66,-0.754,-41.445,-46.452,-5.007,55,"StrokesGainedTeetoGreen",2010
173,173,"Craig Bowden",56,-0.793,-38.083,-57.465,-19.382,48,"StrokesGainedTeetoGreen",2010
174,174,"David Lutterus",69,-0.829,-46.416,-64.89,-18.474,56,"StrokesGainedTeetoGreen",2010
175,175,"Ted Purdy",86,-0.856,-64.195,-72.726,-8.531,75,"StrokesGainedTeetoGreen",2010
176,176,"Martin Flores",75,-0.866,-55.408,-62.203,-6.795,64,"StrokesGainedTeetoGreen",2010
177,177,"Steve Lowery",67,-0.89,-49.835,-71.451,-21.616,56,"StrokesGainedTeetoGreen",2010
178,178,"Steve Wheatcroft",74,-0.934,-54.173,-41.946,12.227,58,"StrokesGainedTeetoGreen",2010
179,179,"Matt Bettencourt",91,-0.943,-66.034,-40.277,25.757,70,"StrokesGainedTeetoGreen",2010
180,180,"Andrew McLardy",52,-0.958,-42.159,-49.735,-7.576,44,"StrokesGainedTeetoGreen",2010
181,181,"Troy Merritt",86,-1.029,-79.21,-39.769,39.441,77,"StrokesGainedTeetoGreen",2010
182,182,"Chris Wilson",65,-1.08,-56.171,-90.906,-34.735,52,"StrokesGainedTeetoGreen",2010
183,183,"Brian Stuard",81,-1.115,-79.141,-58.644,20.497,71,"StrokesGainedTeetoGreen",2010
184,184,"Brent Delahoussaye",57,-1.15,-54.039,-43.173,10.866,47,"StrokesGainedTeetoGreen",2010
185,185,"Skip Kendall",58,-1.191,-58.36,-42.021,16.339,49,"StrokesGainedTeetoGreen",2010
186,186,"Vance Veazey",58,-1.447,-69.461,-74.699,-5.238,48,"StrokesGainedTeetoGreen",2010
187,187,"Justin Bolli",55,-1.479,-62.128,-85.55,-23.422,42,"StrokesGainedTeetoGreen",2010
188,188,"Daniel Chopra",74,-1.535,-102.837,-78.665,24.172,67,"StrokesGainedTeetoGreen",2010
189,189,"Kevin Johnson",62,-1.924,-94.291,-111.433,-17.142,49,"StrokesGainedTeetoGreen",2010
190,190,"Jerod Turner",54,-2,-79.984,-80.046,-0.062,40,"StrokesGainedTeetoGreen",2010
191,191,"Greg Kraft",52,-2.027,-79.061,-86.144,-7.083,39,"StrokesGainedTeetoGreen",2010
192,192,"Brad Faxon",58,-2.603,-124.945,-104.497,20.448,48,"StrokesGainedTeetoGreen",2010
