"Par5BirdieorBetterLeaders_RANKTHISWEEK_2016","Par5BirdieorBetterLeaders_RANKLASTWEEK_2016","Par5BirdieorBetterLeaders_PLAYERNAME_2016","Par5BirdieorBetterLeaders_ROUNDS_2016","Par5BirdieorBetterLeaders_Pct_2016","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2016","Par5BirdieorBetterLeaders_PAR5HOLES_2016","stat_name","year"
1,1,"Gary Woodland",45,55.77,87,156,"Par5BirdieorBetterLeaders",2016
2,4,"Justin Rose",35,55.65,69,124,"Par5BirdieorBetterLeaders",2016
3,9,"Rory McIlroy",37,55.36,62,112,"Par5BirdieorBetterLeaders",2016
4,2,"Dustin Johnson",37,54.84,68,124,"Par5BirdieorBetterLeaders",2016
5,6,"Jason Day",36,54.46,61,112,"Par5BirdieorBetterLeaders",2016
6,7,"Bubba Watson",30,54,54,100,"Par5BirdieorBetterLeaders",2016
7,8,"Jimmy Walker",43,53.62,74,138,"Par5BirdieorBetterLeaders",2016
8,2,"Rickie Fowler",42,53.57,75,140,"Par5BirdieorBetterLeaders",2016
9,10,"Phil Mickelson",37,53.23,66,124,"Par5BirdieorBetterLeaders",2016
10,4,"Adam Scott",39,52.42,65,124,"Par5BirdieorBetterLeaders",2016
11,11,"Henrik Stenson",30,51.67,62,120,"Par5BirdieorBetterLeaders",2016
12,12,"Smylie Kaufman",57,51.58,98,190,"Par5BirdieorBetterLeaders",2016
13,13,"Tony Finau",49,51.16,88,172,"Par5BirdieorBetterLeaders",2016
14,17,"Luke List",51,51.12,91,178,"Par5BirdieorBetterLeaders",2016
15,15,"Ryan Palmer",46,50.64,79,156,"Par5BirdieorBetterLeaders",2016
16,21,"Charles Howell III",63,50,107,214,"Par5BirdieorBetterLeaders",2016
16,19,"Hideki Matsuyama",40,50,69,138,"Par5BirdieorBetterLeaders",2016
16,19,"Jordan Spieth",34,50,59,118,"Par5BirdieorBetterLeaders",2016
16,25,"Harold Varner III",58,50,99,198,"Par5BirdieorBetterLeaders",2016
20,23,"Jason Dufner",53,49.38,80,162,"Par5BirdieorBetterLeaders",2016
21,18,"Jamie Lovemark",57,48.98,96,196,"Par5BirdieorBetterLeaders",2016
22,24,"Graeme McDowell",33,48.96,47,96,"Par5BirdieorBetterLeaders",2016
23,22,"Jason Kokrak",52,48.91,90,184,"Par5BirdieorBetterLeaders",2016
24,16,"Justin Thomas",53,48.84,84,172,"Par5BirdieorBetterLeaders",2016
25,30,"Andrew Loupe",50,48.35,88,182,"Par5BirdieorBetterLeaders",2016
26,14,"Francesco Molinari",36,48.33,58,120,"Par5BirdieorBetterLeaders",2016
27,26,"Ben Martin",48,48.15,78,162,"Par5BirdieorBetterLeaders",2016
28,31,"Stewart Cink",45,47.95,70,146,"Par5BirdieorBetterLeaders",2016
29,32,"Seung Yul Noh",54,47.78,86,180,"Par5BirdieorBetterLeaders",2016
30,35,"Brendan Steele",48,47.65,81,170,"Par5BirdieorBetterLeaders",2016
31,27,"Byeong Hun An",23,47.37,36,76,"Par5BirdieorBetterLeaders",2016
32,36,"Scott Piercy",45,47.3,70,148,"Par5BirdieorBetterLeaders",2016
33,34,"Boo Weekley",53,47.28,87,184,"Par5BirdieorBetterLeaders",2016
34,29,"Paul Casey",39,46.92,61,130,"Par5BirdieorBetterLeaders",2016
35,38,"Patrick Reed",53,46.88,90,192,"Par5BirdieorBetterLeaders",2016
36,39,"Kevin Kisner",49,46.71,71,152,"Par5BirdieorBetterLeaders",2016
37,40,"Matt Kuchar",46,46.48,66,142,"Par5BirdieorBetterLeaders",2016
