"OnePuttPercentageRound2_RANKTHISWEEK_2006","OnePuttPercentageRound2_RANKLASTWEEK_2006","OnePuttPercentageRound2_PLAYERNAME_2006","OnePuttPercentageRound2__2006","OnePuttPercentageRound2_Pct_2006","OnePuttPercentageRound2_OF1PUTTS_2006","OnePuttPercentageRound2_OFHOLES_2006","stat_name","year"
1,1,"Aaron Baddeley",NA,46.76,202,432,"OnePuttPercentageRound2",2006
2,2,"Brian Gay",NA,46.59,260,558,"OnePuttPercentageRound2",2006
3,3,"Daniel Chopra",NA,44.62,257,576,"OnePuttPercentageRound2",2006
4,4,"Michael Allen",NA,44.44,192,432,"OnePuttPercentageRound2",2006
4,4,"Luke Donald",NA,44.44,128,288,"OnePuttPercentageRound2",2006
4,4,"Tom Pernice Jr",NA,44.44,256,576,"OnePuttPercentageRound2",2006
7,7,"Ben Crane",NA,43.65,165,378,"OnePuttPercentageRound2",2006
8,8,"Scott Verplank",NA,43.48,180,414,"OnePuttPercentageRound2",2006
9,9,"Tjaart van der Walt",NA,43.33,156,360,"OnePuttPercentageRound2",2006
10,10,"Shigeki Maruyama",NA,43.21,210,486,"OnePuttPercentageRound2",2006
11,11,"Rod Pampling",NA,43.18,171,396,"OnePuttPercentageRound2",2006
12,12,"Tag Ridings",NA,43.06,248,576,"OnePuttPercentageRound2",2006
13,13,"Stephen Leaney",NA,43,209,486,"OnePuttPercentageRound2",2006
14,14,"Padraig Harrington",NA,42.86,108,252,"OnePuttPercentageRound2",2006
15,15,"Nathan Green",NA,42.72,223,522,"OnePuttPercentageRound2",2006
16,16,"Jose Maria Olazabal",NA,42.71,123,288,"OnePuttPercentageRound2",2006
17,17,"JP Hayes",NA,42.69,146,342,"OnePuttPercentageRound2",2006
18,18,"Len Mattiace",NA,42.68,169,396,"OnePuttPercentageRound2",2006
19,19,"David Howell",NA,42.59,92,216,"OnePuttPercentageRound2",2006
20,20,"Brett Quigley",NA,42.53,245,576,"OnePuttPercentageRound2",2006
21,21,"Mark OMeara",NA,42.48,130,306,"OnePuttPercentageRound2",2006
22,22,"Joe Durant",NA,42.46,214,504,"OnePuttPercentageRound2",2006
23,23,"Geoff Ogilvy",NA,42.4,145,342,"OnePuttPercentageRound2",2006
24,24,"Paul Azinger",NA,42.22,190,450,"OnePuttPercentageRound2",2006
25,25,"Freddie Jacobson",NA,41.67,135,324,"OnePuttPercentageRound2",2006
25,25,"Steve Jones",NA,41.67,195,468,"OnePuttPercentageRound2",2006
27,27,"Ryan Palmer",NA,41.57,217,522,"OnePuttPercentageRound2",2006
28,28,"David Duval",NA,41.55,172,414,"OnePuttPercentageRound2",2006
28,28,"John Huston",NA,41.55,172,414,"OnePuttPercentageRound2",2006
30,30,"Brad Faxon",NA,41.45,194,468,"OnePuttPercentageRound2",2006
31,31,"Stewart Cink",NA,41.44,179,432,"OnePuttPercentageRound2",2006
32,32,"John Cook",NA,41.16,163,396,"OnePuttPercentageRound2",2006
33,33,"Chris Riley",NA,41.11,185,450,"OnePuttPercentageRound2",2006
34,34,"James Driscoll",NA,41,214,522,"OnePuttPercentageRound2",2006
35,35,"Ben Curtis",NA,40.89,184,450,"OnePuttPercentageRound2",2006
35,35,"Dudley Hart",NA,40.89,184,450,"OnePuttPercentageRound2",2006
37,37,"Todd Fischer",NA,40.86,228,558,"OnePuttPercentageRound2",2006
38,38,"Larry Mize",NA,40.85,125,306,"OnePuttPercentageRound2",2006
39,39,"Tommy Armour III",NA,40.74,154,378,"OnePuttPercentageRound2",2006
39,39,"Danny Ellis",NA,40.74,154,378,"OnePuttPercentageRound2",2006
39,39,"Dean Wilson",NA,40.74,242,594,"OnePuttPercentageRound2",2006
42,42,"Vance Veazey",NA,40.64,139,342,"OnePuttPercentageRound2",2006
43,43,"Steve Stricker",NA,40.63,117,288,"OnePuttPercentageRound2",2006
44,44,"Mike Sposa",NA,40.58,168,414,"OnePuttPercentageRound2",2006
45,45,"Chris DiMarco",NA,40.51,175,432,"OnePuttPercentageRound2",2006
46,46,"Robert Allenby",NA,40.48,153,378,"OnePuttPercentageRound2",2006
47,47,"Tim Petrovic",NA,40.42,211,522,"OnePuttPercentageRound2",2006
48,48,"Vaughn Taylor",NA,40.38,189,468,"OnePuttPercentageRound2",2006
49,49,"Ryan Moore",NA,40.28,145,360,"OnePuttPercentageRound2",2006
50,50,"Stephen Ames",NA,40.2,123,306,"OnePuttPercentageRound2",2006
51,51,"Arjun Atwal",NA,40.14,224,558,"OnePuttPercentageRound2",2006
52,52,"Harrison Frazar",NA,40.12,195,486,"OnePuttPercentageRound2",2006
53,53,"Eric Axley",NA,40.08,202,504,"OnePuttPercentageRound2",2006
54,54,"Bob Estes",NA,40,180,450,"OnePuttPercentageRound2",2006
55,55,"Bernhard Langer",NA,39.9,158,396,"OnePuttPercentageRound2",2006
56,56,"Rory Sabbatini",NA,39.86,165,414,"OnePuttPercentageRound2",2006
57,57,"Wes Short Jr",NA,39.76,229,576,"OnePuttPercentageRound2",2006
58,58,"Ryan Hietala",NA,39.65,157,396,"OnePuttPercentageRound2",2006
59,59,"Kent Jones",NA,39.61,221,558,"OnePuttPercentageRound2",2006
60,60,"Trevor Immelman",NA,39.58,171,432,"OnePuttPercentageRound2",2006
60,60,"Jesper Parnevik",NA,39.58,171,432,"OnePuttPercentageRound2",2006
62,62,"Justin Rose",NA,39.51,192,486,"OnePuttPercentageRound2",2006
63,63,"Olin Browne",NA,39.46,206,522,"OnePuttPercentageRound2",2006
63,63,"Jeff Sluman",NA,39.46,206,522,"OnePuttPercentageRound2",2006
65,65,"Shane Bertsch",NA,39.43,220,558,"OnePuttPercentageRound2",2006
66,66,"Jim Furyk",NA,39.37,163,414,"OnePuttPercentageRound2",2006
66,66,"Mark Wilson",NA,39.37,163,414,"OnePuttPercentageRound2",2006
68,68,"Justin Leonard",NA,39.35,170,432,"OnePuttPercentageRound2",2006
69,69,"DA Points",NA,39.3,191,486,"OnePuttPercentageRound2",2006
70,70,"Joe Ogilvie",NA,39.29,198,504,"OnePuttPercentageRound2",2006
71,71,"Corey Pavin",NA,39.14,155,396,"OnePuttPercentageRound2",2006
72,72,"Greg Kraft",NA,39.11,176,450,"OnePuttPercentageRound2",2006
73,73,"Tim Herron",NA,39.1,183,468,"OnePuttPercentageRound2",2006
74,74,"Kris Cox",NA,39.09,190,486,"OnePuttPercentageRound2",2006
74,74,"Charley Hoffman",NA,39.09,197,504,"OnePuttPercentageRound2",2006
74,74,"Jason Schultz",NA,39.09,190,486,"OnePuttPercentageRound2",2006
77,77,"John Daly",NA,38.89,105,270,"OnePuttPercentageRound2",2006
77,77,"Ernie Els",NA,38.89,112,288,"OnePuttPercentageRound2",2006
77,77,"Ryuji Imada",NA,38.89,203,522,"OnePuttPercentageRound2",2006
77,77,"Brandt Jobe",NA,38.89,182,468,"OnePuttPercentageRound2",2006
77,77,"Jeff Maggert",NA,38.89,182,468,"OnePuttPercentageRound2",2006
77,77,"Jerry Smith",NA,38.89,196,504,"OnePuttPercentageRound2",2006
77,77,"David Toms",NA,38.89,133,342,"OnePuttPercentageRound2",2006
84,84,"Woody Austin",NA,38.71,216,558,"OnePuttPercentageRound2",2006
85,85,"Kevin Sutherland",NA,38.69,195,504,"OnePuttPercentageRound2",2006
85,85,"Bo Van Pelt",NA,38.69,195,504,"OnePuttPercentageRound2",2006
87,87,"John Engler Jr",NA,38.68,181,468,"OnePuttPercentageRound2",2006
87,87,"Jason Gore",NA,38.68,181,468,"OnePuttPercentageRound2",2006
89,89,"Mark Calcavecchia",NA,38.66,167,432,"OnePuttPercentageRound2",2006
