"Back9Round1ScoringAverage_RANKTHISWEEK_2012","Back9Round1ScoringAverage_RANKLASTWEEK_2012","Back9Round1ScoringAverage_PLAYERNAME_2012","Back9Round1ScoringAverage__2012","Back9Round1ScoringAverage_AVG_2012","Back9Round1ScoringAverage_TOTALSTROKES_2012","Back9Round1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Pat Perez",NA,34.55,760,22,"Back9Round1ScoringAverage",2012
2,2,"Nathan Green",NA,34.62,727,21,"Back9Round1ScoringAverage",2012
3,3,"Padraig Harrington",NA,34.65,589,17,"Back9Round1ScoringAverage",2012
4,4,"Rory McIlroy",NA,34.67,520,15,"Back9Round1ScoringAverage",2012
5,5,"Vijay Singh",NA,34.74,938,27,"Back9Round1ScoringAverage",2012
6,6,"Blake Adams",NA,34.78,1113,32,"Back9Round1ScoringAverage",2012
7,7,"Matt Every",NA,34.8,870,25,"Back9Round1ScoringAverage",2012
8,8,"Ken Duke",NA,34.87,1046,30,"Back9Round1ScoringAverage",2012
9,9,"Justin Rose",NA,34.89,628,18,"Back9Round1ScoringAverage",2012
10,10,"Steve Stricker",NA,34.94,629,18,"Back9Round1ScoringAverage",2012
11,11,"Webb Simpson",NA,34.95,734,21,"Back9Round1ScoringAverage",2012
12,12,"David Hearn",NA,34.96,979,28,"Back9Round1ScoringAverage",2012
12,12,"Ryan Moore",NA,34.96,839,24,"Back9Round1ScoringAverage",2012
12,12,"Carl Pettersson",NA,34.96,909,26,"Back9Round1ScoringAverage",2012
15,15,"Erik Compton",NA,35,840,24,"Back9Round1ScoringAverage",2012
15,15,"John Daly",NA,35,490,14,"Back9Round1ScoringAverage",2012
15,15,"Brendon de Jonge",NA,35,1085,31,"Back9Round1ScoringAverage",2012
15,15,"Jason Dufner",NA,35,735,21,"Back9Round1ScoringAverage",2012
15,15,"Rickie Fowler",NA,35,770,22,"Back9Round1ScoringAverage",2012
15,15,"Marc Leishman",NA,35,805,23,"Back9Round1ScoringAverage",2012
15,15,"Ryan Palmer",NA,35,840,24,"Back9Round1ScoringAverage",2012
22,22,"Will Claxton",NA,35.04,981,28,"Back9Round1ScoringAverage",2012
22,22,"Zach Johnson",NA,35.04,841,24,"Back9Round1ScoringAverage",2012
22,22,"Richard Lee",NA,35.04,806,23,"Back9Round1ScoringAverage",2012
25,25,"Matt Kuchar",NA,35.05,736,21,"Back9Round1ScoringAverage",2012
26,26,"Brian Gay",NA,35.07,947,27,"Back9Round1ScoringAverage",2012
26,26,"Rory Sabbatini",NA,35.07,1017,29,"Back9Round1ScoringAverage",2012
26,26,"Jimmy Walker",NA,35.07,982,28,"Back9Round1ScoringAverage",2012
29,29,"Tiger Woods",NA,35.11,632,18,"Back9Round1ScoringAverage",2012
30,30,"Vaughn Taylor",NA,35.12,878,25,"Back9Round1ScoringAverage",2012
31,31,"Kevin Stadler",NA,35.13,843,24,"Back9Round1ScoringAverage",2012
32,32,"Russell Knox",NA,35.14,773,22,"Back9Round1ScoringAverage",2012
33,33,"Greg Owen",NA,35.15,949,27,"Back9Round1ScoringAverage",2012
34,34,"Nick Watney",NA,35.16,879,25,"Back9Round1ScoringAverage",2012
35,35,"Jim Furyk",NA,35.17,809,23,"Back9Round1ScoringAverage",2012
35,35,"Dustin Johnson",NA,35.17,633,18,"Back9Round1ScoringAverage",2012
37,37,"Bud Cauley",NA,35.18,985,28,"Back9Round1ScoringAverage",2012
38,38,"Kevin Streelman",NA,35.19,915,26,"Back9Round1ScoringAverage",2012
39,39,"Charl Schwartzel",NA,35.2,528,15,"Back9Round1ScoringAverage",2012
39,39,"Adam Scott",NA,35.2,528,15,"Back9Round1ScoringAverage",2012
41,41,"Keegan Bradley",NA,35.21,845,24,"Back9Round1ScoringAverage",2012
41,41,"Josh Teater",NA,35.21,1021,29,"Back9Round1ScoringAverage",2012
43,43,"Daniel Summerhays",NA,35.23,916,26,"Back9Round1ScoringAverage",2012
44,44,"Ben Crane",NA,35.27,776,22,"Back9Round1ScoringAverage",2012
44,44,"Hunter Mahan",NA,35.27,776,22,"Back9Round1ScoringAverage",2012
46,46,"Stewart Cink",NA,35.29,741,21,"Back9Round1ScoringAverage",2012
46,46,"Ian Poulter",NA,35.29,494,14,"Back9Round1ScoringAverage",2012
48,48,"Sean OHair",NA,35.3,812,23,"Back9Round1ScoringAverage",2012
49,49,"Harris English",NA,35.33,954,27,"Back9Round1ScoringAverage",2012
49,49,"JB Holmes",NA,35.33,848,24,"Back9Round1ScoringAverage",2012
49,49,"Martin Laird",NA,35.33,742,21,"Back9Round1ScoringAverage",2012
52,52,"KJ Choi",NA,35.35,707,20,"Back9Round1ScoringAverage",2012
53,53,"Cameron Beckman",NA,35.36,884,25,"Back9Round1ScoringAverage",2012
53,53,"Scott Piercy",NA,35.36,990,28,"Back9Round1ScoringAverage",2012
55,55,"Ben Curtis",NA,35.37,672,19,"Back9Round1ScoringAverage",2012
55,55,"Martin Flores",NA,35.37,1061,30,"Back9Round1ScoringAverage",2012
55,55,"Kyle Reifers",NA,35.37,955,27,"Back9Round1ScoringAverage",2012
