"Approachesfrom200yardsRgh_RANKTHISWEEK_2014","Approachesfrom200yardsRgh_RANKLASTWEEK_2014","Approachesfrom200yardsRgh_PLAYERNAME_2014","Approachesfrom200yardsRgh_ROUNDS_2014","Approachesfrom200yardsRgh_AVG_2014","Approachesfrom200yardsRgh_TOTALDISTANCEFEET_2014","Approachesfrom200yardsRgh_OFATTEMPTS_2014","Approachesfrom200yardsRgh_RELATIVETOPAR_2014","stat_name","year"
1,1,"Jim Furyk",84,NA,1202.917,23,1,"Approachesfrom200yardsRgh",2014
2,2,"Vijay Singh",83,NA,2411.583,43,-6,"Approachesfrom200yardsRgh",2014
3,3,"Brooks Koepka",56,NA,1359.833,24,-5,"Approachesfrom200yardsRgh",2014
4,4,"Paul Casey",56,NA,1369.917,24,2,"Approachesfrom200yardsRgh",2014
5,5,"Hudson Swafford",75,NA,1539.417,26,-6,"Approachesfrom200yardsRgh",2014
6,6,"Matt Kuchar",91,NA,2258.833,38,0,"Approachesfrom200yardsRgh",2014
7,7,"Retief Goosen",94,NA,3633.167,61,3,"Approachesfrom200yardsRgh",2014
8,8,"John Senden",99,NA,2267.25,38,-4,"Approachesfrom200yardsRgh",2014
9,9,"Brendan Steele",89,NA,1971.167,33,3,"Approachesfrom200yardsRgh",2014
10,10,"Graeme McDowell",66,NA,1256.917,21,4,"Approachesfrom200yardsRgh",2014
11,11,"Kevin Na",94,NA,3563.333,59,-8,"Approachesfrom200yardsRgh",2014
11,11,"Ted Potter Jr",68,NA,2417.667,40,1,"Approachesfrom200yardsRgh",2014
13,13,"Adam Scott",68,NA,1637.583,27,-8,"Approachesfrom200yardsRgh",2014
14,14,"Davis Love III",74,NA,1956.083,32,-4,"Approachesfrom200yardsRgh",2014
15,15,"Scott Stallings",77,NA,2579.833,42,0,"Approachesfrom200yardsRgh",2014
16,16,"Bryce Molder",77,NA,2344.833,38,11,"Approachesfrom200yardsRgh",2014
17,17,"Freddie Jacobson",91,NA,3031,49,-7,"Approachesfrom200yardsRgh",2014
18,18,"Charlie Beljan",76,NA,2233,36,-4,"Approachesfrom200yardsRgh",2014
19,19,"Heath Slocum",71,NA,1985.417,32,3,"Approachesfrom200yardsRgh",2014
20,20,"Mike Weir",69,NA,3885.583,62,2,"Approachesfrom200yardsRgh",2014
21,21,"Charlie Wi",72,NA,2699.667,43,-5,"Approachesfrom200yardsRgh",2014
22,22,"Nicholas Thompson",85,NA,1638.917,26,-4,"Approachesfrom200yardsRgh",2014
23,23,"Kevin Tway",64,NA,1518.167,24,-2,"Approachesfrom200yardsRgh",2014
23,23,"YE Yang",79,NA,2657.917,42,3,"Approachesfrom200yardsRgh",2014
25,25,"William McGirt",96,NA,3736,59,3,"Approachesfrom200yardsRgh",2014
26,26,"Jamie Lovemark",64,NA,2028.083,32,-5,"Approachesfrom200yardsRgh",2014
27,27,"Lucas Glover",68,NA,1459.667,23,0,"Approachesfrom200yardsRgh",2014
28,28,"Russell Knox",92,NA,3051.167,48,3,"Approachesfrom200yardsRgh",2014
29,29,"Johnson Wagner",69,NA,2632.833,41,4,"Approachesfrom200yardsRgh",2014
30,30,"Brendon de Jonge",109,NA,3488.083,54,-4,"Approachesfrom200yardsRgh",2014
31,31,"DA Points",75,NA,2197.833,34,2,"Approachesfrom200yardsRgh",2014
32,32,"Phil Mickelson",71,NA,2200.167,34,-7,"Approachesfrom200yardsRgh",2014
33,33,"Andres Romero",81,NA,2923.167,45,-7,"Approachesfrom200yardsRgh",2014
34,34,"Will Wilcox",51,NA,2084.167,32,-6,"Approachesfrom200yardsRgh",2014
35,35,"James Driscoll",71,NA,2879.5,44,5,"Approachesfrom200yardsRgh",2014
35,35,"Danny Lee",84,NA,2419.083,37,-1,"Approachesfrom200yardsRgh",2014
37,37,"Bo Van Pelt",83,NA,2029.333,31,-8,"Approachesfrom200yardsRgh",2014
38,38,"Sergio Garcia",61,NA,1707.25,26,4,"Approachesfrom200yardsRgh",2014
39,39,"Hideki Matsuyama",82,NA,2696.083,41,1,"Approachesfrom200yardsRgh",2014
40,40,"Erik Compton",88,NA,4939.583,75,8,"Approachesfrom200yardsRgh",2014
41,41,"Camilo Villegas",95,NA,3425.75,52,11,"Approachesfrom200yardsRgh",2014
42,42,"Jimmy Walker",98,NA,4166.417,63,-11,"Approachesfrom200yardsRgh",2014
