"BirdieorBetterConversionPercentage_RANKTHISWEEK_2008","BirdieorBetterConversionPercentage_RANKLASTWEEK_2008","BirdieorBetterConversionPercentage_PLAYERNAME_2008","BirdieorBetterConversionPercentage_ROUNDS_2008","BirdieorBetterConversionPercentage_Pct_2008","BirdieorBetterConversionPercentage_BIRDIES_2008","BirdieorBetterConversionPercentage_GREENSHIT_2008","stat_name","year"
30,30,"Kevin Na",97,29.8,329,1104,"BirdieorBetterConversionPercentage",2008
31,31,"Tim Clark",90,29.79,303,1017,"BirdieorBetterConversionPercentage",2008
32,32,"Brian Gay",102,29.71,320,1077,"BirdieorBetterConversionPercentage",2008
33,33,"Jason Allred",63,29.64,190,641,"BirdieorBetterConversionPercentage",2008
34,34,"Eric Axley",113,29.63,355,1198,"BirdieorBetterConversionPercentage",2008
35,35,"Dustin Johnson",92,29.59,311,1051,"BirdieorBetterConversionPercentage",2008
36,36,"Chad Campbell",94,29.58,341,1153,"BirdieorBetterConversionPercentage",2008
37,37,"Jeff Overton",103,29.56,337,1140,"BirdieorBetterConversionPercentage",2008
38,38,"Stuart Appleby",87,29.55,276,934,"BirdieorBetterConversionPercentage",2008
39,39,"Vaughn Taylor",103,29.54,358,1212,"BirdieorBetterConversionPercentage",2008
40,40,"Nicholas Thompson",113,29.46,357,1212,"BirdieorBetterConversionPercentage",2008
41,41,"Frank Lickliter II",107,29.43,362,1230,"BirdieorBetterConversionPercentage",2008
42,42,"Kevin Stadler",90,29.42,281,955,"BirdieorBetterConversionPercentage",2008
43,43,"Jeff Quinney",87,29.4,284,966,"BirdieorBetterConversionPercentage",2008
44,44,"Ryuji Imada",80,29.37,259,882,"BirdieorBetterConversionPercentage",2008
45,45,"Andres Romero",69,29.36,207,705,"BirdieorBetterConversionPercentage",2008
46,46,"Brenden Pappas",66,29.34,206,702,"BirdieorBetterConversionPercentage",2008
47,47,"Jonathan Byrd",88,29.31,282,962,"BirdieorBetterConversionPercentage",2008
48,48,"Fred Couples",60,29.26,206,704,"BirdieorBetterConversionPercentage",2008
48,48,"Mathias Gronberg",87,29.26,273,933,"BirdieorBetterConversionPercentage",2008
48,48,"John Mallinger",95,29.26,304,1039,"BirdieorBetterConversionPercentage",2008
51,51,"Corey Pavin",69,29.25,198,677,"BirdieorBetterConversionPercentage",2008
52,52,"Johnson Wagner",83,29.2,259,887,"BirdieorBetterConversionPercentage",2008
53,53,"Tim Petrovic",97,29.18,295,1011,"BirdieorBetterConversionPercentage",2008
54,54,"Brian Davis",108,29.17,369,1265,"BirdieorBetterConversionPercentage",2008
54,54,"Justin Leonard",101,29.17,332,1138,"BirdieorBetterConversionPercentage",2008
56,56,"Parker McLachlin",88,29.15,274,940,"BirdieorBetterConversionPercentage",2008
57,57,"Shane Bertsch",96,29.11,322,1106,"BirdieorBetterConversionPercentage",2008
57,57,"Bill Haas",99,29.11,338,1161,"BirdieorBetterConversionPercentage",2008
59,59,"Chad Collins",72,29.09,210,722,"BirdieorBetterConversionPercentage",2008
59,59,"Steve Marino",119,29.09,411,1413,"BirdieorBetterConversionPercentage",2008
59,59,"Mark Wilson",107,29.09,375,1289,"BirdieorBetterConversionPercentage",2008
62,62,"Cameron Beckman",87,29.01,271,934,"BirdieorBetterConversionPercentage",2008
63,63,"Carl Pettersson",110,29,364,1255,"BirdieorBetterConversionPercentage",2008
64,64,"Tom Pernice Jr",104,28.99,347,1197,"BirdieorBetterConversionPercentage",2008
65,65,"George McNeill",97,28.97,345,1191,"BirdieorBetterConversionPercentage",2008
66,66,"Brett Rumford",72,28.95,218,753,"BirdieorBetterConversionPercentage",2008
67,67,"Nick Watney",96,28.94,340,1175,"BirdieorBetterConversionPercentage",2008
68,68,"Steve Elkington",84,28.92,293,1013,"BirdieorBetterConversionPercentage",2008
69,69,"Matt Jones",95,28.9,293,1014,"BirdieorBetterConversionPercentage",2008
70,70,"Greg Kraft",63,28.86,170,589,"BirdieorBetterConversionPercentage",2008
71,71,"Vijay Singh",82,28.84,276,957,"BirdieorBetterConversionPercentage",2008
72,72,"Bubba Watson",97,28.83,333,1155,"BirdieorBetterConversionPercentage",2008
73,73,"Kevin Streelman",114,28.81,376,1305,"BirdieorBetterConversionPercentage",2008
74,74,"Alejandro Canizares",52,28.8,142,493,"BirdieorBetterConversionPercentage",2008
75,75,"James Driscoll",85,28.77,265,921,"BirdieorBetterConversionPercentage",2008
76,76,"Marco Dawson",64,28.76,176,612,"BirdieorBetterConversionPercentage",2008
77,77,"Carlos Franco",73,28.73,231,804,"BirdieorBetterConversionPercentage",2008
78,78,"Scott Verplank",82,28.69,272,948,"BirdieorBetterConversionPercentage",2008
79,79,"Jason Day",81,28.66,272,949,"BirdieorBetterConversionPercentage",2008
80,80,"Freddie Jacobson",78,28.64,248,866,"BirdieorBetterConversionPercentage",2008
81,81,"Charley Hoffman",94,28.62,314,1097,"BirdieorBetterConversionPercentage",2008
82,82,"Tim Herron",97,28.56,297,1040,"BirdieorBetterConversionPercentage",2008
83,83,"Dudley Hart",74,28.45,237,833,"BirdieorBetterConversionPercentage",2008
83,83,"Davis Love III",78,28.45,258,907,"BirdieorBetterConversionPercentage",2008
85,85,"Steve Flesch",95,28.44,314,1104,"BirdieorBetterConversionPercentage",2008
85,85,"DJ Trahan",94,28.44,318,1118,"BirdieorBetterConversionPercentage",2008
85,85,"Mike Weir",88,28.44,287,1009,"BirdieorBetterConversionPercentage",2008
88,88,"Steve Allan",58,28.4,169,595,"BirdieorBetterConversionPercentage",2008
89,89,"Richard Johnson",77,28.37,223,786,"BirdieorBetterConversionPercentage",2008
90,90,"Michael Allen",91,28.35,309,1090,"BirdieorBetterConversionPercentage",2008
91,91,"Scott McCarron",63,28.34,208,734,"BirdieorBetterConversionPercentage",2008
92,92,"David Toms",70,28.3,225,795,"BirdieorBetterConversionPercentage",2008
93,93,"Steve Lowery",74,28.26,223,789,"BirdieorBetterConversionPercentage",2008
94,94,"Lucas Glover",91,28.25,302,1069,"BirdieorBetterConversionPercentage",2008
95,95,"Dean Wilson",109,28.21,349,1237,"BirdieorBetterConversionPercentage",2008
96,96,"Rod Pampling",83,28.15,257,913,"BirdieorBetterConversionPercentage",2008
97,97,"Ryan Armour",87,28.12,275,978,"BirdieorBetterConversionPercentage",2008
98,98,"Sergio Garcia",72,28.11,237,843,"BirdieorBetterConversionPercentage",2008
99,99,"Tommy Armour III",77,28.1,245,872,"BirdieorBetterConversionPercentage",2008
100,100,"Angel Cabrera",55,28.05,161,574,"BirdieorBetterConversionPercentage",2008
101,101,"Jimmy Walker",73,28.03,206,735,"BirdieorBetterConversionPercentage",2008
102,102,"Kevin Sutherland",98,28,336,1200,"BirdieorBetterConversionPercentage",2008
103,103,"Jeff Maggert",86,27.88,286,1026,"BirdieorBetterConversionPercentage",2008
104,104,"Craig Kanada",65,27.86,185,664,"BirdieorBetterConversionPercentage",2008
105,105,"Brad Adamonis",87,27.83,273,981,"BirdieorBetterConversionPercentage",2008
105,105,"Nick OHern",82,27.83,258,927,"BirdieorBetterConversionPercentage",2008
107,107,"Ernie Els",51,27.82,153,550,"BirdieorBetterConversionPercentage",2008
108,108,"Charlie Wi",97,27.81,322,1158,"BirdieorBetterConversionPercentage",2008
109,109,"Stephen Ames",83,27.8,266,957,"BirdieorBetterConversionPercentage",2008
110,110,"Rich Beem",90,27.79,299,1076,"BirdieorBetterConversionPercentage",2008
111,111,"Robert Allenby",108,27.76,375,1351,"BirdieorBetterConversionPercentage",2008
111,111,"KJ Choi",74,27.76,229,825,"BirdieorBetterConversionPercentage",2008
113,113,"Lee Janzen",89,27.75,267,962,"BirdieorBetterConversionPercentage",2008
114,114,"Kent Jones",68,27.74,215,775,"BirdieorBetterConversionPercentage",2008
115,115,"Brandt Snedeker",85,27.72,265,956,"BirdieorBetterConversionPercentage",2008
116,116,"Tom Scherrer",56,27.7,164,592,"BirdieorBetterConversionPercentage",2008
117,117,"Troy Matteson",94,27.66,315,1139,"BirdieorBetterConversionPercentage",2008
118,118,"YE Yang",89,27.64,285,1031,"BirdieorBetterConversionPercentage",2008
119,119,"Kenneth Ferrie",72,27.61,206,746,"BirdieorBetterConversionPercentage",2008
120,120,"Peter Lonard",92,27.56,283,1027,"BirdieorBetterConversionPercentage",2008
121,121,"Mathew Goggin",91,27.55,303,1100,"BirdieorBetterConversionPercentage",2008
122,122,"Nick Flanagan",89,27.53,269,977,"BirdieorBetterConversionPercentage",2008
123,123,"Paul Casey",55,27.52,169,614,"BirdieorBetterConversionPercentage",2008
124,124,"Bo Van Pelt",101,27.51,323,1174,"BirdieorBetterConversionPercentage",2008
124,124,"Boo Weekley",86,27.51,279,1014,"BirdieorBetterConversionPercentage",2008
126,126,"Todd Demsey",80,27.38,250,913,"BirdieorBetterConversionPercentage",2008
127,127,"Retief Goosen",59,27.3,169,619,"BirdieorBetterConversionPercentage",2008
128,128,"Woody Austin",109,27.27,351,1287,"BirdieorBetterConversionPercentage",2008
128,128,"Charles Howell III",101,27.27,324,1188,"BirdieorBetterConversionPercentage",2008
130,130,"Hunter Mahan",87,27.26,290,1064,"BirdieorBetterConversionPercentage",2008
131,131,"Patrick Sheehan",124,27.24,368,1351,"BirdieorBetterConversionPercentage",2008
132,132,"Mark Calcavecchia",67,27.14,206,759,"BirdieorBetterConversionPercentage",2008
133,133,"Robert Gamez",79,27.13,248,914,"BirdieorBetterConversionPercentage",2008
134,134,"Jim Furyk",95,26.93,303,1125,"BirdieorBetterConversionPercentage",2008
135,135,"Chris DiMarco",87,26.9,266,989,"BirdieorBetterConversionPercentage",2008
136,136,"Steve Stricker",75,26.89,221,822,"BirdieorBetterConversionPercentage",2008
137,137,"John Merrick",98,26.87,294,1094,"BirdieorBetterConversionPercentage",2008
138,138,"Charles Warren",79,26.82,254,947,"BirdieorBetterConversionPercentage",2008
139,139,"John Rollins",94,26.8,287,1071,"BirdieorBetterConversionPercentage",2008
140,140,"Cody Freeman",66,26.79,183,683,"BirdieorBetterConversionPercentage",2008
141,141,"Tim Wilkinson",95,26.76,274,1024,"BirdieorBetterConversionPercentage",2008
142,142,"John Riegger",73,26.67,223,836,"BirdieorBetterConversionPercentage",2008
143,143,"Chris Riley",51,26.62,127,477,"BirdieorBetterConversionPercentage",2008
144,144,"Alex Cejka",75,26.53,208,784,"BirdieorBetterConversionPercentage",2008
145,145,"Todd Hamilton",92,26.39,275,1042,"BirdieorBetterConversionPercentage",2008
146,146,"Zach Johnson",85,26.37,269,1020,"BirdieorBetterConversionPercentage",2008
147,147,"Harrison Frazar",73,26.31,216,821,"BirdieorBetterConversionPercentage",2008
148,148,"Brett Quigley",80,26.3,237,901,"BirdieorBetterConversionPercentage",2008
149,149,"Ben Curtis",80,26.21,227,866,"BirdieorBetterConversionPercentage",2008
149,149,"Brandt Jobe",52,26.21,163,622,"BirdieorBetterConversionPercentage",2008
151,151,"Glen Day",64,26.19,176,672,"BirdieorBetterConversionPercentage",2008
151,151,"Omar Uresti",74,26.19,214,817,"BirdieorBetterConversionPercentage",2008
153,153,"Will Ma Kenzie",62,26.15,188,719,"BirdieorBetterConversionPercentage",2008
154,154,"Paul Goydos",78,26.13,231,884,"BirdieorBetterConversionPercentage",2008
155,155,"Ian Poulter",51,26.1,137,525,"BirdieorBetterConversionPercentage",2008
156,156,"Rocco Mediate",87,26.07,255,978,"BirdieorBetterConversionPercentage",2008
157,157,"Chez Reavie",102,26.05,305,1171,"BirdieorBetterConversionPercentage",2008
158,158,"Joe Durant",92,26,279,1073,"BirdieorBetterConversionPercentage",2008
159,159,"Geoff Ogilvy",65,25.98,185,712,"BirdieorBetterConversionPercentage",2008
160,160,"Doug LaBelle II",65,25.93,175,675,"BirdieorBetterConversionPercentage",2008
161,161,"Jim McGovern",75,25.89,210,811,"BirdieorBetterConversionPercentage",2008
162,162,"David Duval",51,25.85,137,530,"BirdieorBetterConversionPercentage",2008
163,163,"JP Hayes",67,25.68,189,736,"BirdieorBetterConversionPercentage",2008
164,164,"Brad Elder",67,25.67,183,713,"BirdieorBetterConversionPercentage",2008
165,165,"Justin Bolli",87,25.6,246,961,"BirdieorBetterConversionPercentage",2008
165,165,"Bob Estes",90,25.6,278,1086,"BirdieorBetterConversionPercentage",2008
167,167,"Gavin Coles",54,25.59,142,555,"BirdieorBetterConversionPercentage",2008
168,168,"Cliff Kresge",84,25.51,238,933,"BirdieorBetterConversionPercentage",2008
168,168,"Sean OHair",81,25.51,239,937,"BirdieorBetterConversionPercentage",2008
170,170,"Matt Kuchar",88,25.45,239,939,"BirdieorBetterConversionPercentage",2008
171,171,"David Lutterus",59,25.38,151,595,"BirdieorBetterConversionPercentage",2008
171,171,"Chris Stroud",81,25.38,231,910,"BirdieorBetterConversionPercentage",2008
173,173,"Tom Lehman",51,25.36,139,548,"BirdieorBetterConversionPercentage",2008
173,173,"Bob Sowards",61,25.36,158,623,"BirdieorBetterConversionPercentage",2008
175,175,"John Senden",93,25.35,289,1140,"BirdieorBetterConversionPercentage",2008
176,176,"Jon Mills",95,25.34,260,1026,"BirdieorBetterConversionPercentage",2008
177,177,"Jin Park",85,25.32,220,869,"BirdieorBetterConversionPercentage",2008
178,178,"Ron Whittaker",54,25.31,143,565,"BirdieorBetterConversionPercentage",2008
179,179,"Briny Baird",113,25.25,333,1319,"BirdieorBetterConversionPercentage",2008
180,180,"Jerry Kelly",89,25.18,241,957,"BirdieorBetterConversionPercentage",2008
181,181,"Scott Sterling",89,25.12,254,1011,"BirdieorBetterConversionPercentage",2008
182,182,"Paul Claxton",63,25.08,167,666,"BirdieorBetterConversionPercentage",2008
183,183,"Kyle Thompson",70,25.07,180,718,"BirdieorBetterConversionPercentage",2008
184,184,"Travis Perkins",53,25.05,130,519,"BirdieorBetterConversionPercentage",2008
185,185,"Trevor Immelman",70,24.77,191,771,"BirdieorBetterConversionPercentage",2008
186,186,"Billy Mayfair",103,24.68,311,1260,"BirdieorBetterConversionPercentage",2008
187,187,"Bart Bryant",81,24.55,231,941,"BirdieorBetterConversionPercentage",2008
188,188,"Heath Slocum",104,24.44,305,1248,"BirdieorBetterConversionPercentage",2008
189,189,"Shigeki Maruyama",50,23.97,116,484,"BirdieorBetterConversionPercentage",2008
190,190,"Jay Williamson",96,23.93,252,1053,"BirdieorBetterConversionPercentage",2008
191,191,"JJ Henry",108,23.68,318,1343,"BirdieorBetterConversionPercentage",2008
192,192,"Billy Andrade",71,23.56,180,764,"BirdieorBetterConversionPercentage",2008
193,193,"Jeff Gove",50,23.49,132,562,"BirdieorBetterConversionPercentage",2008
195,195,"Ted Purdy",68,23.28,173,743,"BirdieorBetterConversionPercentage",2008
196,196,"Stephen Leaney",53,22.53,123,546,"BirdieorBetterConversionPercentage",2008
197,197,"Olin Browne",77,21.81,193,885,"BirdieorBetterConversionPercentage",2008
