"Par4Performance_RANKTHISWEEK_2010","Par4Performance_RANKLASTWEEK_2010","Par4Performance_PLAYERNAME_2010","Par4Performance_ROUNDS_2010","Par4Performance_STATUS_2010","Par4Performance_PAR4AVG_2010","Par4Performance_TOTALPAR_2010","stat_name","year"
86,86,"JP Hayes",79,23,4.03,3352,"Par4Performance",2010
86,86,"Will Ma Kenzie",72,23,4.03,3124,"Par4Performance",2010
86,86,"YE Yang",72,23,4.03,3112,"Par4Performance",2010
89,89,"Blake Adams",84,24,4.03,3664,"Par4Performance",2010
89,89,"Webb Simpson",98,24,4.02,4248,"Par4Performance",2010
91,91,"Richard Johnson",90,25,4.03,3972,"Par4Performance",2010
91,91,"Alex Prugh",88,25,4.03,3784,"Par4Performance",2010
93,93,"Michael Bradley",77,26,4.03,3328,"Par4Performance",2010
93,93,"Jason Day",82,26,4.03,3616,"Par4Performance",2010
93,93,"Dustin Johnson",83,26,4.03,3576,"Par4Performance",2010
96,96,"Zach Johnson",93,28,4.03,4012,"Par4Performance",2010
96,96,"Justin Leonard",89,28,4.03,3904,"Par4Performance",2010
96,96,"Camilo Villegas",78,28,4.04,3168,"Par4Performance",2010
99,99,"Tom Gillis",97,29,4.03,4152,"Par4Performance",2010
99,99,"Paul Goydos",78,29,4.03,3352,"Par4Performance",2010
99,99,"Padraig Harrington",57,29,4.05,2432,"Par4Performance",2010
99,99,"Hunter Mahan",85,29,4.03,3648,"Par4Performance",2010
99,99,"Cameron Percy",73,29,4.04,3132,"Par4Performance",2010
104,104,"Robert Garrigus",71,30,4.04,3104,"Par4Performance",2010
104,104,"Aron Price",70,30,4.04,3048,"Par4Performance",2010
104,104,"Vijay Singh",75,30,4.04,3296,"Par4Performance",2010
107,107,"Angel Cabrera",64,31,4.04,2776,"Par4Performance",2010
107,107,"Troy Matteson",84,31,4.03,3648,"Par4Performance",2010
107,107,"Ryan Moore",80,31,4.04,3424,"Par4Performance",2010
107,107,"Garrett Willis",82,31,4.04,3512,"Par4Performance",2010
111,111,"James Driscoll",78,32,4.04,3380,"Par4Performance",2010
111,111,"Johnson Wagner",85,32,4.04,3648,"Par4Performance",2010
113,113,"Briny Baird",87,33,4.03,3808,"Par4Performance",2010
113,113,"Jason Bohn",84,33,4.04,3592,"Par4Performance",2010
113,113,"Ben Curtis",78,33,4.04,3436,"Par4Performance",2010
116,116,"Scott Piercy",88,34,4.04,3788,"Par4Performance",2010
116,116,"Vaughn Taylor",87,34,4.04,3712,"Par4Performance",2010
116,116,"Mark Wilson",87,34,4.04,3752,"Par4Performance",2010
119,119,"Cameron Beckman",68,35,4.05,2980,"Par4Performance",2010
119,119,"Mathias Gronberg",61,35,4.05,2656,"Par4Performance",2010
119,119,"Matt Jones",89,35,4.04,3816,"Par4Performance",2010
119,119,"DA Points",90,35,4.04,3880,"Par4Performance",2010
119,119,"Rory Sabbatini",79,35,4.04,3324,"Par4Performance",2010
124,124,"Sergio Garcia",58,36,4.06,2248,"Par4Performance",2010
124,124,"Scott Verplank",74,36,4.04,3228,"Par4Performance",2010
126,126,"Trevor Immelman",55,37,4.06,2412,"Par4Performance",2010
127,127,"Lucas Glover",75,38,4.05,3240,"Par4Performance",2010
127,127,"Ryuji Imada",90,38,4.04,3904,"Par4Performance",2010
127,127,"Kevin Stadler",86,38,4.04,3656,"Par4Performance",2010
130,130,"Ian Poulter",55,39,4.07,2176,"Par4Performance",2010
131,131,"Brent Delahoussaye",57,42,4.07,2456,"Par4Performance",2010
131,131,"Rocco Mediate",71,42,4.06,3048,"Par4Performance",2010
131,131,"Greg Owen",69,42,4.06,2936,"Par4Performance",2010
131,131,"Brett Quigley",96,42,4.04,4088,"Par4Performance",2010
135,135,"Cameron Tringale",55,43,4.07,2352,"Par4Performance",2010
136,136,"Martin Laird",91,44,4.04,3960,"Par4Performance",2010
136,136,"George McNeill",79,44,4.05,3432,"Par4Performance",2010
136,136,"Brenden Pappas",66,44,4.06,2808,"Par4Performance",2010
139,139,"Lee Janzen",77,45,4.05,3320,"Par4Performance",2010
140,140,"Tim Herron",79,47,4.05,3424,"Par4Performance",2010
140,140,"Brian Stuard",81,47,4.05,3512,"Par4Performance",2010
142,142,"Henrik Bjornstad",72,48,4.06,3072,"Par4Performance",2010
142,142,"Alex Cejka",81,48,4.06,3440,"Par4Performance",2010
144,144,"Jerry Kelly",99,49,4.05,4288,"Par4Performance",2010
144,144,"Michael Letzig",84,49,4.05,3648,"Par4Performance",2010
144,144,"Andrew McLardy",52,49,4.09,2232,"Par4Performance",2010
147,147,"Kris Blanks",91,50,4.05,3872,"Par4Performance",2010
147,147,"Nicholas Thompson",88,50,4.05,3752,"Par4Performance",2010
149,149,"John Daly",63,51,4.07,2788,"Par4Performance",2010
149,149,"Jeff Gove",57,51,4.08,2440,"Par4Performance",2010
151,151,"Joe Ogilvie",99,53,4.05,4248,"Par4Performance",2010
152,152,"James Nitties",92,54,4.05,3944,"Par4Performance",2010
152,152,"Mike Weir",59,54,4.09,2448,"Par4Performance",2010
154,154,"Woody Austin",93,56,4.06,3992,"Par4Performance",2010
154,154,"Josh Teater",101,56,4.05,4320,"Par4Performance",2010
154,154,"Chris Tidland",77,56,4.07,3304,"Par4Performance",2010
157,157,"Jeff Maggert",76,57,4.07,3292,"Par4Performance",2010
158,158,"Craig Bowden",56,58,4.1,2408,"Par4Performance",2010
158,158,"Marc Leishman",87,58,4.06,3864,"Par4Performance",2010
160,160,"Jason Dufner",87,60,4.06,3728,"Par4Performance",2010
160,160,"John Merrick",109,60,4.05,4720,"Par4Performance",2010
160,160,"Rod Pampling",77,60,4.07,3272,"Par4Performance",2010
163,163,"Garth Mulroy",53,61,4.11,2256,"Par4Performance",2010
164,164,"Davis Love III",79,62,4.07,3464,"Par4Performance",2010
164,164,"Roger Tambellini",77,62,4.08,3296,"Par4Performance",2010
166,166,"Nathan Green",86,63,4.07,3736,"Par4Performance",2010
166,166,"John Mallinger",78,63,4.08,3352,"Par4Performance",2010
168,168,"Mathew Goggin",85,66,4.07,3688,"Par4Performance",2010
168,168,"Bill Lunde",79,66,4.08,3316,"Par4Performance",2010
168,168,"Roland Thatcher",72,66,4.09,3096,"Par4Performance",2010
168,168,"Steve Wheatcroft",74,66,4.08,3168,"Par4Performance",2010
172,172,"Chris Wilson",65,67,4.1,2768,"Par4Performance",2010
173,173,"Mark Calcavecchia",50,68,4.13,2176,"Par4Performance",2010
174,174,"Rich Barcelo",70,70,4.09,3032,"Par4Performance",2010
174,174,"Brian Davis",101,70,4.06,4312,"Par4Performance",2010
176,176,"Troy Merritt",86,72,4.08,3704,"Par4Performance",2010
177,177,"Daniel Chopra",74,73,4.09,3156,"Par4Performance",2010
178,178,"Vance Veazey",58,74,4.12,2488,"Par4Performance",2010
179,179,"Justin Bolli",55,75,4.13,2352,"Par4Performance",2010
179,179,"David Duval",71,75,4.1,3004,"Par4Performance",2010
181,181,"Stuart Appleby",101,76,4.07,4400,"Par4Performance",2010
181,181,"Kevin Johnson",62,76,4.11,2652,"Par4Performance",2010
183,183,"Martin Flores",75,77,4.1,3192,"Par4Performance",2010
184,184,"Matt Bettencourt",91,78,4.08,3848,"Par4Performance",2010
185,185,"Steve Lowery",67,79,4.11,2868,"Par4Performance",2010
186,186,"Jerod Turner",54,84,4.14,2344,"Par4Performance",2010
187,187,"Steve Flesch",78,85,4.1,3288,"Par4Performance",2010
188,188,"Derek Lamely",81,88,4.1,3472,"Par4Performance",2010
188,188,"David Lutterus",69,88,4.12,2952,"Par4Performance",2010
190,190,"Greg Kraft",52,93,4.17,2224,"Par4Performance",2010
190,190,"Ted Purdy",86,93,4.1,3680,"Par4Performance",2010
192,192,"Brad Faxon",58,117,4.19,2468,"Par4Performance",2010
