"FirstTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyPar4ScoringAverage_PLAYERNAME_2016","FirstTeeEarlyPar4ScoringAverage_ROUNDS_2016","FirstTeeEarlyPar4ScoringAverage_AVG_2016","FirstTeeEarlyPar4ScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyPar4ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Jordan Spieth",34,3.86,189,49,"FirstTeeEarlyPar4ScoringAverage",2016
1,1,"Brian Stuard",24,3.86,270,70,"FirstTeeEarlyPar4ScoringAverage",2016
3,3,"Zach Johnson",42,3.87,375,97,"FirstTeeEarlyPar4ScoringAverage",2016
4,4,"Justin Rose",35,3.88,233,60,"FirstTeeEarlyPar4ScoringAverage",2016
5,5,"Branden Grace",31,3.89,307,79,"FirstTeeEarlyPar4ScoringAverage",2016
5,9,"Tim Wilkinson",40,3.89,338,87,"FirstTeeEarlyPar4ScoringAverage",2016
7,6,"Rory McIlroy",37,3.9,273,70,"FirstTeeEarlyPar4ScoringAverage",2016
7,6,"Brandt Snedeker",47,3.9,234,60,"FirstTeeEarlyPar4ScoringAverage",2016
7,6,"Bernd Wiesberger",23,3.9,195,50,"FirstTeeEarlyPar4ScoringAverage",2016
10,10,"Shane Bertsch",30,3.92,247,63,"FirstTeeEarlyPar4ScoringAverage",2016
10,10,"Jason Day",36,3.92,290,74,"FirstTeeEarlyPar4ScoringAverage",2016
10,10,"Jimmy Walker",43,3.92,341,87,"FirstTeeEarlyPar4ScoringAverage",2016
13,14,"Daniel Berger",52,3.93,483,123,"FirstTeeEarlyPar4ScoringAverage",2016
13,19,"Paul Casey",39,3.93,535,136,"FirstTeeEarlyPar4ScoringAverage",2016
13,14,"Russell Henley",42,3.93,543,138,"FirstTeeEarlyPar4ScoringAverage",2016
13,14,"Smylie Kaufman",57,3.93,653,166,"FirstTeeEarlyPar4ScoringAverage",2016
13,14,"Marc Leishman",41,3.93,413,105,"FirstTeeEarlyPar4ScoringAverage",2016
13,10,"Luke List",51,3.93,283,72,"FirstTeeEarlyPar4ScoringAverage",2016
13,14,"Andres Romero",22,3.93,314,80,"FirstTeeEarlyPar4ScoringAverage",2016
20,24,"Anirban Lahiri",44,3.94,485,123,"FirstTeeEarlyPar4ScoringAverage",2016
21,21,"Dustin Johnson",37,3.95,162,41,"FirstTeeEarlyPar4ScoringAverage",2016
21,24,"Patrick Rodgers",49,3.95,588,149,"FirstTeeEarlyPar4ScoringAverage",2016
23,24,"Billy Horschel",45,3.96,452,114,"FirstTeeEarlyPar4ScoringAverage",2016
23,21,"Jamie Lovemark",57,3.96,547,138,"FirstTeeEarlyPar4ScoringAverage",2016
23,24,"Sam Saunders",40,3.96,364,92,"FirstTeeEarlyPar4ScoringAverage",2016
26,57,"Jason Gore",51,3.97,731,184,"FirstTeeEarlyPar4ScoringAverage",2016
26,24,"Charles Howell III",63,3.97,802,202,"FirstTeeEarlyPar4ScoringAverage",2016
26,24,"Mark Hubbard",73,3.97,877,221,"FirstTeeEarlyPar4ScoringAverage",2016
26,30,"Brooks Koepka",39,3.97,246,62,"FirstTeeEarlyPar4ScoringAverage",2016
30,35,"Roberto Castro",55,3.98,537,135,"FirstTeeEarlyPar4ScoringAverage",2016
30,44,"Retief Goosen",37,3.98,577,145,"FirstTeeEarlyPar4ScoringAverage",2016
30,35,"Emiliano Grillo",47,3.98,884,222,"FirstTeeEarlyPar4ScoringAverage",2016
30,35,"John Huh",51,3.98,656,165,"FirstTeeEarlyPar4ScoringAverage",2016
30,35,"Billy Hurley III",22,3.98,167,42,"FirstTeeEarlyPar4ScoringAverage",2016
30,35,"Johnson Wagner",44,3.98,684,172,"FirstTeeEarlyPar4ScoringAverage",2016
30,30,"Gary Woodland",45,3.98,669,168,"FirstTeeEarlyPar4ScoringAverage",2016
37,19,"Alex Cejka",47,3.99,674,169,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Brice Garnett",29,3.99,363,91,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Lucas Glover",53,3.99,622,156,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Russell Knox",48,3.99,503,126,"FirstTeeEarlyPar4ScoringAverage",2016
37,30,"Kelly Kraft",35,3.99,331,83,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Andrew Loupe",50,3.99,623,156,"FirstTeeEarlyPar4ScoringAverage",2016
37,35,"Sean OHair",45,3.99,590,148,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Scott Piercy",45,3.99,718,180,"FirstTeeEarlyPar4ScoringAverage",2016
37,44,"Chez Reavie",56,3.99,822,206,"FirstTeeEarlyPar4ScoringAverage",2016
37,30,"Nick Taylor",57,3.99,670,168,"FirstTeeEarlyPar4ScoringAverage",2016
47,57,"Tyler Aldridge",53,4,692,173,"FirstTeeEarlyPar4ScoringAverage",2016
47,57,"Aaron Baddeley",51,4,492,123,"FirstTeeEarlyPar4ScoringAverage",2016
47,35,"Luke Donald",49,4,827,207,"FirstTeeEarlyPar4ScoringAverage",2016
47,57,"Jason Dufner",53,4,616,154,"FirstTeeEarlyPar4ScoringAverage",2016
47,57,"Rhein Gibson",36,4,332,83,"FirstTeeEarlyPar4ScoringAverage",2016
47,66,"James Hahn",45,4,720,180,"FirstTeeEarlyPar4ScoringAverage",2016
