"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2012","TenthTeeEarlyRound2ScoringAverage__2012","TenthTeeEarlyRound2ScoringAverage_AVG_2012","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Roberto Castro",NA,66.25,265,4,"TenthTeeEarlyRound2ScoringAverage",2012
2,2,"Ben Curtis",NA,67,67,1,"TenthTeeEarlyRound2ScoringAverage",2012
2,2,"Robert Garrigus",NA,67,201,3,"TenthTeeEarlyRound2ScoringAverage",2012
2,2,"Louis Oosthuizen",NA,67,201,3,"TenthTeeEarlyRound2ScoringAverage",2012
5,5,"Scott Dunlap",NA,67.33,202,3,"TenthTeeEarlyRound2ScoringAverage",2012
6,6,"John Huh",NA,67.5,135,2,"TenthTeeEarlyRound2ScoringAverage",2012
6,6,"Dustin Johnson",NA,67.5,270,4,"TenthTeeEarlyRound2ScoringAverage",2012
8,8,"Jason Dufner",NA,67.6,338,5,"TenthTeeEarlyRound2ScoringAverage",2012
9,9,"Russell Knox",NA,67.83,407,6,"TenthTeeEarlyRound2ScoringAverage",2012
10,10,"Freddie Jacobson",NA,68,204,3,"TenthTeeEarlyRound2ScoringAverage",2012
11,11,"Billy Horschel",NA,68.25,273,4,"TenthTeeEarlyRound2ScoringAverage",2012
12,12,"Harris English",NA,68.33,615,9,"TenthTeeEarlyRound2ScoringAverage",2012
13,13,"Zach Johnson",NA,68.38,547,8,"TenthTeeEarlyRound2ScoringAverage",2012
14,14,"Greg Owen",NA,68.43,479,7,"TenthTeeEarlyRound2ScoringAverage",2012
15,15,"John Merrick",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2012
16,16,"Vijay Singh",NA,68.63,549,8,"TenthTeeEarlyRound2ScoringAverage",2012
17,17,"Kevin Na",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2012
18,18,"Ted Potter Jr",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2012
19,19,"Mark Wilson",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2012
20,20,"Jason Day",NA,68.83,413,6,"TenthTeeEarlyRound2ScoringAverage",2012
21,21,"Tim Clark",NA,69,345,5,"TenthTeeEarlyRound2ScoringAverage",2012
21,21,"Ryuji Imada",NA,69,345,5,"TenthTeeEarlyRound2ScoringAverage",2012
21,21,"Rory McIlroy",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2012
21,21,"Ryan Moore",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2012
25,25,"David Toms",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2012
26,26,"John Senden",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2012
27,27,"Phil Mickelson",NA,69.22,623,9,"TenthTeeEarlyRound2ScoringAverage",2012
28,28,"Gary Christian",NA,69.25,831,12,"TenthTeeEarlyRound2ScoringAverage",2012
28,28,"Gavin Coles",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2012
28,28,"Matt Every",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2012
28,28,"Bill Haas",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2012
28,28,"Henrik Stenson",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2012
33,33,"Pat Perez",NA,69.29,485,7,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"Greg Chalmers",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"Brian Davis",NA,69.33,624,9,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"Matt Jones",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"Carl Pettersson",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"DJ Trahan",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2012
34,34,"Charlie Wi",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2012
40,40,"YE Yang",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2012
41,41,"Marc Leishman",NA,69.43,486,7,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Arjun Atwal",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Bud Cauley",NA,69.5,834,12,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Luke Donald",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Bob Estes",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Johnson Wagner",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Jimmy Walker",NA,69.5,556,8,"TenthTeeEarlyRound2ScoringAverage",2012
42,42,"Lee Westwood",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2012
49,49,"Richard Lee",NA,69.56,626,9,"TenthTeeEarlyRound2ScoringAverage",2012
50,50,"Tommy Biershenk",NA,69.57,487,7,"TenthTeeEarlyRound2ScoringAverage",2012
50,50,"Billy Mayfair",NA,69.57,487,7,"TenthTeeEarlyRound2ScoringAverage",2012
52,52,"David Hearn",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2012
52,52,"Rocco Mediate",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2012
52,52,"Rod Pampling",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2012
52,52,"Tiger Woods",NA,69.6,348,5,"TenthTeeEarlyRound2ScoringAverage",2012
56,56,"Brendon de Jonge",NA,69.63,557,8,"TenthTeeEarlyRound2ScoringAverage",2012
57,57,"JJ Henry",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2012
57,57,"Martin Laird",NA,69.67,209,3,"TenthTeeEarlyRound2ScoringAverage",2012
57,57,"Seung Yul Noh",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2012
57,57,"Ian Poulter",NA,69.67,209,3,"TenthTeeEarlyRound2ScoringAverage",2012
