"Puttingfrom48_RANKTHISWEEK_2008","Puttingfrom48_RANKLASTWEEK_2008","Puttingfrom48_PLAYERNAME_2008","Puttingfrom48_ROUNDS_2008","Puttingfrom48_PctMADE_2008","Puttingfrom48_ATTEMPTS_2008","Puttingfrom48_PUTTSMADE_2008","stat_name","year"
1,1,"Corey Pavin",69,76.96,230,177,"Puttingfrom48",2008
2,2,"Shigeki Maruyama",50,75.88,170,129,"Puttingfrom48",2008
3,3,"Jeff Quinney",87,75.07,341,256,"Puttingfrom48",2008
4,4,"Stuart Appleby",87,74.41,297,221,"Puttingfrom48",2008
5,5,"Daniel Chopra",84,74.39,289,215,"Puttingfrom48",2008
6,6,"Stewart Cink",87,74.22,256,190,"Puttingfrom48",2008
7,7,"Richard Johnson",77,73.87,310,229,"Puttingfrom48",2008
8,8,"Bob Tway",70,73.62,254,187,"Puttingfrom48",2008
9,9,"Anthony Kim",81,73.61,288,212,"Puttingfrom48",2008
10,10,"Ben Curtis",80,73.47,245,180,"Puttingfrom48",2008
11,11,"Dudley Hart",74,73.19,276,202,"Puttingfrom48",2008
12,12,"Stephen Ames",83,73.14,283,207,"Puttingfrom48",2008
13,13,"Tom Pernice Jr",104,73.03,419,306,"Puttingfrom48",2008
14,14,"Joe Ogilvie",100,72.95,403,294,"Puttingfrom48",2008
15,15,"Ian Poulter",51,72.9,155,113,"Puttingfrom48",2008
16,16,"Jesper Parnevik",88,72.84,335,244,"Puttingfrom48",2008
17,17,"KJ Choi",74,72.22,234,169,"Puttingfrom48",2008
18,18,"Aaron Baddeley",76,72.05,254,183,"Puttingfrom48",2008
19,19,"Ben Crane",86,71.99,282,203,"Puttingfrom48",2008
21,21,"Jerry Kelly",89,71.92,317,228,"Puttingfrom48",2008
22,22,"Carl Pettersson",110,71.84,412,296,"Puttingfrom48",2008
23,23,"James Driscoll",85,71.79,351,252,"Puttingfrom48",2008
24,24,"Steve Stricker",75,71.76,216,155,"Puttingfrom48",2008
25,25,"Tim Herron",97,71.71,357,256,"Puttingfrom48",2008
26,26,"Ryan Moore",72,71.69,272,195,"Puttingfrom48",2008
27,27,"John Rollins",94,71.64,335,240,"Puttingfrom48",2008
28,28,"Vaughn Taylor",103,71.61,398,285,"Puttingfrom48",2008
29,29,"Bob Estes",90,71.56,334,239,"Puttingfrom48",2008
30,30,"Steve Elkington",84,71.34,314,224,"Puttingfrom48",2008
31,31,"Tommy Armour III",77,71.28,289,206,"Puttingfrom48",2008
32,32,"Zach Johnson",85,71.06,311,221,"Puttingfrom48",2008
33,33,"Nick OHern",82,70.97,279,198,"Puttingfrom48",2008
34,34,"John Huston",56,70.94,203,144,"Puttingfrom48",2008
35,35,"Freddie Jacobson",78,70.83,288,204,"Puttingfrom48",2008
36,36,"Steve Allan",58,70.81,209,148,"Puttingfrom48",2008
37,37,"Brett Quigley",80,70.79,315,223,"Puttingfrom48",2008
38,38,"Tim Clark",90,70.69,348,246,"Puttingfrom48",2008
38,38,"Gavin Coles",54,70.69,174,123,"Puttingfrom48",2008
40,40,"Jin Park",85,70.68,307,217,"Puttingfrom48",2008
41,41,"Jim Furyk",95,70.67,283,200,"Puttingfrom48",2008
42,42,"Brad Elder",67,70.59,204,144,"Puttingfrom48",2008
43,43,"Eric Axley",113,70.55,421,297,"Puttingfrom48",2008
44,44,"JJ Henry",108,70.54,387,273,"Puttingfrom48",2008
45,45,"Nathan Green",95,70.51,434,306,"Puttingfrom48",2008
45,45,"Doug LaBelle II",65,70.51,217,153,"Puttingfrom48",2008
47,47,"Craig Kanada",65,70.5,200,141,"Puttingfrom48",2008
48,48,"Stephen Leaney",53,70.41,196,138,"Puttingfrom48",2008
49,49,"YE Yang",89,70.4,348,245,"Puttingfrom48",2008
