"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2005","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2005","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2005","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2005","FirstTeeEarlyPar5ScoringAverage_AVG_2005","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2005","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Retief Goosen",71,4.45,267,60,"FirstTeeEarlyPar5ScoringAverage",2005
1,1,"Adam Scott",72,4.45,258,58,"FirstTeeEarlyPar5ScoringAverage",2005
3,3,"Scott Gutschewski",86,4.49,431,96,"FirstTeeEarlyPar5ScoringAverage",2005
3,3,"Scott Verplank",87,4.49,328,73,"FirstTeeEarlyPar5ScoringAverage",2005
5,5,"Richard Johnson",50,4.5,162,36,"FirstTeeEarlyPar5ScoringAverage",2005
6,6,"Scott McCarron",78,4.51,320,71,"FirstTeeEarlyPar5ScoringAverage",2005
7,7,"John Daly",78,4.52,348,77,"FirstTeeEarlyPar5ScoringAverage",2005
7,7,"Vijay Singh",111,4.52,276,61,"FirstTeeEarlyPar5ScoringAverage",2005
9,9,"Jason Bohn",91,4.53,344,76,"FirstTeeEarlyPar5ScoringAverage",2005
10,10,"James Driscoll",73,4.54,418,92,"FirstTeeEarlyPar5ScoringAverage",2005
10,10,"Kevin Sutherland",89,4.54,418,92,"FirstTeeEarlyPar5ScoringAverage",2005
10,10,"Nick Watney",91,4.54,431,95,"FirstTeeEarlyPar5ScoringAverage",2005
13,13,"Paul Claxton",79,4.55,350,77,"FirstTeeEarlyPar5ScoringAverage",2005
13,13,"Glen Hnatiuk",59,4.55,323,71,"FirstTeeEarlyPar5ScoringAverage",2005
13,13,"Zach Johnson",96,4.55,396,87,"FirstTeeEarlyPar5ScoringAverage",2005
13,13,"Billy Mayfair",114,4.55,510,112,"FirstTeeEarlyPar5ScoringAverage",2005
17,17,"Robert Allenby",95,4.56,397,87,"FirstTeeEarlyPar5ScoringAverage",2005
17,17,"Phil Mickelson",81,4.56,269,59,"FirstTeeEarlyPar5ScoringAverage",2005
19,19,"Woody Austin",100,4.57,635,139,"FirstTeeEarlyPar5ScoringAverage",2005
19,19,"Lucas Glover",88,4.57,503,110,"FirstTeeEarlyPar5ScoringAverage",2005
19,19,"Duffy Waldorf",86,4.57,462,101,"FirstTeeEarlyPar5ScoringAverage",2005
22,22,"Tim Clark",92,4.58,339,74,"FirstTeeEarlyPar5ScoringAverage",2005
22,22,"John Huston",90,4.58,389,85,"FirstTeeEarlyPar5ScoringAverage",2005
24,24,"Brenden Pappas",51,4.59,211,46,"FirstTeeEarlyPar5ScoringAverage",2005
25,25,"Brian Bateman",98,4.6,460,100,"FirstTeeEarlyPar5ScoringAverage",2005
25,25,"Ben Crane",78,4.6,290,63,"FirstTeeEarlyPar5ScoringAverage",2005
25,25,"Mathias Gronberg",60,4.6,267,58,"FirstTeeEarlyPar5ScoringAverage",2005
25,25,"John Senden",101,4.6,566,123,"FirstTeeEarlyPar5ScoringAverage",2005
25,25,"Brett Wetterich",76,4.6,267,58,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Justin Bolli",65,4.61,286,62,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Jeff Brehaut",71,4.61,281,61,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Brian Davis",75,4.61,378,82,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Jim Furyk",94,4.61,327,71,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Hunter Haas",83,4.61,350,76,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Bob Heintz",67,4.61,318,69,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Steve Lowery",100,4.61,530,115,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Ted Purdy",122,4.61,636,138,"FirstTeeEarlyPar5ScoringAverage",2005
30,30,"Brett Quigley",96,4.61,438,95,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Luke Donald",67,4.62,208,45,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Dan Forsman",52,4.62,254,55,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Tim Herron",100,4.62,476,103,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Stephen Leaney",89,4.62,337,73,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Frank Lickliter II",100,4.62,457,99,"FirstTeeEarlyPar5ScoringAverage",2005
39,39,"Hunter Mahan",103,4.62,453,98,"FirstTeeEarlyPar5ScoringAverage",2005
45,45,"Craig Barlow",81,4.63,333,72,"FirstTeeEarlyPar5ScoringAverage",2005
45,45,"Mark Hensby",70,4.63,301,65,"FirstTeeEarlyPar5ScoringAverage",2005
45,45,"Tom Lehman",69,4.63,347,75,"FirstTeeEarlyPar5ScoringAverage",2005
45,45,"Greg Owen",84,4.63,352,76,"FirstTeeEarlyPar5ScoringAverage",2005
45,45,"David Toms",87,4.63,278,60,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Bart Bryant",91,4.64,469,101,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Robert Damron",89,4.64,473,102,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Bob Estes",92,4.64,492,106,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Ryuji Imada",78,4.64,390,84,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Jonathan Kaye",77,4.64,413,89,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Jose Maria Olazabal",55,4.64,246,53,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Rod Pampling",89,4.64,427,92,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Tag Ridings",93,4.64,427,92,"FirstTeeEarlyPar5ScoringAverage",2005
50,50,"Tiger Woods",76,4.64,116,25,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Billy Andrade",83,4.65,307,66,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Stuart Appleby",84,4.65,293,63,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Arjun Atwal",65,4.65,363,78,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Briny Baird",98,4.65,381,82,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Jonathan Byrd",103,4.65,507,109,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Steve Elkington",67,4.65,335,72,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Harrison Frazar",105,4.65,432,93,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Sergio Garcia",73,4.65,214,46,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Charles Howell III",95,4.65,437,94,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"JL Lewis",98,4.65,544,117,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Michael Long",72,4.65,344,74,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Dennis Paulson",63,4.65,302,65,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Darron Stiles",78,4.65,321,69,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Bo Van Pelt",112,4.65,507,109,"FirstTeeEarlyPar5ScoringAverage",2005
59,59,"Charlie Wi",67,4.65,316,68,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"KJ Choi",78,4.66,233,50,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Joe Durant",81,4.66,373,80,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Brian Gay",101,4.66,419,90,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Jay Haas",54,4.66,261,56,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"JJ Henry",102,4.66,461,99,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Neal Lancaster",95,4.66,494,106,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Shigeki Maruyama",99,4.66,373,80,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Carl Pettersson",109,4.66,489,105,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Ian Poulter",62,4.66,284,61,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Heath Slocum",103,4.66,494,106,"FirstTeeEarlyPar5ScoringAverage",2005
74,74,"Omar Uresti",84,4.66,405,87,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Stephen Ames",82,4.67,341,73,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Paul Gow",78,4.67,402,86,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Brendan Jones",81,4.67,388,83,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Hank Kuehne",84,4.67,444,95,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Ryan Palmer",101,4.67,523,112,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"DA Points",94,4.67,458,98,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Kevin Stadler",96,4.67,532,114,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Steve Stricker",62,4.67,257,55,"FirstTeeEarlyPar5ScoringAverage",2005
85,85,"Charles Warren",89,4.67,430,92,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"DJ Brigman",76,4.68,374,80,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"Stewart Cink",98,4.68,393,84,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"Kevin Na",88,4.68,304,65,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"Phillip Price",77,4.68,477,102,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"Dean Wilson",86,4.68,318,68,"FirstTeeEarlyPar5ScoringAverage",2005
94,94,"Mark Wilson",74,4.68,304,65,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Olin Browne",99,4.69,389,83,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Mark Calcavecchia",92,4.69,568,121,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Chad Campbell",95,4.69,427,91,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Daniel Chopra",108,4.69,624,133,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Fred Couples",72,4.69,305,65,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Fred Funk",102,4.69,502,107,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"JP Hayes",63,4.69,291,62,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Peter Lonard",85,4.69,375,80,"FirstTeeEarlyPar5ScoringAverage",2005
100,100,"Loren Roberts",54,4.69,239,51,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Danny Briggs",70,4.7,216,46,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Brad Faxon",75,4.7,362,77,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Robert Gamez",91,4.7,489,104,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Tom Gillis",77,4.7,376,80,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Justin Leonard",78,4.7,254,54,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Justin Rose",99,4.7,442,94,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Rory Sabbatini",81,4.7,324,69,"FirstTeeEarlyPar5ScoringAverage",2005
109,109,"Joey Sindelar",104,4.7,470,100,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Michael Allen",90,4.71,429,91,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Marco Dawson",82,4.71,527,112,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Carlos Franco",78,4.71,400,85,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Steve Jones",56,4.71,226,48,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Rob Rashell",65,4.71,259,55,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Patrick Sheehan",114,4.71,660,140,"FirstTeeEarlyPar5ScoringAverage",2005
117,117,"Joey Snyder III",102,4.71,565,120,"FirstTeeEarlyPar5ScoringAverage",2005
124,124,"Chris Anderson",66,4.72,283,60,"FirstTeeEarlyPar5ScoringAverage",2005
124,124,"Tom Byrum",83,4.72,467,99,"FirstTeeEarlyPar5ScoringAverage",2005
124,124,"Matt Davidson",53,4.72,307,65,"FirstTeeEarlyPar5ScoringAverage",2005
124,124,"John Elliott",58,4.72,222,47,"FirstTeeEarlyPar5ScoringAverage",2005
