"OnePuttPercentageRound5_RANKTHISWEEK_2005","OnePuttPercentageRound5_RANKLASTWEEK_2005","OnePuttPercentageRound5_PLAYERNAME_2005","OnePuttPercentageRound5__2005","OnePuttPercentageRound5_Pct_2005","OnePuttPercentageRound5_OF1PUTTS_2005","OnePuttPercentageRound5_OFHOLES_2005","stat_name","year"
1,1,"Harrison Frazar",NA,72.22,13,18,"OnePuttPercentageRound5",2005
2,2,"Neal Lancaster",NA,66.67,12,18,"OnePuttPercentageRound5",2005
3,3,"Jason Allred",NA,61.11,11,18,"OnePuttPercentageRound5",2005
3,3,"Justin Leonard",NA,61.11,11,18,"OnePuttPercentageRound5",2005
3,3,"Jesper Parnevik",NA,61.11,11,18,"OnePuttPercentageRound5",2005
3,3,"Phillip Price",NA,61.11,11,18,"OnePuttPercentageRound5",2005
7,7,"Billy Andrade",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Aaron Baddeley",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Bart Bryant",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Ben Crane",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Todd Fischer",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Bernhard Langer",NA,55.56,10,18,"OnePuttPercentageRound5",2005
7,7,"Joe Ogilvie",NA,55.56,10,18,"OnePuttPercentageRound5",2005
14,14,"Ben Curtis",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Brian Davis",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Fred Funk",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Jay Haas",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Tim Herron",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Ryuji Imada",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Frank Lickliter II",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Geoff Ogilvy",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"John Senden",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Joey Sindelar",NA,50,9,18,"OnePuttPercentageRound5",2005
14,14,"Hidemichi Tanaka",NA,50,9,18,"OnePuttPercentageRound5",2005
25,25,"Stephen Ames",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Chris DiMarco",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Robert Gamez",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"JJ Henry",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Freddie Jacobson",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Jerry Kelly",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Peter Lonard",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Davis Love III",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Tom Pernice Jr",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Ian Poulter",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Ted Purdy",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Chris Riley",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Justin Rose",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Patrick Sheehan",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Jeff Sluman",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"David Toms",NA,44.44,8,18,"OnePuttPercentageRound5",2005
25,25,"Scott Verplank",NA,44.44,8,18,"OnePuttPercentageRound5",2005
42,42,"Briny Baird",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Mark Calcavecchia",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Stewart Cink",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Brent Geiberger",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Skip Kendall",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Andrew Magee",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Jeff Maggert",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Shaun Micheel",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Tim Petrovic",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Loren Roberts",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Chris Smith",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Kevin Stadler",NA,38.89,7,18,"OnePuttPercentageRound5",2005
42,42,"Kevin Sutherland",NA,38.89,7,18,"OnePuttPercentageRound5",2005
55,55,"Tommy Armour III",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Tim Clark",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"John Daly",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Jim Furyk",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Billy Mayfair",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Duffy Waldorf",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Nick Watney",NA,33.33,6,18,"OnePuttPercentageRound5",2005
55,55,"Jay Williamson",NA,33.33,6,18,"OnePuttPercentageRound5",2005
63,63,"Craig Barlow",NA,27.78,5,18,"OnePuttPercentageRound5",2005
63,63,"Olin Browne",NA,27.78,5,18,"OnePuttPercentageRound5",2005
63,63,"Fred Couples",NA,27.78,5,18,"OnePuttPercentageRound5",2005
63,63,"Dudley Hart",NA,27.78,5,18,"OnePuttPercentageRound5",2005
63,63,"Kent Jones",NA,27.78,5,18,"OnePuttPercentageRound5",2005
68,68,"Brian Bateman",NA,22.22,4,18,"OnePuttPercentageRound5",2005
68,68,"Robert Damron",NA,22.22,4,18,"OnePuttPercentageRound5",2005
68,68,"Joe Durant",NA,22.22,4,18,"OnePuttPercentageRound5",2005
68,68,"Steve Elkington",NA,22.22,4,18,"OnePuttPercentageRound5",2005
68,68,"Phil Mickelson",NA,22.22,4,18,"OnePuttPercentageRound5",2005
68,68,"Pat Perez",NA,22.22,4,18,"OnePuttPercentageRound5",2005
