"ConsecutivePar5Birdies_RANKTHISWEEK_2013","ConsecutivePar5Birdies_RANKLASTWEEK_2013","ConsecutivePar5Birdies_PLAYERNAME_2013","ConsecutivePar5Birdies_EVENTS_2013","ConsecutivePar5Birdies_NUMBEROFHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",25,12,"ConsecutivePar5Birdies",2013
2,2,"John Senden",25,11,"ConsecutivePar5Birdies",2013
3,3,"Charles Howell III",26,10,"ConsecutivePar5Birdies",2013
3,3,"Dustin Johnson",22,10,"ConsecutivePar5Birdies",2013
3,3,"Scott Stallings",27,10,"ConsecutivePar5Birdies",2013
3,3,"Kyle Stanley",24,10,"ConsecutivePar5Birdies",2013
3,3,"Cameron Tringale",24,10,"ConsecutivePar5Birdies",2013
8,8,"Sangmoon Bae",26,9,"ConsecutivePar5Birdies",2013
8,8,"John Daly",12,9,"ConsecutivePar5Birdies",2013
8,8,"Henrik Norlander",22,9,"ConsecutivePar5Birdies",2013
8,8,"Scott Piercy",24,9,"ConsecutivePar5Birdies",2013
8,8,"Andres Romero",21,9,"ConsecutivePar5Birdies",2013
8,8,"Charl Schwartzel",19,9,"ConsecutivePar5Birdies",2013
8,8,"Webb Simpson",25,9,"ConsecutivePar5Birdies",2013
8,8,"Brendan Steele",26,9,"ConsecutivePar5Birdies",2013
8,8,"Shawn Stefani",21,9,"ConsecutivePar5Birdies",2013
17,17,"Steven Bowditch",22,8,"ConsecutivePar5Birdies",2013
17,17,"Roberto Castro",29,8,"ConsecutivePar5Birdies",2013
17,17,"Tim Clark",20,8,"ConsecutivePar5Birdies",2013
17,17,"Brendon de Jonge",30,8,"ConsecutivePar5Birdies",2013
17,17,"Graham DeLaet",26,8,"ConsecutivePar5Birdies",2013
17,17,"Brad Fritsch",24,8,"ConsecutivePar5Birdies",2013
17,17,"Lucas Glover",23,8,"ConsecutivePar5Birdies",2013
17,17,"Fabian Gomez",23,8,"ConsecutivePar5Birdies",2013
17,17,"Luke Guthrie",27,8,"ConsecutivePar5Birdies",2013
17,17,"James Hahn",26,8,"ConsecutivePar5Birdies",2013
17,17,"Chris Kirk",24,8,"ConsecutivePar5Birdies",2013
17,17,"Jason Kokrak",25,8,"ConsecutivePar5Birdies",2013
17,17,"Doug LaBelle II",23,8,"ConsecutivePar5Birdies",2013
17,17,"Hunter Mahan",25,8,"ConsecutivePar5Birdies",2013
17,17,"Bryce Molder",24,8,"ConsecutivePar5Birdies",2013
17,17,"Kevin Na",8,8,"ConsecutivePar5Birdies",2013
17,17,"Thorbjorn Olesen",11,8,"ConsecutivePar5Birdies",2013
17,17,"Greg Owen",24,8,"ConsecutivePar5Birdies",2013
17,17,"Pat Perez",22,8,"ConsecutivePar5Birdies",2013
17,17,"Patrick Reed",26,8,"ConsecutivePar5Birdies",2013
17,17,"Adam Scott",16,8,"ConsecutivePar5Birdies",2013
17,17,"Richard Sterne",7,8,"ConsecutivePar5Birdies",2013
17,17,"Brian Stuard",25,8,"ConsecutivePar5Birdies",2013
17,17,"Nicholas Thompson",29,8,"ConsecutivePar5Birdies",2013
17,17,"Aaron Watkins",19,8,"ConsecutivePar5Birdies",2013
42,42,"Mark Anderson",1,7,"ConsecutivePar5Birdies",2013
42,42,"Cameron Beckman",8,7,"ConsecutivePar5Birdies",2013
42,42,"Matt Bettencourt",9,7,"ConsecutivePar5Birdies",2013
42,42,"Bud Cauley",24,7,"ConsecutivePar5Birdies",2013
42,42,"Kevin Chappell",24,7,"ConsecutivePar5Birdies",2013
42,42,"Jason Day",21,7,"ConsecutivePar5Birdies",2013
42,42,"Harris English",26,7,"ConsecutivePar5Birdies",2013
42,42,"Martin Flores",25,7,"ConsecutivePar5Birdies",2013
42,42,"Tommy Gainey",28,7,"ConsecutivePar5Birdies",2013
42,42,"Sergio Garcia",17,7,"ConsecutivePar5Birdies",2013
42,42,"Branden Grace",12,7,"ConsecutivePar5Birdies",2013
42,42,"Peter Hanson",15,7,"ConsecutivePar5Birdies",2013
42,42,"David Hearn",26,7,"ConsecutivePar5Birdies",2013
42,42,"Russell Henley",24,7,"ConsecutivePar5Birdies",2013
42,42,"Charley Hoffman",23,7,"ConsecutivePar5Birdies",2013
42,42,"Morgan Hoffmann",20,7,"ConsecutivePar5Birdies",2013
42,42,"Billy Horschel",26,7,"ConsecutivePar5Birdies",2013
42,42,"Robert Karlsson",18,7,"ConsecutivePar5Birdies",2013
42,42,"Martin Kaymer",17,7,"ConsecutivePar5Birdies",2013
42,42,"Matt Kuchar",23,7,"ConsecutivePar5Birdies",2013
42,42,"Hank Kuehne",5,7,"ConsecutivePar5Birdies",2013
42,42,"William McGirt",24,7,"ConsecutivePar5Birdies",2013
42,42,"George McNeill",21,7,"ConsecutivePar5Birdies",2013
42,42,"Phil Mickelson",21,7,"ConsecutivePar5Birdies",2013
42,42,"Seung Yul Noh",25,7,"ConsecutivePar5Birdies",2013
42,42,"Cameron Percy",21,7,"ConsecutivePar5Birdies",2013
42,42,"Jonathan Randolph",1,7,"ConsecutivePar5Birdies",2013
42,42,"Justin Rose",17,7,"ConsecutivePar5Birdies",2013
42,42,"Rory Sabbatini",27,7,"ConsecutivePar5Birdies",2013
42,42,"Roger Sloan",1,7,"ConsecutivePar5Birdies",2013
42,42,"Brandt Snedeker",23,7,"ConsecutivePar5Birdies",2013
42,42,"Daniel Summerhays",26,7,"ConsecutivePar5Birdies",2013
