"SpinRate_RANKTHISWEEK_2007","SpinRate_RANKLASTWEEK_2007","SpinRate_PLAYERNAME_2007","SpinRate_ROUNDS_2007","SpinRate_AVG_2007","SpinRate_TOTALSPINSPEED_2007","SpinRate_TOTALATTEMPTS_2007","SpinRate_HIGHESTSPINRATE_2007","SpinRate_LOWESTSPINRATE_2007","stat_name","year"
39,39,"Chris Couch",76,3013.1,141618,47,4398,2270,"SpinRate",2007
40,40,"Chris Riley",59,3005.2,96167,32,4450,2012,"SpinRate",2007
41,41,"Jim Rutledge",59,2997.3,59945,20,3965,2022,"SpinRate",2007
42,42,"Bob Tway",103,2995.4,176726,59,6917,2034,"SpinRate",2007
43,43,"David Branshaw",83,2994.4,146726,49,4465,744,"SpinRate",2007
44,44,"Trevor Immelman",74,2993.7,86816,29,4896,2075,"SpinRate",2007
45,45,"Anders Hansen",55,2991.8,86762,29,3590,2022,"SpinRate",2007
46,46,"Rocco Mediate",72,2991.4,164529,55,6941,1200,"SpinRate",2007
47,47,"John Rollins",102,2988.1,179288,60,6855,1809,"SpinRate",2007
48,48,"Jose Coceres",50,2986.4,104524,35,3864,2150,"SpinRate",2007
49,49,"Jeff Overton",60,2984.3,92514,31,8193,1716,"SpinRate",2007
50,50,"Michael Boyd",61,2981.1,104339,35,5670,2063,"SpinRate",2007
51,51,"Tag Ridings",52,2978,74451,25,4438,1929,"SpinRate",2007
52,52,"Kent Jones",97,2975.9,169627,57,4547,1653,"SpinRate",2007
53,53,"Rod Pampling",92,2964.4,151184,51,5492,2314,"SpinRate",2007
54,54,"Anthony Kim",93,2954.9,135925,46,5295,1588,"SpinRate",2007
55,55,"KJ Choi",87,2954.3,138851,47,6688,1951,"SpinRate",2007
56,56,"Freddie Jacobson",70,2953.1,106312,36,4448,1913,"SpinRate",2007
57,57,"Michael Putnam",96,2948.9,103211,35,3677,1660,"SpinRate",2007
58,58,"Ryuji Imada",104,2948.1,191626,65,6633,1717,"SpinRate",2007
59,59,"Parker McLachlin",83,2943.3,108903,37,5695,2038,"SpinRate",2007
60,60,"Dean Wilson",92,2942.9,138314,47,5174,2008,"SpinRate",2007
61,61,"Tom Lehman",62,2938.7,96978,33,5683,2073,"SpinRate",2007
62,62,"Ian Poulter",63,2937.9,91076,31,5874,2019,"SpinRate",2007
63,63,"Ted Purdy",102,2934.7,146734,50,5192,1479,"SpinRate",2007
64,64,"Steve Stricker",81,2933.4,158404,54,5128,2089,"SpinRate",2007
65,65,"Stephen Leaney",82,2929.3,125959,43,3815,2087,"SpinRate",2007
66,66,"Jarrod Lyle",77,2926.4,119984,41,4255,1923,"SpinRate",2007
67,67,"Ken Duke",112,2921.4,131465,45,5088,1672,"SpinRate",2007
68,68,"Tripp Isenhour",86,2914.9,110768,38,4614,2026,"SpinRate",2007
69,69,"Jeff Brehaut",59,2912.7,87382,30,4391,1931,"SpinRate",2007
70,70,"Aaron Baddeley",83,2894.4,95515,33,4571,1768,"SpinRate",2007
70,70,"Will Ma Kenzie",100,2894.4,170770,59,5470,2134,"SpinRate",2007
72,72,"Charlie Wi",90,2893.3,138880,48,4120,1962,"SpinRate",2007
73,73,"Stewart Cink",91,2891.5,170598,59,9787,1950,"SpinRate",2007
74,74,"Steve Flesch",100,2887.6,138604,48,6279,1618,"SpinRate",2007
75,75,"Joey Sindelar",75,2882.4,126826,44,7201,1573,"SpinRate",2007
76,76,"Adam Scott",69,2881,115241,40,6051,1591,"SpinRate",2007
77,77,"Brian Davis",101,2873.3,160905,56,5817,2037,"SpinRate",2007
78,78,"Bart Bryant",87,2869.1,131978,46,4086,1625,"SpinRate",2007
79,79,"Fred Funk",65,2865.7,111764,39,3796,1973,"SpinRate",2007
80,80,"Mike Weir",82,2865,94545,33,4491,1929,"SpinRate",2007
81,81,"Duffy Waldorf",69,2858.7,100056,35,8530,1923,"SpinRate",2007
82,82,"Daniel Chopra",106,2856.5,151394,53,5433,1541,"SpinRate",2007
83,83,"Dicky Pride",71,2853.7,114148,40,4081,1759,"SpinRate",2007
84,84,"Jason Bohn",57,2851.2,76982,27,4024,1492,"SpinRate",2007
85,85,"Mark Calcavecchia",93,2849.8,128241,45,4308,1536,"SpinRate",2007
86,86,"Stephen Ames",81,2849.5,113980,40,5616,2023,"SpinRate",2007
87,87,"Chris Stroud",66,2847.2,93956,33,3539,2105,"SpinRate",2007
88,88,"Nick Watney",87,2842.1,133579,47,3933,1714,"SpinRate",2007
89,89,"Jonathan Byrd",73,2840.8,110793,39,5079,1703,"SpinRate",2007
90,90,"Richard Johnson",93,2835.3,116246,41,3858,998,"SpinRate",2007
91,91,"Charley Hoffman",97,2832.1,150100,53,3972,1976,"SpinRate",2007
92,92,"Greg Owen",81,2830.7,93412,33,6025,32,"SpinRate",2007
93,93,"Rich Beem",89,2828,149885,53,5575,997,"SpinRate",2007
94,94,"Bubba Watson",80,2826.6,79145,28,3840,2040,"SpinRate",2007
95,95,"Chris DiMarco",79,2824,107311,38,3577,2084,"SpinRate",2007
96,96,"Justin Leonard",95,2823.9,175080,62,6164,1800,"SpinRate",2007
97,97,"JJ Henry",86,2822.7,112907,40,3977,1512,"SpinRate",2007
98,98,"Bryce Molder",56,2820.3,73329,26,4130,1584,"SpinRate",2007
99,99,"Troy Matteson",87,2816.9,135210,48,4978,1549,"SpinRate",2007
100,100,"Tom Byrum",50,2816.3,70408,25,4705,1884,"SpinRate",2007
101,101,"Davis Love III",66,2815.4,106987,38,4399,2075,"SpinRate",2007
102,102,"Jesper Parnevik",88,2805,129031,46,5436,1827,"SpinRate",2007
103,103,"Bo Van Pelt",104,2799.3,173554,62,5695,1990,"SpinRate",2007
104,104,"Geoff Ogilvy",84,2792,131222,47,5678,1499,"SpinRate",2007
105,105,"Robert Allenby",90,2786.9,144919,52,6284,1465,"SpinRate",2007
106,106,"Stuart Appleby",74,2783.8,141974,51,4646,2028,"SpinRate",2007
107,107,"Padraig Harrington",64,2783,83491,30,4645,1890,"SpinRate",2007
108,108,"Gavin Coles",87,2780.7,127912,46,4478,2077,"SpinRate",2007
109,109,"Bob Heintz",85,2776.9,111075,40,3993,1802,"SpinRate",2007
109,109,"Heath Slocum",101,2776.9,191604,69,5601,2008,"SpinRate",2007
111,111,"Justin Rose",63,2773.8,88762,32,5379,1982,"SpinRate",2007
112,112,"Billy Mayfair",98,2768.5,149501,54,4908,1939,"SpinRate",2007
113,113,"Vijay Singh",102,2765.4,138270,50,4006,1964,"SpinRate",2007
114,114,"Brian Gay",107,2761.3,196049,71,5956,1889,"SpinRate",2007
115,115,"David Toms",80,2759.6,126941,46,8656,1819,"SpinRate",2007
116,116,"Kevin Na",84,2753.5,118402,43,5820,1988,"SpinRate",2007
117,117,"Paul Gow",70,2751.1,110044,40,6583,615,"SpinRate",2007
118,118,"Retief Goosen",50,2742.6,68565,25,4137,2037,"SpinRate",2007
119,119,"Paul Goydos",60,2738.7,95854,35,4408,1934,"SpinRate",2007
120,120,"Nathan Green",103,2734.9,166828,61,4586,1680,"SpinRate",2007
121,121,"Steve Lowery",74,2731.9,114739,42,4571,1615,"SpinRate",2007
122,122,"Jason Gore",86,2726,141752,52,3887,1557,"SpinRate",2007
123,123,"Mathew Goggin",97,2723.2,149777,55,5074,2021,"SpinRate",2007
124,124,"Luke Donald",69,2721.4,100692,37,3568,1536,"SpinRate",2007
125,125,"Tim Herron",98,2721,146932,54,3577,1535,"SpinRate",2007
125,125,"Corey Pavin",81,2721,103397,38,5626,2044,"SpinRate",2007
127,127,"Jason Dufner",100,2715.4,92324,34,4209,1811,"SpinRate",2007
128,128,"Ryan Palmer",91,2709.6,124642,46,5937,493,"SpinRate",2007
129,129,"Shigeki Maruyama",84,2708.7,127310,47,5071,1315,"SpinRate",2007
130,130,"Hunter Mahan",91,2707.5,119128,44,4886,1631,"SpinRate",2007
131,131,"Camilo Villegas",82,2704.7,108189,40,4459,1963,"SpinRate",2007
132,132,"Ryan Moore",92,2700.4,129619,48,4618,1437,"SpinRate",2007
133,133,"Brian Bateman",55,2697.9,75540,28,4301,1889,"SpinRate",2007
134,134,"DJ Brigman",67,2697.4,94409,35,5001,1538,"SpinRate",2007
135,135,"Michael Allen",74,2695.5,83561,31,4664,1840,"SpinRate",2007
136,136,"Andrew Buckle",77,2692.7,134634,50,5439,1629,"SpinRate",2007
137,137,"Brett Quigley",79,2683.9,77834,29,3468,2035,"SpinRate",2007
138,138,"Peter Lonard",85,2677.9,115150,43,4626,1750,"SpinRate",2007
139,139,"Craig Kanada",109,2674.3,155112,58,5440,1521,"SpinRate",2007
140,140,"Jeff Quinney",95,2667.3,144032,54,4247,1645,"SpinRate",2007
141,141,"Scott Gutschewski",67,2660.2,58525,22,3572,1526,"SpinRate",2007
142,142,"Cameron Beckman",96,2658.6,124954,47,3416,1820,"SpinRate",2007
143,143,"DJ Trahan",99,2657.7,116937,44,3408,1496,"SpinRate",2007
144,144,"Jeff Sluman",60,2656.3,61094,23,3988,1021,"SpinRate",2007
145,145,"Jeff Maggert",79,2651.5,132575,50,4570,1679,"SpinRate",2007
146,146,"Harrison Frazar",88,2649.6,98036,37,4188,1143,"SpinRate",2007
147,147,"Brett Wetterich",88,2648.4,92694,35,5714,1902,"SpinRate",2007
148,148,"Joe Ogilvie",102,2642.9,169147,64,4536,1620,"SpinRate",2007
149,149,"Sean OHair",98,2638.9,158336,60,4285,1502,"SpinRate",2007
150,150,"Ernie Els",59,2636.1,65903,25,5609,1797,"SpinRate",2007
151,151,"Nick OHern",72,2633.9,102723,39,9004,1401,"SpinRate",2007
152,152,"Boo Weekley",101,2628.3,84104,32,4051,1520,"SpinRate",2007
153,153,"Kevin Sutherland",85,2627.3,139246,53,3645,1521,"SpinRate",2007
154,154,"Kirk Triplett",77,2620.8,133661,51,4608,1811,"SpinRate",2007
155,155,"Robert Gamez",88,2614.4,128105,49,4560,1561,"SpinRate",2007
156,156,"Matt Hendrix",63,2613.7,78410,30,3117,1618,"SpinRate",2007
157,157,"Scott Verplank",82,2606.5,127719,49,3447,1631,"SpinRate",2007
158,158,"Ben Curtis",80,2604.9,125037,48,3407,1751,"SpinRate",2007
159,159,"Zach Johnson",76,2590.5,126935,49,3890,1522,"SpinRate",2007
160,160,"Tom Pernice Jr",104,2590.2,126921,49,3604,1834,"SpinRate",2007
161,161,"Robert Garrigus",95,2590.1,139867,54,3955,1631,"SpinRate",2007
162,162,"Bubba Dickerson",51,2585,56869,22,4832,1885,"SpinRate",2007
163,163,"Tim Clark",66,2580.8,118717,46,5462,2058,"SpinRate",2007
164,164,"John Mallinger",96,2578.7,136673,53,4223,1794,"SpinRate",2007
165,165,"Mark Hensby",81,2572.8,138929,54,3990,1931,"SpinRate",2007
166,166,"Mark Brooks",53,2570.5,66834,26,5017,1675,"SpinRate",2007
166,166,"Mathias Gronberg",95,2570.5,136234,53,4508,1766,"SpinRate",2007
168,168,"Ryan Armour",107,2567.5,156617,61,3599,1735,"SpinRate",2007
169,169,"Carl Pettersson",111,2565.4,174445,68,6537,1285,"SpinRate",2007
170,170,"Cliff Kresge",107,2562.5,164002,64,5049,1589,"SpinRate",2007
171,171,"Tom Johnson",74,2562.1,105045,41,4221,1771,"SpinRate",2007
172,172,"Steve Marino",106,2561.9,120408,47,4898,960,"SpinRate",2007
173,173,"Craig Barlow",52,2559.6,51191,20,3693,1977,"SpinRate",2007
174,174,"Steve Elkington",87,2553.6,104699,41,4912,1820,"SpinRate",2007
175,175,"Briny Baird",115,2550.5,158128,62,4065,1350,"SpinRate",2007
176,176,"Arron Oberholser",69,2550.4,122421,48,4022,1831,"SpinRate",2007
177,177,"Brandt Snedeker",105,2546.4,152786,60,4948,1933,"SpinRate",2007
178,178,"Jay Williamson",50,2545.5,71275,28,3157,1644,"SpinRate",2007
179,179,"Jerry Kelly",101,2540.7,149903,59,4187,1389,"SpinRate",2007
180,180,"Jeff Gove",103,2527.3,136475,54,4264,1678,"SpinRate",2007
181,181,"Matt Kuchar",85,2512.1,113046,45,4766,1633,"SpinRate",2007
182,182,"John Merrick",92,2509.3,120444,48,4592,1491,"SpinRate",2007
183,183,"Jason Schultz",63,2503.4,62584,25,3346,700,"SpinRate",2007
184,184,"Steve Allan",63,2499.7,84989,34,4550,1704,"SpinRate",2007
185,185,"Tommy Armour III",81,2498,109910,44,4252,1059,"SpinRate",2007
186,186,"Craig Bowden",78,2495.6,97327,39,5516,1831,"SpinRate",2007
187,187,"Daisuke Maruyama",86,2482.6,114198,46,5334,1097,"SpinRate",2007
188,188,"Eric Axley",107,2478.8,138814,56,3133,1089,"SpinRate",2007
189,189,"JB Holmes",71,2452.8,66226,27,4355,1906,"SpinRate",2007
190,190,"Kyle Reifers",71,2452.4,53952,22,3131,1275,"SpinRate",2007
191,191,"Kenny Perry",83,2415.6,103871,43,3393,1775,"SpinRate",2007
192,192,"Darron Stiles",65,2411.9,77180,32,3268,1496,"SpinRate",2007
193,193,"Mark Wilson",87,2377.5,140271,59,5421,1551,"SpinRate",2007
194,194,"JP Hayes",89,2283.1,100457,44,3854,1624,"SpinRate",2007
195,195,"John Daly",59,2262,47503,21,2999,1795,"SpinRate",2007
196,196,"Vaughn Taylor",91,2134.4,106721,50,3826,533,"SpinRate",2007
