"Approach125150yardsRTPScore_RANKTHISWEEK_2016","Approach125150yardsRTPScore_RANKLASTWEEK_2016","Approach125150yardsRTPScore_PLAYERNAME_2016","Approach125150yardsRTPScore_ROUNDS_2016","Approach125150yardsRTPScore_AVGRTP_2016","stat_name","year"
1,2,"Kevin Na",52,-0.319,"Approach125150yardsRTPScore",2016
2,5,"Henrik Stenson",30,-0.318,"Approach125150yardsRTPScore",2016
3,4,"Tim Wilkinson",40,-0.286,"Approach125150yardsRTPScore",2016
4,6,"Billy Horschel",45,-0.282,"Approach125150yardsRTPScore",2016
5,1,"DA Points",32,-0.278,"Approach125150yardsRTPScore",2016
6,8,"Charles Howell III",63,-0.268,"Approach125150yardsRTPScore",2016
7,3,"Robert Garrigus",34,-0.256,"Approach125150yardsRTPScore",2016
8,9,"Russell Henley",42,-0.234,"Approach125150yardsRTPScore",2016
9,10,"Kevin Kisner",49,-0.233,"Approach125150yardsRTPScore",2016
10,16,"Byeong Hun An",23,-0.231,"Approach125150yardsRTPScore",2016
10,11,"Zach Johnson",42,-0.231,"Approach125150yardsRTPScore",2016
12,12,"Bryce Molder",50,-0.225,"Approach125150yardsRTPScore",2016
13,14,"Jordan Spieth",34,-0.219,"Approach125150yardsRTPScore",2016
14,16,"Stuart Appleby",39,-0.217,"Approach125150yardsRTPScore",2016
14,20,"Rickie Fowler",42,-0.217,"Approach125150yardsRTPScore",2016
14,29,"Hideki Matsuyama",40,-0.217,"Approach125150yardsRTPScore",2016
14,6,"Adam Scott",39,-0.217,"Approach125150yardsRTPScore",2016
18,18,"Dustin Johnson",37,-0.216,"Approach125150yardsRTPScore",2016
19,22,"Chesson Hadley",51,-0.213,"Approach125150yardsRTPScore",2016
19,19,"Charley Hoffman",49,-0.213,"Approach125150yardsRTPScore",2016
21,14,"Daniel Berger",52,-0.203,"Approach125150yardsRTPScore",2016
21,13,"John Senden",48,-0.203,"Approach125150yardsRTPScore",2016
23,22,"Webb Simpson",34,-0.2,"Approach125150yardsRTPScore",2016
24,26,"David Toms",38,-0.197,"Approach125150yardsRTPScore",2016
25,21,"Johnson Wagner",44,-0.194,"Approach125150yardsRTPScore",2016
26,27,"Miguel Angel Carballo",24,-0.192,"Approach125150yardsRTPScore",2016
26,27,"Bubba Watson",30,-0.192,"Approach125150yardsRTPScore",2016
28,33,"Cameron Smith",45,-0.191,"Approach125150yardsRTPScore",2016
29,29,"Jason Dufner",53,-0.19,"Approach125150yardsRTPScore",2016
30,24,"Jamie Donaldson",28,-0.184,"Approach125150yardsRTPScore",2016
31,34,"David Hearn",55,-0.171,"Approach125150yardsRTPScore",2016
31,34,"Chris Kirk",51,-0.171,"Approach125150yardsRTPScore",2016
31,24,"Anirban Lahiri",44,-0.171,"Approach125150yardsRTPScore",2016
34,49,"Kelly Kraft",35,-0.167,"Approach125150yardsRTPScore",2016
35,71,"Roberto Castro",55,-0.163,"Approach125150yardsRTPScore",2016
36,43,"Si Woo Kim",63,-0.162,"Approach125150yardsRTPScore",2016
37,37,"Fabian Gomez",49,-0.159,"Approach125150yardsRTPScore",2016
37,31,"Sean OHair",45,-0.159,"Approach125150yardsRTPScore",2016
37,39,"Jeff Overton",51,-0.159,"Approach125150yardsRTPScore",2016
37,41,"Hudson Swafford",52,-0.159,"Approach125150yardsRTPScore",2016
41,82,"Thomas Aiken",42,-0.158,"Approach125150yardsRTPScore",2016
41,46,"Rory McIlroy",37,-0.158,"Approach125150yardsRTPScore",2016
43,37,"Retief Goosen",37,-0.157,"Approach125150yardsRTPScore",2016
43,50,"Jason Kokrak",52,-0.157,"Approach125150yardsRTPScore",2016
45,32,"Jason Gore",51,-0.153,"Approach125150yardsRTPScore",2016
45,44,"Scott Piercy",45,-0.153,"Approach125150yardsRTPScore",2016
47,42,"Mark Hubbard",73,-0.15,"Approach125150yardsRTPScore",2016
48,47,"Chad Campbell",54,-0.148,"Approach125150yardsRTPScore",2016
48,40,"Luke Donald",49,-0.148,"Approach125150yardsRTPScore",2016
48,48,"Sergio Garcia",28,-0.148,"Approach125150yardsRTPScore",2016
51,44,"Jonas Blixt",46,-0.145,"Approach125150yardsRTPScore",2016
51,59,"Cameron Tringale",47,-0.145,"Approach125150yardsRTPScore",2016
53,50,"JJ Henry",44,-0.144,"Approach125150yardsRTPScore",2016
53,57,"Tyrone Van Aswegen",67,-0.144,"Approach125150yardsRTPScore",2016
55,53,"Matt Kuchar",46,-0.14,"Approach125150yardsRTPScore",2016
55,53,"Patrick Reed",53,-0.14,"Approach125150yardsRTPScore",2016
57,63,"Kyle Stanley",57,-0.139,"Approach125150yardsRTPScore",2016
58,57,"Jon Curran",55,-0.137,"Approach125150yardsRTPScore",2016
59,61,"Darron Stiles",28,-0.135,"Approach125150yardsRTPScore",2016
60,55,"Brian Harman",60,-0.134,"Approach125150yardsRTPScore",2016
61,61,"Peter Malnati",53,-0.133,"Approach125150yardsRTPScore",2016
62,70,"Paul Casey",39,-0.132,"Approach125150yardsRTPScore",2016
62,67,"Brandt Snedeker",47,-0.132,"Approach125150yardsRTPScore",2016
64,68,"Matthew Fitzpatrick",23,-0.13,"Approach125150yardsRTPScore",2016
64,68,"Luke Guthrie",31,-0.13,"Approach125150yardsRTPScore",2016
64,86,"Vaughn Taylor",30,-0.13,"Approach125150yardsRTPScore",2016
67,82,"Phil Mickelson",37,-0.128,"Approach125150yardsRTPScore",2016
68,65,"Alex Cejka",47,-0.127,"Approach125150yardsRTPScore",2016
69,63,"Brett Stegmaier",57,-0.126,"Approach125150yardsRTPScore",2016
70,65,"Sam Saunders",40,-0.125,"Approach125150yardsRTPScore",2016
70,72,"Jimmy Walker",43,-0.125,"Approach125150yardsRTPScore",2016
72,81,"Jason Bohn",37,-0.123,"Approach125150yardsRTPScore",2016
73,52,"Bronson Burgoon",53,-0.122,"Approach125150yardsRTPScore",2016
73,73,"Ryan Palmer",46,-0.122,"Approach125150yardsRTPScore",2016
75,73,"Will Wilcox",47,-0.119,"Approach125150yardsRTPScore",2016
75,76,"Mark Wilson",42,-0.119,"Approach125150yardsRTPScore",2016
77,92,"Kyle Reifers",63,-0.113,"Approach125150yardsRTPScore",2016
78,78,"Lucas Glover",53,-0.112,"Approach125150yardsRTPScore",2016
79,82,"Andres Romero",22,-0.111,"Approach125150yardsRTPScore",2016
79,96,"Kevin Streelman",46,-0.111,"Approach125150yardsRTPScore",2016
81,77,"Brendan Steele",48,-0.11,"Approach125150yardsRTPScore",2016
82,167,"Danny Lee",53,-0.106,"Approach125150yardsRTPScore",2016
82,34,"Rob Oppenheim",37,-0.106,"Approach125150yardsRTPScore",2016
