"ProximitytoHolefromFringe_RANKTHISWEEK_2016","ProximitytoHolefromFringe_RANKLASTWEEK_2016","ProximitytoHolefromFringe_PLAYERNAME_2016","ProximitytoHolefromFringe_ROUNDS_2016","ProximitytoHolefromFringe_AVGDTP_2016","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2016","ProximitytoHolefromFringe_OFSHOTS_2016","ProximitytoHolefromFringe_SCRAMBLINGRANK_2016","stat_name","year"
27,50,"Sam Saunders",40,NA,83.583,33,144,"ProximitytoHolefromFringe",2016
27,17,"David Toms",38,NA,75,30,10,"ProximitytoHolefromFringe",2016
35,57,"Paul Casey",39,NA,63.583,25,120,"ProximitytoHolefromFringe",2016
35,42,"Si Woo Kim",63,NA,127.917,50,30,"ProximitytoHolefromFringe",2016
35,42,"Russell Knox",48,NA,57.167,22,20,"ProximitytoHolefromFringe",2016
35,42,"Rob Oppenheim",37,NA,64.417,25,111,"ProximitytoHolefromFringe",2016
35,42,"Ryan Palmer",46,NA,115.167,44,128,"ProximitytoHolefromFringe",2016
35,32,"Kyle Reifers",63,NA,150.667,59,195,"ProximitytoHolefromFringe",2016
41,50,"Brian Gay",22,NA,47.833,18,47,"ProximitytoHolefromFringe",2016
41,24,"Fabian Gomez",49,NA,84.917,32,101,"ProximitytoHolefromFringe",2016
41,74,"Bill Haas",42,NA,45.667,17,29,"ProximitytoHolefromFringe",2016
41,32,"Brian Harman",60,NA,126.75,47,106,"ProximitytoHolefromFringe",2016
41,89,"Mark Hubbard",73,NA,162.083,60,43,"ProximitytoHolefromFringe",2016
41,57,"Matt Jones",45,NA,83,31,169,"ProximitytoHolefromFringe",2016
41,50,"Seung Yul Noh",54,NA,105.667,40,161,"ProximitytoHolefromFringe",2016
41,42,"Jeff Overton",51,NA,105.083,40,23,"ProximitytoHolefromFringe",2016
41,50,"Martin Piller",37,NA,95.167,36,94,"ProximitytoHolefromFringe",2016
41,57,"Adam Scott",39,NA,63.583,24,110,"ProximitytoHolefromFringe",2016
41,50,"John Senden",48,NA,120.417,45,104,"ProximitytoHolefromFringe",2016
41,32,"Kevin Streelman",46,NA,65.667,25,170,"ProximitytoHolefromFringe",2016
41,74,"Chris Stroud",52,NA,109,41,146,"ProximitytoHolefromFringe",2016
41,57,"Brian Stuard",24,NA,50.583,19,4,"ProximitytoHolefromFringe",2016
41,24,"Mark Wilson",42,NA,95.167,36,59,"ProximitytoHolefromFringe",2016
56,32,"Tyler Aldridge",53,NA,123.75,45,129,"ProximitytoHolefromFringe",2016
56,57,"Graham DeLaet",50,NA,126.083,46,185,"ProximitytoHolefromFringe",2016
56,74,"Luke Donald",49,NA,122.5,44,8,"ProximitytoHolefromFringe",2016
56,57,"Ken Duke",26,NA,71.917,26,183,"ProximitytoHolefromFringe",2016
56,42,"Rickie Fowler",42,NA,62.667,23,19,"ProximitytoHolefromFringe",2016
56,50,"Retief Goosen",37,NA,82.167,30,44,"ProximitytoHolefromFringe",2016
56,57,"Freddie Jacobson",54,NA,106.667,39,15,"ProximitytoHolefromFringe",2016
56,19,"Whee Kim",54,NA,111.75,41,117,"ProximitytoHolefromFringe",2016
56,57,"Matt Kuchar",46,NA,85.583,31,33,"ProximitytoHolefromFringe",2016
56,57,"Wes Roach",33,NA,70.583,26,123,"ProximitytoHolefromFringe",2016
56,57,"Will Wilcox",47,NA,139.583,51,88,"ProximitytoHolefromFringe",2016
67,74,"Alex Cejka",47,NA,78.417,28,12,"ProximitytoHolefromFringe",2016
67,57,"Ernie Els",34,NA,109.833,39,145,"ProximitytoHolefromFringe",2016
67,57,"Derek Fathauer",58,NA,145.167,52,120,"ProximitytoHolefromFringe",2016
67,74,"Matthew Fitzpatrick",23,NA,22.75,8,159,"ProximitytoHolefromFringe",2016
67,74,"Lucas Glover",53,NA,113.083,40,37,"ProximitytoHolefromFringe",2016
67,74,"Padraig Harrington",38,NA,84.167,30,49,"ProximitytoHolefromFringe",2016
67,74,"Chris Kirk",51,NA,94.417,33,27,"ProximitytoHolefromFringe",2016
67,32,"Anirban Lahiri",44,NA,81.667,29,93,"ProximitytoHolefromFringe",2016
67,89,"Danny Lee",53,NA,71.083,25,57,"ProximitytoHolefromFringe",2016
67,57,"David Lingmerth",54,NA,115.583,41,116,"ProximitytoHolefromFringe",2016
67,57,"Ryan Moore",40,NA,91.167,32,124,"ProximitytoHolefromFringe",2016
67,74,"Carl Pettersson",31,NA,139.917,49,119,"ProximitytoHolefromFringe",2016
67,32,"Scott Pinckney",53,NA,118.75,42,189,"ProximitytoHolefromFringe",2016
67,74,"Steve Stricker",25,NA,57.417,20,26,"ProximitytoHolefromFringe",2016
67,102,"Justin Thomas",53,NA,73.333,26,134,"ProximitytoHolefromFringe",2016
67,74,"Steve Wheatcroft",53,NA,140.167,49,75,"ProximitytoHolefromFringe",2016
83,102,"Ricky Barnes",57,NA,92.833,32,69,"ProximitytoHolefromFringe",2016
83,89,"Scott Brown",59,NA,127.333,44,108,"ProximitytoHolefromFringe",2016
83,89,"Kevin Chappell",49,NA,115.917,40,39,"ProximitytoHolefromFringe",2016
83,89,"KJ Choi",47,NA,112.583,39,16,"ProximitytoHolefromFringe",2016
83,57,"Ben Crane",48,NA,106.417,37,131,"ProximitytoHolefromFringe",2016
83,102,"Brendon de Jonge",55,NA,95.917,33,132,"ProximitytoHolefromFringe",2016
83,102,"James Hahn",45,NA,106.083,36,139,"ProximitytoHolefromFringe",2016
83,74,"David Hearn",55,NA,112.167,38,55,"ProximitytoHolefromFringe",2016
83,89,"Michael Kim",62,NA,131.5,45,91,"ProximitytoHolefromFringe",2016
83,89,"Brooks Koepka",39,NA,89.667,31,154,"ProximitytoHolefromFringe",2016
83,89,"Luke List",51,NA,124.083,42,48,"ProximitytoHolefromFringe",2016
83,57,"Ben Martin",48,NA,91.5,31,167,"ProximitytoHolefromFringe",2016
83,89,"Nick Taylor",57,NA,159.833,55,54,"ProximitytoHolefromFringe",2016
96,113,"Jonas Blixt",46,NA,110.75,37,81,"ProximitytoHolefromFringe",2016
96,125,"Justin Hicks",26,NA,72.75,24,207,"ProximitytoHolefromFringe",2016
96,102,"Billy Horschel",45,NA,107.75,36,172,"ProximitytoHolefromFringe",2016
96,102,"Billy Hurley III",22,NA,65.25,22,60,"ProximitytoHolefromFringe",2016
96,113,"Andrew Loupe",50,NA,121.333,40,193,"ProximitytoHolefromFringe",2016
96,113,"Vaughn Taylor",30,NA,86.083,29,178,"ProximitytoHolefromFringe",2016
96,50,"Harold Varner III",58,NA,133.917,45,133,"ProximitytoHolefromFringe",2016
96,74,"Johnson Wagner",44,NA,104.083,35,122,"ProximitytoHolefromFringe",2016
96,102,"Boo Weekley",53,NA,135.083,45,141,"ProximitytoHolefromFringe",2016
105,102,"Bronson Burgoon",53,NA,152.667,49,103,"ProximitytoHolefromFringe",2016
105,113,"Jon Curran",55,NA,123.917,40,38,"ProximitytoHolefromFringe",2016
105,132,"Harris English",51,NA,114.5,37,79,"ProximitytoHolefromFringe",2016
105,113,"Rhein Gibson",36,NA,101.167,33,165,"ProximitytoHolefromFringe",2016
105,102,"Charles Howell III",63,NA,180.667,59,21,"ProximitytoHolefromFringe",2016
105,113,"Peter Malnati",53,NA,120.833,39,53,"ProximitytoHolefromFringe",2016
105,89,"William McGirt",54,NA,110.833,36,50,"ProximitytoHolefromFringe",2016
105,125,"Geoff Ogilvy",37,NA,89.083,29,172,"ProximitytoHolefromFringe",2016
105,89,"Carlos Ortiz",47,NA,93.583,30,205,"ProximitytoHolefromFringe",2016
105,102,"Brendon Todd",43,NA,118.917,39,28,"ProximitytoHolefromFringe",2016
105,113,"Tyrone Van Aswegen",67,NA,154.75,50,97,"ProximitytoHolefromFringe",2016
105,113,"Gary Woodland",45,NA,132.25,43,151,"ProximitytoHolefromFringe",2016
117,89,"Blayne Barber",44,NA,108.583,34,157,"ProximitytoHolefromFringe",2016
117,125,"Zac Blair",56,NA,164.25,52,13,"ProximitytoHolefromFringe",2016
117,125,"Stewart Cink",45,NA,107.833,34,193,"ProximitytoHolefromFringe",2016
117,125,"Brice Garnett",29,NA,34.5,11,98,"ProximitytoHolefromFringe",2016
117,140,"Chesson Hadley",51,NA,146.75,46,150,"ProximitytoHolefromFringe",2016
117,113,"Sung Kang",51,NA,185.333,58,74,"ProximitytoHolefromFringe",2016
123,132,"Thomas Aiken",42,NA,84.083,26,79,"ProximitytoHolefromFringe",2016
123,132,"Charlie Beljan",26,NA,82.083,25,171,"ProximitytoHolefromFringe",2016
123,102,"Daniel Berger",52,NA,100.917,31,108,"ProximitytoHolefromFringe",2016
123,150,"Angel Cabrera",42,NA,134.667,41,168,"ProximitytoHolefromFringe",2016
123,74,"Jamie Donaldson",28,NA,77.5,24,64,"ProximitytoHolefromFringe",2016
123,89,"Emiliano Grillo",47,NA,83.833,26,187,"ProximitytoHolefromFringe",2016
123,113,"Jason Kokrak",52,NA,109.583,34,78,"ProximitytoHolefromFringe",2016
123,9,"DH Lee",35,NA,71.917,22,201,"ProximitytoHolefromFringe",2016
123,132,"Jamie Lovemark",57,NA,156.5,48,6,"ProximitytoHolefromFringe",2016
123,113,"Justin Rose",35,NA,71.917,22,77,"ProximitytoHolefromFringe",2016
123,113,"Camilo Villegas",50,NA,125.667,39,58,"ProximitytoHolefromFringe",2016
134,166,"Byeong Hun An",23,NA,33,10,148,"ProximitytoHolefromFringe",2016
134,140,"Abraham Ancer",26,NA,53.5,16,155,"ProximitytoHolefromFringe",2016
134,140,"Stuart Appleby",39,NA,126,38,24,"ProximitytoHolefromFringe",2016
134,125,"Jason Bohn",37,NA,64.083,19,115,"ProximitytoHolefromFringe",2016
134,140,"Chad Campbell",54,NA,143.167,43,52,"ProximitytoHolefromFringe",2016
134,132,"Erik Compton",45,NA,106.667,32,177,"ProximitytoHolefromFringe",2016
134,140,"Charley Hoffman",49,NA,165.5,50,83,"ProximitytoHolefromFringe",2016
134,150,"JB Holmes",39,NA,93.083,28,56,"ProximitytoHolefromFringe",2016
134,150,"Steve Marino",40,NA,94.333,28,188,"ProximitytoHolefromFringe",2016
134,140,"Troy Merritt",41,NA,112.667,34,101,"ProximitytoHolefromFringe",2016
134,140,"Dicky Pride",33,NA,80.833,24,70,"ProximitytoHolefromFringe",2016
134,125,"Vijay Singh",42,NA,171.5,52,138,"ProximitytoHolefromFringe",2016
146,150,"Branden Grace",31,NA,68.583,20,34,"ProximitytoHolefromFringe",2016
146,150,"Marc Leishman",41,NA,89.833,26,22,"ProximitytoHolefromFringe",2016
146,132,"Webb Simpson",34,NA,138.417,41,66,"ProximitytoHolefromFringe",2016
146,150,"Cameron Smith",45,NA,82.583,24,125,"ProximitytoHolefromFringe",2016
146,158,"Brendan Steele",48,NA,137.25,40,153,"ProximitytoHolefromFringe",2016
146,150,"Bubba Watson",30,NA,44,13,141,"ProximitytoHolefromFringe",2016
152,132,"Roberto Castro",55,NA,174.583,50,86,"ProximitytoHolefromFringe",2016
152,158,"Jason Dufner",53,NA,140.5,40,156,"ProximitytoHolefromFringe",2016
152,162,"Morgan Hoffmann",43,NA,90.333,26,114,"ProximitytoHolefromFringe",2016
152,140,"Hiroshi Iwata",51,NA,135,39,111,"ProximitytoHolefromFringe",2016
152,166,"Henrik Norlander",41,NA,116.583,33,73,"ProximitytoHolefromFringe",2016
157,162,"Matt Every",34,NA,95.917,27,199,"ProximitytoHolefromFringe",2016
157,166,"Tom Hoge",47,NA,125.583,35,41,"ProximitytoHolefromFringe",2016
157,162,"Justin Leonard",28,NA,100.667,28,18,"ProximitytoHolefromFringe",2016
157,179,"Will Ma Kenzie",54,NA,142.833,40,181,"ProximitytoHolefromFringe",2016
157,150,"George McNeill",33,NA,92.25,26,184,"ProximitytoHolefromFringe",2016
157,166,"Greg Owen",56,NA,157.583,44,202,"ProximitytoHolefromFringe",2016
157,140,"Scott Stallings",46,NA,118,33,136,"ProximitytoHolefromFringe",2016
157,179,"Brett Stegmaier",57,NA,131.917,37,127,"ProximitytoHolefromFringe",2016
157,162,"Daniel Summerhays",55,NA,148.917,42,90,"ProximitytoHolefromFringe",2016
157,179,"Cameron Tringale",47,NA,136.917,38,82,"ProximitytoHolefromFringe",2016
167,166,"Keegan Bradley",40,NA,80.667,22,186,"ProximitytoHolefromFringe",2016
167,190,"Jason Gore",51,NA,150.583,41,72,"ProximitytoHolefromFringe",2016
167,166,"Smylie Kaufman",57,NA,168.75,46,100,"ProximitytoHolefromFringe",2016
167,166,"Colt Knost",56,NA,123.833,34,17,"ProximitytoHolefromFringe",2016
167,179,"Scott Langley",41,NA,118.333,32,42,"ProximitytoHolefromFringe",2016
167,179,"Ian Poulter",37,NA,98.25,27,36,"ProximitytoHolefromFringe",2016
167,158,"Patrick Rodgers",49,NA,170.75,47,92,"ProximitytoHolefromFringe",2016
167,166,"Rory Sabbatini",40,NA,88.083,24,137,"ProximitytoHolefromFringe",2016
167,166,"Charl Schwartzel",29,NA,66.583,18,31,"ProximitytoHolefromFringe",2016
167,190,"Shawn Stefani",45,NA,161.25,44,143,"ProximitytoHolefromFringe",2016
167,166,"Hudson Swafford",52,NA,114.083,31,130,"ProximitytoHolefromFringe",2016
167,166,"Michael Thompson",46,NA,110.833,30,166,"ProximitytoHolefromFringe",2016
167,140,"Dawie van der Walt",48,NA,117.833,32,192,"ProximitytoHolefromFringe",2016
167,166,"Jimmy Walker",43,NA,110.417,30,135,"ProximitytoHolefromFringe",2016
181,179,"Robert Allenby",35,NA,94.25,25,200,"ProximitytoHolefromFringe",2016
181,179,"Jason Day",36,NA,79.167,21,60,"ProximitytoHolefromFringe",2016
181,190,"Adam Hadwin",53,NA,136.417,36,140,"ProximitytoHolefromFringe",2016
181,166,"JJ Henry",44,NA,201.167,54,191,"ProximitytoHolefromFringe",2016
181,179,"John Huh",51,NA,176.25,47,65,"ProximitytoHolefromFringe",2016
181,179,"Jerry Kelly",44,NA,105.167,28,2,"ProximitytoHolefromFringe",2016
181,190,"Hunter Mahan",43,NA,104.917,28,152,"ProximitytoHolefromFringe",2016
181,179,"Louis Oosthuizen",25,NA,33.833,9,203,"ProximitytoHolefromFringe",2016
189,158,"Derek Ernst",36,NA,91.75,24,63,"ProximitytoHolefromFringe",2016
189,198,"Martin Laird",46,NA,155.5,41,95,"ProximitytoHolefromFringe",2016
189,194,"Sean OHair",45,NA,137.667,36,25,"ProximitytoHolefromFringe",2016
189,132,"Ollie Schniederjans",23,NA,46.083,12,197,"ProximitytoHolefromFringe",2016
193,198,"DA Points",32,NA,54.667,14,113,"ProximitytoHolefromFringe",2016
193,194,"Kyle Stanley",57,NA,194.667,50,182,"ProximitytoHolefromFringe",2016
195,194,"Henrik Stenson",30,NA,67.667,17,162,"ProximitytoHolefromFringe",2016
196,74,"Davis Love III",40,NA,151.75,37,175,"ProximitytoHolefromFringe",2016
197,200,"Andres Gonzales",46,NA,66,16,172,"ProximitytoHolefromFringe",2016
197,194,"Jim Herman",55,NA,177.917,43,67,"ProximitytoHolefromFringe",2016
197,200,"Andrew Landry",24,NA,29.167,7,45,"ProximitytoHolefromFringe",2016
197,200,"Darron Stiles",28,NA,37.667,9,203,"ProximitytoHolefromFringe",2016
201,203,"Pat Perez",28,NA,81.667,19,180,"ProximitytoHolefromFringe",2016
202,204,"Zach Johnson",42,NA,131.667,30,107,"ProximitytoHolefromFringe",2016
202,204,"Lucas Lee",22,NA,74.75,17,86,"ProximitytoHolefromFringe",2016
204,206,"Russell Henley",42,NA,164.583,36,32,"ProximitytoHolefromFringe",2016
204,206,"Bryce Molder",50,NA,182.583,40,11,"ProximitytoHolefromFringe",2016
204,179,"Jhonattan Vegas",49,NA,161.333,35,96,"ProximitytoHolefromFringe",2016
207,208,"Bernd Wiesberger",23,NA,56.25,8,164,"ProximitytoHolefromFringe",2016
