"SandSavesfrom_RANKTHISWEEK_2010","SandSavesfrom_RANKLASTWEEK_2010","SandSavesfrom_PLAYERNAME_2010","SandSavesfrom_ROUNDS_2010","SandSavesfrom_Pct_2010","SandSavesfrom_OFSAVES_2010","SandSavesfrom_OFBUNKERS_2010","stat_name","year"
1,1,"Rich Barcelo",70,100,3,3,"SandSavesfrom",2010
1,1,"Justin Bolli",55,100,2,2,"SandSavesfrom",2010
1,1,"Chad Collins",87,100,4,4,"SandSavesfrom",2010
1,1,"Cliff Kresge",50,100,3,3,"SandSavesfrom",2010
1,1,"Justin Leonard",89,100,5,5,"SandSavesfrom",2010
1,1,"Garth Mulroy",53,100,3,3,"SandSavesfrom",2010
1,1,"Aron Price",70,100,4,4,"SandSavesfrom",2010
1,1,"Kevin Sutherland",86,100,4,4,"SandSavesfrom",2010
1,1,"Cameron Tringale",55,100,1,1,"SandSavesfrom",2010
1,1,"Jimmy Walker",82,100,3,3,"SandSavesfrom",2010
1,1,"Charlie Wi",95,100,7,7,"SandSavesfrom",2010
1,1,"Dean Wilson",54,100,3,3,"SandSavesfrom",2010
13,13,"Nathan Green",86,90,9,10,"SandSavesfrom",2010
13,13,"John Mallinger",78,90,9,10,"SandSavesfrom",2010
15,15,"Stephen Ames",75,88.89,8,9,"SandSavesfrom",2010
15,15,"Stuart Appleby",101,88.89,8,9,"SandSavesfrom",2010
15,15,"Trevor Immelman",55,88.89,8,9,"SandSavesfrom",2010
15,15,"Joe Ogilvie",99,88.89,8,9,"SandSavesfrom",2010
15,15,"Mike Weir",59,88.89,8,9,"SandSavesfrom",2010
20,20,"Retief Goosen",75,87.5,7,8,"SandSavesfrom",2010
20,20,"Marc Leishman",87,87.5,7,8,"SandSavesfrom",2010
20,20,"Bryce Molder",84,87.5,7,8,"SandSavesfrom",2010
23,23,"Lucas Glover",75,85.71,6,7,"SandSavesfrom",2010
23,23,"Sean OHair",84,85.71,6,7,"SandSavesfrom",2010
23,23,"Geoff Ogilvy",62,85.71,6,7,"SandSavesfrom",2010
23,23,"Ryan Palmer",84,85.71,6,7,"SandSavesfrom",2010
27,27,"Alex Cejka",81,83.33,5,6,"SandSavesfrom",2010
27,27,"Tim Clark",88,83.33,15,18,"SandSavesfrom",2010
27,27,"Mathias Gronberg",61,83.33,5,6,"SandSavesfrom",2010
27,27,"Brett Quigley",96,83.33,5,6,"SandSavesfrom",2010
31,31,"Bo Van Pelt",104,81.82,9,11,"SandSavesfrom",2010
32,32,"Chad Campbell",95,80,4,5,"SandSavesfrom",2010
32,32,"Chris DiMarco",88,80,4,5,"SandSavesfrom",2010
32,32,"Luke Donald",71,80,4,5,"SandSavesfrom",2010
32,32,"Brian Gay",101,80,8,10,"SandSavesfrom",2010
32,32,"Will Ma Kenzie",72,80,4,5,"SandSavesfrom",2010
32,32,"Chris Riley",73,80,4,5,"SandSavesfrom",2010
32,32,"Michael Sim",64,80,4,5,"SandSavesfrom",2010
32,32,"Steve Stricker",73,80,4,5,"SandSavesfrom",2010
40,40,"Freddie Jacobson",83,77.78,7,9,"SandSavesfrom",2010
40,40,"Jerry Kelly",99,77.78,7,9,"SandSavesfrom",2010
42,42,"JB Holmes",100,76.92,10,13,"SandSavesfrom",2010
43,43,"Briny Baird",87,75,6,8,"SandSavesfrom",2010
43,43,"Matt Bettencourt",91,75,9,12,"SandSavesfrom",2010
43,43,"Greg Chalmers",93,75,9,12,"SandSavesfrom",2010
