"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2016","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2016","GoingfortheGreenHitGreenPct_PLAYERNAME_2016","GoingfortheGreenHitGreenPct_ROUNDS_2016","GoingfortheGreenHitGreenPct_Pct_2016","GoingfortheGreenHitGreenPct_SUCCESSES_2016","GoingfortheGreenHitGreenPct_ATTEMPTS_2016","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2016","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2016","stat_name","year"
86,77,"Zac Blair",56,20.34,12,59,-11,NA,"GoingfortheGreenHitGreenPct",2016
87,95,"John Senden",48,20.27,15,74,-16,NA,"GoingfortheGreenHitGreenPct",2016
88,84,"Kevin Chappell",49,20.22,18,89,-20,NA,"GoingfortheGreenHitGreenPct",2016
89,77,"Daniel Summerhays",55,20.2,20,99,-23,NA,"GoingfortheGreenHitGreenPct",2016
90,94,"Smylie Kaufman",57,20.18,23,114,-23,NA,"GoingfortheGreenHitGreenPct",2016
91,163,"Robert Allenby",35,20,6,30,-3,NA,"GoingfortheGreenHitGreenPct",2016
92,77,"Mark Hubbard",73,19.82,22,111,-24,NA,"GoingfortheGreenHitGreenPct",2016
93,101,"Robert Garrigus",34,19.67,12,61,-10,NA,"GoingfortheGreenHitGreenPct",2016
94,109,"Luke List",51,19.64,22,112,-20,NA,"GoingfortheGreenHitGreenPct",2016
95,77,"Colt Knost",56,19.57,9,46,-10,NA,"GoingfortheGreenHitGreenPct",2016
96,99,"Justin Rose",35,19.54,17,87,-20,NA,"GoingfortheGreenHitGreenPct",2016
97,103,"Russell Henley",42,19.44,14,72,-14,NA,"GoingfortheGreenHitGreenPct",2016
97,103,"Carl Pettersson",31,19.44,7,36,-8,NA,"GoingfortheGreenHitGreenPct",2016
97,103,"Andy Sullivan",25,19.44,7,36,-7,NA,"GoingfortheGreenHitGreenPct",2016
100,106,"Jason Dufner",53,19.4,13,67,-13,NA,"GoingfortheGreenHitGreenPct",2016
101,107,"Freddie Jacobson",54,19.35,12,62,-13,NA,"GoingfortheGreenHitGreenPct",2016
102,109,"Miguel Angel Carballo",24,19.23,5,26,-6,NA,"GoingfortheGreenHitGreenPct",2016
103,82,"JB Holmes",39,19.15,18,94,-11,NA,"GoingfortheGreenHitGreenPct",2016
104,114,"Martin Laird",46,19.05,16,84,-15,NA,"GoingfortheGreenHitGreenPct",2016
104,112,"Steve Stricker",25,19.05,4,21,-5,NA,"GoingfortheGreenHitGreenPct",2016
106,113,"Brooks Koepka",39,18.99,15,79,-15,NA,"GoingfortheGreenHitGreenPct",2016
107,95,"Peter Malnati",53,18.97,11,58,-10,NA,"GoingfortheGreenHitGreenPct",2016
107,118,"Kevin Streelman",46,18.97,11,58,-11,NA,"GoingfortheGreenHitGreenPct",2016
109,114,"Chris Kirk",51,18.92,14,74,-10,NA,"GoingfortheGreenHitGreenPct",2016
109,138,"Mark Wilson",42,18.92,7,37,-9,NA,"GoingfortheGreenHitGreenPct",2016
111,77,"Graham DeLaet",50,18.75,18,96,-18,NA,"GoingfortheGreenHitGreenPct",2016
112,93,"Ricky Barnes",57,18.42,14,76,-12,NA,"GoingfortheGreenHitGreenPct",2016
112,126,"Phil Mickelson",37,18.42,14,76,-16,NA,"GoingfortheGreenHitGreenPct",2016
114,122,"Chez Reavie",56,18.39,16,87,-17,NA,"GoingfortheGreenHitGreenPct",2016
115,91,"Jhonattan Vegas",49,18.35,20,109,-24,NA,"GoingfortheGreenHitGreenPct",2016
116,118,"Steven Bowditch",40,18.33,11,60,-10,NA,"GoingfortheGreenHitGreenPct",2016
117,120,"Will Wilcox",47,18.29,15,82,-15,NA,"GoingfortheGreenHitGreenPct",2016
118,98,"Jim Herman",55,18.18,14,77,-12,NA,"GoingfortheGreenHitGreenPct",2016
118,100,"Hiroshi Iwata",51,18.18,12,66,-13,NA,"GoingfortheGreenHitGreenPct",2016
118,73,"Dawie van der Walt",48,18.18,12,66,-13,NA,"GoingfortheGreenHitGreenPct",2016
121,109,"Alex Cejka",47,18.03,11,61,-10,NA,"GoingfortheGreenHitGreenPct",2016
122,90,"William McGirt",54,17.89,17,95,-17,NA,"GoingfortheGreenHitGreenPct",2016
123,129,"Steve Marino",40,17.65,9,51,-9,NA,"GoingfortheGreenHitGreenPct",2016
124,152,"Steve Wheatcroft",53,17.5,14,80,-11,NA,"GoingfortheGreenHitGreenPct",2016
125,117,"Andrew Loupe",50,17.46,22,126,-23,NA,"GoingfortheGreenHitGreenPct",2016
125,123,"Shawn Stefani",45,17.46,11,63,-12,NA,"GoingfortheGreenHitGreenPct",2016
127,138,"JJ Henry",44,17.39,12,69,-11,NA,"GoingfortheGreenHitGreenPct",2016
128,135,"Jonas Blixt",46,17.33,13,75,-14,NA,"GoingfortheGreenHitGreenPct",2016
129,88,"Scott Stallings",46,17.24,15,87,-16,NA,"GoingfortheGreenHitGreenPct",2016
130,124,"Sean OHair",45,17.2,16,93,-17,NA,"GoingfortheGreenHitGreenPct",2016
131,116,"Brendon de Jonge",55,17.14,12,70,-14,NA,"GoingfortheGreenHitGreenPct",2016
131,124,"Matt Jones",45,17.14,12,70,-12,NA,"GoingfortheGreenHitGreenPct",2016
131,135,"Jerry Kelly",44,17.14,6,35,-7,NA,"GoingfortheGreenHitGreenPct",2016
131,154,"DH Lee",35,17.14,6,35,-7,NA,"GoingfortheGreenHitGreenPct",2016
135,155,"Michael Kim",62,16.87,14,83,-13,NA,"GoingfortheGreenHitGreenPct",2016
136,138,"Branden Grace",31,16.67,6,36,-6,NA,"GoingfortheGreenHitGreenPct",2016
136,138,"Luke Guthrie",31,16.67,7,42,-8,NA,"GoingfortheGreenHitGreenPct",2016
136,138,"Troy Merritt",41,16.67,11,66,-11,NA,"GoingfortheGreenHitGreenPct",2016
136,156,"DA Points",32,16.67,5,30,-3,NA,"GoingfortheGreenHitGreenPct",2016
140,130,"Spencer Levin",62,16.44,12,73,-14,NA,"GoingfortheGreenHitGreenPct",2016
141,144,"Kevin Na",52,16.39,10,61,-10,NA,"GoingfortheGreenHitGreenPct",2016
142,145,"Bryce Molder",50,16.36,9,55,-8,NA,"GoingfortheGreenHitGreenPct",2016
143,134,"Carlos Ortiz",47,16.25,13,80,-15,NA,"GoingfortheGreenHitGreenPct",2016
144,127,"Henrik Norlander",41,16,8,50,-8,NA,"GoingfortheGreenHitGreenPct",2016
145,138,"Davis Love III",40,15.87,10,63,-10,NA,"GoingfortheGreenHitGreenPct",2016
146,133,"Chesson Hadley",51,15.79,12,76,-10,NA,"GoingfortheGreenHitGreenPct",2016
146,150,"Louis Oosthuizen",25,15.79,3,19,-3,NA,"GoingfortheGreenHitGreenPct",2016
148,153,"Brandt Snedeker",47,15.66,13,83,-12,NA,"GoingfortheGreenHitGreenPct",2016
149,156,"John Huh",51,15.38,12,78,-8,NA,"GoingfortheGreenHitGreenPct",2016
150,131,"Jeff Overton",51,15.29,13,85,-13,NA,"GoingfortheGreenHitGreenPct",2016
151,120,"Martin Piller",37,15.22,7,46,-6,NA,"GoingfortheGreenHitGreenPct",2016
152,128,"Johnson Wagner",44,15.15,10,66,-12,NA,"GoingfortheGreenHitGreenPct",2016
153,149,"Jason Gore",51,15.09,8,53,-10,NA,"GoingfortheGreenHitGreenPct",2016
153,146,"Geoff Ogilvy",37,15.09,8,53,-7,NA,"GoingfortheGreenHitGreenPct",2016
155,147,"Rob Oppenheim",37,15,6,40,-6,NA,"GoingfortheGreenHitGreenPct",2016
156,160,"Brendon Todd",43,14.89,7,47,-9,NA,"GoingfortheGreenHitGreenPct",2016
157,163,"DJ Trahan",23,14.81,4,27,-4,NA,"GoingfortheGreenHitGreenPct",2016
158,148,"Tyler Aldridge",53,14.75,9,61,-9,NA,"GoingfortheGreenHitGreenPct",2016
158,165,"Rory Sabbatini",40,14.75,9,61,-9,NA,"GoingfortheGreenHitGreenPct",2016
160,166,"Charlie Beljan",26,14.71,5,34,-4,NA,"GoingfortheGreenHitGreenPct",2016
161,168,"Wes Roach",33,14.63,6,41,-7,NA,"GoingfortheGreenHitGreenPct",2016
162,137,"Kyle Reifers",63,14.61,13,89,-11,NA,"GoingfortheGreenHitGreenPct",2016
163,170,"Rhein Gibson",36,14.04,8,57,-9,NA,"GoingfortheGreenHitGreenPct",2016
164,167,"Derek Fathauer",58,13.92,11,79,-11,NA,"GoingfortheGreenHitGreenPct",2016
165,175,"Billy Hurley III",22,13.64,3,22,-3,NA,"GoingfortheGreenHitGreenPct",2016
165,150,"David Toms",38,13.64,3,22,-3,NA,"GoingfortheGreenHitGreenPct",2016
167,169,"Anirban Lahiri",44,13.43,9,67,-9,NA,"GoingfortheGreenHitGreenPct",2016
167,161,"Cameron Tringale",47,13.43,9,67,-12,NA,"GoingfortheGreenHitGreenPct",2016
169,173,"Ben Crane",48,13.21,7,53,-7,NA,"GoingfortheGreenHitGreenPct",2016
170,170,"Will Ma Kenzie",54,13.11,8,61,-7,NA,"GoingfortheGreenHitGreenPct",2016
171,176,"Roberto Castro",55,13.04,12,92,-12,NA,"GoingfortheGreenHitGreenPct",2016
172,180,"Adam Hadwin",53,12.96,14,108,-14,NA,"GoingfortheGreenHitGreenPct",2016
173,174,"Whee Kim",54,12.94,11,85,-8,NA,"GoingfortheGreenHitGreenPct",2016
174,156,"Kelly Kraft",35,12.9,4,31,-5,NA,"GoingfortheGreenHitGreenPct",2016
175,170,"Tom Hoge",47,12.86,9,70,-8,NA,"GoingfortheGreenHitGreenPct",2016
176,162,"Retief Goosen",37,12.5,7,56,-7,NA,"GoingfortheGreenHitGreenPct",2016
177,178,"Ernie Els",34,12.31,8,65,-9,NA,"GoingfortheGreenHitGreenPct",2016
178,179,"Charley Hoffman",49,12.2,10,82,-13,NA,"GoingfortheGreenHitGreenPct",2016
179,180,"Pat Perez",28,12.12,4,33,-4,NA,"GoingfortheGreenHitGreenPct",2016
180,184,"Shane Bertsch",30,12,3,25,-4,NA,"GoingfortheGreenHitGreenPct",2016
180,184,"Brice Garnett",29,12,3,25,-2,NA,"GoingfortheGreenHitGreenPct",2016
182,156,"Vaughn Taylor",30,11.76,4,34,-4,NA,"GoingfortheGreenHitGreenPct",2016
183,177,"Vijay Singh",42,11.69,9,77,-11,NA,"GoingfortheGreenHitGreenPct",2016
184,188,"Matt Every",34,11.67,7,60,-6,NA,"GoingfortheGreenHitGreenPct",2016
185,186,"Jason Bohn",37,11.11,6,54,-4,NA,"GoingfortheGreenHitGreenPct",2016
185,183,"Andres Gonzales",46,11.11,7,63,-7,NA,"GoingfortheGreenHitGreenPct",2016
185,191,"Chris Stroud",52,11.11,9,81,-12,NA,"GoingfortheGreenHitGreenPct",2016
188,194,"Stuart Appleby",39,10.87,5,46,-5,NA,"GoingfortheGreenHitGreenPct",2016
189,180,"Jamie Donaldson",28,10.53,4,38,-5,NA,"GoingfortheGreenHitGreenPct",2016
189,190,"Ken Duke",26,10.53,2,19,-2,NA,"GoingfortheGreenHitGreenPct",2016
189,202,"Brian Stuard",24,10.53,2,19,-2,NA,"GoingfortheGreenHitGreenPct",2016
192,188,"Chad Collins",45,10.17,6,59,-6,NA,"GoingfortheGreenHitGreenPct",2016
193,191,"Bernd Wiesberger",23,10,2,20,-3,NA,"GoingfortheGreenHitGreenPct",2016
194,195,"Aaron Baddeley",51,9.72,7,72,-7,NA,"GoingfortheGreenHitGreenPct",2016
195,196,"Andrew Landry",24,9.52,2,21,-3,NA,"GoingfortheGreenHitGreenPct",2016
195,187,"Scott Langley",41,9.52,6,63,-7,NA,"GoingfortheGreenHitGreenPct",2016
195,197,"Ian Poulter",37,9.52,4,42,-5,NA,"GoingfortheGreenHitGreenPct",2016
198,191,"Ryan Moore",40,9.3,4,43,-3,NA,"GoingfortheGreenHitGreenPct",2016
199,199,"Andres Romero",22,8.57,3,35,-3,NA,"GoingfortheGreenHitGreenPct",2016
200,200,"Dicky Pride",33,8,2,25,-2,NA,"GoingfortheGreenHitGreenPct",2016
201,198,"Hunter Mahan",43,7.46,5,67,-7,NA,"GoingfortheGreenHitGreenPct",2016
202,201,"Matthew Fitzpatrick",23,7.41,2,27,-2,NA,"GoingfortheGreenHitGreenPct",2016
203,205,"Derek Ernst",36,6.12,3,49,-4,NA,"GoingfortheGreenHitGreenPct",2016
204,206,"Abraham Ancer",26,5,1,20,-1,NA,"GoingfortheGreenHitGreenPct",2016
205,203,"George McNeill",33,4.76,2,42,-1,NA,"GoingfortheGreenHitGreenPct",2016
206,207,"Brian Gay",22,0,NA,11,0,NA,"GoingfortheGreenHitGreenPct",2016
206,207,"Lucas Lee",22,0,NA,20,0,NA,"GoingfortheGreenHitGreenPct",2016
