"OnePuttPercentageRound4_RANKTHISWEEK_2016","OnePuttPercentageRound4_RANKLASTWEEK_2016","OnePuttPercentageRound4_PLAYERNAME_2016","OnePuttPercentageRound4__2016","OnePuttPercentageRound4_Pct_2016","OnePuttPercentageRound4_OF1PUTTS_2016","OnePuttPercentageRound4_OFHOLES_2016","stat_name","year"
1,1,"Brendon Todd",NA,58.33,21,36,"OnePuttPercentageRound4",2016
2,2,"Carl Pettersson",NA,55.56,30,54,"OnePuttPercentageRound4",2016
3,3,"Brian Stuard",NA,51.85,28,54,"OnePuttPercentageRound4",2016
4,5,"Seung Yul Noh",NA,51.23,83,162,"OnePuttPercentageRound4",2016
5,6,"Rory Sabbatini",NA,51.11,46,90,"OnePuttPercentageRound4",2016
6,7,"Stuart Appleby",NA,50,54,108,"OnePuttPercentageRound4",2016
6,7,"Jamie Donaldson",NA,50,45,90,"OnePuttPercentageRound4",2016
8,9,"Peter Malnati",NA,49.07,53,108,"OnePuttPercentageRound4",2016
9,3,"Vaughn Taylor",NA,48.61,35,72,"OnePuttPercentageRound4",2016
10,10,"JB Holmes",NA,48.15,78,162,"OnePuttPercentageRound4",2016
11,18,"Phil Mickelson",NA,47.62,60,126,"OnePuttPercentageRound4",2016
11,11,"Jordan Spieth",NA,47.62,60,126,"OnePuttPercentageRound4",2016
13,12,"Brandt Snedeker",NA,46.91,76,162,"OnePuttPercentageRound4",2016
13,14,"Steve Wheatcroft",NA,46.91,76,162,"OnePuttPercentageRound4",2016
15,13,"Zac Blair",NA,46.67,84,180,"OnePuttPercentageRound4",2016
15,23,"Lucas Glover",NA,46.67,84,180,"OnePuttPercentageRound4",2016
17,36,"Alex Cejka",NA,46.3,75,162,"OnePuttPercentageRound4",2016
17,15,"Branden Grace",NA,46.3,50,108,"OnePuttPercentageRound4",2016
17,15,"Steve Stricker",NA,46.3,25,54,"OnePuttPercentageRound4",2016
20,26,"Hunter Mahan",NA,46.03,58,126,"OnePuttPercentageRound4",2016
21,17,"Bryce Molder",NA,45.83,66,144,"OnePuttPercentageRound4",2016
21,39,"Tim Wilkinson",NA,45.83,66,144,"OnePuttPercentageRound4",2016
23,44,"David Lingmerth",NA,45.45,90,198,"OnePuttPercentageRound4",2016
24,20,"Henrik Stenson",NA,45.24,57,126,"OnePuttPercentageRound4",2016
24,18,"Chris Stroud",NA,45.24,57,126,"OnePuttPercentageRound4",2016
26,20,"Tom Hoge",NA,45.14,65,144,"OnePuttPercentageRound4",2016
26,22,"Cameron Smith",NA,45.14,65,144,"OnePuttPercentageRound4",2016
28,24,"Aaron Baddeley",NA,45,81,180,"OnePuttPercentageRound4",2016
29,26,"Brian Harman",NA,44.91,97,216,"OnePuttPercentageRound4",2016
29,25,"Chez Reavie",NA,44.91,97,216,"OnePuttPercentageRound4",2016
31,26,"Mark Hubbard",NA,44.79,129,288,"OnePuttPercentageRound4",2016
32,26,"Jason Bohn",NA,44.44,56,126,"OnePuttPercentageRound4",2016
32,26,"Steven Bowditch",NA,44.44,40,90,"OnePuttPercentageRound4",2016
32,26,"Brian Gay",NA,44.44,16,36,"OnePuttPercentageRound4",2016
32,26,"Marc Leishman",NA,44.44,56,126,"OnePuttPercentageRound4",2016
32,26,"Ryan Moore",NA,44.44,56,126,"OnePuttPercentageRound4",2016
32,26,"Webb Simpson",NA,44.44,56,126,"OnePuttPercentageRound4",2016
38,51,"Daniel Summerhays",NA,43.98,95,216,"OnePuttPercentageRound4",2016
39,35,"Freddie Jacobson",NA,43.89,79,180,"OnePuttPercentageRound4",2016
40,36,"Ben Crane",NA,43.75,63,144,"OnePuttPercentageRound4",2016
40,36,"Jon Curran",NA,43.75,63,144,"OnePuttPercentageRound4",2016
40,59,"Ian Poulter",NA,43.75,63,144,"OnePuttPercentageRound4",2016
43,41,"Russell Henley",NA,43.52,47,108,"OnePuttPercentageRound4",2016
43,41,"Morgan Hoffmann",NA,43.52,47,108,"OnePuttPercentageRound4",2016
45,43,"Ryan Palmer",NA,43.43,86,198,"OnePuttPercentageRound4",2016
46,44,"Troy Merritt",NA,43.33,39,90,"OnePuttPercentageRound4",2016
47,48,"Matthew Fitzpatrick",NA,43.06,31,72,"OnePuttPercentageRound4",2016
47,48,"Brice Garnett",NA,43.06,31,72,"OnePuttPercentageRound4",2016
49,44,"Patton Kizzire",NA,42.93,85,198,"OnePuttPercentageRound4",2016
50,65,"Martin Laird",NA,42.78,77,180,"OnePuttPercentageRound4",2016
51,53,"Billy Hurley III",NA,42.59,23,54,"OnePuttPercentageRound4",2016
51,53,"Hiroshi Iwata",NA,42.59,46,108,"OnePuttPercentageRound4",2016
51,44,"Scott Stallings",NA,42.59,46,108,"OnePuttPercentageRound4",2016
51,53,"Hudson Swafford",NA,42.59,69,162,"OnePuttPercentageRound4",2016
55,57,"Tyler Aldridge",NA,42.36,61,144,"OnePuttPercentageRound4",2016
55,57,"Chris Kirk",NA,42.36,61,144,"OnePuttPercentageRound4",2016
57,48,"Sean OHair",NA,41.98,68,162,"OnePuttPercentageRound4",2016
58,60,"Jason Dufner",NA,41.92,83,198,"OnePuttPercentageRound4",2016
59,61,"Kelly Kraft",NA,41.67,30,72,"OnePuttPercentageRound4",2016
59,52,"Anirban Lahiri",NA,41.67,60,144,"OnePuttPercentageRound4",2016
59,61,"Wes Roach",NA,41.67,30,72,"OnePuttPercentageRound4",2016
59,61,"Michael Thompson",NA,41.67,60,144,"OnePuttPercentageRound4",2016
63,64,"Kevin Na",NA,41.41,82,198,"OnePuttPercentageRound4",2016
64,93,"Andrew Loupe",NA,41.36,67,162,"OnePuttPercentageRound4",2016
65,71,"Colt Knost",NA,41.2,89,216,"OnePuttPercentageRound4",2016
66,68,"Sung Kang",NA,40.97,59,144,"OnePuttPercentageRound4",2016
66,68,"Luke List",NA,40.97,59,144,"OnePuttPercentageRound4",2016
66,39,"Dawie van der Walt",NA,40.97,59,144,"OnePuttPercentageRound4",2016
66,89,"Camilo Villegas",NA,40.97,59,144,"OnePuttPercentageRound4",2016
70,66,"William McGirt",NA,40.91,81,198,"OnePuttPercentageRound4",2016
71,72,"Jonas Blixt",NA,40.74,44,108,"OnePuttPercentageRound4",2016
71,72,"Jason Day",NA,40.74,44,108,"OnePuttPercentageRound4",2016
71,72,"Russell Knox",NA,40.74,66,162,"OnePuttPercentageRound4",2016
71,72,"Dicky Pride",NA,40.74,22,54,"OnePuttPercentageRound4",2016
71,72,"Andres Romero",NA,40.74,22,54,"OnePuttPercentageRound4",2016
