"ProximitytoHolefromFringe_RANKTHISWEEK_2012","ProximitytoHolefromFringe_RANKLASTWEEK_2012","ProximitytoHolefromFringe_PLAYERNAME_2012","ProximitytoHolefromFringe_ROUNDS_2012","ProximitytoHolefromFringe_AVGDTP_2012","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2012","ProximitytoHolefromFringe_OFSHOTS_2012","ProximitytoHolefromFringe_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Rod Pampling",88,NA,102.667,48,98,"ProximitytoHolefromFringe",2012
2,2,"Matt Every",80,NA,113.75,51,67,"ProximitytoHolefromFringe",2012
3,3,"Bill Haas",79,NA,121.583,52,27,"ProximitytoHolefromFringe",2012
3,3,"Adam Scott",59,NA,82.583,36,128,"ProximitytoHolefromFringe",2012
5,5,"Brian Gay",91,NA,207.833,86,1,"ProximitytoHolefromFringe",2012
5,5,"Charley Hoffman",88,NA,164,69,181,"ProximitytoHolefromFringe",2012
5,5,"Geoff Ogilvy",73,NA,131.083,54,6,"ProximitytoHolefromFringe",2012
5,5,"Charlie Wi",86,NA,155.083,64,45,"ProximitytoHolefromFringe",2012
9,9,"Chris Couch",61,NA,171.25,69,72,"ProximitytoHolefromFringe",2012
9,9,"Martin Flores",95,NA,201.917,80,47,"ProximitytoHolefromFringe",2012
9,9,"John Mallinger",74,NA,163,65,53,"ProximitytoHolefromFringe",2012
9,9,"Louis Oosthuizen",65,NA,114.083,45,137,"ProximitytoHolefromFringe",2012
9,9,"Tom Pernice Jr",62,NA,152.667,62,117,"ProximitytoHolefromFringe",2012
14,14,"Greg Chalmers",88,NA,164.667,63,11,"ProximitytoHolefromFringe",2012
14,14,"Stewart Cink",71,NA,168.583,65,169,"ProximitytoHolefromFringe",2012
14,14,"Sergio Garcia",57,NA,99.333,39,69,"ProximitytoHolefromFringe",2012
14,14,"Brian Harman",101,NA,238.75,93,49,"ProximitytoHolefromFringe",2012
14,14,"Marc Leishman",84,NA,172.583,67,74,"ProximitytoHolefromFringe",2012
14,14,"Webb Simpson",77,NA,186.25,72,56,"ProximitytoHolefromFringe",2012
20,20,"Jonathan Byrd",69,NA,152.333,58,56,"ProximitytoHolefromFringe",2012
20,20,"Daniel Chopra",55,NA,83.083,31,165,"ProximitytoHolefromFringe",2012
20,20,"Ben Curtis",62,NA,113,43,66,"ProximitytoHolefromFringe",2012
20,20,"Luke Donald",63,NA,101.25,38,5,"ProximitytoHolefromFringe",2012
20,20,"Jim Furyk",85,NA,186.333,69,3,"ProximitytoHolefromFringe",2012
20,20,"Jerry Kelly",84,NA,201.083,76,41,"ProximitytoHolefromFringe",2012
