"Approaches_RANKTHISWEEK_2015","Approaches_RANKLASTWEEK_2015","Approaches_PLAYERNAME_2015","Approaches_ROUNDS_2015","Approaches_AVGRTP_2015","stat_name","year"
79,79,"Carlos Ortiz",100,0.176,"Approaches",2015
81,81,"Tom Hoge",83,0.179,"Approaches",2015
81,81,"David Lingmerth",90,0.179,"Approaches",2015
81,81,"Hideki Matsuyama",95,0.179,"Approaches",2015
81,81,"Jeff Overton",94,0.179,"Approaches",2015
81,81,"Michael Putnam",87,0.179,"Approaches",2015
81,81,"Brandt Snedeker",98,0.179,"Approaches",2015
87,87,"Bryce Molder",91,0.182,"Approaches",2015
87,87,"Camilo Villegas",83,0.182,"Approaches",2015
89,89,"Zac Blair",108,0.185,"Approaches",2015
89,89,"Vijay Singh",78,0.185,"Approaches",2015
91,91,"Max Homa",78,0.188,"Approaches",2015
92,92,"Phil Mickelson",70,0.189,"Approaches",2015
93,93,"Keegan Bradley",87,0.19,"Approaches",2015
93,93,"Lee Westwood",56,0.19,"Approaches",2015
95,95,"Chad Campbell",97,0.2,"Approaches",2015
95,95,"SJ Park",79,0.2,"Approaches",2015
95,95,"Will Wilcox",58,0.2,"Approaches",2015
98,98,"Billy Hurley III",83,0.207,"Approaches",2015
98,98,"Patrick Rodgers",57,0.207,"Approaches",2015
100,100,"Steven Bowditch",103,0.208,"Approaches",2015
100,100,"Webb Simpson",81,0.208,"Approaches",2015
102,102,"Jim Herman",88,0.211,"Approaches",2015
102,102,"Charley Hoffman",97,0.211,"Approaches",2015
102,102,"Nick Watney",91,0.211,"Approaches",2015
105,105,"Jamie Donaldson",50,0.214,"Approaches",2015
106,106,"Whee Kim",71,0.217,"Approaches",2015
107,107,"Jonathan Randolph",72,0.222,"Approaches",2015
108,108,"Mark Hubbard",79,0.227,"Approaches",2015
109,109,"Bill Lunde",50,0.231,"Approaches",2015
109,109,"Hunter Mahan",88,0.231,"Approaches",2015
109,109,"Rory Sabbatini",81,0.231,"Approaches",2015
112,112,"James Hahn",94,0.233,"Approaches",2015
113,113,"Carl Pettersson",106,0.234,"Approaches",2015
113,113,"Justin Thomas",106,0.234,"Approaches",2015
115,115,"Ernie Els",57,0.238,"Approaches",2015
115,115,"Oscar Fraustro",58,0.238,"Approaches",2015
115,115,"Jason Gore",76,0.238,"Approaches",2015
118,118,"Matt Jones",89,0.24,"Approaches",2015
118,118,"Spencer Levin",99,0.24,"Approaches",2015
118,118,"Kevin Na",98,0.24,"Approaches",2015
121,121,"Paul Casey",87,0.25,"Approaches",2015
121,121,"Brice Garnett",81,0.25,"Approaches",2015
123,123,"Blayne Barber",76,0.257,"Approaches",2015
124,124,"Retief Goosen",81,0.261,"Approaches",2015
125,125,"Derek Ernst",75,0.263,"Approaches",2015
126,126,"Martin Laird",77,0.265,"Approaches",2015
127,127,"Bo Van Pelt",81,0.267,"Approaches",2015
127,127,"Steve Wheatcroft",87,0.267,"Approaches",2015
129,129,"Erik Compton",86,0.269,"Approaches",2015
130,130,"Stewart Cink",77,0.273,"Approaches",2015
130,130,"Derek Fathauer",81,0.273,"Approaches",2015
132,132,"Cameron Tringale",96,0.276,"Approaches",2015
133,133,"Ian Poulter",68,0.278,"Approaches",2015
134,134,"Matt Every",73,0.28,"Approaches",2015
135,135,"Roberto Castro",54,0.286,"Approaches",2015
135,135,"JB Holmes",89,0.286,"Approaches",2015
135,135,"Ryo Ishikawa",90,0.286,"Approaches",2015
135,135,"Geoff Ogilvy",50,0.286,"Approaches",2015
139,139,"Billy Horschel",99,0.29,"Approaches",2015
140,140,"Brian Harman",90,0.293,"Approaches",2015
141,141,"Scott Stallings",60,0.294,"Approaches",2015
142,142,"Jim Renner",68,0.296,"Approaches",2015
143,143,"Johnson Wagner",68,0.3,"Approaches",2015
144,144,"Angel Cabrera",53,0.308,"Approaches",2015
144,144,"KJ Choi",66,0.308,"Approaches",2015
144,144,"Jim Furyk",71,0.308,"Approaches",2015
147,147,"Ben Martin",93,0.31,"Approaches",2015
148,148,"Alex Cejka",94,0.313,"Approaches",2015
148,148,"Colt Knost",90,0.313,"Approaches",2015
150,150,"Scott Piercy",90,0.314,"Approaches",2015
151,151,"Mark Wilson",89,0.321,"Approaches",2015
152,152,"Graham DeLaet",65,0.333,"Approaches",2015
152,152,"Gonzalo Fdez Castano",81,0.333,"Approaches",2015
152,152,"Sergio Garcia",59,0.333,"Approaches",2015
152,152,"Pat Perez",96,0.333,"Approaches",2015
156,156,"Andres Gonzales",90,0.343,"Approaches",2015
157,157,"Ricky Barnes",82,0.35,"Approaches",2015
158,158,"Harris English",105,0.353,"Approaches",2015
159,159,"Charles Howell III",105,0.357,"Approaches",2015
160,160,"Chris Stroud",84,0.36,"Approaches",2015
161,161,"Adam Scott",51,0.368,"Approaches",2015
162,162,"Jonas Blixt",78,0.375,"Approaches",2015
162,162,"John Huh",102,0.375,"Approaches",2015
164,164,"Michael Thompson",83,0.379,"Approaches",2015
165,165,"Justin Leonard",61,0.385,"Approaches",2015
166,166,"Kevin Kisner",104,0.41,"Approaches",2015
167,167,"Alex Prugh",84,0.417,"Approaches",2015
167,167,"Roger Sloan",56,0.417,"Approaches",2015
169,169,"Shawn Stefani",94,0.432,"Approaches",2015
170,170,"Brian Stuard",97,0.44,"Approaches",2015
170,170,"Andrew Svoboda",80,0.44,"Approaches",2015
172,172,"Troy Merritt",91,0.444,"Approaches",2015
173,173,"Fabian Gomez",83,0.455,"Approaches",2015
174,174,"Jon Curran",83,0.458,"Approaches",2015
174,174,"Padraig Harrington",60,0.458,"Approaches",2015
174,174,"Andrew Putnam",68,0.458,"Approaches",2015
177,177,"Jason Bohn",95,0.464,"Approaches",2015
178,178,"Heath Slocum",57,0.467,"Approaches",2015
179,179,"Justin Rose",69,0.471,"Approaches",2015
179,179,"Sam Saunders",83,0.471,"Approaches",2015
181,181,"Nicholas Thompson",90,0.483,"Approaches",2015
182,182,"Robert Allenby",63,0.583,"Approaches",2015
183,183,"Lucas Glover",79,0.611,"Approaches",2015
184,184,"Steven Alker",62,0.636,"Approaches",2015
