"DrivingPct280300Measured_RANKTHISWEEK_2012","DrivingPct280300Measured_RANKLASTWEEK_2012","DrivingPct280300Measured_PLAYERNAME_2012","DrivingPct280300Measured_ROUNDS_2012","DrivingPct280300Measured_Pct_2012","DrivingPct280300Measured_TOTALDRIVESFOR280300_2012","DrivingPct280300Measured_TOTALDRVSOVERALL_2012","DrivingPct280300Measured_RELATIVETOPAR_2012","stat_name","year"
1,1,"Ryan Moore",89,50.57,88,174,-0.2,"DrivingPct280300Measured",2012
2,2,"Kyle Thompson",51,50,45,90,-0.11,"DrivingPct280300Measured",2012
2,2,"Cameron Tringale",88,50,84,168,-0.14,"DrivingPct280300Measured",2012
2,2,"Lee Westwood",60,50,40,80,0.03,"DrivingPct280300Measured",2012
5,5,"Andres Romero",68,49.11,55,112,-0.02,"DrivingPct280300Measured",2012
6,6,"Pat Perez",81,48,72,150,-0.26,"DrivingPct280300Measured",2012
7,7,"Jonathan Byrd",69,47.32,53,112,-0.21,"DrivingPct280300Measured",2012
8,8,"Marco Dawson",60,47.22,51,108,-0.08,"DrivingPct280300Measured",2012
9,9,"Jonas Blixt",72,47.14,66,140,-0.08,"DrivingPct280300Measured",2012
10,10,"Ben Crane",73,46.97,62,132,-0.27,"DrivingPct280300Measured",2012
10,10,"Brian Harman",101,46.97,93,198,-0.04,"DrivingPct280300Measured",2012
12,12,"Kevin Stadler",85,46.75,72,154,-0.11,"DrivingPct280300Measured",2012
13,13,"Freddie Jacobson",61,46.59,41,88,-0.1,"DrivingPct280300Measured",2012
14,14,"Ian Poulter",57,46.25,37,80,-0.11,"DrivingPct280300Measured",2012
15,15,"Danny Lee",74,46.21,61,132,0.05,"DrivingPct280300Measured",2012
16,16,"John Senden",81,46.09,59,128,-0.25,"DrivingPct280300Measured",2012
17,17,"Billy Mayfair",90,45.93,79,172,-0.05,"DrivingPct280300Measured",2012
18,18,"Geoff Ogilvy",73,45.69,53,116,-0.19,"DrivingPct280300Measured",2012
19,19,"Will Claxton",99,45.26,86,190,-0.19,"DrivingPct280300Measured",2012
20,20,"Brandt Snedeker",81,44.85,61,136,-0.26,"DrivingPct280300Measured",2012
21,21,"Tim Herron",88,44.77,77,172,-0.12,"DrivingPct280300Measured",2012
22,22,"Phil Mickelson",79,44.62,58,130,-0.16,"DrivingPct280300Measured",2012
23,23,"Bill Haas",79,44.53,57,128,-0.12,"DrivingPct280300Measured",2012
24,24,"Michael Thompson",80,44.44,64,144,-0.3,"DrivingPct280300Measured",2012
25,25,"James Driscoll",83,44.16,68,154,-0.12,"DrivingPct280300Measured",2012
26,26,"Hunter Mahan",88,44.12,60,136,0.05,"DrivingPct280300Measured",2012
27,27,"Kevin Streelman",89,43.98,73,166,-0.03,"DrivingPct280300Measured",2012
28,28,"Rocco Mediate",70,43.75,56,128,-0.02,"DrivingPct280300Measured",2012
29,29,"Justin Rose",69,43.52,47,108,-0.15,"DrivingPct280300Measured",2012
30,30,"DA Points",88,43.45,73,168,-0.03,"DrivingPct280300Measured",2012
31,31,"Chris Kirk",93,43.26,77,178,0.06,"DrivingPct280300Measured",2012
32,32,"Tommy Gainey",98,43.23,83,192,-0.08,"DrivingPct280300Measured",2012
33,33,"Ernie Els",80,43.18,57,132,-0.04,"DrivingPct280300Measured",2012
