"ScramblingfromtheRough_RANKTHISWEEK_2013","ScramblingfromtheRough_RANKLASTWEEK_2013","ScramblingfromtheRough_PLAYERNAME_2013","ScramblingfromtheRough_ROUNDS_2013","ScramblingfromtheRough_Pct_2013","ScramblingfromtheRough_SUCCESSES_2013","ScramblingfromtheRough_ATTEMPTS_2013","stat_name","year"
61,61,"Luke Donald",60,58.56,65,111,"ScramblingfromtheRough",2013
62,62,"Jason Day",86,58.47,107,183,"ScramblingfromtheRough",2013
62,62,"Cameron Tringale",80,58.47,107,183,"ScramblingfromtheRough",2013
64,64,"Chad Campbell",78,58.39,94,161,"ScramblingfromtheRough",2013
65,65,"Scott Stallings",79,58.28,95,163,"ScramblingfromtheRough",2013
66,66,"Justin Rose",62,58.14,50,86,"ScramblingfromtheRough",2013
67,67,"Scott Piercy",78,58.06,90,155,"ScramblingfromtheRough",2013
67,67,"Lee Westwood",70,58.06,72,124,"ScramblingfromtheRough",2013
69,69,"Tiger Woods",61,58,58,100,"ScramblingfromtheRough",2013
70,70,"David Lingmerth",68,57.99,98,169,"ScramblingfromtheRough",2013
71,71,"Kyle Stanley",71,57.78,78,135,"ScramblingfromtheRough",2013
72,72,"Andres Romero",63,57.72,71,123,"ScramblingfromtheRough",2013
73,73,"Brian Davis",91,57.69,120,208,"ScramblingfromtheRough",2013
73,73,"Adam Scott",61,57.69,60,104,"ScramblingfromtheRough",2013
75,75,"Robert Karlsson",56,57.63,68,118,"ScramblingfromtheRough",2013
76,76,"Jerry Kelly",75,57.58,76,132,"ScramblingfromtheRough",2013
77,77,"Charl Schwartzel",69,57.43,58,101,"ScramblingfromtheRough",2013
77,77,"John Senden",79,57.43,85,148,"ScramblingfromtheRough",2013
79,79,"Angel Cabrera",73,57.41,93,162,"ScramblingfromtheRough",2013
80,80,"Daniel Summerhays",83,57.39,101,176,"ScramblingfromtheRough",2013
81,81,"Jeff Maggert",63,57.38,70,122,"ScramblingfromtheRough",2013
82,82,"Charles Howell III",87,57.3,106,185,"ScramblingfromtheRough",2013
83,83,"Steve LeBrun",66,57.26,71,124,"ScramblingfromtheRough",2013
84,84,"Marc Leishman",77,57.06,93,163,"ScramblingfromtheRough",2013
85,85,"Bob Estes",66,57.02,65,114,"ScramblingfromtheRough",2013
86,86,"Tom Gillis",69,56.98,98,172,"ScramblingfromtheRough",2013
87,87,"Jeff Overton",78,56.86,87,153,"ScramblingfromtheRough",2013
88,88,"Patrick Reed",83,56.7,127,224,"ScramblingfromtheRough",2013
88,88,"Vijay Singh",61,56.7,55,97,"ScramblingfromtheRough",2013
90,90,"Trevor Immelman",73,56.34,80,142,"ScramblingfromtheRough",2013
91,91,"John Merrick",79,56.33,89,158,"ScramblingfromtheRough",2013
92,92,"Aaron Watkins",46,56.31,58,103,"ScramblingfromtheRough",2013
93,93,"Matt Kuchar",93,56.29,94,167,"ScramblingfromtheRough",2013
94,94,"John Rollins",77,56.2,77,137,"ScramblingfromtheRough",2013
95,95,"Roberto Castro",97,56.15,105,187,"ScramblingfromtheRough",2013
96,96,"Justin Bolli",59,56.12,78,139,"ScramblingfromtheRough",2013
97,97,"Webb Simpson",92,56.08,106,189,"ScramblingfromtheRough",2013
97,97,"Mike Weir",60,56.08,83,148,"ScramblingfromtheRough",2013
99,99,"Shawn Stefani",63,55.97,75,134,"ScramblingfromtheRough",2013
100,100,"Nicholas Thompson",99,55.94,113,202,"ScramblingfromtheRough",2013
101,101,"Scott Brown",65,55.88,76,136,"ScramblingfromtheRough",2013
101,101,"Kevin Chappell",80,55.88,95,170,"ScramblingfromtheRough",2013
103,103,"Brian Harman",89,55.85,105,188,"ScramblingfromtheRough",2013
104,104,"Pat Perez",69,55.71,78,140,"ScramblingfromtheRough",2013
105,105,"Michael Thompson",66,55.7,83,149,"ScramblingfromtheRough",2013
106,106,"Casey Wittenberg",72,55.49,101,182,"ScramblingfromtheRough",2013
107,107,"Rory McIlroy",56,55.34,57,103,"ScramblingfromtheRough",2013
108,108,"Matt Every",89,55.26,84,152,"ScramblingfromtheRough",2013
109,109,"Charley Hoffman",84,55.21,90,163,"ScramblingfromtheRough",2013
110,110,"Johnson Wagner",64,55.08,65,118,"ScramblingfromtheRough",2013
111,111,"James Hahn",78,55.06,98,178,"ScramblingfromtheRough",2013
112,112,"Doug LaBelle II",72,55.03,82,149,"ScramblingfromtheRough",2013
113,113,"Tag Ridings",69,55,77,140,"ScramblingfromtheRough",2013
114,114,"Bubba Watson",76,54.87,62,113,"ScramblingfromtheRough",2013
115,115,"Dustin Johnson",71,54.74,75,137,"ScramblingfromtheRough",2013
116,116,"Jason Kokrak",78,54.55,90,165,"ScramblingfromtheRough",2013
117,117,"Aaron Baddeley",68,54.5,109,200,"ScramblingfromtheRough",2013
118,118,"Greg Owen",73,54.41,74,136,"ScramblingfromtheRough",2013
119,119,"Nicolas Colsaerts",50,54.32,44,81,"ScramblingfromtheRough",2013
119,119,"Andrew Svoboda",46,54.32,44,81,"ScramblingfromtheRough",2013
121,121,"Darron Stiles",51,54.31,63,116,"ScramblingfromtheRough",2013
122,122,"Gary Woodland",94,54.1,99,183,"ScramblingfromtheRough",2013
123,123,"Alistair Presnell",59,54.07,73,135,"ScramblingfromtheRough",2013
124,124,"JJ Henry",83,54,81,150,"ScramblingfromtheRough",2013
125,125,"Ryan Palmer",79,53.75,86,160,"ScramblingfromtheRough",2013
126,126,"Hunter Mahan",91,53.69,80,149,"ScramblingfromtheRough",2013
127,127,"Michael Bradley",56,53.61,52,97,"ScramblingfromtheRough",2013
128,128,"DJ Trahan",48,53.47,54,101,"ScramblingfromtheRough",2013
129,129,"Stephen Ames",49,53.33,56,105,"ScramblingfromtheRough",2013
129,129,"Charlie Beljan",62,53.33,64,120,"ScramblingfromtheRough",2013
131,131,"Troy Matteson",68,53.15,76,143,"ScramblingfromtheRough",2013
132,132,"Padraig Harrington",52,52.94,45,85,"ScramblingfromtheRough",2013
132,132,"Billy Horschel",96,52.94,99,187,"ScramblingfromtheRough",2013
132,132,"Jin Park",52,52.94,54,102,"ScramblingfromtheRough",2013
135,135,"Martin Laird",68,52.85,65,123,"ScramblingfromtheRough",2013
136,136,"Steven Bowditch",67,52.83,84,159,"ScramblingfromtheRough",2013
137,137,"Chez Reavie",72,52.82,75,142,"ScramblingfromtheRough",2013
138,138,"Robert Allenby",58,52.74,77,146,"ScramblingfromtheRough",2013
139,139,"George McNeill",68,52.67,79,150,"ScramblingfromtheRough",2013
140,140,"Seung Yul Noh",71,52.66,89,169,"ScramblingfromtheRough",2013
141,141,"David Mathis",71,52.48,74,141,"ScramblingfromtheRough",2013
142,142,"Jim Herman",59,52.43,54,103,"ScramblingfromtheRough",2013
142,142,"Boo Weekley",100,52.43,97,185,"ScramblingfromtheRough",2013
144,144,"Tim Herron",45,52.34,56,107,"ScramblingfromtheRough",2013
145,145,"William McGirt",75,52.31,68,130,"ScramblingfromtheRough",2013
146,146,"Harris English",95,51.85,112,216,"ScramblingfromtheRough",2013
147,147,"Ken Duke",87,51.81,100,193,"ScramblingfromtheRough",2013
148,148,"Vaughn Taylor",50,51.79,58,112,"ScramblingfromtheRough",2013
149,149,"Scott Gardiner",61,51.77,73,141,"ScramblingfromtheRough",2013
149,149,"Dicky Pride",71,51.77,73,141,"ScramblingfromtheRough",2013
151,151,"Lucas Glover",65,51.75,59,114,"ScramblingfromtheRough",2013
152,152,"Will Claxton",67,51.56,66,128,"ScramblingfromtheRough",2013
153,153,"Morgan Hoffmann",64,51.55,83,161,"ScramblingfromtheRough",2013
154,154,"Martin Kaymer",61,51.25,41,80,"ScramblingfromtheRough",2013
155,155,"Josh Teater",86,51.11,69,135,"ScramblingfromtheRough",2013
156,156,"Eric Meierdierks",48,51.06,48,94,"ScramblingfromtheRough",2013
157,157,"Brandt Jobe",62,51.02,50,98,"ScramblingfromtheRough",2013
158,158,"Mark Wilson",56,50.96,53,104,"ScramblingfromtheRough",2013
159,159,"Bobby Gates",49,50.48,53,105,"ScramblingfromtheRough",2013
160,160,"Ben Curtis",59,50.44,57,113,"ScramblingfromtheRough",2013
161,161,"Tommy Gainey",84,50,100,200,"ScramblingfromtheRough",2013
162,162,"Sangmoon Bae",83,49.74,95,191,"ScramblingfromtheRough",2013
163,163,"Greg Chalmers",77,49.69,80,161,"ScramblingfromtheRough",2013
164,164,"Colt Knost",69,49.64,68,137,"ScramblingfromtheRough",2013
165,165,"Ryo Ishikawa",72,49.29,69,140,"ScramblingfromtheRough",2013
166,166,"David Toms",49,49.28,34,69,"ScramblingfromtheRough",2013
167,167,"Luke List",65,48.73,77,158,"ScramblingfromtheRough",2013
168,168,"Bud Cauley",67,48.59,69,142,"ScramblingfromtheRough",2013
169,169,"Brad Fritsch",81,48.47,79,163,"ScramblingfromtheRough",2013
170,170,"Robert Garrigus",69,48.41,61,126,"ScramblingfromtheRough",2013
171,171,"Kevin Stadler",83,47.86,67,140,"ScramblingfromtheRough",2013
172,172,"Sean OHair",56,47.79,65,136,"ScramblingfromtheRough",2013
173,173,"Derek Ernst",58,47.65,71,149,"ScramblingfromtheRough",2013
174,174,"Stewart Cink",71,47.62,60,126,"ScramblingfromtheRough",2013
175,175,"Jason Bohn",70,47.26,69,146,"ScramblingfromtheRough",2013
176,176,"Henrik Norlander",70,46.97,62,132,"ScramblingfromtheRough",2013
177,177,"Camilo Villegas",79,45.39,69,152,"ScramblingfromtheRough",2013
178,178,"Justin Hicks",79,44.44,60,135,"ScramblingfromtheRough",2013
179,179,"Rod Pampling",46,44.3,35,79,"ScramblingfromtheRough",2013
180,180,"Ricky Barnes",74,39.45,43,109,"ScramblingfromtheRough",2013
