"DrivingPct240260Measured_RANKTHISWEEK_2009","DrivingPct240260Measured_RANKLASTWEEK_2009","DrivingPct240260Measured_PLAYERNAME_2009","DrivingPct240260Measured_ROUNDS_2009","DrivingPct240260Measured_Pct_2009","DrivingPct240260Measured_TOTALDRIVESFOR240260_2009","DrivingPct240260Measured_TOTALDRVSOVERALL_2009","DrivingPct240260Measured_RELATIVETOPAR_2009","stat_name","year"
1,1,"Corey Pavin",73,31.54,41,130,0.07,"DrivingPct240260Measured",2009
2,2,"Brian Gay",96,29.55,52,176,-0.06,"DrivingPct240260Measured",2009
3,3,"Dean Wilson",81,23.38,36,154,0.28,"DrivingPct240260Measured",2009
4,4,"Tom Lehman",55,23.26,20,86,0,"DrivingPct240260Measured",2009
5,5,"Darron Stiles",52,22.83,21,92,0.1,"DrivingPct240260Measured",2009
6,6,"Mark Brooks",55,22.34,21,94,0.1,"DrivingPct240260Measured",2009
7,7,"Brendon Todd",53,21.57,22,102,0.23,"DrivingPct240260Measured",2009
8,8,"Richard Johnson",85,21.25,34,160,0.03,"DrivingPct240260Measured",2009
9,9,"Brad Faxon",59,19.49,23,118,0.17,"DrivingPct240260Measured",2009
10,10,"Brandt Snedeker",81,19.01,27,142,-0.19,"DrivingPct240260Measured",2009
11,11,"Greg Kraft",51,18.89,17,90,0.41,"DrivingPct240260Measured",2009
12,12,"Bart Bryant",58,18.52,20,108,0.05,"DrivingPct240260Measured",2009
12,12,"Joe Durant",62,18.52,20,108,0.1,"DrivingPct240260Measured",2009
14,14,"Luke Donald",79,18.18,24,132,0.13,"DrivingPct240260Measured",2009
15,15,"KJ Choi",65,16.96,19,112,0.16,"DrivingPct240260Measured",2009
16,16,"Tim Clark",81,16.91,23,136,0,"DrivingPct240260Measured",2009
17,17,"Spencer Levin",75,16.9,24,142,-0.04,"DrivingPct240260Measured",2009
17,17,"Chris Riley",77,16.9,24,142,-0.17,"DrivingPct240260Measured",2009
19,19,"Nick OHern",90,16.86,29,172,0.31,"DrivingPct240260Measured",2009
20,20,"Paul Goydos",79,16.44,24,146,0.17,"DrivingPct240260Measured",2009
21,21,"Jeff Quinney",78,16.03,25,156,0.04,"DrivingPct240260Measured",2009
22,22,"Rick Price",54,15.63,15,96,-0.07,"DrivingPct240260Measured",2009
23,23,"Chris DiMarco",97,15.59,29,186,-0.03,"DrivingPct240260Measured",2009
24,24,"Aron Price",89,15.43,25,162,0.04,"DrivingPct240260Measured",2009
25,25,"Matt Kuchar",82,14.74,23,156,0,"DrivingPct240260Measured",2009
26,26,"Kent Jones",73,14.62,19,130,0.16,"DrivingPct240260Measured",2009
27,27,"Billy Mayfair",83,14.38,21,146,-0.1,"DrivingPct240260Measured",2009
28,28,"Scott McCarron",91,14.29,26,182,0.19,"DrivingPct240260Measured",2009
29,29,"Jim Furyk",86,14.08,20,142,0,"DrivingPct240260Measured",2009
30,30,"Patrick Sheehan",51,13.95,12,86,0.25,"DrivingPct240260Measured",2009
31,31,"Glen Day",79,13.38,19,142,0.05,"DrivingPct240260Measured",2009
32,32,"Jeff Klauk",97,13.16,25,190,0.08,"DrivingPct240260Measured",2009
33,33,"Brian Davis",103,13.13,26,198,0.15,"DrivingPct240260Measured",2009
34,34,"Jay Williamson",69,13.11,16,122,0.06,"DrivingPct240260Measured",2009
35,35,"Greg Chalmers",85,12.99,20,154,-0.05,"DrivingPct240260Measured",2009
35,35,"Freddie Jacobson",83,12.99,20,154,0.15,"DrivingPct240260Measured",2009
37,37,"DA Points",99,12.9,24,186,0.13,"DrivingPct240260Measured",2009
38,38,"Steve Elkington",70,12.86,18,140,-0.06,"DrivingPct240260Measured",2009
39,39,"Mike Weir",85,12.84,19,148,-0.26,"DrivingPct240260Measured",2009
40,40,"John Mallinger",90,12.8,21,164,0.19,"DrivingPct240260Measured",2009
40,40,"Tom Pernice Jr",82,12.8,21,164,0.14,"DrivingPct240260Measured",2009
42,42,"Padraig Harrington",66,12.73,14,110,0.29,"DrivingPct240260Measured",2009
42,42,"Bob Heintz",59,12.73,14,110,-0.07,"DrivingPct240260Measured",2009
44,44,"Parker McLachlin",71,12.68,18,142,0,"DrivingPct240260Measured",2009
45,45,"Ben Curtis",63,12.5,13,104,0.23,"DrivingPct240260Measured",2009
45,45,"David Mathis",82,12.5,19,152,0.16,"DrivingPct240260Measured",2009
47,47,"Marc Turnesa",77,12.34,19,154,0,"DrivingPct240260Measured",2009
48,48,"Ken Duke",87,12.03,19,158,0.05,"DrivingPct240260Measured",2009
49,49,"Chez Reavie",81,12,18,150,-0.06,"DrivingPct240260Measured",2009
50,50,"Colt Knost",71,11.9,15,126,0.27,"DrivingPct240260Measured",2009
51,51,"Cliff Kresge",78,11.81,17,144,0.12,"DrivingPct240260Measured",2009
52,52,"Charlie Wi",92,11.67,21,180,0,"DrivingPct240260Measured",2009
53,53,"Scott Sterling",51,11.63,10,86,0,"DrivingPct240260Measured",2009
54,54,"Mark Wilson",99,11.58,22,190,-0.18,"DrivingPct240260Measured",2009
55,55,"Ryuji Imada",85,11.33,17,150,0.06,"DrivingPct240260Measured",2009
56,56,"Ben Crane",93,11.24,20,178,-0.1,"DrivingPct240260Measured",2009
57,57,"Kris Blanks",60,11.11,12,108,0.08,"DrivingPct240260Measured",2009
58,58,"Jason Dufner",90,11.05,19,172,0.16,"DrivingPct240260Measured",2009
59,59,"Alex Cejka",82,11.04,17,154,-0.24,"DrivingPct240260Measured",2009
60,60,"Mark Calcavecchia",72,11.03,15,136,0.07,"DrivingPct240260Measured",2009
60,60,"Lee Janzen",74,11.03,15,136,0.27,"DrivingPct240260Measured",2009
62,62,"Peter Lonard",86,10.98,18,164,0,"DrivingPct240260Measured",2009
63,63,"Steve Flesch",77,10.96,16,146,-0.06,"DrivingPct240260Measured",2009
64,64,"Eric Axley",71,10.77,14,130,0.14,"DrivingPct240260Measured",2009
65,65,"Zach Johnson",94,10.71,18,168,-0.06,"DrivingPct240260Measured",2009
66,66,"Brian Vranesh",51,10.64,10,94,0,"DrivingPct240260Measured",2009
67,67,"Derek Fathauer",63,10.53,12,114,0.17,"DrivingPct240260Measured",2009
67,67,"Tim Petrovic",97,10.53,20,190,-0.05,"DrivingPct240260Measured",2009
69,69,"Jason Bohn",88,10.23,18,176,0.17,"DrivingPct240260Measured",2009
70,70,"Matt Weibring",65,10.17,12,118,-0.17,"DrivingPct240260Measured",2009
71,71,"Rich Beem",77,10.14,14,138,0.07,"DrivingPct240260Measured",2009
72,72,"Scott Verplank",88,10.12,17,168,0.06,"DrivingPct240260Measured",2009
73,73,"Todd Hamilton",83,9.86,14,142,0.14,"DrivingPct240260Measured",2009
74,74,"Kevin Na",91,9.77,17,174,0,"DrivingPct240260Measured",2009
75,75,"Jarrod Lyle",65,9.65,11,114,-0.09,"DrivingPct240260Measured",2009
75,75,"Bryce Molder",69,9.65,11,114,-0.09,"DrivingPct240260Measured",2009
77,77,"Bob Estes",78,9.62,15,156,0.13,"DrivingPct240260Measured",2009
78,78,"Vaughn Taylor",88,9.52,16,168,0.25,"DrivingPct240260Measured",2009
79,79,"Michael Allen",73,9.42,13,138,0.38,"DrivingPct240260Measured",2009
80,80,"Justin Leonard",95,9.04,15,166,0,"DrivingPct240260Measured",2009
81,81,"Nathan Green",104,9,18,200,0.11,"DrivingPct240260Measured",2009
82,82,"Brett Quigley",92,8.93,15,168,0.2,"DrivingPct240260Measured",2009
83,83,"Brad Adamonis",70,8.82,12,136,0.17,"DrivingPct240260Measured",2009
84,84,"Tommy Armour III",58,8.62,10,116,0.5,"DrivingPct240260Measured",2009
85,85,"Pat Perez",74,8.57,12,140,0.42,"DrivingPct240260Measured",2009
86,86,"DJ Trahan",96,8.52,15,176,0.13,"DrivingPct240260Measured",2009
87,87,"Justin Rose",71,8.33,10,120,0,"DrivingPct240260Measured",2009
87,87,"David Toms",98,8.33,15,180,0.07,"DrivingPct240260Measured",2009
89,89,"Briny Baird",89,8.23,13,158,0.08,"DrivingPct240260Measured",2009
90,90,"Casey Wittenberg",71,8.2,10,122,0,"DrivingPct240260Measured",2009
91,91,"Brian Bateman",55,8.18,9,110,0.33,"DrivingPct240260Measured",2009
92,92,"Jimmy Walker",74,8.09,11,136,-0.27,"DrivingPct240260Measured",2009
93,93,"Johnson Wagner",81,8.02,13,162,0.15,"DrivingPct240260Measured",2009
94,94,"Kevin Stadler",65,7.89,9,114,-0.11,"DrivingPct240260Measured",2009
95,95,"Heath Slocum",95,7.87,14,178,0.14,"DrivingPct240260Measured",2009
96,96,"Steve Lowery",83,7.83,13,166,0.23,"DrivingPct240260Measured",2009
97,97,"Stephen Ames",77,7.69,10,130,-0.1,"DrivingPct240260Measured",2009
97,97,"George McNeill",82,7.69,12,156,0.25,"DrivingPct240260Measured",2009
97,97,"Carl Pettersson",86,7.69,12,156,-0.17,"DrivingPct240260Measured",2009
100,100,"Rory Sabbatini",81,7.64,11,144,0.27,"DrivingPct240260Measured",2009
101,101,"Kirk Triplett",60,7.5,9,120,-0.11,"DrivingPct240260Measured",2009
102,102,"Webb Simpson",94,7.45,14,188,0.21,"DrivingPct240260Measured",2009
103,103,"Cameron Beckman",87,7.41,12,162,0.08,"DrivingPct240260Measured",2009
104,104,"Mathew Goggin",76,7.35,10,136,0.1,"DrivingPct240260Measured",2009
105,105,"YE Yang",83,7.14,11,154,-0.09,"DrivingPct240260Measured",2009
106,106,"Chad Campbell",90,7.05,11,156,0.36,"DrivingPct240260Measured",2009
107,107,"Sean OHair",80,7.03,9,128,0.33,"DrivingPct240260Measured",2009
108,108,"Jeff Maggert",79,6.96,11,158,0.09,"DrivingPct240260Measured",2009
109,109,"Bill Lunde",83,6.79,11,162,0,"DrivingPct240260Measured",2009
