"Back9LowestRound_RANKTHISWEEK_2013","Back9LowestRound_RANKLASTWEEK_2013","Back9LowestRound_PLAYERNAME_2013","Back9LowestRound_ROUNDS_2013","Back9LowestRound_LOWRND_2013","stat_name","year"
1,1,"Jim Furyk",80,28,"Back9LowestRound",2013
1,1,"Charley Hoffman",84,28,"Back9LowestRound",2013
1,1,"Phil Mickelson",78,28,"Back9LowestRound",2013
4,4,"Steven Bowditch",67,29,"Back9LowestRound",2013
4,4,"Russell Henley",80,29,"Back9LowestRound",2013
4,4,"Matt Jones",83,29,"Back9LowestRound",2013
4,4,"Marc Leishman",77,29,"Back9LowestRound",2013
4,4,"Patrick Reed",83,29,"Back9LowestRound",2013
4,4,"Adam Scott",61,29,"Back9LowestRound",2013
10,10,"Aaron Baddeley",68,30,"Back9LowestRound",2013
10,10,"Sangmoon Bae",83,30,"Back9LowestRound",2013
10,10,"Ricky Barnes",74,30,"Back9LowestRound",2013
10,10,"Angel Cabrera",73,30,"Back9LowestRound",2013
10,10,"Kevin Chappell",80,30,"Back9LowestRound",2013
10,10,"Tim Clark",64,30,"Back9LowestRound",2013
10,10,"Erik Compton",74,30,"Back9LowestRound",2013
10,10,"Graham DeLaet",94,30,"Back9LowestRound",2013
10,10,"Harris English",95,30,"Back9LowestRound",2013
10,10,"Bob Estes",66,30,"Back9LowestRound",2013
10,10,"Rickie Fowler",75,30,"Back9LowestRound",2013
10,10,"Scott Gardiner",61,30,"Back9LowestRound",2013
10,10,"Robert Garrigus",69,30,"Back9LowestRound",2013
10,10,"Tom Gillis",69,30,"Back9LowestRound",2013
10,10,"Bill Haas",85,30,"Back9LowestRound",2013
10,10,"Peter Hanson",45,30,"Back9LowestRound",2013
10,10,"Tim Herron",45,30,"Back9LowestRound",2013
10,10,"Billy Horschel",96,30,"Back9LowestRound",2013
10,10,"John Huh",88,30,"Back9LowestRound",2013
10,10,"Martin Kaymer",61,30,"Back9LowestRound",2013
10,10,"Ben Kohles",75,30,"Back9LowestRound",2013
10,10,"Jason Kokrak",78,30,"Back9LowestRound",2013
10,10,"Matt Kuchar",93,30,"Back9LowestRound",2013
10,10,"Hunter Mahan",91,30,"Back9LowestRound",2013
10,10,"David Mathis",71,30,"Back9LowestRound",2013
10,10,"Troy Matteson",68,30,"Back9LowestRound",2013
10,10,"George McNeill",68,30,"Back9LowestRound",2013
10,10,"Jin Park",52,30,"Back9LowestRound",2013
10,10,"Scott Piercy",78,30,"Back9LowestRound",2013
10,10,"DA Points",87,30,"Back9LowestRound",2013
10,10,"John Rollins",77,30,"Back9LowestRound",2013
10,10,"Andres Romero",63,30,"Back9LowestRound",2013
10,10,"John Senden",79,30,"Back9LowestRound",2013
10,10,"Brandt Snedeker",79,30,"Back9LowestRound",2013
10,10,"Jordan Spieth",82,30,"Back9LowestRound",2013
10,10,"Kevin Streelman",86,30,"Back9LowestRound",2013
10,10,"Josh Teater",86,30,"Back9LowestRound",2013
10,10,"Camilo Villegas",79,30,"Back9LowestRound",2013
10,10,"Nick Watney",88,30,"Back9LowestRound",2013
10,10,"Bubba Watson",76,30,"Back9LowestRound",2013
10,10,"Boo Weekley",100,30,"Back9LowestRound",2013
10,10,"Mike Weir",60,30,"Back9LowestRound",2013
10,10,"YE Yang",56,30,"Back9LowestRound",2013
53,53,"Stephen Ames",49,31,"Back9LowestRound",2013
53,53,"Jonas Blixt",76,31,"Back9LowestRound",2013
53,53,"Justin Bolli",59,31,"Back9LowestRound",2013
53,53,"Michael Bradley",56,31,"Back9LowestRound",2013
53,53,"Keegan Bradley",88,31,"Back9LowestRound",2013
53,53,"Scott Brown",65,31,"Back9LowestRound",2013
53,53,"Roberto Castro",97,31,"Back9LowestRound",2013
53,53,"Greg Chalmers",77,31,"Back9LowestRound",2013
53,53,"Stewart Cink",71,31,"Back9LowestRound",2013
53,53,"Will Claxton",67,31,"Back9LowestRound",2013
53,53,"Brian Davis",91,31,"Back9LowestRound",2013
53,53,"Jason Day",86,31,"Back9LowestRound",2013
53,53,"Brendon de Jonge",110,31,"Back9LowestRound",2013
53,53,"Luke Donald",60,31,"Back9LowestRound",2013
53,53,"Jason Dufner",78,31,"Back9LowestRound",2013
53,53,"Martin Flores",83,31,"Back9LowestRound",2013
53,53,"Tommy Gainey",84,31,"Back9LowestRound",2013
53,53,"Sergio Garcia",65,31,"Back9LowestRound",2013
53,53,"Brian Gay",79,31,"Back9LowestRound",2013
53,53,"Fabian Gomez",65,31,"Back9LowestRound",2013
53,53,"James Hahn",78,31,"Back9LowestRound",2013
53,53,"David Hearn",88,31,"Back9LowestRound",2013
53,53,"Justin Hicks",79,31,"Back9LowestRound",2013
53,53,"Morgan Hoffmann",64,31,"Back9LowestRound",2013
53,53,"Ryo Ishikawa",72,31,"Back9LowestRound",2013
53,53,"Freddie Jacobson",63,31,"Back9LowestRound",2013
53,53,"Dustin Johnson",71,31,"Back9LowestRound",2013
