"OnePuttPercentageRound3_RANKTHISWEEK_2016","OnePuttPercentageRound3_RANKLASTWEEK_2016","OnePuttPercentageRound3_PLAYERNAME_2016","OnePuttPercentageRound3__2016","OnePuttPercentageRound3_Pct_2016","OnePuttPercentageRound3_OF1PUTTS_2016","OnePuttPercentageRound3_OFHOLES_2016","stat_name","year"
1,1,"Abraham Ancer",NA,53.7,29,54,"OnePuttPercentageRound3",2016
2,2,"Lucas Lee",NA,52.78,38,72,"OnePuttPercentageRound3",2016
3,4,"Miguel Angel Carballo",NA,51.85,28,54,"OnePuttPercentageRound3",2016
4,5,"Aaron Baddeley",NA,51.52,102,198,"OnePuttPercentageRound3",2016
5,6,"Jason Day",NA,50.79,64,126,"OnePuttPercentageRound3",2016
6,7,"Brian Gay",NA,50,36,72,"OnePuttPercentageRound3",2016
6,2,"Phil Mickelson",NA,50,63,126,"OnePuttPercentageRound3",2016
8,10,"Ben Crane",NA,47.92,69,144,"OnePuttPercentageRound3",2016
9,11,"Luke Guthrie",NA,47.78,43,90,"OnePuttPercentageRound3",2016
10,9,"Steve Wheatcroft",NA,47.69,103,216,"OnePuttPercentageRound3",2016
11,12,"Jordan Spieth",NA,47.62,60,126,"OnePuttPercentageRound3",2016
12,13,"Anirban Lahiri",NA,47.53,77,162,"OnePuttPercentageRound3",2016
13,7,"Rob Oppenheim",NA,46.91,76,162,"OnePuttPercentageRound3",2016
14,14,"John Huh",NA,46.67,84,180,"OnePuttPercentageRound3",2016
15,15,"Jonas Blixt",NA,46.53,67,144,"OnePuttPercentageRound3",2016
15,15,"Russell Henley",NA,46.53,67,144,"OnePuttPercentageRound3",2016
17,17,"Marc Leishman",NA,46.3,75,162,"OnePuttPercentageRound3",2016
17,17,"Steve Stricker",NA,46.3,50,108,"OnePuttPercentageRound3",2016
19,21,"Freddie Jacobson",NA,45.83,99,216,"OnePuttPercentageRound3",2016
19,20,"Jamie Lovemark",NA,45.83,99,216,"OnePuttPercentageRound3",2016
21,25,"Erik Compton",NA,45.68,74,162,"OnePuttPercentageRound3",2016
