"ScramblingfromtheFringe_RANKTHISWEEK_2005","ScramblingfromtheFringe_RANKLASTWEEK_2005","ScramblingfromtheFringe_PLAYERNAME_2005","ScramblingfromtheFringe_ROUNDS_2005","ScramblingfromtheFringe_Pct_2005","ScramblingfromtheFringe_SUCCESSES_2005","ScramblingfromtheFringe_ATTEMPTS_2005","stat_name","year"
111,111,"Charles Warren",89,85.15,86,101,"ScramblingfromtheFringe",2005
112,112,"Scott Hend",75,85,85,100,"ScramblingfromtheFringe",2005
112,112,"Freddie Jacobson",72,85,68,80,"ScramblingfromtheFringe",2005
114,114,"Cameron Beckman",96,84.96,113,133,"ScramblingfromtheFringe",2005
114,114,"Bo Van Pelt",112,84.96,113,133,"ScramblingfromtheFringe",2005
116,116,"Shaun Micheel",81,84.95,79,93,"ScramblingfromtheFringe",2005
117,117,"Kirk Triplett",55,84.93,62,73,"ScramblingfromtheFringe",2005
118,118,"Lucas Glover",88,84.91,90,106,"ScramblingfromtheFringe",2005
119,119,"Jay Williamson",53,84.88,73,86,"ScramblingfromtheFringe",2005
120,120,"Brett Wetterich",76,84.81,67,79,"ScramblingfromtheFringe",2005
121,121,"Paul Azinger",66,84.78,78,92,"ScramblingfromtheFringe",2005
122,122,"Vaughn Taylor",99,84.68,94,111,"ScramblingfromtheFringe",2005
123,123,"Brian Gay",101,84.62,121,143,"ScramblingfromtheFringe",2005
124,124,"Bob Estes",92,84.43,103,122,"ScramblingfromtheFringe",2005
125,125,"Craig Perks",67,84.38,81,96,"ScramblingfromtheFringe",2005
126,126,"Aaron Baddeley",84,84.31,86,102,"ScramblingfromtheFringe",2005
127,127,"Sean OHair",103,84.3,102,121,"ScramblingfromtheFringe",2005
127,127,"Chris Smith",93,84.3,102,121,"ScramblingfromtheFringe",2005
129,129,"Jay Haas",54,84.29,59,70,"ScramblingfromtheFringe",2005
130,130,"Robert Gamez",91,84.25,107,127,"ScramblingfromtheFringe",2005
130,130,"Brett Quigley",96,84.25,107,127,"ScramblingfromtheFringe",2005
132,132,"Ted Purdy",122,84.17,101,120,"ScramblingfromtheFringe",2005
133,133,"Stephen Leaney",89,84.16,85,101,"ScramblingfromtheFringe",2005
134,134,"David Hearn",68,84.15,69,82,"ScramblingfromtheFringe",2005
135,135,"Tag Ridings",93,84.07,95,113,"ScramblingfromtheFringe",2005
136,136,"Tommy Armour III",103,84.06,116,138,"ScramblingfromtheFringe",2005
137,137,"Mark Calcavecchia",92,83.97,110,131,"ScramblingfromtheFringe",2005
138,138,"Stephen Ames",82,83.91,73,87,"ScramblingfromtheFringe",2005
139,139,"Will Ma Kenzie",75,83.87,78,93,"ScramblingfromtheFringe",2005
139,139,"Roland Thatcher",75,83.87,52,62,"ScramblingfromtheFringe",2005
141,141,"Olin Browne",99,83.84,83,99,"ScramblingfromtheFringe",2005
141,141,"Bart Bryant",91,83.84,83,99,"ScramblingfromtheFringe",2005
143,143,"Jeff Brehaut",71,83.82,57,68,"ScramblingfromtheFringe",2005
144,144,"Steve Jones",56,83.75,67,80,"ScramblingfromtheFringe",2005
145,145,"John Elliott",58,83.72,72,86,"ScramblingfromtheFringe",2005
146,146,"Jeff Maggert",79,83.67,82,98,"ScramblingfromtheFringe",2005
147,147,"James Driscoll",73,83.52,76,91,"ScramblingfromtheFringe",2005
148,148,"Hunter Mahan",103,83.49,91,109,"ScramblingfromtheFringe",2005
149,149,"Heath Slocum",103,83.47,101,121,"ScramblingfromtheFringe",2005
150,150,"Tom Pernice Jr",111,83.45,116,139,"ScramblingfromtheFringe",2005
151,151,"Chris Anderson",66,83.13,69,83,"ScramblingfromtheFringe",2005
152,152,"John Huston",90,83.05,98,118,"ScramblingfromtheFringe",2005
152,152,"Arron Oberholser",65,83.05,49,59,"ScramblingfromtheFringe",2005
154,154,"Mark OMeara",66,82.95,73,88,"ScramblingfromtheFringe",2005
155,155,"Matt Davidson",53,82.81,53,64,"ScramblingfromtheFringe",2005
156,156,"Gavin Coles",70,82.65,81,98,"ScramblingfromtheFringe",2005
156,156,"Fred Funk",102,82.65,81,98,"ScramblingfromtheFringe",2005
158,158,"Hank Kuehne",84,82.57,90,109,"ScramblingfromtheFringe",2005
159,159,"Danny Briggs",70,82.56,71,86,"ScramblingfromtheFringe",2005
160,160,"Fred Couples",72,82.54,52,63,"ScramblingfromtheFringe",2005
161,161,"Jeff Sluman",94,82.44,108,131,"ScramblingfromtheFringe",2005
162,162,"Joe Durant",81,82.14,69,84,"ScramblingfromtheFringe",2005
163,163,"Matt Gogel",78,82.11,78,95,"ScramblingfromtheFringe",2005
163,163,"Michael Long",72,82.11,78,95,"ScramblingfromtheFringe",2005
165,165,"Brian Davis",75,82.08,87,106,"ScramblingfromtheFringe",2005
166,166,"Hunter Haas",83,82.02,73,89,"ScramblingfromtheFringe",2005
167,167,"Dennis Paulson",63,81.94,59,72,"ScramblingfromtheFringe",2005
168,168,"Tim Clark",92,81.82,72,88,"ScramblingfromtheFringe",2005
168,168,"Jeff Hart",63,81.82,81,99,"ScramblingfromtheFringe",2005
168,168,"Glen Hnatiuk",59,81.82,54,66,"ScramblingfromtheFringe",2005
171,171,"Charles Howell III",95,81.73,85,104,"ScramblingfromtheFringe",2005
172,172,"Len Mattiace",86,81.72,76,93,"ScramblingfromtheFringe",2005
173,173,"Franklin Langham",91,81.68,107,131,"ScramblingfromtheFringe",2005
174,174,"Paul Gow",78,81.58,93,114,"ScramblingfromtheFringe",2005
175,175,"Jonathan Kaye",77,81.33,61,75,"ScramblingfromtheFringe",2005
176,176,"Brent Geiberger",61,81.25,65,80,"ScramblingfromtheFringe",2005
177,177,"JJ Henry",102,80.91,89,110,"ScramblingfromtheFringe",2005
177,177,"Omar Uresti",84,80.91,89,110,"ScramblingfromtheFringe",2005
179,179,"Brandt Jobe",96,80.67,96,119,"ScramblingfromtheFringe",2005
180,180,"Robert Allenby",95,80.65,75,93,"ScramblingfromtheFringe",2005
181,181,"Frank Lickliter II",100,80.17,97,121,"ScramblingfromtheFringe",2005
182,182,"Billy Mayfair",114,80.15,105,131,"ScramblingfromtheFringe",2005
183,183,"DJ Brigman",76,80,68,85,"ScramblingfromtheFringe",2005
184,184,"DJ Trahan",81,79.8,79,99,"ScramblingfromtheFringe",2005
185,185,"Joe Ogilvie",103,79.65,90,113,"ScramblingfromtheFringe",2005
186,186,"John Rollins",97,79.46,89,112,"ScramblingfromtheFringe",2005
187,187,"Ben Curtis",65,79.45,58,73,"ScramblingfromtheFringe",2005
188,188,"Larry Mize",54,79.1,53,67,"ScramblingfromtheFringe",2005
189,189,"Robert Damron",89,78.99,94,119,"ScramblingfromtheFringe",2005
190,190,"Mark Wilson",74,78.89,71,90,"ScramblingfromtheFringe",2005
191,191,"Bradley Hughes",52,78.67,59,75,"ScramblingfromtheFringe",2005
192,192,"Neal Lancaster",95,78.57,88,112,"ScramblingfromtheFringe",2005
192,192,"Lee Westwood",50,78.57,44,56,"ScramblingfromtheFringe",2005
194,194,"Tom Gillis",77,77.97,92,118,"ScramblingfromtheFringe",2005
195,195,"Justin Bolli",65,77.38,65,84,"ScramblingfromtheFringe",2005
196,196,"Todd Hamilton",94,76.85,83,108,"ScramblingfromtheFringe",2005
197,197,"Adam Scott",72,75.81,47,62,"ScramblingfromtheFringe",2005
198,198,"Mark Hensby",70,74.55,41,55,"ScramblingfromtheFringe",2005
199,199,"Paul Claxton",79,74.44,67,90,"ScramblingfromtheFringe",2005
200,200,"John Cook",72,74.19,69,93,"ScramblingfromtheFringe",2005
201,201,"Jim Carter",62,73.2,71,97,"ScramblingfromtheFringe",2005
202,202,"Thomas Levet",54,71.11,32,45,"ScramblingfromtheFringe",2005
