"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2014","TenthTeeEarlyRound2ScoringAverage__2014","TenthTeeEarlyRound2ScoringAverage_AVG_2014","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Will Wilcox",NA,67.33,202,3,"TenthTeeEarlyRound2ScoringAverage",2014
2,2,"Nick Watney",NA,67.5,135,2,"TenthTeeEarlyRound2ScoringAverage",2014
3,3,"Ryan Palmer",NA,67.6,338,5,"TenthTeeEarlyRound2ScoringAverage",2014
4,4,"Graham DeLaet",NA,67.8,339,5,"TenthTeeEarlyRound2ScoringAverage",2014
5,5,"Chris Stroud",NA,68,476,7,"TenthTeeEarlyRound2ScoringAverage",2014
6,6,"Dustin Johnson",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2014
7,7,"Brooks Koepka",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2014
8,8,"Jim Furyk",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2014
9,9,"Justin Rose",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2014
9,9,"Robert Streb",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Briny Baird",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Harris English",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Robert Garrigus",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Matt Kuchar",NA,69,690,10,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Adam Scott",NA,69,414,6,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Jordan Spieth",NA,69,621,9,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"Daniel Summerhays",NA,69,483,7,"TenthTeeEarlyRound2ScoringAverage",2014
11,11,"David Toms",NA,69,414,6,"TenthTeeEarlyRound2ScoringAverage",2014
19,19,"John Senden",NA,69.25,554,8,"TenthTeeEarlyRound2ScoringAverage",2014
20,20,"Graeme McDowell",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2014
20,20,"Vijay Singh",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2014
20,20,"Brian Stuard",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2014
23,23,"Rickie Fowler",NA,69.4,694,10,"TenthTeeEarlyRound2ScoringAverage",2014
24,24,"Bronson La Cassie",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2014
24,24,"Jeff Overton",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2014
24,24,"Ian Poulter",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2014
24,24,"Kevin Stadler",NA,69.5,139,2,"TenthTeeEarlyRound2ScoringAverage",2014
24,24,"Jhonattan Vegas",NA,69.5,278,4,"TenthTeeEarlyRound2ScoringAverage",2014
29,29,"Bubba Watson",NA,69.56,626,9,"TenthTeeEarlyRound2ScoringAverage",2014
30,30,"Morgan Hoffmann",NA,69.64,766,11,"TenthTeeEarlyRound2ScoringAverage",2014
31,31,"David Hearn",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2014
31,31,"Kevin Kisner",NA,69.67,209,3,"TenthTeeEarlyRound2ScoringAverage",2014
31,31,"George McNeill",NA,69.67,209,3,"TenthTeeEarlyRound2ScoringAverage",2014
34,34,"Freddie Jacobson",NA,69.71,488,7,"TenthTeeEarlyRound2ScoringAverage",2014
34,34,"Russell Knox",NA,69.71,488,7,"TenthTeeEarlyRound2ScoringAverage",2014
36,36,"Martin Flores",NA,69.75,279,4,"TenthTeeEarlyRound2ScoringAverage",2014
36,36,"Jerry Kelly",NA,69.75,558,8,"TenthTeeEarlyRound2ScoringAverage",2014
36,36,"Hideki Matsuyama",NA,69.75,279,4,"TenthTeeEarlyRound2ScoringAverage",2014
39,39,"Martin Kaymer",NA,69.8,349,5,"TenthTeeEarlyRound2ScoringAverage",2014
39,39,"Spencer Levin",NA,69.8,349,5,"TenthTeeEarlyRound2ScoringAverage",2014
41,41,"JJ Henry",NA,69.83,419,6,"TenthTeeEarlyRound2ScoringAverage",2014
41,41,"Camilo Villegas",NA,69.83,419,6,"TenthTeeEarlyRound2ScoringAverage",2014
