"BirdietoBogeyRatio_RANKTHISWEEK_2005","BirdietoBogeyRatio_RANKLASTWEEK_2005","BirdietoBogeyRatio_PLAYERNAME_2005","BirdietoBogeyRatio_ROUNDS_2005","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2005","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2005","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2005","stat_name","year"
74,74,"Mark Calcavecchia",92,1.21,345,284,"BirdietoBogeyRatio",2005
74,74,"Brian Davis",75,1.21,280,232,"BirdietoBogeyRatio",2005
74,74,"Joe Durant",81,1.21,287,238,"BirdietoBogeyRatio",2005
74,74,"Mathias Gronberg",60,1.21,210,173,"BirdietoBogeyRatio",2005
74,74,"Charles Howell III",95,1.21,319,264,"BirdietoBogeyRatio",2005
74,74,"Greg Owen",84,1.21,290,240,"BirdietoBogeyRatio",2005
80,80,"Corey Pavin",77,1.2,252,210,"BirdietoBogeyRatio",2005
80,80,"Omar Uresti",84,1.2,298,249,"BirdietoBogeyRatio",2005
82,82,"Billy Andrade",83,1.19,315,265,"BirdietoBogeyRatio",2005
82,82,"Aaron Baddeley",84,1.19,308,259,"BirdietoBogeyRatio",2005
82,82,"Hunter Haas",83,1.19,298,250,"BirdietoBogeyRatio",2005
82,82,"Brandt Jobe",96,1.19,342,287,"BirdietoBogeyRatio",2005
82,82,"Jerry Kelly",101,1.19,343,288,"BirdietoBogeyRatio",2005
82,82,"Stephen Leaney",89,1.19,301,254,"BirdietoBogeyRatio",2005
82,82,"Pat Perez",89,1.19,321,269,"BirdietoBogeyRatio",2005
82,82,"Adam Scott",72,1.19,248,209,"BirdietoBogeyRatio",2005
82,82,"Kirk Triplett",55,1.19,184,154,"BirdietoBogeyRatio",2005
91,91,"Woody Austin",100,1.18,384,325,"BirdietoBogeyRatio",2005
91,91,"Brad Faxon",75,1.18,264,223,"BirdietoBogeyRatio",2005
91,91,"Carlos Franco",78,1.18,267,226,"BirdietoBogeyRatio",2005
91,91,"Bob Heintz",67,1.18,263,222,"BirdietoBogeyRatio",2005
91,91,"Duffy Waldorf",86,1.18,308,262,"BirdietoBogeyRatio",2005
96,96,"Robert Gamez",91,1.17,338,290,"BirdietoBogeyRatio",2005
96,96,"Kent Jones",99,1.17,363,310,"BirdietoBogeyRatio",2005
96,96,"Steve Lowery",100,1.17,361,308,"BirdietoBogeyRatio",2005
96,96,"Joe Ogilvie",103,1.17,381,326,"BirdietoBogeyRatio",2005
96,96,"Rod Pampling",89,1.17,317,270,"BirdietoBogeyRatio",2005
101,101,"Tommy Armour III",103,1.16,346,299,"BirdietoBogeyRatio",2005
101,101,"John Huston",90,1.16,326,281,"BirdietoBogeyRatio",2005
101,101,"Brendan Jones",81,1.16,277,239,"BirdietoBogeyRatio",2005
101,101,"JL Lewis",98,1.16,350,301,"BirdietoBogeyRatio",2005
101,101,"Hunter Mahan",103,1.16,383,331,"BirdietoBogeyRatio",2005
101,101,"Jay Williamson",53,1.16,178,154,"BirdietoBogeyRatio",2005
107,107,"Jonathan Byrd",103,1.15,366,317,"BirdietoBogeyRatio",2005
107,107,"Kevin Stadler",96,1.15,352,305,"BirdietoBogeyRatio",2005
107,107,"Mario Tiziani",67,1.15,221,192,"BirdietoBogeyRatio",2005
107,107,"DJ Trahan",81,1.15,285,247,"BirdietoBogeyRatio",2005
107,107,"Charles Warren",89,1.15,337,292,"BirdietoBogeyRatio",2005
112,112,"KJ Choi",78,1.14,259,227,"BirdietoBogeyRatio",2005
112,112,"Brian Gay",101,1.14,331,290,"BirdietoBogeyRatio",2005
112,112,"Rocco Mediate",73,1.14,255,223,"BirdietoBogeyRatio",2005
112,112,"Jesper Parnevik",84,1.14,285,251,"BirdietoBogeyRatio",2005
112,112,"Tim Petrovic",97,1.14,318,279,"BirdietoBogeyRatio",2005
112,112,"Chris Smith",93,1.14,352,309,"BirdietoBogeyRatio",2005
112,112,"Joey Snyder III",102,1.14,350,307,"BirdietoBogeyRatio",2005
119,119,"Craig Barlow",81,1.13,284,251,"BirdietoBogeyRatio",2005
119,119,"Cameron Beckman",96,1.13,337,299,"BirdietoBogeyRatio",2005
119,119,"Fred Funk",102,1.13,314,278,"BirdietoBogeyRatio",2005
119,119,"Frank Lickliter II",100,1.13,360,319,"BirdietoBogeyRatio",2005
119,119,"John Rollins",97,1.13,351,311,"BirdietoBogeyRatio",2005
119,119,"Patrick Sheehan",114,1.13,410,363,"BirdietoBogeyRatio",2005
125,125,"JP Hayes",63,1.12,227,203,"BirdietoBogeyRatio",2005
125,125,"Tom Lehman",69,1.12,232,207,"BirdietoBogeyRatio",2005
125,125,"Roland Thatcher",75,1.12,254,226,"BirdietoBogeyRatio",2005
128,128,"Gavin Coles",70,1.11,242,219,"BirdietoBogeyRatio",2005
129,129,"Todd Fischer",99,1.1,343,311,"BirdietoBogeyRatio",2005
129,129,"Will Ma Kenzie",75,1.1,266,242,"BirdietoBogeyRatio",2005
129,129,"Kevin Na",88,1.1,299,271,"BirdietoBogeyRatio",2005
129,129,"DA Points",94,1.1,311,282,"BirdietoBogeyRatio",2005
133,133,"Bernhard Langer",67,1.09,226,208,"BirdietoBogeyRatio",2005
133,133,"Jeff Maggert",79,1.09,265,243,"BirdietoBogeyRatio",2005
135,135,"Stephen Ames",82,1.08,268,249,"BirdietoBogeyRatio",2005
135,135,"Brian Bateman",98,1.08,339,315,"BirdietoBogeyRatio",2005
135,135,"Lee Janzen",75,1.08,255,237,"BirdietoBogeyRatio",2005
138,138,"James Driscoll",73,1.07,237,222,"BirdietoBogeyRatio",2005
138,138,"Freddie Jacobson",72,1.07,245,230,"BirdietoBogeyRatio",2005
138,138,"Ted Purdy",122,1.07,444,416,"BirdietoBogeyRatio",2005
138,138,"Tjaart van der Walt",56,1.07,192,179,"BirdietoBogeyRatio",2005
138,138,"Charlie Wi",67,1.07,224,209,"BirdietoBogeyRatio",2005
143,143,"David Hearn",68,1.06,237,224,"BirdietoBogeyRatio",2005
143,143,"Glen Hnatiuk",59,1.06,185,175,"BirdietoBogeyRatio",2005
143,143,"Matt Kuchar",60,1.06,191,180,"BirdietoBogeyRatio",2005
146,146,"Michael Allen",90,1.05,319,303,"BirdietoBogeyRatio",2005
146,146,"Glen Day",80,1.05,265,252,"BirdietoBogeyRatio",2005
148,148,"Matt Gogel",78,1.04,250,241,"BirdietoBogeyRatio",2005
148,148,"Peter Lonard",85,1.04,290,280,"BirdietoBogeyRatio",2005
150,150,"Paul Azinger",66,1.03,237,229,"BirdietoBogeyRatio",2005
150,150,"Tom Byrum",83,1.03,269,261,"BirdietoBogeyRatio",2005
150,150,"Jose Coceres",56,1.03,184,179,"BirdietoBogeyRatio",2005
150,150,"John Daly",78,1.03,289,280,"BirdietoBogeyRatio",2005
150,150,"Robert Damron",89,1.03,292,284,"BirdietoBogeyRatio",2005
150,150,"Tom Gillis",77,1.03,254,246,"BirdietoBogeyRatio",2005
150,150,"Paul Gow",78,1.03,253,246,"BirdietoBogeyRatio",2005
150,150,"Scott McCarron",78,1.03,260,253,"BirdietoBogeyRatio",2005
150,150,"Rory Sabbatini",81,1.03,281,274,"BirdietoBogeyRatio",2005
159,159,"Justin Bolli",65,1.01,218,215,"BirdietoBogeyRatio",2005
159,159,"Todd Hamilton",94,1.01,315,313,"BirdietoBogeyRatio",2005
161,161,"Steve Allan",102,0.99,344,347,"BirdietoBogeyRatio",2005
161,161,"Alex Cejka",84,0.99,264,267,"BirdietoBogeyRatio",2005
163,163,"John Cook",72,0.98,235,241,"BirdietoBogeyRatio",2005
163,163,"Padraig Harrington",50,0.98,168,171,"BirdietoBogeyRatio",2005
163,163,"Mark Hensby",70,0.98,251,255,"BirdietoBogeyRatio",2005
163,163,"Hank Kuehne",84,0.98,287,294,"BirdietoBogeyRatio",2005
163,163,"Shaun Micheel",81,0.98,258,264,"BirdietoBogeyRatio",2005
168,168,"Paul Claxton",79,0.97,257,266,"BirdietoBogeyRatio",2005
168,168,"Mike Weir",71,0.97,216,223,"BirdietoBogeyRatio",2005
170,170,"Brent Geiberger",61,0.96,185,192,"BirdietoBogeyRatio",2005
170,170,"Jay Haas",54,0.96,170,177,"BirdietoBogeyRatio",2005
170,170,"Andrew Magee",82,0.96,265,276,"BirdietoBogeyRatio",2005
173,173,"Chris Anderson",66,0.95,209,221,"BirdietoBogeyRatio",2005
173,173,"Larry Mize",54,0.95,159,167,"BirdietoBogeyRatio",2005
175,175,"Bill Glasson",54,0.94,160,171,"BirdietoBogeyRatio",2005
175,175,"Michael Long",72,0.94,228,243,"BirdietoBogeyRatio",2005
177,177,"Scott Hend",75,0.93,269,290,"BirdietoBogeyRatio",2005
177,177,"Skip Kendall",80,0.93,241,260,"BirdietoBogeyRatio",2005
179,179,"Steve Flesch",90,0.92,280,306,"BirdietoBogeyRatio",2005
179,179,"Franklin Langham",91,0.92,267,290,"BirdietoBogeyRatio",2005
179,179,"Mark OMeara",66,0.92,195,211,"BirdietoBogeyRatio",2005
179,179,"Lee Westwood",50,0.92,160,173,"BirdietoBogeyRatio",2005
183,183,"Jeff Hart",63,0.91,183,202,"BirdietoBogeyRatio",2005
184,184,"Danny Briggs",70,0.9,210,234,"BirdietoBogeyRatio",2005
184,184,"Bradley Hughes",52,0.9,163,181,"BirdietoBogeyRatio",2005
186,186,"Ian Poulter",62,0.89,183,205,"BirdietoBogeyRatio",2005
187,187,"Mark Brooks",72,0.87,214,245,"BirdietoBogeyRatio",2005
188,188,"Dennis Paulson",63,0.86,203,235,"BirdietoBogeyRatio",2005
189,189,"Rich Beem",66,0.85,197,232,"BirdietoBogeyRatio",2005
190,190,"DJ Brigman",76,0.83,233,280,"BirdietoBogeyRatio",2005
190,190,"Chris Riley",67,0.83,191,230,"BirdietoBogeyRatio",2005
192,192,"Ben Curtis",65,0.82,192,234,"BirdietoBogeyRatio",2005
192,192,"John Elliott",58,0.82,188,229,"BirdietoBogeyRatio",2005
194,194,"Jason Allred",75,0.8,231,290,"BirdietoBogeyRatio",2005
194,194,"Matt Davidson",53,0.8,164,206,"BirdietoBogeyRatio",2005
194,194,"Rob Rashell",65,0.8,194,242,"BirdietoBogeyRatio",2005
194,194,"Hideto Tanihara",50,0.8,146,183,"BirdietoBogeyRatio",2005
198,198,"Len Mattiace",86,0.78,247,318,"BirdietoBogeyRatio",2005
199,199,"Jim Carter",62,0.75,158,211,"BirdietoBogeyRatio",2005
200,200,"Steve Jones",56,0.74,143,194,"BirdietoBogeyRatio",2005
201,201,"Craig Perks",67,0.73,196,267,"BirdietoBogeyRatio",2005
202,202,"Thomas Levet",54,0.72,159,221,"BirdietoBogeyRatio",2005
