"MoneyLeaders_RANKTHISWEEK_2010","MoneyLeaders_RANKLASTWEEK_2010","MoneyLeaders_PLAYERNAME_2010","MoneyLeaders_EVENTS_2010","MoneyLeaders_MONEY_2010","MoneyLeaders_YTDVICTORIES_2010","stat_name","year"
50,50,"Graeme McDowell",10,1589337,1,"MoneyLeaders",2010
51,51,"Robert Garrigus",22,1583275,1,"MoneyLeaders",2010
52,52,"Stewart Cink",23,1573636,NA,"MoneyLeaders",2010
53,53,"Charlie Wi",27,1568492,NA,"MoneyLeaders",2010
54,54,"Rory Sabbatini",26,1546808,NA,"MoneyLeaders",2010
55,55,"Jonathan Byrd",26,1534981,1,"MoneyLeaders",2010
56,56,"Brian Gay",30,1521663,NA,"MoneyLeaders",2010
57,57,"Lucas Glover",23,1511275,NA,"MoneyLeaders",2010
58,58,"Arjun Atwal",13,1507143,1,"MoneyLeaders",2010
59,59,"Marc Leishman",26,1488837,NA,"MoneyLeaders",2010
60,60,"Charles Howell III",28,1482211,NA,"MoneyLeaders",2010
61,61,"Steve Marino",24,1479239,NA,"MoneyLeaders",2010
62,62,"Kevin Streelman",28,1472349,NA,"MoneyLeaders",2010
63,63,"Bryce Molder",26,1428438,NA,"MoneyLeaders",2010
64,64,"Padraig Harrington",18,1381453,NA,"MoneyLeaders",2010
65,65,"Michael Sim",20,1338926,NA,"MoneyLeaders",2010
66,66,"Vijay Singh",24,1334262,NA,"MoneyLeaders",2010
67,67,"YE Yang",21,1301726,NA,"MoneyLeaders",2010
68,68,"Tiger Woods",12,1294765,NA,"MoneyLeaders",2010
69,69,"John Senden",30,1274058,NA,"MoneyLeaders",2010
70,70,"Alex Prugh",28,1272606,NA,"MoneyLeaders",2010
71,71,"Angel Cabrera",19,1266440,NA,"MoneyLeaders",2010
72,72,"Matt Jones",27,1215743,NA,"MoneyLeaders",2010
73,73,"Davis Love III",24,1214472,NA,"MoneyLeaders",2010
74,74,"Spencer Levin",31,1199672,NA,"MoneyLeaders",2010
75,75,"John Rollins",26,1182736,NA,"MoneyLeaders",2010
76,76,"Tom Gillis",27,1166146,NA,"MoneyLeaders",2010
77,77,"Cameron Beckman",25,1158485,1,"MoneyLeaders",2010
78,78,"Rocco Mediate",25,1138067,1,"MoneyLeaders",2010
79,79,"Jerry Kelly",29,1136898,NA,"MoneyLeaders",2010
80,80,"Jason Dufner",25,1121695,NA,"MoneyLeaders",2010
81,81,"Paul Goydos",25,1121250,NA,"MoneyLeaders",2010
82,82,"Kris Blanks",30,1109178,NA,"MoneyLeaders",2010
83,83,"Bill Lunde",28,1075874,1,"MoneyLeaders",2010
84,84,"JJ Henry",27,1035688,NA,"MoneyLeaders",2010
85,85,"Tim Petrovic",32,1028960,NA,"MoneyLeaders",2010
86,86,"Ryuji Imada",28,1028869,NA,"MoneyLeaders",2010
87,87,"Justin Leonard",27,1026445,NA,"MoneyLeaders",2010
88,88,"Shaun Micheel",21,1025500,NA,"MoneyLeaders",2010
89,89,"Josh Teater",31,1005323,NA,"MoneyLeaders",2010
90,90,"Chris Riley",24,1001582,NA,"MoneyLeaders",2010
91,91,"Greg Chalmers",27,989415,NA,"MoneyLeaders",2010
92,92,"Andres Romero",21,979170,NA,"MoneyLeaders",2010
93,93,"DA Points",29,975433,NA,"MoneyLeaders",2010
94,94,"Webb Simpson",31,972962,NA,"MoneyLeaders",2010
95,95,"Derek Lamely",28,972961,1,"MoneyLeaders",2010
96,96,"Chad Campbell",28,971154,NA,"MoneyLeaders",2010
97,97,"Kenny Perry",20,968811,NA,"MoneyLeaders",2010
98,98,"Blake Adams",26,963593,NA,"MoneyLeaders",2010
99,99,"Steve Elkington",22,955084,NA,"MoneyLeaders",2010
100,100,"Graham DeLaet",28,954011,NA,"MoneyLeaders",2010
101,101,"Pat Perez",27,947588,NA,"MoneyLeaders",2010
102,102,"Chris Stroud",27,942082,NA,"MoneyLeaders",2010
103,103,"Jimmy Walker",27,937987,NA,"MoneyLeaders",2010
104,104,"Sergio Garcia",15,936845,NA,"MoneyLeaders",2010
105,105,"Kevin Stadler",28,931720,NA,"MoneyLeaders",2010
106,106,"David Duval",24,919584,NA,"MoneyLeaders",2010
107,107,"Stephen Ames",23,916527,NA,"MoneyLeaders",2010
108,108,"Alex Cejka",28,904253,NA,"MoneyLeaders",2010
109,109,"Chris Couch",23,888146,NA,"MoneyLeaders",2010
110,110,"Aaron Baddeley",26,879317,NA,"MoneyLeaders",2010
111,111,"Boo Weekley",27,872729,NA,"MoneyLeaders",2010
112,112,"Garrett Willis",24,871763,NA,"MoneyLeaders",2010
113,113,"JP Hayes",25,862523,NA,"MoneyLeaders",2010
114,114,"Matt Bettencourt",32,855901,1,"MoneyLeaders",2010
115,115,"Michael Connell",25,846459,NA,"MoneyLeaders",2010
116,116,"Corey Pavin",8,839193,NA,"MoneyLeaders",2010
117,117,"Dean Wilson",18,832640,NA,"MoneyLeaders",2010
118,118,"Kevin Sutherland",25,818682,NA,"MoneyLeaders",2010
119,119,"Chad Collins",26,815961,NA,"MoneyLeaders",2010
120,120,"Ben Curtis",24,812136,NA,"MoneyLeaders",2010
121,121,"Jeff Maggert",28,801579,NA,"MoneyLeaders",2010
122,122,"Roland Thatcher",26,796157,NA,"MoneyLeaders",2010
123,123,"Mark Wilson",28,789681,NA,"MoneyLeaders",2010
124,124,"Joe Durant",19,788755,NA,"MoneyLeaders",2010
125,125,"Troy Merritt",29,786977,NA,"MoneyLeaders",2010
126,126,"Johnson Wagner",28,753802,NA,"MoneyLeaders",2010
127,127,"Briny Baird",28,753577,NA,"MoneyLeaders",2010
128,128,"Troy Matteson",28,736060,NA,"MoneyLeaders",2010
129,129,"Woody Austin",29,727352,NA,"MoneyLeaders",2010
130,130,"Michael Allen",17,726631,NA,"MoneyLeaders",2010
131,131,"Aron Price",22,713737,NA,"MoneyLeaders",2010
132,132,"Bob Estes",26,701158,NA,"MoneyLeaders",2010
133,133,"John Mallinger",29,684687,NA,"MoneyLeaders",2010
134,134,"Henrik Stenson",15,683070,NA,"MoneyLeaders",2010
135,135,"Richard Johnson",27,678515,NA,"MoneyLeaders",2010
136,136,"Scott Piercy",28,676432,NA,"MoneyLeaders",2010
137,137,"Paul Stankowski",18,666591,NA,"MoneyLeaders",2010
138,138,"George McNeill",28,664854,NA,"MoneyLeaders",2010
139,139,"Tom Pernice Jr",22,662730,NA,"MoneyLeaders",2010
140,140,"John Merrick",31,658815,NA,"MoneyLeaders",2010
141,141,"Scott McCarron",29,642543,NA,"MoneyLeaders",2010
142,142,"Billy Mayfair",26,642231,NA,"MoneyLeaders",2010
143,143,"Joe Ogilvie",32,641797,NA,"MoneyLeaders",2010
144,144,"Nathan Green",27,636180,NA,"MoneyLeaders",2010
145,145,"Cameron Percy",25,620262,NA,"MoneyLeaders",2010
146,146,"Jeff Quinney",29,605866,NA,"MoneyLeaders",2010
147,147,"Lee Janzen",26,603195,NA,"MoneyLeaders",2010
148,148,"Chris Tidland",24,588291,NA,"MoneyLeaders",2010
149,149,"Charles Warren",21,574616,NA,"MoneyLeaders",2010
150,150,"Michael Letzig",27,563729,NA,"MoneyLeaders",2010
151,151,"Mike Weir",19,559092,NA,"MoneyLeaders",2010
152,152,"Will Ma Kenzie",23,557504,NA,"MoneyLeaders",2010
153,153,"Nicholas Thompson",29,546476,NA,"MoneyLeaders",2010
154,154,"Brian Stuard",28,536497,NA,"MoneyLeaders",2010
155,155,"James Nitties",30,525034,NA,"MoneyLeaders",2010
156,156,"Brett Wetterich",16,510672,NA,"MoneyLeaders",2010
157,157,"James Driscoll",26,500625,NA,"MoneyLeaders",2010
158,158,"Brett Quigley",29,497296,NA,"MoneyLeaders",2010
159,159,"Mathew Goggin",28,483537,NA,"MoneyLeaders",2010
160,160,"Matt Every",18,456847,NA,"MoneyLeaders",2010
161,161,"Steve Flesch",25,440374,NA,"MoneyLeaders",2010
162,162,"Jarrod Lyle",18,422760,NA,"MoneyLeaders",2010
163,163,"Trevor Immelman",19,422171,NA,"MoneyLeaders",2010
164,164,"Jeev Milkha Singh",19,420245,NA,"MoneyLeaders",2010
165,165,"Chris DiMarco",25,409205,NA,"MoneyLeaders",2010
166,166,"Steve Wheatcroft",27,408595,NA,"MoneyLeaders",2010
167,167,"Jay Williamson",24,404498,NA,"MoneyLeaders",2010
168,168,"Nick OHern",11,398633,NA,"MoneyLeaders",2010
169,169,"Fred Couples",7,397406,NA,"MoneyLeaders",2010
170,170,"Tim Herron",24,391502,NA,"MoneyLeaders",2010
171,171,"Roger Tambellini",26,370736,NA,"MoneyLeaders",2010
172,172,"Michael Bradley",24,360845,NA,"MoneyLeaders",2010
173,173,"Tom Lehman",9,356785,NA,"MoneyLeaders",2010
174,174,"Mathias Gronberg",22,322130,NA,"MoneyLeaders",2010
175,175,"Martin Flores",26,318673,NA,"MoneyLeaders",2010
176,176,"Daniel Chopra",28,311405,NA,"MoneyLeaders",2010
177,177,"Ted Purdy",30,307677,NA,"MoneyLeaders",2010
178,178,"Skip Kendall",18,304439,NA,"MoneyLeaders",2010
179,179,"Cameron Tringale",22,302618,NA,"MoneyLeaders",2010
180,180,"Rod Pampling",26,299264,NA,"MoneyLeaders",2010
181,181,"Garth Mulroy",19,287118,NA,"MoneyLeaders",2010
182,182,"Omar Uresti",27,283455,NA,"MoneyLeaders",2010
183,183,"Greg Owen",27,268835,NA,"MoneyLeaders",2010
184,184,"Kirk Triplett",11,258873,NA,"MoneyLeaders",2010
185,185,"Mark Hensby",12,228384,NA,"MoneyLeaders",2010
186,186,"Henrik Bjornstad",26,215913,NA,"MoneyLeaders",2010
187,187,"Harrison Frazar",17,201280,NA,"MoneyLeaders",2010
188,188,"Cliff Kresge",17,199584,NA,"MoneyLeaders",2010
189,189,"Rich Barcelo",25,188892,NA,"MoneyLeaders",2010
190,190,"Kent Jones",9,188746,NA,"MoneyLeaders",2010
191,191,"Craig Barlow",10,184622,NA,"MoneyLeaders",2010
192,192,"Jeff Klauk",13,173676,NA,"MoneyLeaders",2010
193,193,"John Daly",20,158587,NA,"MoneyLeaders",2010
194,194,"Tom Watson",3,149371,NA,"MoneyLeaders",2010
195,195,"Glen Day",13,147777,NA,"MoneyLeaders",2010
196,196,"Craig Bowden",20,140935,NA,"MoneyLeaders",2010
197,197,"Brenden Pappas",24,133584,NA,"MoneyLeaders",2010
198,198,"Rich Beem",11,128877,NA,"MoneyLeaders",2010
199,199,"Matt Weibring",10,128328,NA,"MoneyLeaders",2010
200,200,"Carlos Franco",11,123232,NA,"MoneyLeaders",2010
201,201,"David Lutterus",25,123170,NA,"MoneyLeaders",2010
202,202,"Mark Calcavecchia",16,119980,NA,"MoneyLeaders",2010
203,203,"Steve Lowery",25,118602,NA,"MoneyLeaders",2010
204,204,"Chez Reavie",15,112994,NA,"MoneyLeaders",2010
205,205,"Vance Veazey",23,111370,NA,"MoneyLeaders",2010
206,206,"Marco Dawson",10,108160,NA,"MoneyLeaders",2010
207,207,"Robert Gamez",8,101700,NA,"MoneyLeaders",2010
208,208,"Jeff Gove",22,92155,NA,"MoneyLeaders",2010
209,209,"Jerod Turner",21,91343,NA,"MoneyLeaders",2010
210,210,"Fred Funk",6,77803,NA,"MoneyLeaders",2010
211,211,"Todd Hamilton",20,77608,NA,"MoneyLeaders",2010
212,212,"Jason Gore",10,77213,NA,"MoneyLeaders",2010
213,213,"Chris Wilson",26,76481,NA,"MoneyLeaders",2010
214,214,"Frank Lickliter II",6,74721,NA,"MoneyLeaders",2010
215,215,"Justin Bolli",23,73990,NA,"MoneyLeaders",2010
216,216,"Kevin Johnson",26,69806,NA,"MoneyLeaders",2010
217,217,"Brent Delahoussaye",21,69708,NA,"MoneyLeaders",2010
218,218,"John Huston",13,69249,NA,"MoneyLeaders",2010
219,219,"Shane Bertsch",4,57108,NA,"MoneyLeaders",2010
220,220,"Brad Faxon",23,55482,NA,"MoneyLeaders",2010
221,221,"Guy Boros",6,54833,NA,"MoneyLeaders",2010
222,222,"Parker McLachlin",20,53291,NA,"MoneyLeaders",2010
223,223,"Andrew McLardy",21,53106,NA,"MoneyLeaders",2010
224,224,"Greg Kraft",22,52176,NA,"MoneyLeaders",2010
225,225,"Mark Brooks",14,46360,NA,"MoneyLeaders",2010
226,226,"Fran Quinn",7,45096,NA,"MoneyLeaders",2010
227,227,"Dicky Pride",5,40120,NA,"MoneyLeaders",2010
228,228,"Jonathan Kaye",6,38989,NA,"MoneyLeaders",2010
229,229,"Jim Carter",5,29285,NA,"MoneyLeaders",2010
230,230,"John Morse",5,28998,NA,"MoneyLeaders",2010
231,231,"Chris Baryla",7,24254,NA,"MoneyLeaders",2010
232,232,"Eric Axley",6,24124,NA,"MoneyLeaders",2010
233,233,"Chris Smith",10,23400,NA,"MoneyLeaders",2010
234,234,"Shigeki Maruyama",4,22440,NA,"MoneyLeaders",2010
235,235,"Len Mattiace",6,22200,NA,"MoneyLeaders",2010
236,236,"Michael Clark II",6,21045,NA,"MoneyLeaders",2010
237,237,"Phil Tataurangi",4,19449,NA,"MoneyLeaders",2010
238,238,"Robert Damron",4,17446,NA,"MoneyLeaders",2010
239,239,"Tom Byrum",3,13420,NA,"MoneyLeaders",2010
240,240,"Robin Freeman",4,13062,NA,"MoneyLeaders",2010
241,241,"JL Lewis",4,12960,NA,"MoneyLeaders",2010
242,242,"Tommy Armour III",5,11130,NA,"MoneyLeaders",2010
243,243,"Marc Turnesa",7,10159,NA,"MoneyLeaders",2010
244,244,"Paul Azinger",1,9486,NA,"MoneyLeaders",2010
245,245,"Jesper Parnevik",5,9165,NA,"MoneyLeaders",2010
246,246,"Spike McRoy",4,6840,NA,"MoneyLeaders",2010
247,247,"Jim Gallagher Jr",3,6552,NA,"MoneyLeaders",2010
248,248,"Willie Wood",2,6540,NA,"MoneyLeaders",2010
