"ScramblingfromtheSand_RANKTHISWEEK_2005","ScramblingfromtheSand_RANKLASTWEEK_2005","ScramblingfromtheSand_PLAYERNAME_2005","ScramblingfromtheSand_ROUNDS_2005","ScramblingfromtheSand_Pct_2005","ScramblingfromtheSand_SUCCESSES_2005","ScramblingfromtheSand_ATTEMPTS_2005","stat_name","year"
31,31,"Tim Clark",92,57.75,41,71,"ScramblingfromtheSand",2005
32,32,"Matt Kuchar",60,57.41,31,54,"ScramblingfromtheSand",2005
33,33,"Carl Pettersson",109,57.39,66,115,"ScramblingfromtheSand",2005
34,34,"Brent Geiberger",61,57.38,35,61,"ScramblingfromtheSand",2005
35,35,"Len Mattiace",86,57.14,76,133,"ScramblingfromtheSand",2005
35,35,"Phillip Price",77,57.14,56,98,"ScramblingfromtheSand",2005
35,35,"Bob Tway",87,57.14,48,84,"ScramblingfromtheSand",2005
35,35,"Tiger Woods",76,57.14,36,63,"ScramblingfromtheSand",2005
39,39,"Brian Gay",101,56.93,78,137,"ScramblingfromtheSand",2005
40,40,"Chris Riley",67,56.72,38,67,"ScramblingfromtheSand",2005
41,41,"Stephen Leaney",89,56.7,55,97,"ScramblingfromtheSand",2005
42,42,"Sergio Garcia",73,56.6,30,53,"ScramblingfromtheSand",2005
42,42,"Larry Mize",54,56.6,30,53,"ScramblingfromtheSand",2005
44,44,"Robert Allenby",95,56.52,39,69,"ScramblingfromtheSand",2005
45,45,"Marco Dawson",82,56.47,48,85,"ScramblingfromtheSand",2005
46,46,"Billy Andrade",83,56.44,57,101,"ScramblingfromtheSand",2005
47,47,"KJ Choi",78,56.25,45,80,"ScramblingfromtheSand",2005
48,48,"Scott Verplank",87,56.18,50,89,"ScramblingfromtheSand",2005
49,49,"Glen Day",80,56,42,75,"ScramblingfromtheSand",2005
50,50,"Freddie Jacobson",72,55.91,52,93,"ScramblingfromtheSand",2005
51,51,"Brendan Jones",81,55.88,38,68,"ScramblingfromtheSand",2005
52,52,"Fred Funk",102,55.83,67,120,"ScramblingfromtheSand",2005
53,53,"Tim Herron",100,55.77,58,104,"ScramblingfromtheSand",2005
54,54,"Mike Weir",71,55.7,44,79,"ScramblingfromtheSand",2005
55,55,"Gavin Coles",70,55.67,54,97,"ScramblingfromtheSand",2005
55,55,"Corey Pavin",77,55.67,54,97,"ScramblingfromtheSand",2005
57,57,"Jeff Sluman",94,55.38,72,130,"ScramblingfromtheSand",2005
58,58,"Dan Forsman",52,55.32,26,47,"ScramblingfromtheSand",2005
59,59,"John Senden",101,55.24,58,105,"ScramblingfromtheSand",2005
60,60,"Craig Perks",67,55.13,43,78,"ScramblingfromtheSand",2005
61,61,"Justin Bolli",65,55,44,80,"ScramblingfromtheSand",2005
62,62,"Michael Allen",90,54.95,50,91,"ScramblingfromtheSand",2005
62,62,"Dean Wilson",86,54.95,50,91,"ScramblingfromtheSand",2005
64,64,"Kevin Na",88,54.87,62,113,"ScramblingfromtheSand",2005
65,65,"Charles Howell III",95,54.84,51,93,"ScramblingfromtheSand",2005
66,66,"Mark Brooks",72,54.74,52,95,"ScramblingfromtheSand",2005
67,67,"Mark Hensby",70,54.72,29,53,"ScramblingfromtheSand",2005
68,68,"Steve Allan",102,54.64,53,97,"ScramblingfromtheSand",2005
69,69,"Billy Mayfair",114,54.55,60,110,"ScramblingfromtheSand",2005
70,70,"Steve Flesch",90,54.43,43,79,"ScramblingfromtheSand",2005
71,71,"Rory Sabbatini",81,54.41,37,68,"ScramblingfromtheSand",2005
72,72,"Lee Janzen",75,54.29,38,70,"ScramblingfromtheSand",2005
73,73,"Ryan Palmer",101,54.21,58,107,"ScramblingfromtheSand",2005
74,74,"Mark Calcavecchia",92,54.17,52,96,"ScramblingfromtheSand",2005
74,74,"Fred Couples",72,54.17,26,48,"ScramblingfromtheSand",2005
74,74,"Bernhard Langer",67,54.17,39,72,"ScramblingfromtheSand",2005
77,77,"Stewart Cink",98,54.12,46,85,"ScramblingfromtheSand",2005
78,78,"Doug Barron",70,54.05,40,74,"ScramblingfromtheSand",2005
79,79,"DA Points",94,54,54,100,"ScramblingfromtheSand",2005
80,80,"Andrew Magee",82,53.92,55,102,"ScramblingfromtheSand",2005
81,81,"Brad Faxon",75,53.85,49,91,"ScramblingfromtheSand",2005
82,82,"Tom Gillis",77,53.76,50,93,"ScramblingfromtheSand",2005
83,83,"Justin Leonard",78,53.52,38,71,"ScramblingfromtheSand",2005
84,84,"Jerry Kelly",101,53.33,48,90,"ScramblingfromtheSand",2005
85,85,"Danny Briggs",70,53.19,50,94,"ScramblingfromtheSand",2005
85,85,"Heath Slocum",103,53.19,50,94,"ScramblingfromtheSand",2005
87,87,"Greg Owen",84,52.94,45,85,"ScramblingfromtheSand",2005
88,88,"Franklin Langham",91,52.63,50,95,"ScramblingfromtheSand",2005
88,88,"Loren Roberts",54,52.63,30,57,"ScramblingfromtheSand",2005
90,90,"Retief Goosen",71,52.5,21,40,"ScramblingfromtheSand",2005
91,91,"Aaron Baddeley",84,52.22,47,90,"ScramblingfromtheSand",2005
92,92,"Ted Purdy",122,52.14,61,117,"ScramblingfromtheSand",2005
93,93,"Tom Lehman",69,52.11,37,71,"ScramblingfromtheSand",2005
94,94,"Darron Stiles",78,52,52,100,"ScramblingfromtheSand",2005
95,95,"Mario Tiziani",67,51.95,40,77,"ScramblingfromtheSand",2005
96,96,"Sean OHair",103,51.92,54,104,"ScramblingfromtheSand",2005
97,97,"Justin Rose",99,51.79,58,112,"ScramblingfromtheSand",2005
98,98,"Scott Hend",75,51.76,44,85,"ScramblingfromtheSand",2005
99,99,"Hidemichi Tanaka",106,51.67,62,120,"ScramblingfromtheSand",2005
100,100,"Hideto Tanihara",50,51.52,34,66,"ScramblingfromtheSand",2005
101,101,"Zach Johnson",96,51.49,52,101,"ScramblingfromtheSand",2005
102,102,"Jonathan Byrd",103,51.3,59,115,"ScramblingfromtheSand",2005
103,103,"Tom Pernice Jr",111,51.24,62,121,"ScramblingfromtheSand",2005
104,104,"Cameron Beckman",96,50.98,52,102,"ScramblingfromtheSand",2005
105,105,"Neal Lancaster",95,50.93,55,108,"ScramblingfromtheSand",2005
106,106,"Stuart Appleby",84,50.68,37,73,"ScramblingfromtheSand",2005
107,107,"Jason Bohn",91,50.53,48,95,"ScramblingfromtheSand",2005
107,107,"Alex Cejka",84,50.53,48,95,"ScramblingfromtheSand",2005
109,109,"Olin Browne",99,50,47,94,"ScramblingfromtheSand",2005
109,109,"John Cook",72,50,44,88,"ScramblingfromtheSand",2005
109,109,"Chris DiMarco",83,50,35,70,"ScramblingfromtheSand",2005
109,109,"Bob Estes",92,50,50,100,"ScramblingfromtheSand",2005
109,109,"Paul Gow",78,50,47,94,"ScramblingfromtheSand",2005
109,109,"Tag Ridings",93,50,41,82,"ScramblingfromtheSand",2005
109,109,"Steve Stricker",62,50,42,84,"ScramblingfromtheSand",2005
109,109,"Jay Williamson",53,50,34,68,"ScramblingfromtheSand",2005
117,117,"Todd Fischer",99,49.57,58,117,"ScramblingfromtheSand",2005
118,118,"Matt Gogel",78,49.5,50,101,"ScramblingfromtheSand",2005
119,119,"Hunter Haas",83,49.49,49,99,"ScramblingfromtheSand",2005
120,120,"Arron Oberholser",65,49.28,34,69,"ScramblingfromtheSand",2005
121,121,"Glen Hnatiuk",59,49.21,31,63,"ScramblingfromtheSand",2005
121,121,"Ian Poulter",62,49.21,31,63,"ScramblingfromtheSand",2005
123,123,"Carlos Franco",78,49.15,29,59,"ScramblingfromtheSand",2005
123,123,"David Toms",87,49.15,29,59,"ScramblingfromtheSand",2005
125,125,"Robert Gamez",91,49.12,56,114,"ScramblingfromtheSand",2005
126,126,"DJ Trahan",81,48.75,39,80,"ScramblingfromtheSand",2005
127,127,"Jeff Hart",63,48.57,34,70,"ScramblingfromtheSand",2005
128,128,"Steve Elkington",67,48.53,33,68,"ScramblingfromtheSand",2005
129,129,"Bart Bryant",91,48.42,46,95,"ScramblingfromtheSand",2005
130,130,"Kent Jones",99,48.39,60,124,"ScramblingfromtheSand",2005
131,131,"Chris Anderson",66,48.35,44,91,"ScramblingfromtheSand",2005
132,132,"Paul Azinger",66,48.24,41,85,"ScramblingfromtheSand",2005
133,133,"Hank Kuehne",84,48.21,54,112,"ScramblingfromtheSand",2005
134,134,"JL Lewis",98,48.19,40,83,"ScramblingfromtheSand",2005
134,134,"Peter Lonard",85,48.19,40,83,"ScramblingfromtheSand",2005
136,136,"Rocco Mediate",73,48,36,75,"ScramblingfromtheSand",2005
136,136,"Vaughn Taylor",99,48,48,100,"ScramblingfromtheSand",2005
138,138,"JJ Henry",102,47.92,46,96,"ScramblingfromtheSand",2005
139,139,"John Daly",78,47.76,32,67,"ScramblingfromtheSand",2005
140,140,"Jeff Maggert",79,47.69,31,65,"ScramblingfromtheSand",2005
141,141,"Dudley Hart",84,47.62,40,84,"ScramblingfromtheSand",2005
142,142,"Woody Austin",100,47.54,58,122,"ScramblingfromtheSand",2005
143,143,"Duffy Waldorf",86,47.42,46,97,"ScramblingfromtheSand",2005
144,144,"Matt Davidson",53,47.3,35,74,"ScramblingfromtheSand",2005
145,145,"Kenny Perry",82,47.17,25,53,"ScramblingfromtheSand",2005
146,146,"Dennis Paulson",63,47.13,41,87,"ScramblingfromtheSand",2005
147,147,"Paul Claxton",79,46.99,39,83,"ScramblingfromtheSand",2005
147,147,"Lucas Glover",88,46.99,39,83,"ScramblingfromtheSand",2005
149,149,"Bo Van Pelt",112,46.88,45,96,"ScramblingfromtheSand",2005
150,150,"Tom Byrum",83,46.81,44,94,"ScramblingfromtheSand",2005
151,151,"Steve Lowery",100,46.74,43,92,"ScramblingfromtheSand",2005
152,152,"Jay Haas",54,46.67,28,60,"ScramblingfromtheSand",2005
152,152,"Skip Kendall",80,46.67,49,105,"ScramblingfromtheSand",2005
154,154,"Brenden Pappas",51,46.15,18,39,"ScramblingfromtheSand",2005
155,155,"Chad Campbell",95,46.07,41,89,"ScramblingfromtheSand",2005
155,155,"Bob Heintz",67,46.07,41,89,"ScramblingfromtheSand",2005
157,157,"Jim Carter",62,45.78,38,83,"ScramblingfromtheSand",2005
158,158,"JP Hayes",63,45.21,33,73,"ScramblingfromtheSand",2005
159,159,"Jesper Parnevik",84,44.94,40,89,"ScramblingfromtheSand",2005
160,160,"Will Ma Kenzie",75,44.83,26,58,"ScramblingfromtheSand",2005
161,161,"John Huston",90,44.66,46,103,"ScramblingfromtheSand",2005
162,162,"Jeff Brehaut",71,44.64,25,56,"ScramblingfromtheSand",2005
163,163,"Jason Allred",75,44.55,45,101,"ScramblingfromtheSand",2005
163,163,"Harrison Frazar",105,44.55,49,110,"ScramblingfromtheSand",2005
165,165,"Arjun Atwal",65,44.3,35,79,"ScramblingfromtheSand",2005
166,166,"Tim Petrovic",97,44.04,48,109,"ScramblingfromtheSand",2005
167,167,"Joe Durant",81,43.84,32,73,"ScramblingfromtheSand",2005
168,168,"Joey Sindelar",104,43.64,48,110,"ScramblingfromtheSand",2005
169,169,"Lee Westwood",50,43.33,13,30,"ScramblingfromtheSand",2005
170,170,"Rod Pampling",89,43.06,31,72,"ScramblingfromtheSand",2005
170,170,"Rob Rashell",65,43.06,31,72,"ScramblingfromtheSand",2005
172,172,"Nick Watney",91,43.02,37,86,"ScramblingfromtheSand",2005
173,173,"John Rollins",97,42.99,46,107,"ScramblingfromtheSand",2005
174,174,"Adam Scott",72,42.86,21,49,"ScramblingfromtheSand",2005
174,174,"Kevin Stadler",96,42.86,42,98,"ScramblingfromtheSand",2005
176,176,"Tommy Armour III",103,42.55,40,94,"ScramblingfromtheSand",2005
177,177,"Michael Long",72,42.5,34,80,"ScramblingfromtheSand",2005
178,178,"Todd Hamilton",94,42.42,42,99,"ScramblingfromtheSand",2005
179,179,"Frank Lickliter II",100,42.39,39,92,"ScramblingfromtheSand",2005
180,180,"Scott Gutschewski",86,42.25,30,71,"ScramblingfromtheSand",2005
181,181,"Mathias Gronberg",60,41.82,23,55,"ScramblingfromtheSand",2005
182,182,"Briny Baird",98,41.75,43,103,"ScramblingfromtheSand",2005
183,183,"Jonathan Kaye",77,41.67,30,72,"ScramblingfromtheSand",2005
184,184,"Brian Bateman",98,41.3,38,92,"ScramblingfromtheSand",2005
185,185,"Scott McCarron",78,40.82,40,98,"ScramblingfromtheSand",2005
186,186,"Bradley Hughes",52,40.32,25,62,"ScramblingfromtheSand",2005
186,186,"Brett Wetterich",76,40.32,25,62,"ScramblingfromtheSand",2005
188,188,"Ben Curtis",65,40.26,31,77,"ScramblingfromtheSand",2005
189,189,"Chris Smith",93,40.23,35,87,"ScramblingfromtheSand",2005
190,190,"Bill Glasson",54,40,20,50,"ScramblingfromtheSand",2005
191,191,"Roland Thatcher",75,39.71,27,68,"ScramblingfromtheSand",2005
192,192,"Thomas Levet",54,37.25,19,51,"ScramblingfromtheSand",2005
193,193,"Brandt Jobe",96,37.08,33,89,"ScramblingfromtheSand",2005
194,194,"John Elliott",58,36.99,27,73,"ScramblingfromtheSand",2005
195,195,"Steve Jones",56,36.62,26,71,"ScramblingfromtheSand",2005
196,196,"David Hearn",68,36.51,23,63,"ScramblingfromtheSand",2005
197,197,"Hunter Mahan",103,36.36,36,99,"ScramblingfromtheSand",2005
198,198,"Shaun Micheel",81,35.82,24,67,"ScramblingfromtheSand",2005
199,199,"Joey Snyder III",102,35.14,39,111,"ScramblingfromtheSand",2005
200,200,"DJ Brigman",76,33.33,26,78,"ScramblingfromtheSand",2005
200,200,"Charles Warren",89,33.33,26,78,"ScramblingfromtheSand",2005
202,202,"Patrick Sheehan",114,32.48,38,117,"ScramblingfromtheSand",2005
