"ScramblingfromtheRough_RANKTHISWEEK_2016","ScramblingfromtheRough_RANKLASTWEEK_2016","ScramblingfromtheRough_PLAYERNAME_2016","ScramblingfromtheRough_ROUNDS_2016","ScramblingfromtheRough_Pct_2016","ScramblingfromtheRough_SUCCESSES_2016","ScramblingfromtheRough_ATTEMPTS_2016","stat_name","year"
166,164,"Jordan Spieth",34,50,30,60,"ScramblingfromtheRough",2016
166,164,"Darron Stiles",28,50,27,54,"ScramblingfromtheRough",2016
166,164,"Hudson Swafford",52,50,44,88,"ScramblingfromtheRough",2016
166,164,"Bubba Watson",30,50,13,26,"ScramblingfromtheRough",2016
174,179,"Kyle Reifers",63,49.26,67,136,"ScramblingfromtheRough",2016
175,180,"Matt Every",34,49.25,33,67,"ScramblingfromtheRough",2016
176,175,"Luke Guthrie",31,49.18,30,61,"ScramblingfromtheRough",2016
177,176,"Miguel Angel Carballo",24,49.15,29,59,"ScramblingfromtheRough",2016
178,178,"Dustin Johnson",37,48.98,24,49,"ScramblingfromtheRough",2016
179,183,"Shawn Stefani",45,48.91,45,92,"ScramblingfromtheRough",2016
180,176,"Kyle Stanley",57,48.78,60,123,"ScramblingfromtheRough",2016
181,182,"DH Lee",35,48.45,47,97,"ScramblingfromtheRough",2016
181,163,"Geoff Ogilvy",37,48.45,47,97,"ScramblingfromtheRough",2016
183,192,"Hunter Mahan",43,48.19,40,83,"ScramblingfromtheRough",2016
184,185,"Jason Day",36,48,24,50,"ScramblingfromtheRough",2016
184,185,"Rory Sabbatini",40,48,36,75,"ScramblingfromtheRough",2016
186,180,"John Senden",48,47.95,35,73,"ScramblingfromtheRough",2016
187,185,"Steve Marino",40,47.56,39,82,"ScramblingfromtheRough",2016
188,189,"Rhein Gibson",36,47.5,38,80,"ScramblingfromtheRough",2016
189,190,"Cameron Percy",22,47.37,18,38,"ScramblingfromtheRough",2016
190,196,"Angel Cabrera",42,46.67,35,75,"ScramblingfromtheRough",2016
191,190,"Chesson Hadley",51,46.15,48,104,"ScramblingfromtheRough",2016
192,188,"Emiliano Grillo",47,45.95,34,74,"ScramblingfromtheRough",2016
193,184,"Dawie van der Walt",48,45.61,52,114,"ScramblingfromtheRough",2016
194,204,"Shane Lowry",35,45.45,25,55,"ScramblingfromtheRough",2016
195,203,"Andrew Loupe",50,44.35,55,124,"ScramblingfromtheRough",2016
196,202,"Johnson Wagner",44,44,33,75,"ScramblingfromtheRough",2016
197,193,"Kelly Kraft",35,43.84,32,73,"ScramblingfromtheRough",2016
198,194,"Ernie Els",34,43.66,31,71,"ScramblingfromtheRough",2016
199,199,"Robert Garrigus",34,43.48,30,69,"ScramblingfromtheRough",2016
200,197,"Michael Thompson",46,42.71,41,96,"ScramblingfromtheRough",2016
201,198,"Greg Owen",56,42.68,35,82,"ScramblingfromtheRough",2016
202,195,"Steven Bowditch",40,42.17,35,83,"ScramblingfromtheRough",2016
203,205,"Louis Oosthuizen",25,42.11,8,19,"ScramblingfromtheRough",2016
204,206,"Brooks Koepka",39,41.67,25,60,"ScramblingfromtheRough",2016
205,201,"Robert Allenby",35,40.79,31,76,"ScramblingfromtheRough",2016
206,207,"Justin Hicks",26,38.1,16,42,"ScramblingfromtheRough",2016
207,208,"JJ Henry",44,33.33,22,66,"ScramblingfromtheRough",2016
