"ScramblingfromtheRough_RANKTHISWEEK_2016","ScramblingfromtheRough_RANKLASTWEEK_2016","ScramblingfromtheRough_PLAYERNAME_2016","ScramblingfromtheRough_ROUNDS_2016","ScramblingfromtheRough_Pct_2016","ScramblingfromtheRough_SUCCESSES_2016","ScramblingfromtheRough_ATTEMPTS_2016","stat_name","year"
1,1,"Jerry Kelly",44,73.75,59,80,"ScramblingfromtheRough",2016
2,4,"Steve Stricker",25,71.64,48,67,"ScramblingfromtheRough",2016
3,8,"Ian Poulter",37,71.21,47,66,"ScramblingfromtheRough",2016
4,6,"Brian Gay",22,70.69,41,58,"ScramblingfromtheRough",2016
5,3,"Patrick Reed",53,69.79,67,96,"ScramblingfromtheRough",2016
6,9,"Bernd Wiesberger",23,68.75,11,16,"ScramblingfromtheRough",2016
7,11,"Tom Hoge",47,68.27,71,104,"ScramblingfromtheRough",2016
8,5,"Kevin Chappell",49,68,68,100,"ScramblingfromtheRough",2016
9,12,"Charl Schwartzel",29,67.44,29,43,"ScramblingfromtheRough",2016
10,13,"Russell Knox",48,67.09,53,79,"ScramblingfromtheRough",2016
11,14,"Jamie Lovemark",57,66.36,71,107,"ScramblingfromtheRough",2016
12,16,"DA Points",32,66.22,49,74,"ScramblingfromtheRough",2016
13,42,"Tim Wilkinson",40,65.63,63,96,"ScramblingfromtheRough",2016
14,17,"Chez Reavie",56,65.52,76,116,"ScramblingfromtheRough",2016
15,21,"Kevin Streelman",46,65.28,47,72,"ScramblingfromtheRough",2016
16,20,"John Huh",51,65.17,58,89,"ScramblingfromtheRough",2016
17,30,"Rickie Fowler",42,65.15,43,66,"ScramblingfromtheRough",2016
18,18,"Phil Mickelson",37,65.08,41,63,"ScramblingfromtheRough",2016
19,46,"Thomas Aiken",42,64.94,50,77,"ScramblingfromtheRough",2016
20,56,"Lucas Glover",53,64.71,55,85,"ScramblingfromtheRough",2016
20,23,"Bill Haas",42,64.71,55,85,"ScramblingfromtheRough",2016
22,39,"David Hearn",55,64.38,47,73,"ScramblingfromtheRough",2016
23,26,"Brendon Todd",43,64.29,72,112,"ScramblingfromtheRough",2016
24,37,"Martin Laird",46,64.08,66,103,"ScramblingfromtheRough",2016
25,41,"Fabian Gomez",49,63.86,53,83,"ScramblingfromtheRough",2016
26,30,"Marc Leishman",41,63.79,37,58,"ScramblingfromtheRough",2016
26,10,"Brian Stuard",24,63.79,37,58,"ScramblingfromtheRough",2016
28,33,"Andrew Landry",24,63.64,35,55,"ScramblingfromtheRough",2016
28,33,"Bryce Molder",50,63.64,70,110,"ScramblingfromtheRough",2016
28,33,"Kevin Na",52,63.64,42,66,"ScramblingfromtheRough",2016
28,33,"Andy Sullivan",25,63.64,28,44,"ScramblingfromtheRough",2016
32,27,"Roberto Castro",55,63.51,47,74,"ScramblingfromtheRough",2016
33,39,"Graeme McDowell",33,63.24,43,68,"ScramblingfromtheRough",2016
34,14,"Adam Scott",39,63.16,24,38,"ScramblingfromtheRough",2016
35,45,"Freddie Jacobson",54,62.61,72,115,"ScramblingfromtheRough",2016
36,7,"Rory McIlroy",37,62.5,35,56,"ScramblingfromtheRough",2016
36,30,"Martin Piller",37,62.5,45,72,"ScramblingfromtheRough",2016
38,63,"Jason Bohn",37,62.32,43,69,"ScramblingfromtheRough",2016
39,22,"Steve Wheatcroft",53,62.31,81,130,"ScramblingfromtheRough",2016
40,43,"Daniel Summerhays",55,62.3,76,122,"ScramblingfromtheRough",2016
41,48,"Scott Brown",59,62.22,56,90,"ScramblingfromtheRough",2016
42,51,"Brandt Snedeker",47,62.2,51,82,"ScramblingfromtheRough",2016
43,18,"Henrik Norlander",41,62.12,41,66,"ScramblingfromtheRough",2016
44,38,"Peter Malnati",53,62.04,67,108,"ScramblingfromtheRough",2016
45,52,"Justin Leonard",28,61.84,47,76,"ScramblingfromtheRough",2016
46,44,"Jim Herman",55,61.54,56,91,"ScramblingfromtheRough",2016
47,24,"James Hahn",45,61.36,54,88,"ScramblingfromtheRough",2016
48,60,"Ollie Schniederjans",23,61.29,38,62,"ScramblingfromtheRough",2016
49,28,"Charles Howell III",63,61.11,66,108,"ScramblingfromtheRough",2016
50,58,"Jason Kokrak",52,61.06,69,113,"ScramblingfromtheRough",2016
51,49,"Scott Langley",41,60.98,50,82,"ScramblingfromtheRough",2016
52,59,"KJ Choi",47,60.92,53,87,"ScramblingfromtheRough",2016
53,29,"Boo Weekley",53,60.78,62,102,"ScramblingfromtheRough",2016
54,63,"Chris Kirk",51,60.66,37,61,"ScramblingfromtheRough",2016
55,57,"Nick Taylor",57,60.53,69,114,"ScramblingfromtheRough",2016
56,66,"Aaron Baddeley",51,60.48,75,124,"ScramblingfromtheRough",2016
57,55,"Sung Kang",51,60.4,61,101,"ScramblingfromtheRough",2016
58,68,"Lucas Lee",22,60.38,32,53,"ScramblingfromtheRough",2016
59,76,"Colt Knost",56,60.2,59,98,"ScramblingfromtheRough",2016
60,69,"Spencer Levin",62,60,63,105,"ScramblingfromtheRough",2016
61,71,"Derek Ernst",36,59.72,43,72,"ScramblingfromtheRough",2016
62,71,"Billy Hurley III",22,59.68,37,62,"ScramblingfromtheRough",2016
63,67,"Mark Hubbard",73,59.6,90,151,"ScramblingfromtheRough",2016
64,74,"Si Woo Kim",63,59.57,84,141,"ScramblingfromtheRough",2016
65,104,"Ben Martin",48,59.09,52,88,"ScramblingfromtheRough",2016
66,25,"Padraig Harrington",38,59.04,49,83,"ScramblingfromtheRough",2016
66,77,"Ryan Palmer",46,59.04,49,83,"ScramblingfromtheRough",2016
68,65,"Brett Stegmaier",57,58.97,69,117,"ScramblingfromtheRough",2016
69,70,"JB Holmes",39,58.82,40,68,"ScramblingfromtheRough",2016
69,75,"Webb Simpson",34,58.82,30,51,"ScramblingfromtheRough",2016
71,53,"Jason Gore",51,58.77,67,114,"ScramblingfromtheRough",2016
72,81,"Chad Collins",45,58.72,64,109,"ScramblingfromtheRough",2016
72,73,"Chris Stroud",52,58.72,64,109,"ScramblingfromtheRough",2016
74,80,"Branden Grace",31,58.7,27,46,"ScramblingfromtheRough",2016
75,62,"Patton Kizzire",57,58.59,75,128,"ScramblingfromtheRough",2016
76,60,"Luke Donald",49,58.57,41,70,"ScramblingfromtheRough",2016
77,82,"Charlie Beljan",26,58.49,31,53,"ScramblingfromtheRough",2016
78,79,"Ricky Barnes",57,58.46,76,130,"ScramblingfromtheRough",2016
79,102,"Gary Woodland",45,58.44,45,77,"ScramblingfromtheRough",2016
80,120,"Alex Cejka",47,58.43,52,89,"ScramblingfromtheRough",2016
81,83,"Zach Johnson",42,58.33,35,60,"ScramblingfromtheRough",2016
81,83,"Jimmy Walker",43,58.33,49,84,"ScramblingfromtheRough",2016
83,89,"Jeff Overton",51,58.18,64,110,"ScramblingfromtheRough",2016
84,97,"Zac Blair",56,57.81,74,128,"ScramblingfromtheRough",2016
85,86,"Jon Curran",55,57.78,52,90,"ScramblingfromtheRough",2016
85,77,"Scott Stallings",46,57.78,52,90,"ScramblingfromtheRough",2016
87,87,"Dicky Pride",33,57.69,45,78,"ScramblingfromtheRough",2016
88,88,"Brice Garnett",29,57.63,34,59,"ScramblingfromtheRough",2016
89,89,"Matthew Fitzpatrick",23,57.58,19,33,"ScramblingfromtheRough",2016
90,92,"Billy Horschel",45,57.53,42,73,"ScramblingfromtheRough",2016
90,46,"Sean OHair",45,57.53,42,73,"ScramblingfromtheRough",2016
92,98,"Camilo Villegas",50,57.5,69,120,"ScramblingfromtheRough",2016
93,94,"Matt Kuchar",46,57.32,47,82,"ScramblingfromtheRough",2016
94,2,"Byeong Hun An",23,57.14,12,21,"ScramblingfromtheRough",2016
94,107,"Justin Rose",35,57.14,36,63,"ScramblingfromtheRough",2016
94,123,"Mark Wilson",42,57.14,52,91,"ScramblingfromtheRough",2016
97,89,"Daniel Berger",52,56.94,41,72,"ScramblingfromtheRough",2016
98,101,"Jamie Donaldson",28,56.86,29,51,"ScramblingfromtheRough",2016
99,103,"Shane Bertsch",30,56.67,34,60,"ScramblingfromtheRough",2016
99,100,"Jonas Blixt",46,56.67,68,120,"ScramblingfromtheRough",2016
101,50,"Davis Love III",40,56.6,30,53,"ScramblingfromtheRough",2016
102,115,"Will Wilcox",47,56.57,56,99,"ScramblingfromtheRough",2016
103,53,"Paul Casey",39,56.52,26,46,"ScramblingfromtheRough",2016
103,95,"Rob Oppenheim",37,56.52,39,69,"ScramblingfromtheRough",2016
105,105,"Abraham Ancer",26,56.45,35,62,"ScramblingfromtheRough",2016
106,111,"Charley Hoffman",49,56.1,46,82,"ScramblingfromtheRough",2016
107,112,"Luke List",51,56.04,51,91,"ScramblingfromtheRough",2016
108,118,"Anirban Lahiri",44,56,42,75,"ScramblingfromtheRough",2016
109,93,"Derek Fathauer",58,55.94,80,143,"ScramblingfromtheRough",2016
110,132,"Harris English",51,55.84,43,77,"ScramblingfromtheRough",2016
111,99,"Ben Crane",48,55.77,58,104,"ScramblingfromtheRough",2016
112,113,"Pat Perez",28,55.74,34,61,"ScramblingfromtheRough",2016
113,95,"Stuart Appleby",39,55.68,49,88,"ScramblingfromtheRough",2016
114,115,"Russell Henley",42,55.56,45,81,"ScramblingfromtheRough",2016
115,110,"Ryan Moore",40,55.36,31,56,"ScramblingfromtheRough",2016
116,85,"Retief Goosen",37,55.26,42,76,"ScramblingfromtheRough",2016
117,109,"Brendon de Jonge",55,55.05,60,109,"ScramblingfromtheRough",2016
118,131,"Tyler Aldridge",53,54.92,67,122,"ScramblingfromtheRough",2016
119,122,"Andres Romero",22,54.9,28,51,"ScramblingfromtheRough",2016
119,124,"Cameron Tringale",47,54.9,56,102,"ScramblingfromtheRough",2016
121,114,"David Lingmerth",54,54.55,54,99,"ScramblingfromtheRough",2016
122,125,"Michael Kim",62,54.48,79,145,"ScramblingfromtheRough",2016
123,162,"Francesco Molinari",36,54.43,43,79,"ScramblingfromtheRough",2016
124,161,"Robert Streb",51,54.32,44,81,"ScramblingfromtheRough",2016
125,125,"Carlos Ortiz",47,54.21,58,107,"ScramblingfromtheRough",2016
126,133,"Tyrone Van Aswegen",67,54.2,71,131,"ScramblingfromtheRough",2016
127,148,"Tony Finau",49,54.13,59,109,"ScramblingfromtheRough",2016
128,144,"Cameron Smith",45,54.1,33,61,"ScramblingfromtheRough",2016
129,128,"Harold Varner III",58,53.64,59,110,"ScramblingfromtheRough",2016
130,157,"Danny Lee",53,53.57,45,84,"ScramblingfromtheRough",2016
131,135,"Jason Dufner",53,53.52,38,71,"ScramblingfromtheRough",2016
132,125,"Whee Kim",54,53.45,62,116,"ScramblingfromtheRough",2016
132,119,"Hideki Matsuyama",40,53.45,31,58,"ScramblingfromtheRough",2016
132,136,"Scott Piercy",45,53.45,31,58,"ScramblingfromtheRough",2016
135,106,"Jhonattan Vegas",49,53.41,47,88,"ScramblingfromtheRough",2016
136,128,"Chad Campbell",54,53.4,55,103,"ScramblingfromtheRough",2016
137,141,"Will Ma Kenzie",54,53.33,56,105,"ScramblingfromtheRough",2016
137,138,"Wes Roach",33,53.33,40,75,"ScramblingfromtheRough",2016
137,108,"Sam Saunders",40,53.33,40,75,"ScramblingfromtheRough",2016
137,115,"Henrik Stenson",30,53.33,16,30,"ScramblingfromtheRough",2016
141,128,"Bronson Burgoon",53,53.28,65,122,"ScramblingfromtheRough",2016
142,146,"Adam Hadwin",53,53.27,57,107,"ScramblingfromtheRough",2016
143,139,"Seung Yul Noh",54,53.15,59,111,"ScramblingfromtheRough",2016
144,136,"Kevin Kisner",49,53.13,34,64,"ScramblingfromtheRough",2016
145,140,"Patrick Rodgers",49,52.87,46,87,"ScramblingfromtheRough",2016
146,142,"DJ Trahan",23,52.83,28,53,"ScramblingfromtheRough",2016
147,143,"Troy Merritt",41,52.78,38,72,"ScramblingfromtheRough",2016
148,145,"Scott Pinckney",53,52.29,57,109,"ScramblingfromtheRough",2016
149,158,"Graham DeLaet",50,52.22,47,90,"ScramblingfromtheRough",2016
150,150,"Sergio Garcia",28,52,13,25,"ScramblingfromtheRough",2016
151,164,"Vijay Singh",42,51.95,40,77,"ScramblingfromtheRough",2016
152,147,"Vaughn Taylor",30,51.92,27,52,"ScramblingfromtheRough",2016
153,152,"Carl Pettersson",31,51.9,41,79,"ScramblingfromtheRough",2016
154,149,"Blayne Barber",44,51.89,55,106,"ScramblingfromtheRough",2016
155,160,"Andres Gonzales",46,51.69,61,118,"ScramblingfromtheRough",2016
156,153,"Smylie Kaufman",57,51.55,50,97,"ScramblingfromtheRough",2016
157,156,"Stewart Cink",45,51.43,36,70,"ScramblingfromtheRough",2016
158,155,"Matt Jones",45,51.35,38,74,"ScramblingfromtheRough",2016
158,174,"George McNeill",33,51.35,38,74,"ScramblingfromtheRough",2016
158,121,"David Toms",38,51.35,38,74,"ScramblingfromtheRough",2016
161,134,"Brian Harman",60,51.13,68,133,"ScramblingfromtheRough",2016
162,173,"Brendan Steele",48,51.04,49,96,"ScramblingfromtheRough",2016
163,154,"Erik Compton",45,50.86,59,116,"ScramblingfromtheRough",2016
164,150,"William McGirt",54,50.57,44,87,"ScramblingfromtheRough",2016
165,164,"Justin Thomas",53,50.52,49,97,"ScramblingfromtheRough",2016
166,164,"Keegan Bradley",40,50,28,56,"ScramblingfromtheRough",2016
166,164,"Ken Duke",26,50,31,62,"ScramblingfromtheRough",2016
166,159,"Morgan Hoffmann",43,50,48,96,"ScramblingfromtheRough",2016
166,172,"Hiroshi Iwata",51,50,53,106,"ScramblingfromtheRough",2016
