"PuttingAverage_RANKTHISWEEK_2014","PuttingAverage_RANKLASTWEEK_2014","PuttingAverage_PLAYERNAME_2014","PuttingAverage_ROUNDS_2014","PuttingAverage_AVG_2014","PuttingAverage_GIRPUTTS_2014","PuttingAverage_GREENSHIT_2014","PuttingAverage_BIRDIECONVERSION_2014","PuttingAverage_GIRRANK_2014","stat_name","year"
36,36,"Brian Harman",111,1.755,2254,1284,29.56,111,"PuttingAverage",2014
36,36,"Matt Kuchar",91,1.755,1860,1060,30.57,40,"PuttingAverage",2014
36,36,"Marc Leishman",81,1.755,1648,939,29.99,80,"PuttingAverage",2014
36,36,"Brandt Snedeker",89,1.755,1739,991,30.13,136,"PuttingAverage",2014
42,42,"Russell Henley",92,1.756,1798,1024,30.82,156,"PuttingAverage",2014
42,42,"Charley Hoffman",93,1.756,1972,1123,31.67,35,"PuttingAverage",2014
44,44,"Jason Bohn",81,1.757,1659,944,27.95,97,"PuttingAverage",2014
44,44,"William McGirt",96,1.757,1956,1113,29.23,105,"PuttingAverage",2014
44,44,"Justin Rose",70,1.757,1439,819,30.96,41,"PuttingAverage",2014
47,47,"Justin Leonard",75,1.758,1371,780,28.24,176,"PuttingAverage",2014
48,48,"Luke Donald",57,1.759,1117,635,29.18,144,"PuttingAverage",2014
48,48,"Martin Kaymer",65,1.759,1309,744,31,99,"PuttingAverage",2014
48,48,"Chris Kirk",105,1.759,2090,1188,31.06,129,"PuttingAverage",2014
48,48,"Ben Martin",80,1.759,1673,951,28.78,62,"PuttingAverage",2014
52,52,"Sangmoon Bae",76,1.76,1515,861,32.09,146,"PuttingAverage",2014
52,52,"Zach Johnson",97,1.76,2050,1165,29.15,31,"PuttingAverage",2014
52,52,"George McNeill",79,1.76,1656,941,30.24,61,"PuttingAverage",2014
52,52,"Andres Romero",81,1.76,1477,839,30.82,168,"PuttingAverage",2014
52,52,"Kevin Streelman",79,1.76,1563,888,31.26,137,"PuttingAverage",2014
57,57,"Camilo Villegas",95,1.761,2016,1145,30.48,39,"PuttingAverage",2014
58,58,"Erik Compton",88,1.762,1760,999,29.45,142,"PuttingAverage",2014
58,58,"Kevin Kisner",85,1.762,1760,999,29.16,76,"PuttingAverage",2014
60,60,"Chesson Hadley",84,1.763,1680,953,31.02,143,"PuttingAverage",2014
60,60,"Bryce Molder",77,1.763,1481,840,28.04,121,"PuttingAverage",2014
62,62,"David Hearn",97,1.764,2044,1159,27.66,55,"PuttingAverage",2014
62,62,"Tim Wilkinson",86,1.764,1607,911,27.75,157,"PuttingAverage",2014
64,64,"Scott Brown",100,1.765,2065,1170,29.93,89,"PuttingAverage",2014
64,64,"Chad Collins",78,1.765,1410,799,27.64,170,"PuttingAverage",2014
64,64,"Ben Crane",81,1.765,1633,925,27.52,130,"PuttingAverage",2014
64,64,"Webb Simpson",87,1.765,1742,987,30.93,77,"PuttingAverage",2014
68,68,"Ernie Els",85,1.766,1547,876,29.24,159,"PuttingAverage",2014
68,68,"Matt Every",85,1.766,1711,969,30.92,134,"PuttingAverage",2014
68,68,"Tommy Gainey",73,1.766,1404,795,30.6,117,"PuttingAverage",2014
68,68,"Jeff Overton",80,1.766,1589,900,29.35,64,"PuttingAverage",2014
68,68,"Robert Streb",75,1.766,1482,839,30.26,69,"PuttingAverage",2014
73,73,"Jonas Blixt",64,1.767,1205,682,30.1,162,"PuttingAverage",2014
73,73,"Keegan Bradley",89,1.767,1866,1056,30.93,46,"PuttingAverage",2014
73,73,"Daniel Summerhays",98,1.767,2085,1180,28.68,42,"PuttingAverage",2014
76,76,"Ricky Barnes",92,1.768,1819,1029,29.45,92,"PuttingAverage",2014
76,76,"Patrick Reed",92,1.768,1823,1031,30.25,124,"PuttingAverage",2014
76,76,"Wes Roach",67,1.768,1287,728,31.46,112,"PuttingAverage",2014
76,76,"Michael Thompson",74,1.768,1547,875,30.29,68,"PuttingAverage",2014
80,80,"Brian Davis",93,1.769,1820,1029,29.2,160,"PuttingAverage",2014
80,80,"David Lingmerth",80,1.769,1532,866,28.39,135,"PuttingAverage",2014
80,80,"Pat Perez",84,1.769,1721,973,28.32,107,"PuttingAverage",2014
80,80,"John Senden",99,1.769,2139,1209,27.63,25,"PuttingAverage",2014
80,80,"David Toms",64,1.769,1357,767,27.94,13,"PuttingAverage",2014
85,85,"Charles Howell III",106,1.77,2285,1291,29.23,26,"PuttingAverage",2014
85,85,"Hideki Matsuyama",82,1.77,1632,922,32.14,116,"PuttingAverage",2014
87,87,"Richard Lee",80,1.771,1491,842,29.25,171,"PuttingAverage",2014
87,87,"Andrew Loupe",65,1.771,1227,693,31.36,141,"PuttingAverage",2014
89,89,"Will Ma Kenzie",82,1.772,1715,968,30.01,70,"PuttingAverage",2014
90,90,"Jonathan Byrd",76,1.773,1491,841,27.92,95,"PuttingAverage",2014
91,91,"James Driscoll",71,1.774,1380,778,29.81,164,"PuttingAverage",2014
91,91,"Brendan Steele",89,1.774,1804,1017,30.15,53,"PuttingAverage",2014
91,91,"Cameron Tringale",111,1.774,2367,1334,27.03,45,"PuttingAverage",2014
91,91,"Tyrone Van Aswegen",79,1.774,1598,901,28.86,113,"PuttingAverage",2014
91,91,"Mike Weir",69,1.774,1192,672,27.72,177,"PuttingAverage",2014
91,91,"Gary Woodland",93,1.774,1955,1102,29.57,51,"PuttingAverage",2014
97,97,"Angel Cabrera",69,1.776,1433,807,30.06,90,"PuttingAverage",2014
97,97,"Jason Day",54,1.776,982,553,30.02,118,"PuttingAverage",2014
97,97,"Harris English",95,1.776,2010,1132,30.29,17,"PuttingAverage",2014
97,97,"Danny Lee",84,1.776,1648,928,30.74,104,"PuttingAverage",2014
101,101,"Seung Yul Noh",92,1.777,1971,1109,28.55,38,"PuttingAverage",2014
102,102,"Ben Curtis",77,1.778,1463,823,27.62,150,"PuttingAverage",2014
102,102,"Brad Fritsch",50,1.778,999,562,29.06,87,"PuttingAverage",2014
102,102,"Brice Garnett",92,1.778,1835,1032,27.79,83,"PuttingAverage",2014
102,102,"Bill Haas",107,1.778,2306,1297,28.55,15,"PuttingAverage",2014
106,106,"Henrik Stenson",56,1.779,1194,671,31.49,8,"PuttingAverage",2014
107,107,"Brian Gay",81,1.78,1499,842,27.59,175,"PuttingAverage",2014
107,107,"Hunter Mahan",88,1.78,1816,1020,28.36,46,"PuttingAverage",2014
109,109,"Brendon de Jonge",109,1.781,2253,1265,27.4,103,"PuttingAverage",2014
109,109,"Robert Garrigus",80,1.781,1671,938,31.62,84,"PuttingAverage",2014
111,111,"Stewart Cink",91,1.782,1937,1087,27.79,57,"PuttingAverage",2014
111,111,"Russell Knox",92,1.782,2006,1126,27.11,22,"PuttingAverage",2014
113,113,"Gonzalo Fdez Castano",83,1.783,1601,898,29.35,166,"PuttingAverage",2014
113,113,"YE Yang",79,1.783,1544,866,27.17,158,"PuttingAverage",2014
115,115,"Jason Dufner",57,1.784,1149,644,29.75,59,"PuttingAverage",2014
116,116,"Roberto Castro",76,1.785,1437,805,26.47,169,"PuttingAverage",2014
117,117,"Steven Bowditch",93,1.786,1895,1061,29.99,133,"PuttingAverage",2014
118,118,"Jim Furyk",84,1.787,1769,990,26.65,12,"PuttingAverage",2014
118,118,"Billy Hurley III",86,1.787,1823,1020,26.06,63,"PuttingAverage",2014
118,118,"Shawn Stefani",60,1.787,1278,715,27.49,60,"PuttingAverage",2014
121,121,"Graham DeLaet",80,1.788,1797,1005,28.91,3,"PuttingAverage",2014
121,121,"Martin Flores",85,1.788,1820,1018,27.59,52,"PuttingAverage",2014
121,121,"Retief Goosen",94,1.788,1843,1031,27.86,124,"PuttingAverage",2014
121,121,"Kevin Stadler",90,1.788,1974,1104,28.45,9,"PuttingAverage",2014
125,125,"Charlie Beljan",76,1.789,1512,845,29.89,82,"PuttingAverage",2014
125,125,"Spencer Levin",59,1.789,1222,683,26.69,109,"PuttingAverage",2014
125,125,"Carl Pettersson",91,1.789,1954,1092,28.41,46,"PuttingAverage",2014
125,125,"Bo Van Pelt",83,1.789,1834,1025,27.57,16,"PuttingAverage",2014
129,129,"Billy Horschel",92,1.79,2042,1141,28.41,4,"PuttingAverage",2014
129,129,"Charlie Wi",72,1.79,1373,767,27.09,165,"PuttingAverage",2014
131,131,"Jamie Lovemark",64,1.792,1256,701,29.24,94,"PuttingAverage",2014
131,131,"Andrew Svoboda",77,1.792,1692,944,27.18,18,"PuttingAverage",2014
131,131,"Nick Watney",80,1.792,1629,909,28.85,32,"PuttingAverage",2014
134,134,"Woody Austin",63,1.793,1158,646,28.64,167,"PuttingAverage",2014
134,134,"Sean OHair",77,1.793,1576,879,27.28,132,"PuttingAverage",2014
134,134,"Rory Sabbatini",82,1.793,1646,918,29.88,74,"PuttingAverage",2014
137,137,"Davis Love III",74,1.794,1500,836,28.14,100,"PuttingAverage",2014
138,138,"Geoff Ogilvy",84,1.795,1668,929,28.05,100,"PuttingAverage",2014
139,139,"Ken Duke",80,1.796,1694,943,26.65,34,"PuttingAverage",2014
140,140,"Justin Hicks",103,1.799,2290,1273,26.36,2,"PuttingAverage",2014
141,141,"John Merrick",87,1.8,1831,1017,26.6,19,"PuttingAverage",2014
142,142,"John Huh",87,1.801,1733,962,26.61,106,"PuttingAverage",2014
143,143,"Ted Potter Jr",68,1.802,1436,797,24.75,85,"PuttingAverage",2014
144,144,"Bud Cauley",56,1.803,1226,680,26.7,30,"PuttingAverage",2014
144,144,"Johnson Wagner",69,1.803,1352,750,24.23,115,"PuttingAverage",2014
144,144,"Will Wilcox",51,1.803,1064,590,26.15,42,"PuttingAverage",2014
147,147,"Troy Matteson",62,1.804,1167,647,27.67,155,"PuttingAverage",2014
147,147,"Scott Stallings",77,1.804,1559,864,27,140,"PuttingAverage",2014
149,149,"Bronson La Cassie",51,1.805,937,519,26.59,161,"PuttingAverage",2014
149,149,"Josh Teater",90,1.805,1861,1031,26.5,86,"PuttingAverage",2014
151,151,"Trevor Immelman",84,1.807,1699,940,24.89,77,"PuttingAverage",2014
151,151,"Martin Laird",66,1.807,1337,740,28.69,58,"PuttingAverage",2014
153,153,"Jim Herman",62,1.811,1255,693,25.76,55,"PuttingAverage",2014
154,154,"DA Points",75,1.812,1493,824,26.21,148,"PuttingAverage",2014
154,154,"Heath Slocum",71,1.812,1515,836,26.08,33,"PuttingAverage",2014
156,156,"James Hahn",82,1.813,1670,921,26.69,120,"PuttingAverage",2014
157,157,"DH Lee",54,1.814,978,539,23.98,172,"PuttingAverage",2014
158,158,"Louis Oosthuizen",50,1.815,998,550,28.36,54,"PuttingAverage",2014
158,158,"Jim Renner",61,1.815,1209,666,27.07,148,"PuttingAverage",2014
160,160,"Chad Campbell",57,1.816,1255,691,23.91,1,"PuttingAverage",2014
160,160,"Michael Putnam",106,1.816,2235,1231,27.48,36,"PuttingAverage",2014
160,160,"Vijay Singh",83,1.816,1774,977,26.41,73,"PuttingAverage",2014
163,163,"Hudson Swafford",75,1.819,1599,879,26.17,11,"PuttingAverage",2014
164,164,"Jeff Maggert",54,1.823,1165,639,24.88,67,"PuttingAverage",2014
164,164,"John Rollins",84,1.823,1703,934,24.22,96,"PuttingAverage",2014
166,166,"Jhonattan Vegas",77,1.824,1702,933,27.65,7,"PuttingAverage",2014
167,167,"Briny Baird",50,1.825,1042,571,26.44,130,"PuttingAverage",2014
167,167,"JJ Henry",91,1.825,1989,1090,23.44,5,"PuttingAverage",2014
169,169,"Robert Allenby",83,1.826,1800,986,25.89,27,"PuttingAverage",2014
169,169,"Derek Ernst",80,1.826,1587,869,26.01,128,"PuttingAverage",2014
169,169,"John Peterson",62,1.826,1293,708,25.28,71,"PuttingAverage",2014
172,172,"Nicholas Thompson",85,1.833,1782,972,25.54,46,"PuttingAverage",2014
173,173,"Kevin Tway",64,1.837,1277,695,25.36,107,"PuttingAverage",2014
174,174,"Mark Wilson",69,1.838,1360,740,23.27,137,"PuttingAverage",2014
175,175,"Kyle Stanley",87,1.841,1839,999,26.41,44,"PuttingAverage",2014
176,176,"Boo Weekley",73,1.842,1625,882,23.61,20,"PuttingAverage",2014
177,177,"Lucas Glover",68,1.848,1471,796,26.76,37,"PuttingAverage",2014
