"Front9Round2ScoringAverage_RANKTHISWEEK_2016","Front9Round2ScoringAverage_RANKLASTWEEK_2016","Front9Round2ScoringAverage_PLAYERNAME_2016","Front9Round2ScoringAverage__2016","Front9Round2ScoringAverage_AVG_2016","Front9Round2ScoringAverage_TOTALSTROKES_2016","Front9Round2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,3,"Rory McIlroy",NA,34,272,8,"Front9Round2ScoringAverage",2016
2,1,"Kevin Kisner",NA,34.15,444,13,"Front9Round2ScoringAverage",2016
3,4,"Luke Donald",NA,34.31,446,13,"Front9Round2ScoringAverage",2016
4,8,"Dustin Johnson",NA,34.5,276,8,"Front9Round2ScoringAverage",2016
5,16,"Michael Kim",NA,34.56,622,18,"Front9Round2ScoringAverage",2016
5,2,"Adam Scott",NA,34.56,311,9,"Front9Round2ScoringAverage",2016
7,17,"Fabian Gomez",NA,34.57,484,14,"Front9Round2ScoringAverage",2016
8,6,"Gary Woodland",NA,34.58,415,12,"Front9Round2ScoringAverage",2016
9,11,"Charley Hoffman",NA,34.62,450,13,"Front9Round2ScoringAverage",2016
10,15,"Jason Day",NA,34.63,277,8,"Front9Round2ScoringAverage",2016
11,11,"Daniel Berger",NA,34.71,486,14,"Front9Round2ScoringAverage",2016
11,7,"Graham DeLaet",NA,34.71,486,14,"Front9Round2ScoringAverage",2016
11,11,"Brendan Steele",NA,34.71,486,14,"Front9Round2ScoringAverage",2016
14,10,"Jason Bohn",NA,34.73,382,11,"Front9Round2ScoringAverage",2016
15,19,"Sung Kang",NA,34.75,556,16,"Front9Round2ScoringAverage",2016
15,20,"Jordan Spieth",NA,34.75,278,8,"Front9Round2ScoringAverage",2016
17,17,"Jamie Lovemark",NA,34.76,591,17,"Front9Round2ScoringAverage",2016
18,22,"Russell Knox",NA,34.77,452,13,"Front9Round2ScoringAverage",2016
19,23,"Ken Duke",NA,34.78,313,9,"Front9Round2ScoringAverage",2016
20,9,"Justin Thomas",NA,34.79,487,14,"Front9Round2ScoringAverage",2016
20,11,"Cameron Tringale",NA,34.79,487,14,"Front9Round2ScoringAverage",2016
22,26,"Colt Knost",NA,34.8,522,15,"Front9Round2ScoringAverage",2016
