"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2007","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2007","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2007","TenthTeeLatePar5ScoringAverage_ROUNDS_2007","TenthTeeLatePar5ScoringAverage_AVG_2007","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2007","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Justin Rose",63,4.36,144,33,"TenthTeeLatePar5ScoringAverage",2007
2,2,"Darron Stiles",65,4.38,184,42,"TenthTeeLatePar5ScoringAverage",2007
3,3,"Phil Mickelson",73,4.42,53,12,"TenthTeeLatePar5ScoringAverage",2007
4,4,"Aaron Baddeley",83,4.44,160,36,"TenthTeeLatePar5ScoringAverage",2007
4,4,"Jason Bohn",57,4.44,71,16,"TenthTeeLatePar5ScoringAverage",2007
6,6,"Michael Allen",74,4.45,209,47,"TenthTeeLatePar5ScoringAverage",2007
6,6,"Stuart Appleby",74,4.45,129,29,"TenthTeeLatePar5ScoringAverage",2007
8,8,"Steve Flesch",100,4.46,263,59,"TenthTeeLatePar5ScoringAverage",2007
9,9,"Robert Allenby",90,4.47,152,34,"TenthTeeLatePar5ScoringAverage",2007
9,9,"Camilo Villegas",82,4.47,85,19,"TenthTeeLatePar5ScoringAverage",2007
11,11,"Charles Howell III",89,4.48,94,21,"TenthTeeLatePar5ScoringAverage",2007
11,11,"Sean OHair",98,4.48,242,54,"TenthTeeLatePar5ScoringAverage",2007
13,13,"Jeff Brehaut",59,4.49,256,57,"TenthTeeLatePar5ScoringAverage",2007
13,13,"Alex Cejka",80,4.49,220,49,"TenthTeeLatePar5ScoringAverage",2007
15,15,"Tom Lehman",62,4.5,117,26,"TenthTeeLatePar5ScoringAverage",2007
16,16,"Joe Ogilvie",102,4.53,258,57,"TenthTeeLatePar5ScoringAverage",2007
16,16,"Kenny Perry",83,4.53,181,40,"TenthTeeLatePar5ScoringAverage",2007
18,18,"Craig Barlow",52,4.54,245,54,"TenthTeeLatePar5ScoringAverage",2007
18,18,"KJ Choi",87,4.54,159,35,"TenthTeeLatePar5ScoringAverage",2007
18,18,"John Rollins",102,4.54,118,26,"TenthTeeLatePar5ScoringAverage",2007
18,18,"Vaughn Taylor",91,4.54,209,46,"TenthTeeLatePar5ScoringAverage",2007
22,22,"Joe Durant",88,4.55,150,33,"TenthTeeLatePar5ScoringAverage",2007
22,22,"Robert Garrigus",95,4.55,241,53,"TenthTeeLatePar5ScoringAverage",2007
22,22,"Paul Stankowski",52,4.55,132,29,"TenthTeeLatePar5ScoringAverage",2007
25,25,"Billy Andrade",88,4.56,205,45,"TenthTeeLatePar5ScoringAverage",2007
25,25,"Cameron Beckman",96,4.56,178,39,"TenthTeeLatePar5ScoringAverage",2007
25,25,"Nathan Green",103,4.56,228,50,"TenthTeeLatePar5ScoringAverage",2007
25,25,"JJ Henry",86,4.56,178,39,"TenthTeeLatePar5ScoringAverage",2007
