"Round1ScoringAverage_RANKTHISWEEK_2014","Round1ScoringAverage_RANKLASTWEEK_2014","Round1ScoringAverage_PLAYERNAME_2014","Round1ScoringAverage__2014","Round1ScoringAverage_AVG_2014","Round1ScoringAverage_TOTALSTROKES_2014","Round1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Rory McIlroy",NA,68.31,1093,16,"Round1ScoringAverage",2014
2,2,"Zach Johnson",NA,69.36,1734,25,"Round1ScoringAverage",2014
3,3,"Sergio Garcia",NA,69.47,1042,15,"Round1ScoringAverage",2014
4,4,"Keegan Bradley",NA,69.48,1737,25,"Round1ScoringAverage",2014
4,4,"Ryan Moore",NA,69.48,1598,23,"Round1ScoringAverage",2014
6,6,"Chris Kirk",NA,69.52,1877,27,"Round1ScoringAverage",2014
7,7,"Ryan Palmer",NA,69.57,1600,23,"Round1ScoringAverage",2014
8,8,"Charles Howell III",NA,69.69,2021,29,"Round1ScoringAverage",2014
9,9,"Matt Kuchar",NA,69.78,1605,23,"Round1ScoringAverage",2014
10,10,"Harris English",NA,69.85,1886,27,"Round1ScoringAverage",2014
11,11,"Jim Herman",NA,69.9,1398,20,"Round1ScoringAverage",2014
12,12,"Jordan Spieth",NA,69.92,1818,26,"Round1ScoringAverage",2014
13,13,"Charley Hoffman",NA,70,1750,25,"Round1ScoringAverage",2014
14,14,"Brian Harman",NA,70.03,2241,32,"Round1ScoringAverage",2014
14,14,"Michael Putnam",NA,70.03,2031,29,"Round1ScoringAverage",2014
16,16,"Tim Wilkinson",NA,70.04,1681,24,"Round1ScoringAverage",2014
17,17,"Adam Scott",NA,70.06,1191,17,"Round1ScoringAverage",2014
18,18,"Jonathan Byrd",NA,70.09,1612,23,"Round1ScoringAverage",2014
18,18,"Heath Slocum",NA,70.09,1542,22,"Round1ScoringAverage",2014
20,20,"Dustin Johnson",NA,70.13,1122,16,"Round1ScoringAverage",2014
21,21,"Scott Langley",NA,70.14,1964,28,"Round1ScoringAverage",2014
22,22,"Bill Haas",NA,70.15,1894,27,"Round1ScoringAverage",2014
23,23,"Brooks Koepka",NA,70.19,1123,16,"Round1ScoringAverage",2014
24,24,"Jim Furyk",NA,70.2,1404,20,"Round1ScoringAverage",2014
25,25,"Brice Garnett",NA,70.22,1896,27,"Round1ScoringAverage",2014
26,26,"William McGirt",NA,70.24,2037,29,"Round1ScoringAverage",2014
26,26,"Pat Perez",NA,70.24,1756,25,"Round1ScoringAverage",2014
28,28,"Paul Casey",NA,70.25,1124,16,"Round1ScoringAverage",2014
28,28,"Tyrone Van Aswegen",NA,70.25,1686,24,"Round1ScoringAverage",2014
30,30,"Gary Woodland",NA,70.29,1687,24,"Round1ScoringAverage",2014
31,31,"Ricky Barnes",NA,70.31,1828,26,"Round1ScoringAverage",2014
32,32,"JB Holmes",NA,70.33,1688,24,"Round1ScoringAverage",2014
32,32,"Andrew Svoboda",NA,70.33,1688,24,"Round1ScoringAverage",2014
34,34,"Marc Leishman",NA,70.35,1618,23,"Round1ScoringAverage",2014
34,34,"Robert Streb",NA,70.35,1407,20,"Round1ScoringAverage",2014
36,36,"Bud Cauley",NA,70.37,1337,19,"Round1ScoringAverage",2014
37,37,"Sangmoon Bae",NA,70.38,1689,24,"Round1ScoringAverage",2014
38,38,"Aaron Baddeley",NA,70.39,1619,23,"Round1ScoringAverage",2014
38,38,"Hideki Matsuyama",NA,70.39,1619,23,"Round1ScoringAverage",2014
38,38,"Jeff Overton",NA,70.39,1619,23,"Round1ScoringAverage",2014
41,41,"Stewart Cink",NA,70.4,1760,25,"Round1ScoringAverage",2014
42,42,"Charl Schwartzel",NA,70.41,1197,17,"Round1ScoringAverage",2014
43,43,"Jason Kokrak",NA,70.42,1338,19,"Round1ScoringAverage",2014
44,44,"Jhonattan Vegas",NA,70.45,1550,22,"Round1ScoringAverage",2014
45,45,"Kevin Chappell",NA,70.48,1903,27,"Round1ScoringAverage",2014
45,45,"Seung Yul Noh",NA,70.48,1903,27,"Round1ScoringAverage",2014
47,47,"Russell Knox",NA,70.5,1833,26,"Round1ScoringAverage",2014
47,47,"Hunter Mahan",NA,70.5,1692,24,"Round1ScoringAverage",2014
49,49,"Graeme McDowell",NA,70.56,1129,16,"Round1ScoringAverage",2014
50,50,"Scott Brown",NA,70.57,2117,30,"Round1ScoringAverage",2014
50,50,"Jason Day",NA,70.57,988,14,"Round1ScoringAverage",2014
