"LatePar5ScoringAverage_RANKTHISWEEK_2010","LatePar5ScoringAverage_RANKLASTWEEK_2010","LatePar5ScoringAverage_PLAYERNAME_2010","LatePar5ScoringAverage_ROUNDS_2010","LatePar5ScoringAverage_AVG_2010","LatePar5ScoringAverage_TOTALSTROKES_2010","LatePar5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"JB Holmes",100,4.53,657,145,"LatePar5ScoringAverage",2010
1,1,"Bubba Watson",77,4.53,557,123,"LatePar5ScoringAverage",2010
3,3,"Tom Gillis",97,4.54,708,156,"LatePar5ScoringAverage",2010
4,4,"Ernie Els",72,4.56,547,120,"LatePar5ScoringAverage",2010
4,4,"Martin Laird",91,4.56,647,142,"LatePar5ScoringAverage",2010
4,4,"Nick Watney",91,4.56,680,149,"LatePar5ScoringAverage",2010
7,7,"Robert Allenby",76,4.57,576,126,"LatePar5ScoringAverage",2010
7,7,"Sergio Garcia",58,4.57,297,65,"LatePar5ScoringAverage",2010
7,7,"Bill Haas",87,4.57,754,165,"LatePar5ScoringAverage",2010
7,7,"John Merrick",109,4.57,686,150,"LatePar5ScoringAverage",2010
11,11,"Scott Piercy",88,4.58,577,126,"LatePar5ScoringAverage",2010
11,11,"Bo Van Pelt",104,4.58,733,160,"LatePar5ScoringAverage",2010
13,13,"Aaron Baddeley",94,4.59,629,137,"LatePar5ScoringAverage",2010
13,13,"Matt Bettencourt",91,4.59,657,143,"LatePar5ScoringAverage",2010
13,13,"Brandt Snedeker",89,4.59,624,136,"LatePar5ScoringAverage",2010
13,13,"Steve Stricker",73,4.59,597,130,"LatePar5ScoringAverage",2010
17,17,"Briny Baird",87,4.6,566,123,"LatePar5ScoringAverage",2010
17,17,"Retief Goosen",75,4.6,492,107,"LatePar5ScoringAverage",2010
17,17,"Davis Love III",79,4.6,594,129,"LatePar5ScoringAverage",2010
20,20,"Brendon de Jonge",114,4.61,941,204,"LatePar5ScoringAverage",2010
20,20,"Charles Howell III",103,4.61,627,136,"LatePar5ScoringAverage",2010
20,20,"Dustin Johnson",83,4.61,706,153,"LatePar5ScoringAverage",2010
20,20,"Matt Kuchar",97,4.61,820,178,"LatePar5ScoringAverage",2010
20,20,"Phil Mickelson",76,4.61,683,148,"LatePar5ScoringAverage",2010
20,20,"James Nitties",92,4.61,678,147,"LatePar5ScoringAverage",2010
20,20,"Vijay Singh",75,4.61,502,109,"LatePar5ScoringAverage",2010
27,27,"Steve Elkington",74,4.62,582,126,"LatePar5ScoringAverage",2010
27,27,"Lucas Glover",75,4.62,564,122,"LatePar5ScoringAverage",2010
27,27,"Kevin Na",94,4.62,684,148,"LatePar5ScoringAverage",2010
27,27,"Webb Simpson",98,4.62,674,146,"LatePar5ScoringAverage",2010
27,27,"Kevin Stadler",86,4.62,675,146,"LatePar5ScoringAverage",2010
27,27,"Vaughn Taylor",87,4.62,624,135,"LatePar5ScoringAverage",2010
