"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2015","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2015","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2015","TenthTeeEarlyRound2ScoringAverage__2015","TenthTeeEarlyRound2ScoringAverage_AVG_2015","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2015","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2015","stat_name","year"
16,16,"Steve Wheatcroft",NA,68.25,546,8,"TenthTeeEarlyRound2ScoringAverage",2015
18,18,"Shawn Stefani",NA,68.29,478,7,"TenthTeeEarlyRound2ScoringAverage",2015
19,19,"Russell Henley",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2015
19,19,"Boo Weekley",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2015
21,21,"Jason Bohn",NA,68.43,479,7,"TenthTeeEarlyRound2ScoringAverage",2015
22,22,"Brice Garnett",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2015
22,22,"Jimmy Walker",NA,68.5,685,10,"TenthTeeEarlyRound2ScoringAverage",2015
24,24,"Jason Gore",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2015
24,24,"Ryan Moore",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2015
26,26,"Jerry Kelly",NA,68.8,344,5,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Scott Brown",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Chad Collins",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Billy Hurley III",NA,69,690,10,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"David Lingmerth",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"George McNeill",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Webb Simpson",NA,69,414,6,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Daniel Summerhays",NA,69,483,7,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Hudson Swafford",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2015
27,27,"Bubba Watson",NA,69,345,5,"TenthTeeEarlyRound2ScoringAverage",2015
36,36,"Jim Furyk",NA,69.11,622,9,"TenthTeeEarlyRound2ScoringAverage",2015
37,37,"Matt Kuchar",NA,69.25,554,8,"TenthTeeEarlyRound2ScoringAverage",2015
37,37,"Louis Oosthuizen",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2015
39,39,"Marc Leishman",NA,69.29,485,7,"TenthTeeEarlyRound2ScoringAverage",2015
40,40,"Brendon de Jonge",NA,69.3,693,10,"TenthTeeEarlyRound2ScoringAverage",2015
41,41,"James Hahn",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2015
41,41,"Ryan Palmer",NA,69.33,208,3,"TenthTeeEarlyRound2ScoringAverage",2015
41,41,"Scott Pinckney",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2015
41,41,"Will Wilcox",NA,69.33,416,6,"TenthTeeEarlyRound2ScoringAverage",2015
45,45,"Zach Johnson",NA,69.36,763,11,"TenthTeeEarlyRound2ScoringAverage",2015
46,46,"Michael Putnam",NA,69.38,555,8,"TenthTeeEarlyRound2ScoringAverage",2015
47,47,"Jon Curran",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2015
47,47,"Martin Laird",NA,69.4,347,5,"TenthTeeEarlyRound2ScoringAverage",2015
49,49,"Angel Cabrera",NA,69.43,486,7,"TenthTeeEarlyRound2ScoringAverage",2015
49,49,"Nick Taylor",NA,69.43,486,7,"TenthTeeEarlyRound2ScoringAverage",2015
51,51,"Charley Hoffman",NA,69.5,417,6,"TenthTeeEarlyRound2ScoringAverage",2015
51,51,"Patrick Rodgers",NA,69.5,417,6,"TenthTeeEarlyRound2ScoringAverage",2015
53,53,"Davis Love III",NA,69.57,487,7,"TenthTeeEarlyRound2ScoringAverage",2015
54,54,"Harris English",NA,69.63,557,8,"TenthTeeEarlyRound2ScoringAverage",2015
54,54,"Brooks Koepka",NA,69.63,557,8,"TenthTeeEarlyRound2ScoringAverage",2015
56,56,"Kevin Kisner",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2015
56,56,"Cameron Percy",NA,69.67,418,6,"TenthTeeEarlyRound2ScoringAverage",2015
58,58,"Adam Hadwin",NA,69.71,488,7,"TenthTeeEarlyRound2ScoringAverage",2015
59,59,"Chad Campbell",NA,69.75,558,8,"TenthTeeEarlyRound2ScoringAverage",2015
59,59,"Kevin Na",NA,69.75,279,4,"TenthTeeEarlyRound2ScoringAverage",2015
61,61,"David Toms",NA,69.78,628,9,"TenthTeeEarlyRound2ScoringAverage",2015
62,62,"Jeff Overton",NA,69.79,977,14,"TenthTeeEarlyRound2ScoringAverage",2015
63,63,"Alex Prugh",NA,69.83,419,6,"TenthTeeEarlyRound2ScoringAverage",2015
64,64,"Spencer Levin",NA,69.88,559,8,"TenthTeeEarlyRound2ScoringAverage",2015
65,65,"Patrick Reed",NA,69.9,699,10,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"John Huh",NA,70,490,7,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"Bill Lunde",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"Pat Perez",NA,70,350,5,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"Rory Sabbatini",NA,70,280,4,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"Lee Westwood",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2015
66,66,"Mark Wilson",NA,70,210,3,"TenthTeeEarlyRound2ScoringAverage",2015
72,72,"Billy Horschel",NA,70.08,911,13,"TenthTeeEarlyRound2ScoringAverage",2015
73,73,"Kevin Chappell",NA,70.11,631,9,"TenthTeeEarlyRound2ScoringAverage",2015
74,74,"Nick Watney",NA,70.14,491,7,"TenthTeeEarlyRound2ScoringAverage",2015
75,75,"Derek Fathauer",NA,70.17,421,6,"TenthTeeEarlyRound2ScoringAverage",2015
75,75,"Scott Langley",NA,70.17,421,6,"TenthTeeEarlyRound2ScoringAverage",2015
77,77,"Luke Donald",NA,70.2,351,5,"TenthTeeEarlyRound2ScoringAverage",2015
78,78,"Jason Dufner",NA,70.25,281,4,"TenthTeeEarlyRound2ScoringAverage",2015
78,78,"Fabian Gomez",NA,70.25,562,8,"TenthTeeEarlyRound2ScoringAverage",2015
80,80,"JJ Henry",NA,70.29,492,7,"TenthTeeEarlyRound2ScoringAverage",2015
80,80,"Danny Lee",NA,70.29,492,7,"TenthTeeEarlyRound2ScoringAverage",2015
80,80,"Chez Reavie",NA,70.29,492,7,"TenthTeeEarlyRound2ScoringAverage",2015
83,83,"Retief Goosen",NA,70.33,211,3,"TenthTeeEarlyRound2ScoringAverage",2015
83,83,"Byron Smith",NA,70.33,422,6,"TenthTeeEarlyRound2ScoringAverage",2015
83,83,"Tyrone Van Aswegen",NA,70.33,211,3,"TenthTeeEarlyRound2ScoringAverage",2015
86,86,"Martin Flores",NA,70.38,563,8,"TenthTeeEarlyRound2ScoringAverage",2015
86,86,"Sam Saunders",NA,70.38,563,8,"TenthTeeEarlyRound2ScoringAverage",2015
88,88,"Steven Alker",NA,70.4,352,5,"TenthTeeEarlyRound2ScoringAverage",2015
88,88,"Andres Gonzales",NA,70.4,352,5,"TenthTeeEarlyRound2ScoringAverage",2015
88,88,"Camilo Villegas",NA,70.4,352,5,"TenthTeeEarlyRound2ScoringAverage",2015
91,91,"Andres Romero",NA,70.43,493,7,"TenthTeeEarlyRound2ScoringAverage",2015
92,92,"Carlos Ortiz",NA,70.44,634,9,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Aaron Baddeley",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Greg Chalmers",NA,70.5,141,2,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Stewart Cink",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Oscar Fraustro",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"JB Holmes",NA,70.5,282,4,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Geoff Ogilvy",NA,70.5,141,2,"TenthTeeEarlyRound2ScoringAverage",2015
93,93,"Chris Stroud",NA,70.5,423,6,"TenthTeeEarlyRound2ScoringAverage",2015
100,100,"Carl Pettersson",NA,70.56,635,9,"TenthTeeEarlyRound2ScoringAverage",2015
101,101,"Zac Blair",NA,70.57,494,7,"TenthTeeEarlyRound2ScoringAverage",2015
102,102,"Keegan Bradley",NA,70.6,353,5,"TenthTeeEarlyRound2ScoringAverage",2015
102,102,"Hideki Matsuyama",NA,70.6,353,5,"TenthTeeEarlyRound2ScoringAverage",2015
102,102,"William McGirt",NA,70.6,353,5,"TenthTeeEarlyRound2ScoringAverage",2015
105,105,"Justin Rose",NA,70.63,565,8,"TenthTeeEarlyRound2ScoringAverage",2015
106,106,"Seung Yul Noh",NA,70.67,212,3,"TenthTeeEarlyRound2ScoringAverage",2015
106,106,"SJ Park",NA,70.67,636,9,"TenthTeeEarlyRound2ScoringAverage",2015
108,108,"Alex Cejka",NA,70.75,283,4,"TenthTeeEarlyRound2ScoringAverage",2015
108,108,"Robert Garrigus",NA,70.75,283,4,"TenthTeeEarlyRound2ScoringAverage",2015
108,108,"Bryce Molder",NA,70.75,283,4,"TenthTeeEarlyRound2ScoringAverage",2015
111,111,"Jonathan Byrd",NA,70.78,637,9,"TenthTeeEarlyRound2ScoringAverage",2015
112,112,"Brian Davis",NA,70.8,354,5,"TenthTeeEarlyRound2ScoringAverage",2015
112,112,"Brian Harman",NA,70.8,354,5,"TenthTeeEarlyRound2ScoringAverage",2015
112,112,"Chris Kirk",NA,70.8,354,5,"TenthTeeEarlyRound2ScoringAverage",2015
115,115,"Luke Guthrie",NA,70.83,425,6,"TenthTeeEarlyRound2ScoringAverage",2015
115,115,"Bill Haas",NA,70.83,425,6,"TenthTeeEarlyRound2ScoringAverage",2015
117,117,"KJ Choi",NA,71,355,5,"TenthTeeEarlyRound2ScoringAverage",2015
117,117,"John Peterson",NA,71,355,5,"TenthTeeEarlyRound2ScoringAverage",2015
117,117,"DA Points",NA,71,213,3,"TenthTeeEarlyRound2ScoringAverage",2015
117,117,"Nicholas Thompson",NA,71,568,8,"TenthTeeEarlyRound2ScoringAverage",2015
121,121,"David Hearn",NA,71.14,498,7,"TenthTeeEarlyRound2ScoringAverage",2015
122,122,"Greg Owen",NA,71.17,427,6,"TenthTeeEarlyRound2ScoringAverage",2015
123,123,"Ernie Els",NA,71.25,570,8,"TenthTeeEarlyRound2ScoringAverage",2015
123,123,"Justin Leonard",NA,71.25,285,4,"TenthTeeEarlyRound2ScoringAverage",2015
123,123,"Kevin Streelman",NA,71.25,285,4,"TenthTeeEarlyRound2ScoringAverage",2015
123,123,"Johnson Wagner",NA,71.25,570,8,"TenthTeeEarlyRound2ScoringAverage",2015
127,127,"Jhonattan Vegas",NA,71.29,499,7,"TenthTeeEarlyRound2ScoringAverage",2015
128,128,"Daniel Berger",NA,71.33,428,6,"TenthTeeEarlyRound2ScoringAverage",2015
128,128,"Charl Schwartzel",NA,71.33,214,3,"TenthTeeEarlyRound2ScoringAverage",2015
128,128,"Adam Scott",NA,71.33,428,6,"TenthTeeEarlyRound2ScoringAverage",2015
131,131,"Morgan Hoffmann",NA,71.4,357,5,"TenthTeeEarlyRound2ScoringAverage",2015
132,132,"Tom Hoge",NA,71.43,500,7,"TenthTeeEarlyRound2ScoringAverage",2015
133,133,"Brandt Snedeker",NA,71.44,643,9,"TenthTeeEarlyRound2ScoringAverage",2015
133,133,"Bo Van Pelt",NA,71.44,643,9,"TenthTeeEarlyRound2ScoringAverage",2015
135,135,"Jamie Donaldson",NA,71.5,143,2,"TenthTeeEarlyRound2ScoringAverage",2015
135,135,"Sergio Garcia",NA,71.5,143,2,"TenthTeeEarlyRound2ScoringAverage",2015
135,135,"Brian Stuard",NA,71.5,572,8,"TenthTeeEarlyRound2ScoringAverage",2015
135,135,"Andrew Svoboda",NA,71.5,286,4,"TenthTeeEarlyRound2ScoringAverage",2015
135,135,"Justin Thomas",NA,71.5,572,8,"TenthTeeEarlyRound2ScoringAverage",2015
140,140,"Jason Kokrak",NA,71.56,644,9,"TenthTeeEarlyRound2ScoringAverage",2015
140,140,"Sean OHair",NA,71.56,644,9,"TenthTeeEarlyRound2ScoringAverage",2015
142,142,"Gonzalo Fdez Castano",NA,71.57,501,7,"TenthTeeEarlyRound2ScoringAverage",2015
143,143,"Whee Kim",NA,71.6,358,5,"TenthTeeEarlyRound2ScoringAverage",2015
144,144,"Jim Herman",NA,71.63,573,8,"TenthTeeEarlyRound2ScoringAverage",2015
144,144,"Jim Renner",NA,71.63,573,8,"TenthTeeEarlyRound2ScoringAverage",2015
146,146,"Cameron Tringale",NA,71.64,788,11,"TenthTeeEarlyRound2ScoringAverage",2015
147,147,"Matt Every",NA,71.67,430,6,"TenthTeeEarlyRound2ScoringAverage",2015
148,148,"Michael Thompson",NA,71.75,574,8,"TenthTeeEarlyRound2ScoringAverage",2015
149,149,"Phil Mickelson",NA,71.83,431,6,"TenthTeeEarlyRound2ScoringAverage",2015
149,149,"Jonathan Randolph",NA,71.83,431,6,"TenthTeeEarlyRound2ScoringAverage",2015
151,151,"Dustin Johnson",NA,71.86,503,7,"TenthTeeEarlyRound2ScoringAverage",2015
152,152,"Erik Compton",NA,71.88,575,8,"TenthTeeEarlyRound2ScoringAverage",2015
152,152,"Colt Knost",NA,71.88,575,8,"TenthTeeEarlyRound2ScoringAverage",2015
154,154,"Max Homa",NA,71.91,791,11,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Robert Allenby",NA,72,432,6,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Steven Bowditch",NA,72,288,4,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Padraig Harrington",NA,72,432,6,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Ryo Ishikawa",NA,72,504,7,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Hunter Mahan",NA,72,360,5,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Troy Merritt",NA,72,360,5,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"John Senden",NA,72,216,3,"TenthTeeEarlyRound2ScoringAverage",2015
155,155,"Tim Wilkinson",NA,72,504,7,"TenthTeeEarlyRound2ScoringAverage",2015
163,163,"Roger Sloan",NA,72.13,577,8,"TenthTeeEarlyRound2ScoringAverage",2015
164,164,"Ian Poulter",NA,72.14,505,7,"TenthTeeEarlyRound2ScoringAverage",2015
165,165,"John Merrick",NA,72.2,361,5,"TenthTeeEarlyRound2ScoringAverage",2015
166,166,"Ricky Barnes",NA,72.25,289,4,"TenthTeeEarlyRound2ScoringAverage",2015
166,166,"Francesco Molinari",NA,72.25,289,4,"TenthTeeEarlyRound2ScoringAverage",2015
168,168,"Paul Casey",NA,72.33,217,3,"TenthTeeEarlyRound2ScoringAverage",2015
169,169,"Rickie Fowler",NA,72.4,362,5,"TenthTeeEarlyRound2ScoringAverage",2015
169,169,"Matt Jones",NA,72.4,362,5,"TenthTeeEarlyRound2ScoringAverage",2015
171,171,"Derek Ernst",NA,72.43,507,7,"TenthTeeEarlyRound2ScoringAverage",2015
171,171,"Heath Slocum",NA,72.43,507,7,"TenthTeeEarlyRound2ScoringAverage",2015
173,173,"Sangmoon Bae",NA,72.5,290,4,"TenthTeeEarlyRound2ScoringAverage",2015
173,173,"Roberto Castro",NA,72.5,290,4,"TenthTeeEarlyRound2ScoringAverage",2015
173,173,"Graham DeLaet",NA,72.5,290,4,"TenthTeeEarlyRound2ScoringAverage",2015
176,176,"Blayne Barber",NA,72.67,436,6,"TenthTeeEarlyRound2ScoringAverage",2015
177,177,"Chesson Hadley",NA,72.8,364,5,"TenthTeeEarlyRound2ScoringAverage",2015
178,178,"Andrew Putnam",NA,72.86,510,7,"TenthTeeEarlyRound2ScoringAverage",2015
178,178,"Kyle Reifers",NA,72.86,510,7,"TenthTeeEarlyRound2ScoringAverage",2015
180,180,"Eric Axley",NA,73,511,7,"TenthTeeEarlyRound2ScoringAverage",2015
180,180,"Ken Duke",NA,73,365,5,"TenthTeeEarlyRound2ScoringAverage",2015
182,182,"Jonas Blixt",NA,73.33,440,6,"TenthTeeEarlyRound2ScoringAverage",2015
183,183,"Charlie Beljan",NA,73.71,516,7,"TenthTeeEarlyRound2ScoringAverage",2015
184,184,"Scott Piercy",NA,74.25,297,4,"TenthTeeEarlyRound2ScoringAverage",2015
