"OfficialWorldGolfRanking_RANKTHISWEEK_2016","OfficialWorldGolfRanking_RANKLASTWEEK_2016","OfficialWorldGolfRanking_PLAYERNAME_2016","OfficialWorldGolfRanking_EVENTS_2016","OfficialWorldGolfRanking_AVGPOINTS_2016","OfficialWorldGolfRanking_TOTALPOINTS_2016","OfficialWorldGolfRanking_POINTSLOST_2016","OfficialWorldGolfRanking_POINTSGAINED_2016","OfficialWorldGolfRanking_COUNTRY_2016","stat_name","year"
30,29,"Matt Kuchar",52,3.1,161.09,-74.08,43.52,NA,"OfficialWorldGolfRanking",2016
31,31,"Russell Knox",52,3.07,159.56,-40.94,40.04,NA,"OfficialWorldGolfRanking",2016
32,32,"Charley Hoffman",52,3,156.1,-41.85,71.89,NA,"OfficialWorldGolfRanking",2016
33,33,"Andy Sullivan",52,2.94,153.05,-41.41,44.73,NA,"OfficialWorldGolfRanking",2016
34,36,"Lee Westwood",48,2.91,139.51,-47.13,52.36,NA,"OfficialWorldGolfRanking",2016
35,35,"Marc Leishman",50,2.9,144.76,-48.47,29.5,NA,"OfficialWorldGolfRanking",2016
36,34,"Shane Lowry",52,2.83,147.35,-58.21,25.1,NA,"OfficialWorldGolfRanking",2016
37,42,"Danny Lee",52,2.77,144.28,-37.38,44.98,NA,"OfficialWorldGolfRanking",2016
38,37,"Justin Thomas",52,2.75,143.1,-39.25,34.81,NA,"OfficialWorldGolfRanking",2016
39,38,"Soren Kjeldsen",52,2.73,141.73,-33.17,36.9,NA,"OfficialWorldGolfRanking",2016
40,39,"Emiliano Grillo",52,2.67,139,-38.61,23.98,NA,"OfficialWorldGolfRanking",2016
41,41,"Matthew Fitzpatrick",52,2.62,136.3,-29.69,27.83,NA,"OfficialWorldGolfRanking",2016
42,40,"Kiradech Aphibarnrat",52,2.62,136.26,-36.29,26.3,NA,"OfficialWorldGolfRanking",2016
43,48,"KT Kim",52,2.53,131.48,-25.6,48.11,NA,"OfficialWorldGolfRanking",2016
44,43,"Bernd Wiesberger",52,2.53,131.32,-48.6,26.24,NA,"OfficialWorldGolfRanking",2016
45,47,"Daniel Berger",52,2.51,130.76,-35.06,40.52,NA,"OfficialWorldGolfRanking",2016
46,44,"Billy Horschel",52,2.48,129.15,-58.94,46.63,NA,"OfficialWorldGolfRanking",2016
47,45,"Ryan Moore",46,2.47,113.56,-38.08,50.5,NA,"OfficialWorldGolfRanking",2016
48,49,"David Lingmerth",52,2.45,127.57,-35.48,42.8,NA,"OfficialWorldGolfRanking",2016
49,46,"Thongchai Jaidee",52,2.45,127.19,-52.94,12.87,NA,"OfficialWorldGolfRanking",2016
50,51,"Chris Kirk",51,2.39,122.03,-53.76,42.36,NA,"OfficialWorldGolfRanking",2016
51,50,"Smylie Kaufman",40,2.38,95.32,-15.63,35.35,NA,"OfficialWorldGolfRanking",2016
52,52,"Chris Wood",48,2.31,110.99,-31.42,14.83,NA,"OfficialWorldGolfRanking",2016
53,53,"Scott Piercy",47,2.3,108.02,-29.17,25.6,NA,"OfficialWorldGolfRanking",2016
54,54,"Patton Kizzire",42,2.29,96.29,-17.09,37.55,NA,"OfficialWorldGolfRanking",2016
55,134,"James Hahn",52,2.28,118.56,-24.8,66.15,NA,"OfficialWorldGolfRanking",2016
56,55,"Anirban Lahiri",52,2.28,118.5,-41.83,26.73,NA,"OfficialWorldGolfRanking",2016
57,56,"Victor Dubuisson",47,2.23,105,-44.46,6.99,NA,"OfficialWorldGolfRanking",2016
58,58,"Robert Streb",52,2.22,115.58,-43.18,16.17,NA,"OfficialWorldGolfRanking",2016
59,59,"Martin Kaymer",52,2.17,112.79,-75.87,20.08,NA,"OfficialWorldGolfRanking",2016
60,65,"Fabian Gomez",52,2.16,112.52,-20.77,69.61,NA,"OfficialWorldGolfRanking",2016
61,57,"Jamie Donaldson",52,2.16,112.45,-44.49,20.77,NA,"OfficialWorldGolfRanking",2016
62,60,"Jaco Van Zyl",40,2.16,86.41,-18.84,22.11,NA,"OfficialWorldGolfRanking",2016
63,61,"Joost Luiten",52,2.11,109.67,-36.29,55.04,NA,"OfficialWorldGolfRanking",2016
64,64,"Kevin Chappell",52,2.08,107.93,-24.17,54.53,NA,"OfficialWorldGolfRanking",2016
65,62,"Thomas Pieters",52,2.07,107.77,-25.58,45.44,NA,"OfficialWorldGolfRanking",2016
66,63,"Marcus Fraser",42,2.07,87.03,-13.44,49.33,NA,"OfficialWorldGolfRanking",2016
67,67,"Jason Dufner",47,1.98,93.22,-24.56,61.54,NA,"OfficialWorldGolfRanking",2016
68,75,"Lee Soo Min",40,1.98,79.07,-6.29,55.95,NA,"OfficialWorldGolfRanking",2016
69,66,"Thorbjorn Olesen",52,1.97,102.55,-30.11,33.9,NA,"OfficialWorldGolfRanking",2016
70,68,"Ian Poulter",49,1.92,93.84,-37.58,19.07,NA,"OfficialWorldGolfRanking",2016
71,69,"Luke Donald",52,1.9,98.62,-36.26,39.7,NA,"OfficialWorldGolfRanking",2016
72,70,"Jim Herman",52,1.88,97.61,-13.74,60.66,NA,"OfficialWorldGolfRanking",2016
73,74,"Harris English",52,1.87,97.32,-27.62,43.42,NA,"OfficialWorldGolfRanking",2016
74,71,"Matt Jones",52,1.85,96.35,-37.32,10.87,NA,"OfficialWorldGolfRanking",2016
75,73,"Ryan Palmer",49,1.84,90.04,-42.67,24.91,NA,"OfficialWorldGolfRanking",2016
76,72,"Graeme McDowell",52,1.81,94.29,-41.78,22,NA,"OfficialWorldGolfRanking",2016
77,78,"Gary Woodland",48,1.8,86.62,-39.21,20.92,NA,"OfficialWorldGolfRanking",2016
78,77,"Jamie Lovemark",52,1.8,93.69,-12.09,60.57,NA,"OfficialWorldGolfRanking",2016
79,83,"Brendan Steele",50,1.79,89.63,-29.65,24,NA,"OfficialWorldGolfRanking",2016
80,76,"Scott Hend",52,1.79,93.08,-22,40.63,NA,"OfficialWorldGolfRanking",2016
81,80,"Tony Finau",52,1.78,92.44,-26.56,33.69,NA,"OfficialWorldGolfRanking",2016
82,79,"Yuta Ikeda",52,1.75,91.23,-24.13,25.47,NA,"OfficialWorldGolfRanking",2016
83,81,"Jason Bohn",49,1.72,84.12,-30.28,1.98,NA,"OfficialWorldGolfRanking",2016
84,82,"Shingo Katayama",43,1.71,73.63,-21.08,3.29,NA,"OfficialWorldGolfRanking",2016
85,84,"Russell Henley",50,1.7,84.93,-39.89,16.06,NA,"OfficialWorldGolfRanking",2016
86,88,"Francesco Molinari",52,1.68,87.6,-38.6,17.96,NA,"OfficialWorldGolfRanking",2016
87,85,"Charles Howell III",52,1.65,85.55,-22.49,45.01,NA,"OfficialWorldGolfRanking",2016
88,133,"Wang Jeunghun",50,1.64,81.92,-13.38,47.09,NA,"OfficialWorldGolfRanking",2016
89,87,"George Coetzee",50,1.62,81.07,-30.08,28.01,NA,"OfficialWorldGolfRanking",2016
90,86,"Webb Simpson",46,1.62,74.55,-34.02,15.73,NA,"OfficialWorldGolfRanking",2016
91,89,"Troy Merritt",52,1.61,83.81,-23.08,33.86,NA,"OfficialWorldGolfRanking",2016
92,90,"Kristoffer Broberg",52,1.6,83.32,-28.7,6.82,NA,"OfficialWorldGolfRanking",2016
93,91,"Ross Fisher",51,1.57,80.15,-27.93,13.29,NA,"OfficialWorldGolfRanking",2016
94,93,"Brandon Stone",51,1.55,79.22,-9.92,51.51,NA,"OfficialWorldGolfRanking",2016
95,92,"Jason Kokrak",48,1.55,74.42,-16.01,47.81,NA,"OfficialWorldGolfRanking",2016
96,94,"Chez Reavie",43,1.52,65.45,-9.76,31.12,NA,"OfficialWorldGolfRanking",2016
97,97,"Dean Burmester",47,1.52,71.5,-15.58,29.47,NA,"OfficialWorldGolfRanking",2016
98,95,"Tommy Fleetwood",52,1.5,78.01,-35.93,12.67,NA,"OfficialWorldGolfRanking",2016
99,103,"John Senden",52,1.49,77.64,-37.89,19.25,NA,"OfficialWorldGolfRanking",2016
100,106,"William McGirt",52,1.46,76.16,-21.53,30.91,NA,"OfficialWorldGolfRanking",2016
101,98,"Ricardo Gouveia",41,1.46,59.8,-16.9,5.28,NA,"OfficialWorldGolfRanking",2016
102,101,"Cameron Tringale",52,1.46,75.74,-35.52,8.03,NA,"OfficialWorldGolfRanking",2016
103,104,"Vaughn Taylor",48,1.45,69.53,-6.14,56.17,NA,"OfficialWorldGolfRanking",2016
104,99,"Alexander Noren",40,1.45,57.88,-17.75,12.56,NA,"OfficialWorldGolfRanking",2016
105,112,"Daniel Summerhays",52,1.44,74.82,-26.18,19.55,NA,"OfficialWorldGolfRanking",2016
106,100,"Alexander Levy",52,1.43,74.45,-34.03,27.15,NA,"OfficialWorldGolfRanking",2016
107,105,"James Morrison",52,1.41,73.19,-23.48,12.01,NA,"OfficialWorldGolfRanking",2016
108,108,"Freddie Jacobson",42,1.4,58.91,-18.63,36.65,NA,"OfficialWorldGolfRanking",2016
109,96,"Steven Bowditch",52,1.39,72.52,-36.23,7.83,NA,"OfficialWorldGolfRanking",2016
110,102,"Ben Martin",52,1.39,72.06,-35.66,15.06,NA,"OfficialWorldGolfRanking",2016
111,111,"KJ Choi",46,1.38,63.28,-15.88,51.5,NA,"OfficialWorldGolfRanking",2016
112,107,"Hideto Tanihara",48,1.38,66.01,-18.48,21.32,NA,"OfficialWorldGolfRanking",2016
113,115,"Sean OHair",52,1.35,70.01,-19.32,21.39,NA,"OfficialWorldGolfRanking",2016
114,110,"Keegan Bradley",52,1.34,69.57,-40.87,8.41,NA,"OfficialWorldGolfRanking",2016
115,109,"Cameron Smith",43,1.33,57.34,-19.08,12.52,NA,"OfficialWorldGolfRanking",2016
116,113,"Kevin Streelman",52,1.31,68.07,-27.58,36.03,NA,"OfficialWorldGolfRanking",2016
117,114,"Tyrrell Hatton",52,1.3,67.83,-24.79,14.22,NA,"OfficialWorldGolfRanking",2016
118,117,"Yoshinori Fujimoto",50,1.29,64.71,-19.01,7.83,NA,"OfficialWorldGolfRanking",2016
119,120,"Miguel Tabuena",41,1.29,53.02,-7.95,26.56,NA,"OfficialWorldGolfRanking",2016
120,119,"Lucas Bjerregaard",52,1.29,67.23,-15.84,14.76,NA,"OfficialWorldGolfRanking",2016
120,118,"Hunter Mahan",52,1.29,67.23,-43.97,4.91,NA,"OfficialWorldGolfRanking",2016
122,282,"Roberto Castro",52,1.29,67.09,-8.01,48.06,NA,"OfficialWorldGolfRanking",2016
123,116,"Marc Warren",52,1.28,66.65,-37.53,2.89,NA,"OfficialWorldGolfRanking",2016
124,121,"Prayad Marksaeng",52,1.28,66.62,-22.97,9.23,NA,"OfficialWorldGolfRanking",2016
125,122,"Younghan Song",52,1.28,66.55,-12.26,32.29,NA,"OfficialWorldGolfRanking",2016
126,123,"Graham DeLaet",47,1.27,59.75,-21.67,31.11,NA,"OfficialWorldGolfRanking",2016
127,124,"Yusaku Miyazato",52,1.27,66.05,-20.3,2.57,NA,"OfficialWorldGolfRanking",2016
128,125,"Andrew Johnston",49,1.24,60.9,-15.91,40.07,NA,"OfficialWorldGolfRanking",2016
129,126,"Lee Slattery",52,1.24,64.59,-17.49,16.29,NA,"OfficialWorldGolfRanking",2016
130,132,"Brian Harman",52,1.22,63.64,-31.41,16.2,NA,"OfficialWorldGolfRanking",2016
131,129,"Jonas Blixt",52,1.22,63.36,-22.69,38.85,NA,"OfficialWorldGolfRanking",2016
132,127,"Hiroshi Iwata",52,1.22,63.34,-28.27,20.27,NA,"OfficialWorldGolfRanking",2016
133,131,"Hao Tong Li",52,1.19,62.11,-15.63,26,NA,"OfficialWorldGolfRanking",2016
134,128,"Will Wilcox",49,1.19,58.29,-15.21,19.89,NA,"OfficialWorldGolfRanking",2016
135,130,"Richie Ramsay",46,1.19,54.58,-24.16,12.39,NA,"OfficialWorldGolfRanking",2016
136,135,"David Howell",52,1.16,60.23,-25.23,3.5,NA,"OfficialWorldGolfRanking",2016
137,136,"Padraig Harrington",52,1.15,59.88,-20.81,19.95,NA,"OfficialWorldGolfRanking",2016
138,138,"Bryce Molder",52,1.15,59.73,-13.09,31.94,NA,"OfficialWorldGolfRanking",2016
139,189,"Andrew Loupe",52,1.14,59.25,-10.41,35.09,NA,"OfficialWorldGolfRanking",2016
140,139,"David Hearn",52,1.14,59.07,-23.47,13.16,NA,"OfficialWorldGolfRanking",2016
141,137,"Patrick Rodgers",51,1.13,57.71,-16.07,10.5,NA,"OfficialWorldGolfRanking",2016
142,142,"Ryo Ishikawa",52,1.13,58.68,-22.84,NA,NA,"OfficialWorldGolfRanking",2016
143,143,"Brian Stuard",52,1.13,58.59,-11.01,44,NA,"OfficialWorldGolfRanking",2016
144,141,"Scott Brown",52,1.12,58.29,-16.95,26.24,NA,"OfficialWorldGolfRanking",2016
145,140,"Alejandro Canizares",46,1.11,51.06,-15.46,22.05,NA,"OfficialWorldGolfRanking",2016
146,145,"Si Woo Kim",52,1.1,57.46,-8.55,34.56,NA,"OfficialWorldGolfRanking",2016
147,147,"Sangmoon Bae",42,1.1,46.13,-26.04,NA,NA,"OfficialWorldGolfRanking",2016
148,144,"Miguel Angel Jimenez",48,1.1,52.68,-33,3.91,NA,"OfficialWorldGolfRanking",2016
149,150,"Alex Cejka",52,1.09,56.43,-18.11,13.37,NA,"OfficialWorldGolfRanking",2016
150,148,"Gregory Bourdy",52,1.09,56.42,-17.21,16.36,NA,"OfficialWorldGolfRanking",2016
151,149,"Zac Blair",52,1.07,55.6,-18.3,24.44,NA,"OfficialWorldGolfRanking",2016
152,155,"Boo Weekley",52,1.07,55.47,-19.24,16.88,NA,"OfficialWorldGolfRanking",2016
153,146,"Eddie Pepperell",47,1.06,49.9,-24.19,1.38,NA,"OfficialWorldGolfRanking",2016
154,151,"Rikard Karlberg",45,1.06,47.72,-15.94,7.43,NA,"OfficialWorldGolfRanking",2016
155,152,"Peter Uihlein",52,1.05,54.83,-13.78,18.73,NA,"OfficialWorldGolfRanking",2016
156,160,"Nathan Holman",44,1.05,46.19,-9.55,12.33,NA,"OfficialWorldGolfRanking",2016
157,159,"Kyle Reifers",52,1.05,54.5,-14.5,21.54,NA,"OfficialWorldGolfRanking",2016
158,153,"Satoshi Kodaira",46,1.03,47.45,-17.62,1.25,NA,"OfficialWorldGolfRanking",2016
159,154,"Benjamin Hebert",52,1.03,53.63,-19.03,13.38,NA,"OfficialWorldGolfRanking",2016
160,156,"Davis Love III",40,1.03,41.24,-12.07,7.02,NA,"OfficialWorldGolfRanking",2016
161,157,"Bradley Dredge",40,1.03,41.02,-12.3,20.56,NA,"OfficialWorldGolfRanking",2016
162,158,"Pablo Larrazabal",52,1.02,53.07,-23.91,14.1,NA,"OfficialWorldGolfRanking",2016
163,187,"Retief Goosen",48,1,48.13,-14.81,25.66,NA,"OfficialWorldGolfRanking",2016
164,162,"SSP Chawrasia",48,1,47.81,-13.3,22.3,NA,"OfficialWorldGolfRanking",2016
165,168,"Nick Watney",45,1,44.8,-22.47,NA,NA,"OfficialWorldGolfRanking",2016
166,163,"Peter Malnati",52,0.99,51.72,-11.56,12.89,NA,"OfficialWorldGolfRanking",2016
167,172,"Chris Stroud",52,0.99,51.57,-21.11,8.28,NA,"OfficialWorldGolfRanking",2016
168,161,"Brendon Todd",52,0.99,51.45,-42.13,NA,NA,"OfficialWorldGolfRanking",2016
169,164,"Tomohiro Kondo",47,0.99,46.4,-19.15,9.6,NA,"OfficialWorldGolfRanking",2016
170,166,"Julien Quesne",52,0.98,51.17,-13.73,17.88,NA,"OfficialWorldGolfRanking",2016
171,165,"Marcel Siem",51,0.98,49.73,-24.48,18.99,NA,"OfficialWorldGolfRanking",2016
172,169,"Morgan Hoffmann",52,0.98,50.7,-25.48,6.08,NA,"OfficialWorldGolfRanking",2016
173,171,"Jerry Kelly",45,0.97,43.81,-18.82,12.39,NA,"OfficialWorldGolfRanking",2016
174,170,"Rich Bland",52,0.97,50.35,-11.51,28.61,NA,"OfficialWorldGolfRanking",2016
175,166,"Toshinori Muto",47,0.96,45.13,-15.93,3.31,NA,"OfficialWorldGolfRanking",2016
176,181,"Jason Gore",52,0.94,49.13,-17.44,14.64,NA,"OfficialWorldGolfRanking",2016
177,174,"Fabrizio Zanotti",49,0.94,46.12,-25.61,7.93,NA,"OfficialWorldGolfRanking",2016
178,277,"Clement Sordet",40,0.94,37.41,-5.38,12,NA,"OfficialWorldGolfRanking",2016
179,173,"George McNeill",52,0.93,48.39,-25.3,8.38,NA,"OfficialWorldGolfRanking",2016
180,178,"Sung Kang",52,0.93,48.2,-8.79,24.6,NA,"OfficialWorldGolfRanking",2016
181,270,"Ignacio Elvira Mijares",52,0.92,47.97,-10.8,19.42,NA,"OfficialWorldGolfRanking",2016
182,179,"Ryan Fox",41,0.92,37.58,-13.76,4.02,NA,"OfficialWorldGolfRanking",2016
183,180,"WC Liang",42,0.91,38.36,-12.94,11.2,NA,"OfficialWorldGolfRanking",2016
184,188,"Colt Knost",52,0.91,47.46,-13.55,20.91,NA,"OfficialWorldGolfRanking",2016
185,175,"David Toms",41,0.91,37.27,-13.09,9.81,NA,"OfficialWorldGolfRanking",2016
186,176,"Greg Owen",51,0.91,46.29,-14.47,17.71,NA,"OfficialWorldGolfRanking",2016
187,182,"Prom Meesawat",50,0.91,45.29,-16.84,8.2,NA,"OfficialWorldGolfRanking",2016
188,199,"Harold Varner III",52,0.9,46.86,-8.48,23.2,NA,"OfficialWorldGolfRanking",2016
189,177,"Anthony Wall",52,0.9,46.84,-14.94,6.68,NA,"OfficialWorldGolfRanking",2016
190,183,"Koumei Oda",52,0.9,46.73,-27.49,NA,NA,"OfficialWorldGolfRanking",2016
191,185,"Daisuke Kataoka",51,0.9,45.77,-12.65,12.86,NA,"OfficialWorldGolfRanking",2016
192,184,"Adam Hadwin",52,0.9,46.64,-16.81,21.83,NA,"OfficialWorldGolfRanking",2016
193,186,"Junggon Hwang",52,0.89,46.39,-13.3,1.21,NA,"OfficialWorldGolfRanking",2016
194,202,"Johnson Wagner",50,0.88,43.9,-13.37,9.49,NA,"OfficialWorldGolfRanking",2016
195,191,"John Huh",52,0.87,45.42,-13.66,27.96,NA,"OfficialWorldGolfRanking",2016
196,190,"Thomas Aiken",52,0.87,45.37,-18.84,6.42,NA,"OfficialWorldGolfRanking",2016
197,192,"Matt Every",51,0.86,43.83,-29.87,6.59,NA,"OfficialWorldGolfRanking",2016
198,194,"Gary Stal",50,0.86,42.82,-20.6,3.26,NA,"OfficialWorldGolfRanking",2016
199,195,"Martin Laird",46,0.85,39.29,-13.62,17.78,NA,"OfficialWorldGolfRanking",2016
200,207,"Hyung Sung Kim",52,0.85,44.04,-18.95,7.49,NA,"OfficialWorldGolfRanking",2016
201,193,"David Horsey",52,0.84,43.92,-18.9,5.27,NA,"OfficialWorldGolfRanking",2016
202,255,"Robert Rock",46,0.84,38.79,-9.46,20.94,NA,"OfficialWorldGolfRanking",2016
203,198,"Chad Campbell",52,0.84,43.76,-13.38,12.03,NA,"OfficialWorldGolfRanking",2016
204,203,"Martin Piller",48,0.84,40.37,-11.37,12.42,NA,"OfficialWorldGolfRanking",2016
205,197,"Haydn Porteous",52,0.84,43.7,-10.59,29.39,NA,"OfficialWorldGolfRanking",2016
206,205,"Pat Perez",47,0.84,39.25,-18.35,1.59,NA,"OfficialWorldGolfRanking",2016
207,200,"Kyoung Hoon Lee",52,0.83,43.35,-15.9,NA,NA,"OfficialWorldGolfRanking",2016
208,267,"Lucas Glover",52,0.83,43.16,-7.28,24.38,NA,"OfficialWorldGolfRanking",2016
209,206,"Bryson DeChambeau",40,0.83,33.12,-1.1,25.98,NA,"OfficialWorldGolfRanking",2016
210,208,"Stewart Cink",49,0.83,40.53,-15.36,10.89,NA,"OfficialWorldGolfRanking",2016
211,196,"Sebastien Gros",43,0.83,35.51,-9.11,2.84,NA,"OfficialWorldGolfRanking",2016
212,201,"Mikko Ilonen",50,0.82,41.08,-24.62,17.05,NA,"OfficialWorldGolfRanking",2016
213,204,"Wu Ashun",47,0.82,38.52,-13.46,6.67,NA,"OfficialWorldGolfRanking",2016
214,214,"Wesley Bryan",40,0.81,32.57,-0.05,32.62,NA,"OfficialWorldGolfRanking",2016
215,209,"Maximilian Kieffer",52,0.81,42.2,-14.25,9.84,NA,"OfficialWorldGolfRanking",2016
216,211,"Shaun Norris",52,0.81,42.16,-6.15,18,NA,"OfficialWorldGolfRanking",2016
217,210,"Pelle Edberg",52,0.81,42.1,-11.38,9.86,NA,"OfficialWorldGolfRanking",2016
218,212,"Jon Curran",52,0.81,41.97,-13.27,14.55,NA,"OfficialWorldGolfRanking",2016
219,213,"Thanyakorn Khrongpha",52,0.8,41.8,-11.9,9.46,NA,"OfficialWorldGolfRanking",2016
220,220,"Trevor Fisher Jr",48,0.79,38.15,-12.47,14.81,NA,"OfficialWorldGolfRanking",2016
221,262,"Chesson Hadley",52,0.79,41.07,-18.09,14.59,NA,"OfficialWorldGolfRanking",2016
222,225,"Jhonattan Vegas",52,0.79,40.92,-10.86,19.85,NA,"OfficialWorldGolfRanking",2016
223,215,"Geoff Ogilvy",45,0.79,35.37,-22.37,2.66,NA,"OfficialWorldGolfRanking",2016
224,219,"Ricky Barnes",52,0.79,40.87,-9.56,21.17,NA,"OfficialWorldGolfRanking",2016
225,234,"Camilo Villegas",52,0.79,40.86,-19.58,11.2,NA,"OfficialWorldGolfRanking",2016
226,218,"Brad Kennedy",49,0.78,38.33,-14.62,7,NA,"OfficialWorldGolfRanking",2016
227,217,"Brendon de Jonge",52,0.78,40.52,-24.8,2.98,NA,"OfficialWorldGolfRanking",2016
228,242,"Jason Scrivener",45,0.78,35.05,-6.4,15.52,NA,"OfficialWorldGolfRanking",2016
229,216,"Ernie Els",52,0.78,40.44,-23.01,13.47,NA,"OfficialWorldGolfRanking",2016
230,229,"Rory Sabbatini",48,0.77,36.91,-18.31,1.46,NA,"OfficialWorldGolfRanking",2016
231,224,"Brett Rumford",40,0.77,30.71,-7.59,11.71,NA,"OfficialWorldGolfRanking",2016
232,226,"Phachara Khongwatmai",40,0.77,30.68,-4.2,5.4,NA,"OfficialWorldGolfRanking",2016
233,227,"Peter Hanson",40,0.77,30.62,-7.54,14.92,NA,"OfficialWorldGolfRanking",2016
234,223,"Romain Wattel",52,0.76,39.7,-18.9,9.75,NA,"OfficialWorldGolfRanking",2016
235,222,"Vijay Singh",48,0.75,36.21,-11.68,12.64,NA,"OfficialWorldGolfRanking",2016
236,272,"Sebastian Soderberg",40,0.75,30.17,-3.83,17.4,NA,"OfficialWorldGolfRanking",2016
237,231,"Dylan Frittelli",47,0.75,35.34,-2.88,21.63,NA,"OfficialWorldGolfRanking",2016
238,230,"Steve Stricker",40,0.75,29.9,-15.53,14.85,NA,"OfficialWorldGolfRanking",2016
239,221,"Richard Green",47,0.75,35.12,-17.47,NA,NA,"OfficialWorldGolfRanking",2016
240,228,"Stephen Gallacher",52,0.74,38.71,-32.34,4.07,NA,"OfficialWorldGolfRanking",2016
241,232,"Graeme Storm",52,0.74,38.61,-12.79,4.56,NA,"OfficialWorldGolfRanking",2016
242,233,"Seung Yul Noh",52,0.74,38.57,-21.26,13.61,NA,"OfficialWorldGolfRanking",2016
243,236,"Spencer Levin",52,0.72,37.62,-8.67,13.5,NA,"OfficialWorldGolfRanking",2016
243,235,"Katsumasa Miyamoto",50,0.72,36.17,-15.17,4.26,NA,"OfficialWorldGolfRanking",2016
245,237,"Thomas Bjorn",44,0.72,31.7,-21.08,7.99,NA,"OfficialWorldGolfRanking",2016
246,239,"Jorge Campillo",52,0.72,37.28,-7.14,20.61,NA,"OfficialWorldGolfRanking",2016
247,250,"Scott Stallings",49,0.72,35.07,-13.67,12.45,NA,"OfficialWorldGolfRanking",2016
248,240,"Blayne Barber",52,0.71,37.09,-11.35,24.74,NA,"OfficialWorldGolfRanking",2016
249,241,"Aaron Baddeley",52,0.71,36.83,-9.73,24.75,NA,"OfficialWorldGolfRanking",2016
250,238,"Derek Fathauer",52,0.71,36.8,-14.71,14.48,NA,"OfficialWorldGolfRanking",2016
251,243,"Shugo Imahira",40,0.71,28.25,-5.81,6.03,NA,"OfficialWorldGolfRanking",2016
252,245,"Ollie Schniederjans",40,0.71,28.21,-5.15,13.41,NA,"OfficialWorldGolfRanking",2016
