"Front9Par5ScoringAverage_RANKTHISWEEK_2009","Front9Par5ScoringAverage_RANKLASTWEEK_2009","Front9Par5ScoringAverage_PLAYERNAME_2009","Front9Par5ScoringAverage_ROUNDS_2009","Front9Par5ScoringAverage_AVG_2009","Front9Par5ScoringAverage_TOTALSTROKES_2009","Front9Par5ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Stephen Ames",77,4.49,503,112,"Front9Par5ScoringAverage",2009
2,2,"Brian Davis",103,4.5,657,146,"Front9Par5ScoringAverage",2009
2,2,"Ernie Els",70,4.5,459,102,"Front9Par5ScoringAverage",2009
2,2,"Martin Laird",72,4.5,468,104,"Front9Par5ScoringAverage",2009
5,5,"Tim Clark",81,4.51,514,114,"Front9Par5ScoringAverage",2009
5,5,"DJ Trahan",96,4.51,659,146,"Front9Par5ScoringAverage",2009
5,5,"Tiger Woods",64,4.51,442,98,"Front9Par5ScoringAverage",2009
8,8,"Bo Van Pelt",100,4.52,669,148,"Front9Par5ScoringAverage",2009
9,9,"Robert Garrigus",83,4.53,575,127,"Front9Par5ScoringAverage",2009
10,10,"Brendon de Jonge",90,4.54,599,132,"Front9Par5ScoringAverage",2009
10,10,"Matt Jones",56,4.54,386,85,"Front9Par5ScoringAverage",2009
10,10,"Davis Love III",89,4.54,613,135,"Front9Par5ScoringAverage",2009
10,10,"Steve Stricker",81,4.54,545,120,"Front9Par5ScoringAverage",2009
10,10,"Nick Watney",86,4.54,617,136,"Front9Par5ScoringAverage",2009
10,10,"Bubba Watson",73,4.54,518,114,"Front9Par5ScoringAverage",2009
16,16,"Jonathan Byrd",89,4.55,674,148,"Front9Par5ScoringAverage",2009
16,16,"Adam Scott",53,4.55,364,80,"Front9Par5ScoringAverage",2009
18,18,"Charley Hoffman",97,4.56,688,151,"Front9Par5ScoringAverage",2009
18,18,"Bryce Molder",69,4.56,401,88,"Front9Par5ScoringAverage",2009
18,18,"Geoff Ogilvy",78,4.56,502,110,"Front9Par5ScoringAverage",2009
18,18,"Chris Stroud",88,4.56,565,124,"Front9Par5ScoringAverage",2009
22,22,"Woody Austin",84,4.57,594,130,"Front9Par5ScoringAverage",2009
22,22,"Charles Howell III",99,4.57,686,150,"Front9Par5ScoringAverage",2009
22,22,"Chris Riley",77,4.57,484,106,"Front9Par5ScoringAverage",2009
22,22,"Matt Weibring",65,4.57,430,94,"Front9Par5ScoringAverage",2009
22,22,"Jay Williamson",69,4.57,443,97,"Front9Par5ScoringAverage",2009
27,27,"Boo Weekley",79,4.58,540,118,"Front9Par5ScoringAverage",2009
27,27,"Dean Wilson",81,4.58,541,118,"Front9Par5ScoringAverage",2009
29,29,"Matt Kuchar",82,4.59,587,128,"Front9Par5ScoringAverage",2009
29,29,"Steve Marino",98,4.59,643,140,"Front9Par5ScoringAverage",2009
29,29,"George McNeill",82,4.59,533,116,"Front9Par5ScoringAverage",2009
29,29,"Tim Petrovic",97,4.59,689,150,"Front9Par5ScoringAverage",2009
29,29,"Scott Piercy",85,4.59,611,133,"Front9Par5ScoringAverage",2009
29,29,"Jimmy Walker",74,4.59,487,106,"Front9Par5ScoringAverage",2009
35,35,"Greg Chalmers",85,4.6,571,124,"Front9Par5ScoringAverage",2009
35,35,"Jason Day",61,4.6,432,94,"Front9Par5ScoringAverage",2009
35,35,"Joe Durant",62,4.6,442,96,"Front9Par5ScoringAverage",2009
35,35,"Bob Estes",78,4.6,547,119,"Front9Par5ScoringAverage",2009
35,35,"Anthony Kim",76,4.6,497,108,"Front9Par5ScoringAverage",2009
35,35,"Phil Mickelson",66,4.6,460,100,"Front9Par5ScoringAverage",2009
35,35,"Kenny Perry",92,4.6,617,134,"Front9Par5ScoringAverage",2009
42,42,"Briny Baird",89,4.61,590,128,"Front9Par5ScoringAverage",2009
42,42,"Chris DiMarco",97,4.61,622,135,"Front9Par5ScoringAverage",2009
42,42,"Retief Goosen",74,4.61,507,110,"Front9Par5ScoringAverage",2009
42,42,"Jerry Kelly",90,4.61,563,122,"Front9Par5ScoringAverage",2009
42,42,"Cliff Kresge",78,4.61,512,111,"Front9Par5ScoringAverage",2009
42,42,"Kevin Na",91,4.61,632,137,"Front9Par5ScoringAverage",2009
42,42,"Rod Pampling",72,4.61,535,116,"Front9Par5ScoringAverage",2009
42,42,"Pat Perez",74,4.61,489,106,"Front9Par5ScoringAverage",2009
42,42,"Brett Quigley",92,4.61,659,143,"Front9Par5ScoringAverage",2009
42,42,"Vijay Singh",71,4.61,479,104,"Front9Par5ScoringAverage",2009
42,42,"David Toms",98,4.61,646,140,"Front9Par5ScoringAverage",2009
53,53,"Mark Calcavecchia",72,4.62,480,104,"Front9Par5ScoringAverage",2009
53,53,"Nathan Green",104,4.62,679,147,"Front9Par5ScoringAverage",2009
53,53,"Hunter Mahan",94,4.62,619,134,"Front9Par5ScoringAverage",2009
53,53,"Carl Pettersson",86,4.62,559,121,"Front9Par5ScoringAverage",2009
53,53,"Rick Price",54,4.62,397,86,"Front9Par5ScoringAverage",2009
53,53,"John Senden",100,4.62,697,151,"Front9Par5ScoringAverage",2009
53,53,"Charles Warren",63,4.62,462,100,"Front9Par5ScoringAverage",2009
60,60,"Brad Adamonis",70,4.63,481,104,"Front9Par5ScoringAverage",2009
60,60,"Aaron Baddeley",66,4.63,454,98,"Front9Par5ScoringAverage",2009
60,60,"Cameron Beckman",87,4.63,574,124,"Front9Par5ScoringAverage",2009
60,60,"Brian Gay",96,4.63,630,136,"Front9Par5ScoringAverage",2009
60,60,"Freddie Jacobson",83,4.63,565,122,"Front9Par5ScoringAverage",2009
60,60,"Justin Leonard",95,4.63,639,138,"Front9Par5ScoringAverage",2009
60,60,"Jeff Overton",92,4.63,653,141,"Front9Par5ScoringAverage",2009
60,60,"Ryan Palmer",78,4.63,546,118,"Front9Par5ScoringAverage",2009
60,60,"Tom Pernice Jr",82,4.63,592,128,"Front9Par5ScoringAverage",2009
60,60,"Brandt Snedeker",81,4.63,546,118,"Front9Par5ScoringAverage",2009
60,60,"Kevin Sutherland",96,4.63,681,147,"Front9Par5ScoringAverage",2009
71,71,"Matt Bettencourt",98,4.64,682,147,"Front9Par5ScoringAverage",2009
71,71,"Jason Bohn",88,4.64,612,132,"Front9Par5ScoringAverage",2009
71,71,"Alex Cejka",82,4.64,599,129,"Front9Par5ScoringAverage",2009
