"LateRound1ScoringAverage_RANKTHISWEEK_2010","LateRound1ScoringAverage_RANKLASTWEEK_2010","LateRound1ScoringAverage_PLAYERNAME_2010","LateRound1ScoringAverage__2010","LateRound1ScoringAverage_AVG_2010","LateRound1ScoringAverage_TOTALSTROKES_2010","LateRound1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Michael Letzig",NA,68.62,892,13,"LateRound1ScoringAverage",2010
2,2,"Paul Casey",NA,69.18,761,11,"LateRound1ScoringAverage",2010
3,3,"David Toms",NA,69.27,762,11,"LateRound1ScoringAverage",2010
3,3,"Bo Van Pelt",NA,69.27,762,11,"LateRound1ScoringAverage",2010
5,5,"Retief Goosen",NA,69.29,485,7,"LateRound1ScoringAverage",2010
6,6,"Ricky Barnes",NA,69.33,1040,15,"LateRound1ScoringAverage",2010
7,7,"Geoff Ogilvy",NA,69.67,627,9,"LateRound1ScoringAverage",2010
8,8,"KJ Choi",NA,69.7,697,10,"LateRound1ScoringAverage",2010
9,9,"Charlie Wi",NA,69.72,1255,18,"LateRound1ScoringAverage",2010
10,10,"Carl Pettersson",NA,69.73,1046,15,"LateRound1ScoringAverage",2010
11,11,"Nick Watney",NA,69.75,837,12,"LateRound1ScoringAverage",2010
12,12,"Dean Wilson",NA,69.78,628,9,"LateRound1ScoringAverage",2010
13,13,"Chris DiMarco",NA,69.8,698,10,"LateRound1ScoringAverage",2010
14,14,"Tom Gillis",NA,69.81,1117,16,"LateRound1ScoringAverage",2010
15,15,"Steve Elkington",NA,69.85,908,13,"LateRound1ScoringAverage",2010
15,15,"Aron Price",NA,69.85,908,13,"LateRound1ScoringAverage",2010
17,17,"Matt Every",NA,69.88,559,8,"LateRound1ScoringAverage",2010
18,18,"Ernie Els",NA,69.91,769,11,"LateRound1ScoringAverage",2010
19,19,"Tim Clark",NA,69.92,839,12,"LateRound1ScoringAverage",2010
19,19,"Bryce Molder",NA,69.92,909,13,"LateRound1ScoringAverage",2010
21,21,"Blake Adams",NA,70,910,13,"LateRound1ScoringAverage",2010
