"GoodDrivePercentage_RANKTHISWEEK_2014","GoodDrivePercentage_RANKLASTWEEK_2014","GoodDrivePercentage_PLAYERNAME_2014","GoodDrivePercentage_ROUNDS_2014","GoodDrivePercentage_Pct_2014","GoodDrivePercentage_HIT_2014","GoodDrivePercentage_TOTALATTEMPTS_2014","stat_name","year"
28,28,"Billy Horschel",92,84.63,1068,1262,"GoodDrivePercentage",2014
30,30,"Jerry Kelly",80,84.55,941,1113,"GoodDrivePercentage",2014
31,31,"Shawn Stefani",60,84.52,710,840,"GoodDrivePercentage",2014
32,32,"Brian Stuard",91,84.51,1026,1214,"GoodDrivePercentage",2014
33,33,"David Hearn",97,84.48,1143,1353,"GoodDrivePercentage",2014
33,33,"Charley Hoffman",93,84.48,1094,1295,"GoodDrivePercentage",2014
35,35,"John Huh",87,84.47,979,1159,"GoodDrivePercentage",2014
35,35,"William McGirt",96,84.47,1131,1339,"GoodDrivePercentage",2014
35,35,"Nicholas Thompson",85,84.47,952,1127,"GoodDrivePercentage",2014
38,38,"Hudson Swafford",75,84.46,837,991,"GoodDrivePercentage",2014
39,39,"Chad Campbell",57,84.44,624,739,"GoodDrivePercentage",2014
40,40,"JJ Henry",91,84.34,1023,1213,"GoodDrivePercentage",2014
41,41,"Stewart Cink",91,84.25,1070,1270,"GoodDrivePercentage",2014
42,42,"Danny Lee",84,84.23,940,1116,"GoodDrivePercentage",2014
43,43,"Kyle Stanley",87,84.21,976,1159,"GoodDrivePercentage",2014
44,44,"Graeme McDowell",66,84.2,730,867,"GoodDrivePercentage",2014
45,45,"Brendon de Jonge",109,84.17,1281,1522,"GoodDrivePercentage",2014
46,46,"Ben Martin",80,84.05,938,1116,"GoodDrivePercentage",2014
46,46,"Brendon Todd",108,84.05,1265,1505,"GoodDrivePercentage",2014
48,48,"John Peterson",62,83.97,702,836,"GoodDrivePercentage",2014
49,49,"Graham DeLaet",80,83.85,924,1102,"GoodDrivePercentage",2014
50,50,"Brian Davis",93,83.81,1087,1297,"GoodDrivePercentage",2014
51,51,"Lucas Glover",68,83.8,771,920,"GoodDrivePercentage",2014
52,52,"Briny Baird",50,83.79,584,697,"GoodDrivePercentage",2014
52,52,"Nick Watney",80,83.79,879,1049,"GoodDrivePercentage",2014
54,54,"Rory McIlroy",66,83.59,749,896,"GoodDrivePercentage",2014
55,55,"Will Ma Kenzie",82,83.52,953,1141,"GoodDrivePercentage",2014
56,56,"Adam Scott",68,83.47,798,956,"GoodDrivePercentage",2014
57,57,"Bill Haas",107,83.45,1225,1468,"GoodDrivePercentage",2014
58,58,"Mark Wilson",69,83.44,756,906,"GoodDrivePercentage",2014
59,59,"Bo Van Pelt",83,83.32,964,1157,"GoodDrivePercentage",2014
60,60,"Jonathan Byrd",76,83.23,834,1002,"GoodDrivePercentage",2014
61,61,"Charles Howell III",106,83.09,1228,1478,"GoodDrivePercentage",2014
62,62,"Jason Bohn",81,83.05,936,1127,"GoodDrivePercentage",2014
63,63,"Cameron Tringale",111,83,1284,1547,"GoodDrivePercentage",2014
64,64,"Angel Cabrera",69,82.99,800,964,"GoodDrivePercentage",2014
65,65,"Robert Streb",75,82.88,823,993,"GoodDrivePercentage",2014
66,66,"Sangmoon Bae",76,82.86,880,1062,"GoodDrivePercentage",2014
67,67,"George McNeill",79,82.83,912,1101,"GoodDrivePercentage",2014
68,68,"Jim Herman",62,82.82,670,809,"GoodDrivePercentage",2014
69,69,"Jason Dufner",57,82.8,626,756,"GoodDrivePercentage",2014
70,70,"Charlie Beljan",76,82.75,830,1003,"GoodDrivePercentage",2014
70,70,"Will Wilcox",51,82.75,566,684,"GoodDrivePercentage",2014
72,72,"Derek Ernst",80,82.63,880,1065,"GoodDrivePercentage",2014
73,73,"Michael Putnam",106,82.62,1174,1421,"GoodDrivePercentage",2014
74,74,"Paul Casey",56,82.61,646,782,"GoodDrivePercentage",2014
75,75,"Gary Woodland",93,82.58,1062,1286,"GoodDrivePercentage",2014
76,76,"Robert Allenby",83,82.46,931,1129,"GoodDrivePercentage",2014
77,77,"Keegan Bradley",89,82.44,1014,1230,"GoodDrivePercentage",2014
77,77,"Geoff Ogilvy",84,82.44,920,1116,"GoodDrivePercentage",2014
79,79,"YE Yang",79,82.43,896,1087,"GoodDrivePercentage",2014
80,80,"Pat Perez",84,82.38,963,1169,"GoodDrivePercentage",2014
81,81,"Martin Kaymer",65,82.37,738,896,"GoodDrivePercentage",2014
82,82,"Carl Pettersson",91,82.35,1045,1269,"GoodDrivePercentage",2014
83,83,"Hideki Matsuyama",82,82.32,922,1120,"GoodDrivePercentage",2014
84,84,"Stuart Appleby",92,82.28,1031,1253,"GoodDrivePercentage",2014
85,85,"Ben Crane",81,82.27,928,1128,"GoodDrivePercentage",2014
86,86,"Wes Roach",67,82.23,722,878,"GoodDrivePercentage",2014
87,87,"Ryan Palmer",85,82.22,976,1187,"GoodDrivePercentage",2014
88,88,"Ben Curtis",77,82.2,836,1017,"GoodDrivePercentage",2014
89,89,"Harris English",95,82.19,1057,1286,"GoodDrivePercentage",2014
90,90,"DH Lee",54,82.16,571,695,"GoodDrivePercentage",2014
91,91,"Brendan Steele",89,82.15,976,1188,"GoodDrivePercentage",2014
92,92,"Michael Thompson",74,82.13,850,1035,"GoodDrivePercentage",2014
93,93,"Louis Oosthuizen",50,82.09,527,642,"GoodDrivePercentage",2014
94,94,"Brandt Snedeker",89,82.06,997,1215,"GoodDrivePercentage",2014
95,95,"Chris Stroud",88,82.05,1010,1231,"GoodDrivePercentage",2014
96,96,"Chris Kirk",105,82.04,1197,1459,"GoodDrivePercentage",2014
97,97,"James Hahn",82,82.03,913,1113,"GoodDrivePercentage",2014
97,97,"Russell Henley",92,82.03,1059,1291,"GoodDrivePercentage",2014
99,99,"Dustin Johnson",58,82.02,657,801,"GoodDrivePercentage",2014
99,99,"Ian Poulter",57,82.02,643,784,"GoodDrivePercentage",2014
101,101,"Spencer Levin",59,81.97,673,821,"GoodDrivePercentage",2014
102,102,"Freddie Jacobson",91,81.93,1038,1267,"GoodDrivePercentage",2014
103,103,"Vijay Singh",83,81.88,949,1159,"GoodDrivePercentage",2014
103,103,"Josh Teater",90,81.88,1003,1225,"GoodDrivePercentage",2014
105,105,"John Senden",99,81.87,1129,1379,"GoodDrivePercentage",2014
106,106,"Kevin Kisner",85,81.86,970,1185,"GoodDrivePercentage",2014
107,107,"Martin Laird",66,81.84,712,870,"GoodDrivePercentage",2014
108,108,"KJ Choi",80,81.79,912,1115,"GoodDrivePercentage",2014
109,109,"Scott Langley",95,81.7,1058,1295,"GoodDrivePercentage",2014
110,110,"Phil Mickelson",71,81.67,811,993,"GoodDrivePercentage",2014
111,111,"Jason Kokrak",65,81.64,738,904,"GoodDrivePercentage",2014
111,111,"Troy Merritt",62,81.64,707,866,"GoodDrivePercentage",2014
113,113,"Webb Simpson",87,81.63,960,1176,"GoodDrivePercentage",2014
114,114,"David Lingmerth",80,81.57,863,1058,"GoodDrivePercentage",2014
115,115,"Brian Gay",81,81.54,901,1105,"GoodDrivePercentage",2014
116,116,"Davis Love III",74,81.42,815,1001,"GoodDrivePercentage",2014
117,117,"Lee Westwood",57,81.38,638,784,"GoodDrivePercentage",2014
118,118,"Marc Leishman",81,81.36,908,1116,"GoodDrivePercentage",2014
119,119,"Charl Schwartzel",64,81.22,705,868,"GoodDrivePercentage",2014
120,120,"Martin Flores",85,81.18,962,1185,"GoodDrivePercentage",2014
121,121,"Kevin Tway",64,81.15,680,838,"GoodDrivePercentage",2014
122,122,"Brian Harman",111,81.06,1254,1547,"GoodDrivePercentage",2014
123,123,"Luke Guthrie",85,81.01,960,1185,"GoodDrivePercentage",2014
123,123,"Rory Sabbatini",82,81.01,879,1085,"GoodDrivePercentage",2014
125,125,"Woody Austin",63,80.97,668,825,"GoodDrivePercentage",2014
126,126,"Robert Garrigus",80,80.88,901,1114,"GoodDrivePercentage",2014
127,127,"Seung Yul Noh",92,80.86,1039,1285,"GoodDrivePercentage",2014
128,128,"John Rollins",84,80.84,903,1117,"GoodDrivePercentage",2014
129,129,"Erik Compton",88,80.83,991,1226,"GoodDrivePercentage",2014
129,129,"Bryce Molder",77,80.83,822,1017,"GoodDrivePercentage",2014
131,131,"Bud Cauley",56,80.82,632,782,"GoodDrivePercentage",2014
132,132,"Tim Wilkinson",86,80.8,926,1146,"GoodDrivePercentage",2014
133,133,"Camilo Villegas",95,80.77,1071,1326,"GoodDrivePercentage",2014
134,134,"Richard Lee",80,80.51,876,1088,"GoodDrivePercentage",2014
135,135,"Trevor Immelman",84,80.5,900,1118,"GoodDrivePercentage",2014
136,136,"Jamie Lovemark",64,80.43,674,838,"GoodDrivePercentage",2014
137,137,"Roberto Castro",76,80.31,828,1031,"GoodDrivePercentage",2014
138,138,"Rickie Fowler",91,80.3,954,1188,"GoodDrivePercentage",2014
139,139,"Tommy Gainey",73,80.21,770,960,"GoodDrivePercentage",2014
140,140,"Luke Donald",57,80,624,780,"GoodDrivePercentage",2014
141,141,"Brice Garnett",92,79.98,983,1229,"GoodDrivePercentage",2014
142,142,"JB Holmes",86,79.82,957,1199,"GoodDrivePercentage",2014
143,143,"Jeff Overton",80,79.81,846,1060,"GoodDrivePercentage",2014
144,144,"Jordan Spieth",102,79.8,1094,1371,"GoodDrivePercentage",2014
145,145,"DA Points",75,79.77,816,1023,"GoodDrivePercentage",2014
146,146,"Gonzalo Fdez Castano",83,79.7,915,1148,"GoodDrivePercentage",2014
147,147,"Justin Leonard",75,79.69,832,1044,"GoodDrivePercentage",2014
147,147,"Johnson Wagner",69,79.69,722,906,"GoodDrivePercentage",2014
149,149,"Brad Fritsch",50,79.67,533,669,"GoodDrivePercentage",2014
149,149,"Brooks Koepka",56,79.67,623,782,"GoodDrivePercentage",2014
151,151,"Scott Stallings",77,79.62,844,1060,"GoodDrivePercentage",2014
152,152,"Jason Day",54,79.58,534,671,"GoodDrivePercentage",2014
153,153,"Bronson La Cassie",51,79.57,522,656,"GoodDrivePercentage",2014
154,154,"Charlie Wi",72,79.38,774,975,"GoodDrivePercentage",2014
155,155,"Ricky Barnes",92,79.22,972,1227,"GoodDrivePercentage",2014
156,156,"Steven Bowditch",93,79.18,1027,1297,"GoodDrivePercentage",2014
157,157,"Greg Chalmers",85,79.08,892,1128,"GoodDrivePercentage",2014
158,158,"Jonas Blixt",64,79.06,687,869,"GoodDrivePercentage",2014
158,158,"Jimmy Walker",98,79.06,1065,1347,"GoodDrivePercentage",2014
160,160,"Matt Jones",83,79.03,916,1159,"GoodDrivePercentage",2014
161,161,"Andres Romero",81,78.98,849,1075,"GoodDrivePercentage",2014
162,162,"Chesson Hadley",84,78.8,922,1170,"GoodDrivePercentage",2014
163,163,"Sean OHair",77,78.73,844,1072,"GoodDrivePercentage",2014
164,164,"Matt Every",85,78.61,930,1183,"GoodDrivePercentage",2014
165,165,"Chad Collins",78,78.52,808,1029,"GoodDrivePercentage",2014
166,166,"Morgan Hoffmann",103,78.42,1083,1381,"GoodDrivePercentage",2014
167,167,"Retief Goosen",94,78.31,982,1254,"GoodDrivePercentage",2014
168,168,"Ryo Ishikawa",75,78.26,817,1044,"GoodDrivePercentage",2014
169,169,"Patrick Reed",92,78.11,985,1261,"GoodDrivePercentage",2014
170,170,"Troy Matteson",62,78.02,632,810,"GoodDrivePercentage",2014
171,171,"Jim Renner",61,77.89,641,823,"GoodDrivePercentage",2014
172,172,"Andrew Loupe",65,77.82,663,852,"GoodDrivePercentage",2014
173,173,"Tyrone Van Aswegen",79,77.59,845,1089,"GoodDrivePercentage",2014
174,174,"James Driscoll",71,77.2,762,987,"GoodDrivePercentage",2014
175,175,"Ernie Els",85,76.09,840,1104,"GoodDrivePercentage",2014
176,176,"Aaron Baddeley",74,75.9,762,1004,"GoodDrivePercentage",2014
177,177,"Mike Weir",69,75.28,682,906,"GoodDrivePercentage",2014
