"Par3BirdieorBetterLeaders_RANKTHISWEEK_2006","Par3BirdieorBetterLeaders_RANKLASTWEEK_2006","Par3BirdieorBetterLeaders_PLAYERNAME_2006","Par3BirdieorBetterLeaders_ROUNDS_2006","Par3BirdieorBetterLeaders_Pct_2006","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2006","Par3BirdieorBetterLeaders_PAR3HOLES_2006","stat_name","year"
36,36,"Dudley Hart",83,14.5,49,338,"Par3BirdieorBetterLeaders",2006
38,38,"Stephen Leaney",84,14.49,50,345,"Par3BirdieorBetterLeaders",2006
39,39,"Chris DiMarco",83,14.38,45,313,"Par3BirdieorBetterLeaders",2006
40,40,"Sergio Garcia",59,14.35,31,216,"Par3BirdieorBetterLeaders",2006
41,41,"David Toms",76,14.34,39,272,"Par3BirdieorBetterLeaders",2006
42,42,"DJ Trahan",92,14.21,52,366,"Par3BirdieorBetterLeaders",2006
43,43,"Jerry Smith",94,14.17,53,374,"Par3BirdieorBetterLeaders",2006
44,44,"Lee Janzen",79,14.11,46,326,"Par3BirdieorBetterLeaders",2006
45,45,"Frank Lickliter II",99,14.07,56,398,"Par3BirdieorBetterLeaders",2006
46,46,"Davis Love III",85,14.05,43,306,"Par3BirdieorBetterLeaders",2006
47,47,"Robert Garrigus",85,13.99,47,336,"Par3BirdieorBetterLeaders",2006
48,48,"Arjun Atwal",97,13.92,54,388,"Par3BirdieorBetterLeaders",2006
49,49,"Marco Dawson",87,13.88,49,353,"Par3BirdieorBetterLeaders",2006
50,50,"Heath Slocum",96,13.87,52,375,"Par3BirdieorBetterLeaders",2006
51,51,"Mark Brooks",90,13.81,50,362,"Par3BirdieorBetterLeaders",2006
52,52,"Ryan Moore",68,13.74,36,262,"Par3BirdieorBetterLeaders",2006
53,53,"Ryan Palmer",101,13.68,55,402,"Par3BirdieorBetterLeaders",2006
54,54,"Joe Ogilvie",95,13.66,50,366,"Par3BirdieorBetterLeaders",2006
55,55,"Stephen Ames",63,13.65,34,249,"Par3BirdieorBetterLeaders",2006
56,56,"Charley Hoffman",100,13.6,54,397,"Par3BirdieorBetterLeaders",2006
57,57,"Daniel Chopra",110,13.59,59,434,"Par3BirdieorBetterLeaders",2006
58,58,"DA Points",82,13.58,44,324,"Par3BirdieorBetterLeaders",2006
59,59,"Jon Mills",68,13.53,36,266,"Par3BirdieorBetterLeaders",2006
60,60,"Brent Geiberger",99,13.49,53,393,"Par3BirdieorBetterLeaders",2006
61,61,"Dean Wilson",115,13.44,61,454,"Par3BirdieorBetterLeaders",2006
62,62,"Geoff Ogilvy",76,13.41,37,276,"Par3BirdieorBetterLeaders",2006
63,63,"Aaron Baddeley",78,13.4,41,306,"Par3BirdieorBetterLeaders",2006
64,64,"Bubba Dickerson",98,13.37,52,389,"Par3BirdieorBetterLeaders",2006
64,64,"Mathias Gronberg",92,13.37,48,359,"Par3BirdieorBetterLeaders",2006
66,66,"Brett Quigley",109,13.35,57,427,"Par3BirdieorBetterLeaders",2006
66,66,"Brett Wetterich",82,13.35,45,337,"Par3BirdieorBetterLeaders",2006
68,68,"David Howell",52,13.33,24,180,"Par3BirdieorBetterLeaders",2006
69,69,"Rory Sabbatini",84,13.31,45,338,"Par3BirdieorBetterLeaders",2006
69,69,"Mike Sposa",68,13.31,35,263,"Par3BirdieorBetterLeaders",2006
71,71,"Mike Weir",88,13.29,46,346,"Par3BirdieorBetterLeaders",2006
72,72,"Mark Wilson",79,13.27,41,309,"Par3BirdieorBetterLeaders",2006
73,73,"Mark Calcavecchia",94,13.26,50,377,"Par3BirdieorBetterLeaders",2006
74,74,"JJ Henry",96,13.23,50,378,"Par3BirdieorBetterLeaders",2006
75,75,"Greg Kraft",79,13.2,40,303,"Par3BirdieorBetterLeaders",2006
76,76,"Chris Riley",86,13.13,44,335,"Par3BirdieorBetterLeaders",2006
77,77,"JL Lewis",57,13.04,30,230,"Par3BirdieorBetterLeaders",2006
78,78,"John Rollins",93,13.01,48,369,"Par3BirdieorBetterLeaders",2006
79,79,"David Branshaw",98,12.97,52,401,"Par3BirdieorBetterLeaders",2006
80,80,"Eric Axley",91,12.95,47,363,"Par3BirdieorBetterLeaders",2006
81,81,"Trevor Immelman",86,12.93,45,348,"Par3BirdieorBetterLeaders",2006
82,82,"Freddie Jacobson",56,12.89,29,225,"Par3BirdieorBetterLeaders",2006
83,83,"Peter Lonard",77,12.83,39,304,"Par3BirdieorBetterLeaders",2006
84,84,"Jason Gore",86,12.8,43,336,"Par3BirdieorBetterLeaders",2006
85,85,"Bill Haas",99,12.76,50,392,"Par3BirdieorBetterLeaders",2006
86,86,"Chad Campbell",91,12.75,45,353,"Par3BirdieorBetterLeaders",2006
86,86,"Thomas Levet",53,12.75,26,204,"Par3BirdieorBetterLeaders",2006
88,88,"Michael Allen",84,12.72,43,338,"Par3BirdieorBetterLeaders",2006
89,89,"Chris Couch",75,12.7,39,307,"Par3BirdieorBetterLeaders",2006
90,90,"John Cook",67,12.68,35,276,"Par3BirdieorBetterLeaders",2006
91,91,"Steve Stricker",64,12.65,32,253,"Par3BirdieorBetterLeaders",2006
92,92,"Rod Pampling",89,12.61,43,341,"Par3BirdieorBetterLeaders",2006
93,93,"Lucas Glover",105,12.59,51,405,"Par3BirdieorBetterLeaders",2006
94,94,"Nathan Green",108,12.56,53,422,"Par3BirdieorBetterLeaders",2006
95,95,"Kenny Perry",73,12.5,36,288,"Par3BirdieorBetterLeaders",2006
95,95,"Vaughn Taylor",88,12.5,44,352,"Par3BirdieorBetterLeaders",2006
97,97,"Jason Schultz",77,12.46,38,305,"Par3BirdieorBetterLeaders",2006
98,98,"Retief Goosen",68,12.4,30,242,"Par3BirdieorBetterLeaders",2006
98,98,"Carl Pettersson",95,12.4,46,371,"Par3BirdieorBetterLeaders",2006
100,100,"Ben Curtis",86,12.39,43,347,"Par3BirdieorBetterLeaders",2006
100,100,"Jeff Gove",91,12.39,44,355,"Par3BirdieorBetterLeaders",2006
102,102,"Danny Ellis",68,12.36,32,259,"Par3BirdieorBetterLeaders",2006
103,103,"Shaun Micheel",96,12.34,47,381,"Par3BirdieorBetterLeaders",2006
104,104,"Ryuji Imada",105,12.29,51,415,"Par3BirdieorBetterLeaders",2006
105,105,"Jesper Parnevik",84,12.28,42,342,"Par3BirdieorBetterLeaders",2006
105,105,"Paul Stankowski",70,12.28,35,285,"Par3BirdieorBetterLeaders",2006
107,107,"Robert Allenby",79,12.26,38,310,"Par3BirdieorBetterLeaders",2006
108,108,"Rich Beem",85,12.24,41,335,"Par3BirdieorBetterLeaders",2006
108,108,"John Daly",51,12.24,24,196,"Par3BirdieorBetterLeaders",2006
108,108,"Tom Lehman",70,12.24,30,245,"Par3BirdieorBetterLeaders",2006
111,111,"Shane Bertsch",104,12.2,51,418,"Par3BirdieorBetterLeaders",2006
111,111,"Jeff Maggert",81,12.2,40,328,"Par3BirdieorBetterLeaders",2006
113,113,"Greg Chalmers",71,12.18,33,271,"Par3BirdieorBetterLeaders",2006
114,114,"Alex Aragon",63,12.15,30,247,"Par3BirdieorBetterLeaders",2006
115,115,"Briny Baird",81,12.14,38,313,"Par3BirdieorBetterLeaders",2006
116,116,"Joe Durant",101,12.11,50,413,"Par3BirdieorBetterLeaders",2006
117,117,"Ian Poulter",53,12.02,25,208,"Par3BirdieorBetterLeaders",2006
118,118,"Jeff Overton",95,12,45,375,"Par3BirdieorBetterLeaders",2006
119,119,"Kevin Sutherland",100,11.99,47,392,"Par3BirdieorBetterLeaders",2006
120,120,"Vijay Singh",103,11.97,48,401,"Par3BirdieorBetterLeaders",2006
121,121,"Steve Elkington",52,11.96,25,209,"Par3BirdieorBetterLeaders",2006
122,122,"Fred Couples",52,11.94,24,201,"Par3BirdieorBetterLeaders",2006
123,123,"Ernie Els",69,11.92,31,260,"Par3BirdieorBetterLeaders",2006
124,124,"Jonathan Kaye",95,11.86,44,371,"Par3BirdieorBetterLeaders",2006
124,124,"Jimmy Walker",60,11.86,28,236,"Par3BirdieorBetterLeaders",2006
126,126,"Bubba Watson",83,11.76,38,323,"Par3BirdieorBetterLeaders",2006
127,127,"Fred Funk",106,11.74,50,426,"Par3BirdieorBetterLeaders",2006
128,128,"Chris Smith",67,11.72,32,273,"Par3BirdieorBetterLeaders",2006
129,129,"Tim Petrovic",95,11.68,43,368,"Par3BirdieorBetterLeaders",2006
130,130,"Jason Bohn",104,11.64,49,421,"Par3BirdieorBetterLeaders",2006
130,130,"Nicholas Thompson",96,11.64,44,378,"Par3BirdieorBetterLeaders",2006
132,132,"Robert Gamez",94,11.58,44,380,"Par3BirdieorBetterLeaders",2006
133,133,"John Huston",74,11.53,34,295,"Par3BirdieorBetterLeaders",2006
133,133,"Daisuke Maruyama",83,11.53,37,321,"Par3BirdieorBetterLeaders",2006
135,135,"Larry Mize",53,11.48,24,209,"Par3BirdieorBetterLeaders",2006
136,136,"Carlos Franco",86,11.46,40,349,"Par3BirdieorBetterLeaders",2006
136,136,"Troy Matteson",101,11.46,47,410,"Par3BirdieorBetterLeaders",2006
138,138,"Bob Tway",81,11.43,36,315,"Par3BirdieorBetterLeaders",2006
139,139,"Nick Watney",97,11.4,44,386,"Par3BirdieorBetterLeaders",2006
140,140,"Pat Perez",50,11.39,23,202,"Par3BirdieorBetterLeaders",2006
141,141,"Justin Leonard",83,11.36,36,317,"Par3BirdieorBetterLeaders",2006
142,142,"Robert Damron",91,11.35,42,370,"Par3BirdieorBetterLeaders",2006
143,143,"Jerry Kelly",100,11.27,46,408,"Par3BirdieorBetterLeaders",2006
144,144,"Brian Davis",92,11.26,41,364,"Par3BirdieorBetterLeaders",2006
145,145,"Zach Johnson",98,11.24,40,356,"Par3BirdieorBetterLeaders",2006
146,146,"Craig Barlow",77,11.22,33,294,"Par3BirdieorBetterLeaders",2006
147,147,"JP Hayes",55,11.21,25,223,"Par3BirdieorBetterLeaders",2006
148,148,"Charles Warren",93,11.17,41,367,"Par3BirdieorBetterLeaders",2006
149,149,"Paul Goydos",72,11.15,33,296,"Par3BirdieorBetterLeaders",2006
150,150,"James Driscoll",80,11.11,36,324,"Par3BirdieorBetterLeaders",2006
151,151,"Bart Bryant",87,11.05,38,344,"Par3BirdieorBetterLeaders",2006
152,152,"Ian Leggatt",80,11,34,309,"Par3BirdieorBetterLeaders",2006
153,153,"Mathew Goggin",72,10.99,31,282,"Par3BirdieorBetterLeaders",2006
154,154,"Jeff Brehaut",100,10.97,43,392,"Par3BirdieorBetterLeaders",2006
155,155,"Steve Flesch",119,10.94,51,466,"Par3BirdieorBetterLeaders",2006
155,155,"Tim Herron",82,10.94,36,329,"Par3BirdieorBetterLeaders",2006
157,157,"Brandt Jobe",91,10.92,39,357,"Par3BirdieorBetterLeaders",2006
158,158,"Brad Faxon",78,10.86,34,313,"Par3BirdieorBetterLeaders",2006
158,158,"Steve Lowery",99,10.86,43,396,"Par3BirdieorBetterLeaders",2006
160,160,"Todd Fischer",101,10.84,44,406,"Par3BirdieorBetterLeaders",2006
160,160,"Steve Jones",83,10.84,36,332,"Par3BirdieorBetterLeaders",2006
162,162,"Alex Cejka",93,10.81,40,370,"Par3BirdieorBetterLeaders",2006
163,163,"Omar Uresti",61,10.79,26,241,"Par3BirdieorBetterLeaders",2006
164,164,"Paul Azinger",87,10.76,38,353,"Par3BirdieorBetterLeaders",2006
165,165,"Joey Sindelar",90,10.68,39,365,"Par3BirdieorBetterLeaders",2006
166,166,"Camilo Villegas",95,10.61,40,377,"Par3BirdieorBetterLeaders",2006
167,167,"Bob Estes",85,10.6,37,349,"Par3BirdieorBetterLeaders",2006
168,168,"Stuart Appleby",83,10.58,33,312,"Par3BirdieorBetterLeaders",2006
169,169,"Tag Ridings",103,10.49,43,410,"Par3BirdieorBetterLeaders",2006
170,170,"Roger Tambellini",64,10.48,26,248,"Par3BirdieorBetterLeaders",2006
171,171,"Doug Barron",74,10.47,31,296,"Par3BirdieorBetterLeaders",2006
172,172,"John Senden",96,10.37,39,376,"Par3BirdieorBetterLeaders",2006
173,173,"Len Mattiace",59,10.33,25,242,"Par3BirdieorBetterLeaders",2006
174,174,"Kris Cox",83,10.3,34,330,"Par3BirdieorBetterLeaders",2006
175,175,"Bernhard Langer",77,10.24,30,293,"Par3BirdieorBetterLeaders",2006
176,176,"Hidemichi Tanaka",74,10.17,30,295,"Par3BirdieorBetterLeaders",2006
177,177,"Patrick Sheehan",104,10.1,41,406,"Par3BirdieorBetterLeaders",2006
178,178,"JB Holmes",81,10.03,31,309,"Par3BirdieorBetterLeaders",2006
178,178,"Billy Mayfair",94,10.03,38,379,"Par3BirdieorBetterLeaders",2006
180,180,"Todd Hamilton",72,9.97,29,291,"Par3BirdieorBetterLeaders",2006
181,181,"Henrik Bjornstad",97,9.92,38,383,"Par3BirdieorBetterLeaders",2006
182,182,"Kent Jones",103,9.9,41,414,"Par3BirdieorBetterLeaders",2006
183,183,"David McKenzie",82,9.82,32,326,"Par3BirdieorBetterLeaders",2006
184,184,"Vance Veazey",59,9.7,23,237,"Par3BirdieorBetterLeaders",2006
185,185,"Matt Hansen",68,9.67,26,269,"Par3BirdieorBetterLeaders",2006
186,186,"Greg Owen",79,9.62,30,312,"Par3BirdieorBetterLeaders",2006
187,187,"Charles Howell III",96,9.31,35,376,"Par3BirdieorBetterLeaders",2006
188,188,"Harrison Frazar",95,9.24,34,368,"Par3BirdieorBetterLeaders",2006
189,189,"Scott Gutschewski",53,9.18,19,207,"Par3BirdieorBetterLeaders",2006
190,190,"Michael Connell",51,8.72,17,195,"Par3BirdieorBetterLeaders",2006
191,191,"Will Ma Kenzie",91,8.33,30,360,"Par3BirdieorBetterLeaders",2006
192,192,"Tjaart van der Walt",60,7.79,18,231,"Par3BirdieorBetterLeaders",2006
193,193,"John Engler Jr",69,7.38,20,271,"Par3BirdieorBetterLeaders",2006
194,194,"Mark OMeara",52,7.28,15,206,"Par3BirdieorBetterLeaders",2006
195,195,"Brian Bateman",69,6.79,18,265,"Par3BirdieorBetterLeaders",2006
196,196,"Ryan Hietala",61,5.44,13,239,"Par3BirdieorBetterLeaders",2006
