"GIRPercentage100yards_RANKTHISWEEK_2010","GIRPercentage100yards_RANKLASTWEEK_2010","GIRPercentage100yards_PLAYERNAME_2010","GIRPercentage100yards_ROUNDS_2010","GIRPercentage100yards_Pct_2010","GIRPercentage100yards_GREENSHIT_2010","GIRPercentage100yards_TOTALHOLES_2010","GIRPercentage100yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Charles Warren",64,69.48,526,757,-0.14,"GIRPercentage100yards",2010
2,2,"John Senden",103,69.3,867,1251,-0.15,"GIRPercentage100yards",2010
3,3,"Paul Stankowski",62,69.24,538,777,-0.2,"GIRPercentage100yards",2010
4,4,"Troy Matteson",84,69.12,761,1101,-0.14,"GIRPercentage100yards",2010
5,5,"Joe Durant",67,69.08,583,844,-0.19,"GIRPercentage100yards",2010
6,6,"Kris Blanks",91,68.53,736,1074,-0.12,"GIRPercentage100yards",2010
7,7,"Cameron Percy",73,68.48,567,828,-0.16,"GIRPercentage100yards",2010
8,8,"Graham DeLaet",88,68.04,709,1042,-0.14,"GIRPercentage100yards",2010
9,9,"Kevin Sutherland",86,67.73,787,1162,-0.15,"GIRPercentage100yards",2010
10,10,"Davis Love III",79,67.63,652,964,-0.16,"GIRPercentage100yards",2010
11,11,"Brendon de Jonge",114,67.36,902,1339,-0.2,"GIRPercentage100yards",2010
12,12,"Mathew Goggin",85,67.3,749,1113,-0.14,"GIRPercentage100yards",2010
13,13,"Rocco Mediate",71,67.25,620,922,-0.14,"GIRPercentage100yards",2010
14,14,"Dean Wilson",54,67.17,487,725,-0.21,"GIRPercentage100yards",2010
15,15,"Mark Wilson",87,67.04,775,1156,-0.14,"GIRPercentage100yards",2010
16,16,"Aron Price",70,66.96,616,920,-0.19,"GIRPercentage100yards",2010
17,17,"Briny Baird",87,66.89,790,1181,-0.13,"GIRPercentage100yards",2010
18,18,"Jay Williamson",76,66.81,616,922,-0.16,"GIRPercentage100yards",2010
19,19,"Chris Stroud",90,66.79,698,1045,-0.16,"GIRPercentage100yards",2010
20,20,"Brett Quigley",96,66.74,871,1305,-0.16,"GIRPercentage100yards",2010
21,21,"Garrett Willis",82,66.73,692,1037,-0.19,"GIRPercentage100yards",2010
22,22,"Cameron Tringale",55,66.72,421,631,-0.15,"GIRPercentage100yards",2010
23,23,"Ben Curtis",78,66.63,677,1016,-0.17,"GIRPercentage100yards",2010
24,24,"John Merrick",109,66.54,887,1333,-0.15,"GIRPercentage100yards",2010
24,24,"Kenny Perry",69,66.54,525,789,-0.14,"GIRPercentage100yards",2010
26,26,"Jonathan Byrd",85,66.5,796,1197,-0.16,"GIRPercentage100yards",2010
27,27,"DJ Trahan",92,66.37,750,1130,-0.16,"GIRPercentage100yards",2010
28,28,"Spencer Levin",110,66.35,970,1462,-0.2,"GIRPercentage100yards",2010
29,29,"Vijay Singh",75,66.34,540,814,-0.16,"GIRPercentage100yards",2010
30,30,"Jeff Gove",57,66.3,425,641,-0.13,"GIRPercentage100yards",2010
31,31,"Nick Watney",91,66.25,642,969,-0.2,"GIRPercentage100yards",2010
32,32,"Billy Mayfair",78,66.22,641,968,-0.13,"GIRPercentage100yards",2010
32,32,"Roger Tambellini",77,66.22,594,897,-0.11,"GIRPercentage100yards",2010
34,34,"Tom Pernice Jr",74,66.18,591,893,-0.17,"GIRPercentage100yards",2010
35,35,"Garth Mulroy",53,66.16,393,594,-0.09,"GIRPercentage100yards",2010
36,36,"Adam Scott",70,66.05,496,751,-0.19,"GIRPercentage100yards",2010
37,37,"Johnson Wagner",85,65.94,728,1104,-0.16,"GIRPercentage100yards",2010
38,38,"Chad Campbell",95,65.91,787,1194,-0.19,"GIRPercentage100yards",2010
39,39,"Richard Johnson",90,65.9,744,1129,-0.17,"GIRPercentage100yards",2010
40,40,"Boo Weekley",88,65.81,695,1056,-0.16,"GIRPercentage100yards",2010
41,41,"Brett Wetterich",54,65.75,476,724,-0.17,"GIRPercentage100yards",2010
