"ScramblingfromOtherLocations_RANKTHISWEEK_2016","ScramblingfromOtherLocations_RANKLASTWEEK_2016","ScramblingfromOtherLocations_PLAYERNAME_2016","ScramblingfromOtherLocations_ROUNDS_2016","ScramblingfromOtherLocations_Pct_2016","ScramblingfromOtherLocations_SUCCESSES_2016","ScramblingfromOtherLocations_ATTEMPTS_2016","stat_name","year"
45,15,"David Toms",38,66.27,55,83,"ScramblingfromOtherLocations",2016
46,47,"Si Woo Kim",63,66.19,92,139,"ScramblingfromOtherLocations",2016
47,51,"Harold Varner III",58,65.52,95,145,"ScramblingfromOtherLocations",2016
48,66,"Patton Kizzire",57,65.49,74,113,"ScramblingfromOtherLocations",2016
49,49,"Ryan Moore",40,65.45,36,55,"ScramblingfromOtherLocations",2016
50,19,"Scott Stallings",46,65.35,66,101,"ScramblingfromOtherLocations",2016
51,51,"Graeme McDowell",33,65.22,30,46,"ScramblingfromOtherLocations",2016
52,20,"Danny Lee",53,65.08,41,63,"ScramblingfromOtherLocations",2016
53,53,"Brandt Snedeker",47,65.06,54,83,"ScramblingfromOtherLocations",2016
54,50,"Hideki Matsuyama",40,65,26,40,"ScramblingfromOtherLocations",2016
55,60,"Ricky Barnes",57,64.84,83,128,"ScramblingfromOtherLocations",2016
55,80,"Francesco Molinari",36,64.84,59,91,"ScramblingfromOtherLocations",2016
57,59,"Dicky Pride",33,64.56,51,79,"ScramblingfromOtherLocations",2016
58,64,"Jamie Donaldson",28,64.29,27,42,"ScramblingfromOtherLocations",2016
58,54,"Derek Ernst",36,64.29,45,70,"ScramblingfromOtherLocations",2016
58,61,"Sergio Garcia",28,64.29,9,14,"ScramblingfromOtherLocations",2016
61,56,"Luke List",51,64.22,70,109,"ScramblingfromOtherLocations",2016
62,46,"Alex Cejka",47,63.74,58,91,"ScramblingfromOtherLocations",2016
63,58,"Bronson Burgoon",53,63.64,63,99,"ScramblingfromOtherLocations",2016
63,68,"Brice Garnett",29,63.64,35,55,"ScramblingfromOtherLocations",2016
65,78,"Fabian Gomez",49,63.53,54,85,"ScramblingfromOtherLocations",2016
66,126,"Patrick Reed",53,63.49,40,63,"ScramblingfromOtherLocations",2016
67,37,"Rob Oppenheim",37,63.41,52,82,"ScramblingfromOtherLocations",2016
68,66,"Brendon Todd",43,63.39,71,112,"ScramblingfromOtherLocations",2016
69,71,"Andrew Landry",24,63.27,31,49,"ScramblingfromOtherLocations",2016
69,128,"Sean OHair",45,63.27,62,98,"ScramblingfromOtherLocations",2016
69,71,"Andres Romero",22,63.27,31,49,"ScramblingfromOtherLocations",2016
69,71,"Steve Stricker",25,63.27,31,49,"ScramblingfromOtherLocations",2016
73,70,"Mark Hubbard",73,63.12,89,141,"ScramblingfromOtherLocations",2016
74,57,"Spencer Levin",62,63.11,77,122,"ScramblingfromOtherLocations",2016
75,79,"Chez Reavie",56,62.92,56,89,"ScramblingfromOtherLocations",2016
76,100,"Jason Bohn",37,62.9,39,62,"ScramblingfromOtherLocations",2016
77,83,"KJ Choi",47,62.5,55,88,"ScramblingfromOtherLocations",2016
77,118,"Retief Goosen",37,62.5,60,96,"ScramblingfromOtherLocations",2016
77,124,"Geoff Ogilvy",37,62.5,45,72,"ScramblingfromOtherLocations",2016
80,108,"Adam Hadwin",53,62.38,63,101,"ScramblingfromOtherLocations",2016
81,74,"Padraig Harrington",38,62.3,38,61,"ScramblingfromOtherLocations",2016
82,93,"Jim Herman",55,62.07,54,87,"ScramblingfromOtherLocations",2016
83,63,"Hiroshi Iwata",51,61.9,78,126,"ScramblingfromOtherLocations",2016
83,87,"Justin Leonard",28,61.9,39,63,"ScramblingfromOtherLocations",2016
85,85,"Vijay Singh",42,61.7,58,94,"ScramblingfromOtherLocations",2016
86,88,"Cameron Tringale",47,61.63,53,86,"ScramblingfromOtherLocations",2016
87,90,"Hudson Swafford",52,61.62,61,99,"ScramblingfromOtherLocations",2016
88,92,"Jordan Spieth",34,61.54,16,26,"ScramblingfromOtherLocations",2016
89,82,"Dawie van der Walt",48,61.45,51,83,"ScramblingfromOtherLocations",2016
90,95,"David Hearn",55,61.34,73,119,"ScramblingfromOtherLocations",2016
91,125,"John Senden",48,61.22,60,98,"ScramblingfromOtherLocations",2016
92,62,"Thomas Aiken",42,61.11,44,72,"ScramblingfromOtherLocations",2016
92,77,"Webb Simpson",34,61.11,33,54,"ScramblingfromOtherLocations",2016
94,97,"Ben Martin",48,61,61,100,"ScramblingfromOtherLocations",2016
95,89,"Paul Casey",39,60.98,25,41,"ScramblingfromOtherLocations",2016
96,96,"Wes Roach",33,60.94,39,64,"ScramblingfromOtherLocations",2016
97,69,"Matt Jones",45,60.87,42,69,"ScramblingfromOtherLocations",2016
98,37,"Byeong Hun An",23,60.71,17,28,"ScramblingfromOtherLocations",2016
98,100,"Zach Johnson",42,60.71,34,56,"ScramblingfromOtherLocations",2016
100,102,"Jon Curran",55,60.66,74,122,"ScramblingfromOtherLocations",2016
100,84,"JB Holmes",39,60.66,37,61,"ScramblingfromOtherLocations",2016
102,86,"Morgan Hoffmann",43,60.61,60,99,"ScramblingfromOtherLocations",2016
103,103,"Dustin Johnson",37,60.53,23,38,"ScramblingfromOtherLocations",2016
103,119,"Shane Lowry",35,60.53,23,38,"ScramblingfromOtherLocations",2016
105,135,"Chesson Hadley",51,60.49,49,81,"ScramblingfromOtherLocations",2016
105,105,"Smylie Kaufman",57,60.49,49,81,"ScramblingfromOtherLocations",2016
107,106,"Brooks Koepka",39,60.47,26,43,"ScramblingfromOtherLocations",2016
107,94,"Brett Stegmaier",57,60.47,78,129,"ScramblingfromOtherLocations",2016
109,107,"Jimmy Walker",43,60.34,35,58,"ScramblingfromOtherLocations",2016
110,120,"Peter Malnati",53,60.16,74,123,"ScramblingfromOtherLocations",2016
111,109,"Abraham Ancer",26,60,39,65,"ScramblingfromOtherLocations",2016
111,147,"Daniel Berger",52,60,45,75,"ScramblingfromOtherLocations",2016
111,90,"Sung Kang",51,60,63,105,"ScramblingfromOtherLocations",2016
111,109,"Carl Pettersson",31,60,48,80,"ScramblingfromOtherLocations",2016
111,132,"Justin Rose",35,60,18,30,"ScramblingfromOtherLocations",2016
111,117,"Shawn Stefani",45,60,57,95,"ScramblingfromOtherLocations",2016
111,74,"Will Wilcox",47,60,60,100,"ScramblingfromOtherLocations",2016
118,121,"Steve Wheatcroft",53,59.82,67,112,"ScramblingfromOtherLocations",2016
119,109,"Michael Thompson",46,59.79,58,97,"ScramblingfromOtherLocations",2016
120,114,"Brian Gay",22,59.7,40,67,"ScramblingfromOtherLocations",2016
120,114,"Luke Guthrie",31,59.7,40,67,"ScramblingfromOtherLocations",2016
122,122,"Anirban Lahiri",44,59.65,34,57,"ScramblingfromOtherLocations",2016
123,123,"Chad Collins",45,59.6,59,99,"ScramblingfromOtherLocations",2016
124,109,"Patrick Rodgers",49,59.55,53,89,"ScramblingfromOtherLocations",2016
125,74,"Matt Every",34,59.38,38,64,"ScramblingfromOtherLocations",2016
126,97,"Brian Harman",60,59.02,72,122,"ScramblingfromOtherLocations",2016
127,127,"Kyle Stanley",57,58.82,60,102,"ScramblingfromOtherLocations",2016
128,97,"George McNeill",33,58.67,44,75,"ScramblingfromOtherLocations",2016
129,109,"Nick Taylor",57,58.65,61,104,"ScramblingfromOtherLocations",2016
130,103,"Jhonattan Vegas",49,58.62,51,87,"ScramblingfromOtherLocations",2016
131,116,"Cameron Smith",45,58.46,38,65,"ScramblingfromOtherLocations",2016
132,133,"Charley Hoffman",49,58.14,50,86,"ScramblingfromOtherLocations",2016
133,134,"Shane Bertsch",30,58,29,50,"ScramblingfromOtherLocations",2016
134,161,"Kevin Chappell",49,57.89,44,76,"ScramblingfromOtherLocations",2016
134,130,"Kevin Kisner",49,57.89,33,57,"ScramblingfromOtherLocations",2016
134,135,"DJ Trahan",23,57.89,33,57,"ScramblingfromOtherLocations",2016
137,139,"Hunter Mahan",43,57.83,48,83,"ScramblingfromOtherLocations",2016
138,138,"Mark Wilson",42,57.73,56,97,"ScramblingfromOtherLocations",2016
139,141,"Robert Streb",51,57.5,46,80,"ScramblingfromOtherLocations",2016
140,131,"Brendon de Jonge",55,57.29,55,96,"ScramblingfromOtherLocations",2016
141,129,"Jason Kokrak",52,57.27,63,110,"ScramblingfromOtherLocations",2016
142,140,"Tom Hoge",47,57.14,68,119,"ScramblingfromOtherLocations",2016
142,142,"Louis Oosthuizen",25,57.14,4,7,"ScramblingfromOtherLocations",2016
142,142,"Darron Stiles",28,57.14,40,70,"ScramblingfromOtherLocations",2016
142,142,"Bubba Watson",30,57.14,16,28,"ScramblingfromOtherLocations",2016
146,165,"Henrik Norlander",41,56.63,47,83,"ScramblingfromOtherLocations",2016
147,181,"Andres Gonzales",46,56.6,60,106,"ScramblingfromOtherLocations",2016
148,176,"Martin Piller",37,56.58,43,76,"ScramblingfromOtherLocations",2016
149,148,"Gary Woodland",45,56.52,39,69,"ScramblingfromOtherLocations",2016
150,149,"Michael Kim",62,56.45,70,124,"ScramblingfromOtherLocations",2016
151,171,"Kelly Kraft",35,56.36,31,55,"ScramblingfromOtherLocations",2016
152,142,"Derek Fathauer",58,56.07,60,107,"ScramblingfromOtherLocations",2016
153,152,"Scott Brown",59,55.93,66,118,"ScramblingfromOtherLocations",2016
154,182,"Jason Gore",51,55.84,43,77,"ScramblingfromOtherLocations",2016
154,171,"Scott Pinckney",53,55.84,43,77,"ScramblingfromOtherLocations",2016
156,155,"Troy Merritt",41,55.71,39,70,"ScramblingfromOtherLocations",2016
157,158,"Seung Yul Noh",54,55.46,66,119,"ScramblingfromOtherLocations",2016
158,160,"Ryan Palmer",46,55.41,41,74,"ScramblingfromOtherLocations",2016
159,149,"Blayne Barber",44,55.29,47,85,"ScramblingfromOtherLocations",2016
160,169,"Greg Owen",56,55.24,58,105,"ScramblingfromOtherLocations",2016
161,190,"Boo Weekley",53,55.21,53,96,"ScramblingfromOtherLocations",2016
162,178,"Erik Compton",45,55,55,100,"ScramblingfromOtherLocations",2016
163,154,"Martin Laird",46,54.95,50,91,"ScramblingfromOtherLocations",2016
164,149,"Sam Saunders",40,54.88,45,82,"ScramblingfromOtherLocations",2016
165,159,"Robert Allenby",35,54.55,48,88,"ScramblingfromOtherLocations",2016
165,188,"Andrew Loupe",50,54.55,60,110,"ScramblingfromOtherLocations",2016
165,168,"Andy Sullivan",25,54.55,18,33,"ScramblingfromOtherLocations",2016
165,170,"Tyrone Van Aswegen",67,54.55,84,154,"ScramblingfromOtherLocations",2016
169,174,"JJ Henry",44,54.44,49,90,"ScramblingfromOtherLocations",2016
170,142,"DA Points",32,54.41,37,68,"ScramblingfromOtherLocations",2016
171,153,"Angel Cabrera",42,54.35,50,92,"ScramblingfromOtherLocations",2016
172,185,"Justin Thomas",53,54.29,38,70,"ScramblingfromOtherLocations",2016
173,166,"Jonas Blixt",46,54.21,58,107,"ScramblingfromOtherLocations",2016
174,175,"Jason Dufner",53,54.05,40,74,"ScramblingfromOtherLocations",2016
175,179,"Charlie Beljan",26,53.85,35,65,"ScramblingfromOtherLocations",2016
175,179,"Pat Perez",28,53.85,21,39,"ScramblingfromOtherLocations",2016
177,164,"Ben Crane",48,53.68,51,95,"ScramblingfromOtherLocations",2016
178,155,"Graham DeLaet",50,53.66,44,82,"ScramblingfromOtherLocations",2016
179,157,"Ollie Schniederjans",23,53.33,24,45,"ScramblingfromOtherLocations",2016
180,187,"Roberto Castro",55,53.27,57,107,"ScramblingfromOtherLocations",2016
181,177,"DH Lee",35,53.16,42,79,"ScramblingfromOtherLocations",2016
182,162,"Robert Garrigus",34,53.03,35,66,"ScramblingfromOtherLocations",2016
183,183,"Stewart Cink",45,52.56,41,78,"ScramblingfromOtherLocations",2016
183,171,"Davis Love III",40,52.56,41,78,"ScramblingfromOtherLocations",2016
185,184,"John Huh",51,52.53,52,99,"ScramblingfromOtherLocations",2016
186,167,"Chris Stroud",52,52.38,55,105,"ScramblingfromOtherLocations",2016
187,186,"Cameron Percy",22,52.17,24,46,"ScramblingfromOtherLocations",2016
188,193,"Will Ma Kenzie",54,52,52,100,"ScramblingfromOtherLocations",2016
189,163,"Henrik Stenson",30,51.85,14,27,"ScramblingfromOtherLocations",2016
190,191,"Rhein Gibson",36,51.43,36,70,"ScramblingfromOtherLocations",2016
191,194,"Steve Marino",40,51.32,39,76,"ScramblingfromOtherLocations",2016
192,192,"Scott Piercy",45,51.06,24,47,"ScramblingfromOtherLocations",2016
193,189,"Vaughn Taylor",30,50.82,31,61,"ScramblingfromOtherLocations",2016
194,195,"Billy Horschel",45,50.63,40,79,"ScramblingfromOtherLocations",2016
195,196,"Daniel Summerhays",55,50.54,47,93,"ScramblingfromOtherLocations",2016
196,200,"Tyler Aldridge",53,48.42,46,95,"ScramblingfromOtherLocations",2016
197,198,"James Hahn",45,48.28,42,87,"ScramblingfromOtherLocations",2016
198,199,"Ken Duke",26,47.83,22,46,"ScramblingfromOtherLocations",2016
199,207,"Brendan Steele",48,46.99,39,83,"ScramblingfromOtherLocations",2016
200,204,"Kyle Reifers",63,46.07,41,89,"ScramblingfromOtherLocations",2016
201,202,"Miguel Angel Carballo",24,45.95,17,37,"ScramblingfromOtherLocations",2016
202,197,"Justin Hicks",26,45.83,22,48,"ScramblingfromOtherLocations",2016
202,203,"Carlos Ortiz",47,45.83,44,96,"ScramblingfromOtherLocations",2016
204,201,"Kevin Streelman",46,45.71,32,70,"ScramblingfromOtherLocations",2016
205,206,"Steven Bowditch",40,44.93,31,69,"ScramblingfromOtherLocations",2016
206,205,"Bernd Wiesberger",23,42.31,11,26,"ScramblingfromOtherLocations",2016
207,207,"Matthew Fitzpatrick",23,39.13,9,23,"ScramblingfromOtherLocations",2016
